experiment,step,metric,value
E2: spatial + curriculum,33254400,completion,0.889989972114563
E2: spatial + curriculum,33305600,completion,0.8873599767684937
E2: spatial + curriculum,33356800,completion,0.8904600143432617
E2: spatial + curriculum,33408000,completion,0.8956000208854675
E2: spatial + curriculum,33459200,completion,0.8990100026130676
E2: spatial + curriculum,33510400,completion,0.8945900201797485
E2: spatial + curriculum,33561600,completion,0.8936300277709961
E2: spatial + curriculum,33612800,completion,0.8973699808120728
E2: spatial + curriculum,33664000,completion,0.8955100178718567
E2: spatial + curriculum,33715200,completion,0.8969500064849854
E2: spatial + curriculum,33766400,completion,0.8967199921607971
E2: spatial + curriculum,33817600,completion,0.8930500149726868
E2: spatial + curriculum,33868800,completion,0.8950700163841248
E2: spatial + curriculum,33920000,completion,0.8958799839019775
E2: spatial + curriculum,33971200,completion,0.8979600071907043
E2: spatial + curriculum,34022400,completion,0.896340012550354
E2: spatial + curriculum,34073600,completion,0.89478999376297
E2: spatial + curriculum,34124800,completion,0.8951500058174133
E2: spatial + curriculum,34176000,completion,0.8944500088691711
E2: spatial + curriculum,34227200,completion,0.8923199772834778
E2: spatial + curriculum,34278400,completion,0.8897799849510193
E2: spatial + curriculum,34329600,completion,0.8916599750518799
E2: spatial + curriculum,34380800,completion,0.8929100036621094
E2: spatial + curriculum,34432000,completion,0.8923100233078003
E2: spatial + curriculum,34483200,completion,0.8919000029563904
E2: spatial + curriculum,34534400,completion,0.8909800052642822
E2: spatial + curriculum,34585600,completion,0.8928499817848206
E2: spatial + curriculum,34636800,completion,0.8944000005722046
E2: spatial + curriculum,34688000,completion,0.8929299712181091
E2: spatial + curriculum,34739200,completion,0.8916599750518799
E2: spatial + curriculum,34790400,completion,0.8928700089454651
E2: spatial + curriculum,34841600,completion,0.89274001121521
E2: spatial + curriculum,34892800,completion,0.8893300294876099
E2: spatial + curriculum,34944000,completion,0.8887400031089783
E2: spatial + curriculum,34995200,completion,0.8922899961471558
E2: spatial + curriculum,35046400,completion,0.8892300128936768
E2: spatial + curriculum,35097600,completion,0.8912000060081482
E2: spatial + curriculum,35148800,completion,0.8900799751281738
E2: spatial + curriculum,35200000,completion,0.890749990940094
E2: spatial + curriculum,35251200,completion,0.8914499878883362
E2: spatial + curriculum,35302400,completion,0.8890200257301331
E2: spatial + curriculum,35353600,completion,0.8871300220489502
E2: spatial + curriculum,35404800,completion,0.8905500173568726
E2: spatial + curriculum,35456000,completion,0.8908399939537048
E2: spatial + curriculum,35507200,completion,0.8893600106239319
E2: spatial + curriculum,35558400,completion,0.8875499963760376
E2: spatial + curriculum,35609600,completion,0.8865699768066406
E2: spatial + curriculum,35660800,completion,0.8875499963760376
E2: spatial + curriculum,35712000,completion,0.8886500000953674
E2: spatial + curriculum,35763200,completion,0.8835800290107727
E2: spatial + curriculum,35814400,completion,0.8855599761009216
E2: spatial + curriculum,35865600,completion,0.886430025100708
E2: spatial + curriculum,35916800,completion,0.8876699805259705
E2: spatial + curriculum,35968000,completion,0.8820899724960327
E2: spatial + curriculum,36019200,completion,0.8911299705505371
E2: spatial + curriculum,36070400,completion,0.8935800194740295
E2: spatial + curriculum,36121600,completion,0.8862299919128418
E2: spatial + curriculum,36172800,completion,0.8890500068664551
E2: spatial + curriculum,36224000,completion,0.88714998960495
E2: spatial + curriculum,36275200,completion,0.8880599737167358
E2: spatial + curriculum,36326400,completion,0.8896700143814087
E2: spatial + curriculum,36377600,completion,0.8903499841690063
E2: spatial + curriculum,36428800,completion,0.8922100067138672
E2: spatial + curriculum,36480000,completion,0.8903399705886841
E2: spatial + curriculum,36531200,completion,0.8931800127029419
E2: spatial + curriculum,36582400,completion,0.8946400284767151
E2: spatial + curriculum,36633600,completion,0.8944200277328491
E2: spatial + curriculum,36684800,completion,0.8914899826049805
E2: spatial + curriculum,36736000,completion,0.8926600217819214
E2: spatial + curriculum,36787200,completion,0.8916699886322021
E2: spatial + curriculum,36838400,completion,0.894349992275238
E2: spatial + curriculum,36889600,completion,0.8914499878883362
E2: spatial + curriculum,36940800,completion,0.8939599990844727
E2: spatial + curriculum,36992000,completion,0.8956300020217896
E2: spatial + curriculum,37043200,completion,0.8926399946212769
E2: spatial + curriculum,37094400,completion,0.8917999863624573
E2: spatial + curriculum,37145600,completion,0.8936300277709961
E2: spatial + curriculum,37196800,completion,0.8938000202178955
E2: spatial + curriculum,37248000,completion,0.8924000263214111
E2: spatial + curriculum,37299200,completion,0.8926600217819214
E2: spatial + curriculum,37350400,completion,0.8910899758338928
E2: spatial + curriculum,37401600,completion,0.8914399743080139
E2: spatial + curriculum,37452800,completion,0.8923500180244446
E2: spatial + curriculum,37504000,completion,0.8927599787712097
E2: spatial + curriculum,37555200,completion,0.8923799991607666
E2: spatial + curriculum,37606400,completion,0.895799994468689
E2: spatial + curriculum,37657600,completion,0.893779993057251
E2: spatial + curriculum,37708800,completion,0.8974900245666504
E2: spatial + curriculum,37760000,completion,0.8983200192451477
E2: spatial + curriculum,37811200,completion,0.8968700170516968
E2: spatial + curriculum,37862400,completion,0.8980100154876709
E2: spatial + curriculum,37913600,completion,0.8994799852371216
E2: spatial + curriculum,37964800,completion,0.8980500102043152
E2: spatial + curriculum,38016000,completion,0.8969100117683411
E2: spatial + curriculum,38067200,completion,0.8992099761962891
E2: spatial + curriculum,38118400,completion,0.8970000147819519
E2: spatial + curriculum,38169600,completion,0.8959299921989441
E2: spatial + curriculum,38220800,completion,0.896809995174408
E2: spatial + curriculum,38272000,completion,0.8959100246429443
E2: spatial + curriculum,38323200,completion,0.8956199884414673
E2: spatial + curriculum,38374400,completion,0.8956599831581116
E2: spatial + curriculum,38425600,completion,0.898580014705658
E2: spatial + curriculum,38476800,completion,0.897629976272583
E2: spatial + curriculum,38528000,completion,0.8953199982643127
E2: spatial + curriculum,38579200,completion,0.8926500082015991
E2: spatial + curriculum,38630400,completion,0.8934400081634521
E2: spatial + curriculum,38681600,completion,0.8953999876976013
E2: spatial + curriculum,38732800,completion,0.8946200013160706
E2: spatial + curriculum,38784000,completion,0.8954799771308899
E2: spatial + curriculum,38835200,completion,0.8961399793624878
E2: spatial + curriculum,38886400,completion,0.896589994430542
E2: spatial + curriculum,38937600,completion,0.895579993724823
E2: spatial + curriculum,38988800,completion,0.8970100283622742
E2: spatial + curriculum,39040000,completion,0.8987299799919128
E2: spatial + curriculum,39091200,completion,0.89683997631073
E2: spatial + curriculum,39142400,completion,0.8937900066375732
E2: spatial + curriculum,39193600,completion,0.8937000036239624
E2: spatial + curriculum,39244800,completion,0.8946300148963928
E2: spatial + curriculum,39296000,completion,0.8926900029182434
E2: spatial + curriculum,39347200,completion,0.8954399824142456
E2: spatial + curriculum,39398400,completion,0.8964800238609314
E2: spatial + curriculum,39449600,completion,0.8966400027275085
E2: spatial + curriculum,39500800,completion,0.8963599801063538
E2: spatial + curriculum,39552000,completion,0.8952999711036682
E2: spatial + curriculum,39603200,completion,0.8941100239753723
E2: spatial + curriculum,39654400,completion,0.8951500058174133
E2: spatial + curriculum,39705600,completion,0.8987399935722351
E2: spatial + curriculum,39756800,completion,0.8964400291442871
E2: spatial + curriculum,39808000,completion,0.8932499885559082
E2: spatial + curriculum,39859200,completion,0.894860029220581
E2: spatial + curriculum,39910400,completion,0.8944200277328491
E2: spatial + curriculum,39961600,completion,0.891510009765625
E2: spatial + curriculum,40012800,completion,0.8921899795532227
E2: spatial + curriculum,40064000,completion,0.891569972038269
E2: spatial + curriculum,40115200,completion,0.8932700157165527
E2: spatial + curriculum,40166400,completion,0.8941400051116943
E2: spatial + curriculum,40217600,completion,0.8967499732971191
E2: spatial + curriculum,40268800,completion,0.8903200030326843
E2: spatial + curriculum,40320000,completion,0.8916199803352356
E2: spatial + curriculum,40371200,completion,0.8908500075340271
E2: spatial + curriculum,40422400,completion,0.8931999802589417
E2: spatial + curriculum,40473600,completion,0.8923500180244446
E2: spatial + curriculum,40524800,completion,0.8921700119972229
E2: spatial + curriculum,40576000,completion,0.8929700255393982
E2: spatial + curriculum,40627200,completion,0.8920000195503235
E2: spatial + curriculum,40678400,completion,0.8911200165748596
E2: spatial + curriculum,40729600,completion,0.8938900232315063
E2: spatial + curriculum,40780800,completion,0.8956000208854675
E2: spatial + curriculum,40832000,completion,0.8938500285148621
E2: spatial + curriculum,40883200,completion,0.8945800065994263
E2: spatial + curriculum,40934400,completion,0.8939800262451172
E2: spatial + curriculum,40985600,completion,0.8918099999427795
E2: spatial + curriculum,41036800,completion,0.8914600014686584
E2: spatial + curriculum,41088000,completion,0.892520010471344
E2: spatial + curriculum,41139200,completion,0.8940500020980835
E2: spatial + curriculum,41190400,completion,0.8928700089454651
E2: spatial + curriculum,41241600,completion,0.8929100036621094
E2: spatial + curriculum,41292800,completion,0.8921399712562561
E2: spatial + curriculum,41344000,completion,0.892989993095398
E2: spatial + curriculum,41395200,completion,0.8954200148582458
E2: spatial + curriculum,41446400,completion,0.8947700262069702
E2: spatial + curriculum,41497600,completion,0.8948299884796143
E2: spatial + curriculum,41548800,completion,0.8945199847221375
E2: spatial + curriculum,41600000,completion,0.8925300240516663
E2: spatial + curriculum,41651200,completion,0.891730010509491
E2: spatial + curriculum,41702400,completion,0.8926299810409546
E2: spatial + curriculum,41753600,completion,0.8952500224113464
E2: spatial + curriculum,41804800,completion,0.8946099877357483
E2: spatial + curriculum,41856000,completion,0.8948500156402588
E2: spatial + curriculum,41907200,completion,0.8946099877357483
E2: spatial + curriculum,41958400,completion,0.893339991569519
E2: spatial + curriculum,42009600,completion,0.8922799825668335
E2: spatial + curriculum,42060800,completion,0.893779993057251
E2: spatial + curriculum,42112000,completion,0.8939700126647949
E2: spatial + curriculum,42163200,completion,0.8914600014686584
E2: spatial + curriculum,42214400,completion,0.8914300203323364
E2: spatial + curriculum,42265600,completion,0.8923699855804443
E2: spatial + curriculum,42316800,completion,0.8927599787712097
E2: spatial + curriculum,42368000,completion,0.8932899832725525
E2: spatial + curriculum,42419200,completion,0.8911600112915039
E2: spatial + curriculum,42470400,completion,0.8929700255393982
E2: spatial + curriculum,42521600,completion,0.8937600255012512
E2: spatial + curriculum,42572800,completion,0.8960199952125549
E2: spatial + curriculum,42624000,completion,0.8954899907112122
E2: spatial + curriculum,42675200,completion,0.894760012626648
E2: spatial + curriculum,42726400,completion,0.8929200172424316
E2: spatial + curriculum,42777600,completion,0.893589973449707
E2: spatial + curriculum,42828800,completion,0.8935999870300293
E2: spatial + curriculum,42880000,completion,0.8929700255393982
E2: spatial + curriculum,42931200,completion,0.8938000202178955
E2: spatial + curriculum,42982400,completion,0.891979992389679
E2: spatial + curriculum,43033600,completion,0.891759991645813
E2: spatial + curriculum,43084800,completion,0.8934800028800964
E2: spatial + curriculum,43136000,completion,0.8939599990844727
E2: spatial + curriculum,43187200,completion,0.8943899869918823
E2: spatial + curriculum,43238400,completion,0.8946700096130371
E2: spatial + curriculum,43289600,completion,0.893310010433197
E2: spatial + curriculum,43340800,completion,0.8954300284385681
E2: spatial + curriculum,43392000,completion,0.8953800201416016
E2: spatial + curriculum,43443200,completion,0.8985700011253357
E2: spatial + curriculum,43494400,completion,0.8966599702835083
E2: spatial + curriculum,43545600,completion,0.8972200155258179
E2: spatial + curriculum,43596800,completion,0.8950499892234802
E2: spatial + curriculum,43648000,completion,0.8953199982643127
E2: spatial + curriculum,43699200,completion,0.8957800269126892
E2: spatial + curriculum,43750400,completion,0.8956000208854675
E2: spatial + curriculum,43801600,completion,0.8939599990844727
E2: spatial + curriculum,43852800,completion,0.8958200216293335
E2: spatial + curriculum,43904000,completion,0.8942899703979492
E2: spatial + curriculum,43955200,completion,0.8939700126647949
E2: spatial + curriculum,44006400,completion,0.8952900171279907
E2: spatial + curriculum,44057600,completion,0.8954499959945679
E2: spatial + curriculum,44108800,completion,0.8956300020217896
E2: spatial + curriculum,44160000,completion,0.8951699733734131
E2: spatial + curriculum,44211200,completion,0.8958100080490112
E2: spatial + curriculum,44262400,completion,0.8954300284385681
E2: spatial + curriculum,44313600,completion,0.8964800238609314
E2: spatial + curriculum,44364800,completion,0.8949499726295471
E2: spatial + curriculum,44416000,completion,0.8943099975585938
E2: spatial + curriculum,44467200,completion,0.8939700126647949
E2: spatial + curriculum,44518400,completion,0.8939599990844727
E2: spatial + curriculum,44569600,completion,0.895579993724823
E2: spatial + curriculum,44620800,completion,0.8960700035095215
E2: spatial + curriculum,44672000,completion,0.8956300020217896
E2: spatial + curriculum,44723200,completion,0.8959299921989441
E2: spatial + curriculum,44774400,completion,0.8959299921989441
E2: spatial + curriculum,44825600,completion,0.8943700194358826
E2: spatial + curriculum,44876800,completion,0.8932399749755859
E2: spatial + curriculum,44928000,completion,0.894819974899292
E2: spatial + curriculum,44979200,completion,0.8967800140380859
E2: spatial + curriculum,45030400,completion,0.8954600095748901
E2: spatial + curriculum,45081600,completion,0.893060028553009
E2: spatial + curriculum,45132800,completion,0.893589973449707
E2: spatial + curriculum,45184000,completion,0.8936499953269958
E2: spatial + curriculum,45235200,completion,0.892300009727478
E2: spatial + curriculum,45286400,completion,0.892520010471344
E2: spatial + curriculum,45337600,completion,0.8921599984169006
E2: spatial + curriculum,45388800,completion,0.8926900029182434
E2: spatial + curriculum,45440000,completion,0.8910199999809265
E2: spatial + curriculum,45491200,completion,0.8907700181007385
E2: spatial + curriculum,45542400,completion,0.889930009841919
E2: spatial + curriculum,45593600,completion,0.8922799825668335
E2: spatial + curriculum,45644800,completion,0.8929799795150757
E2: spatial + curriculum,45696000,completion,0.8932300209999084
E2: spatial + curriculum,45747200,completion,0.8919500112533569
E2: spatial + curriculum,45798400,completion,0.8888700008392334
E2: spatial + curriculum,45849600,completion,0.8899000287055969
E2: spatial + curriculum,45900800,completion,0.8898299932479858
E2: spatial + curriculum,45952000,completion,0.8914600014686584
E2: spatial + curriculum,46003200,completion,0.8917400240898132
E2: spatial + curriculum,46054400,completion,0.8915600180625916
E2: spatial + curriculum,46105600,completion,0.89069002866745
E2: spatial + curriculum,46156800,completion,0.8928899765014648
E2: spatial + curriculum,46208000,completion,0.8923400044441223
E2: spatial + curriculum,46259200,completion,0.8911899924278259
E2: spatial + curriculum,46310400,completion,0.8921200037002563
E2: spatial + curriculum,46361600,completion,0.8921499848365784
E2: spatial + curriculum,46412800,completion,0.8935499787330627
E2: spatial + curriculum,46464000,completion,0.8909000158309937
E2: spatial + curriculum,46515200,completion,0.8916000127792358
E2: spatial + curriculum,46566400,completion,0.8924599885940552
E2: spatial + curriculum,46617600,completion,0.8923400044441223
E2: spatial + curriculum,46668800,completion,0.8935400247573853
E2: spatial + curriculum,46720000,completion,0.8920000195503235
E2: spatial + curriculum,46771200,completion,0.8918700218200684
E2: spatial + curriculum,46822400,completion,0.8910599946975708
E2: spatial + curriculum,46873600,completion,0.891260027885437
E2: spatial + curriculum,46924800,completion,0.8915799856185913
E2: spatial + curriculum,46976000,completion,0.8901000022888184
E2: spatial + curriculum,47027200,completion,0.8914899826049805
E2: spatial + curriculum,47078400,completion,0.891219973564148
E2: spatial + curriculum,47129600,completion,0.8908399939537048
E2: spatial + curriculum,47180800,completion,0.8919699788093567
E2: spatial + curriculum,47232000,completion,0.8917400240898132
E2: spatial + curriculum,47283200,completion,0.8918799757957458
E2: spatial + curriculum,47334400,completion,0.8916699886322021
E2: spatial + curriculum,47385600,completion,0.8918799757957458
E2: spatial + curriculum,47436800,completion,0.8930299878120422
E2: spatial + curriculum,47488000,completion,0.8915299773216248
E2: spatial + curriculum,47539200,completion,0.8921099901199341
E2: spatial + curriculum,47590400,completion,0.8921300172805786
E2: spatial + curriculum,47641600,completion,0.8925099968910217
E2: spatial + curriculum,47692800,completion,0.8936799764633179
E2: spatial + curriculum,47744000,completion,0.8933799862861633
E2: spatial + curriculum,47795200,completion,0.8926500082015991
E2: spatial + curriculum,47846400,completion,0.8914300203323364
E2: spatial + curriculum,47897600,completion,0.892799973487854
E2: spatial + curriculum,47948800,completion,0.8932899832725525
E2: spatial + curriculum,48000000,completion,0.8942199945449829
E2: spatial + curriculum,48051200,completion,0.8923599720001221
E2: spatial + curriculum,48102400,completion,0.894760012626648
E2: spatial + curriculum,48153600,completion,0.8934100270271301
E2: spatial + curriculum,48204800,completion,0.8923299908638
E2: spatial + curriculum,48256000,completion,0.893339991569519
E2: spatial + curriculum,48307200,completion,0.8942700028419495
E2: spatial + curriculum,48358400,completion,0.893280029296875
E2: spatial + curriculum,48409600,completion,0.8928899765014648
E2: spatial + curriculum,48460800,completion,0.8920400142669678
E2: spatial + curriculum,48512000,completion,0.892799973487854
E2: spatial + curriculum,48563200,completion,0.8909299969673157
E2: spatial + curriculum,48614400,completion,0.891480028629303
E2: spatial + curriculum,48665600,completion,0.8917199969291687
E2: spatial + curriculum,48716800,completion,0.8903800249099731
E2: spatial + curriculum,48768000,completion,0.8914300203323364
E2: spatial + curriculum,48819200,completion,0.8904500007629395
E2: spatial + curriculum,48870400,completion,0.8891599774360657
E2: spatial + curriculum,48921600,completion,0.8897200226783752
E2: spatial + curriculum,48972800,completion,0.8909400105476379
E2: spatial + curriculum,49024000,completion,0.8907399773597717
E2: spatial + curriculum,49075200,completion,0.8914399743080139
E2: spatial + curriculum,49126400,completion,0.8917199969291687
E2: spatial + curriculum,49177600,completion,0.8908500075340271
E2: spatial + curriculum,49228800,completion,0.8912100195884705
E2: spatial + curriculum,49280000,completion,0.8909000158309937
E2: spatial + curriculum,49331200,completion,0.89069002866745
E2: spatial + curriculum,49382400,completion,0.8913400173187256
E2: spatial + curriculum,49433600,completion,0.8895800113677979
E2: spatial + curriculum,49484800,completion,0.8888499736785889
E2: spatial + curriculum,49536000,completion,0.8901000022888184
E2: spatial + curriculum,49587200,completion,0.8903200030326843
E2: spatial + curriculum,49638400,completion,0.8893300294876099
E2: spatial + curriculum,49689600,completion,0.8880299925804138
E2: spatial + curriculum,49740800,completion,0.889490008354187
E2: spatial + curriculum,49792000,completion,0.890250027179718
E2: spatial + curriculum,49843200,completion,0.8898500204086304
E2: spatial + curriculum,49894400,completion,0.8910599946975708
E2: spatial + curriculum,49945600,completion,0.8898199796676636
E2: spatial + curriculum,49996800,completion,0.8900399804115295
E2: spatial + curriculum,50048000,completion,0.8898100256919861
E2: spatial + curriculum,50099200,completion,0.8899000287055969
E2: spatial + curriculum,50150400,completion,0.889930009841919
E2: spatial + curriculum,50201600,completion,0.8899000287055969
E2: spatial + curriculum,50252800,completion,0.8912100195884705
E2: spatial + curriculum,50304000,completion,0.8888900279998779
E2: spatial + curriculum,50355200,completion,0.8887900114059448
E2: spatial + curriculum,50406400,completion,0.8893600106239319
E2: spatial + curriculum,50457600,completion,0.8898100256919861
E2: spatial + curriculum,50508800,completion,0.889739990234375
E2: spatial + curriculum,50560000,completion,0.8900600075721741
E2: spatial + curriculum,50611200,completion,0.8906800150871277
E2: spatial + curriculum,50662400,completion,0.89028000831604
E2: spatial + curriculum,50713600,completion,0.8891599774360657
E2: spatial + curriculum,50764800,completion,0.8877099752426147
E2: spatial + curriculum,50816000,completion,0.8871600031852722
E2: spatial + curriculum,50867200,completion,0.8868600130081177
E2: spatial + curriculum,50918400,completion,0.8874599933624268
E2: spatial + curriculum,50969600,completion,0.8863499760627747
E2: spatial + curriculum,51020800,completion,0.8854600191116333
E2: spatial + curriculum,51072000,completion,0.8867300152778625
E2: spatial + curriculum,51123200,completion,0.8869100213050842
E2: spatial + curriculum,51174400,completion,0.8864200115203857
E2: spatial + curriculum,51225600,completion,0.8852599859237671
E2: spatial + curriculum,51276800,completion,0.8843799829483032
E2: spatial + curriculum,51328000,completion,0.8856199979782104
E2: spatial + curriculum,51379200,completion,0.8842599987983704
E2: spatial + curriculum,51430400,completion,0.8839300274848938
E2: spatial + curriculum,51481600,completion,0.8831400275230408
E2: spatial + curriculum,51532800,completion,0.8835399746894836
E2: spatial + curriculum,51584000,completion,0.8854100108146667
E2: spatial + curriculum,51635200,completion,0.884880006313324
E2: spatial + curriculum,51686400,completion,0.8853600025177002
E2: spatial + curriculum,51737600,completion,0.8854900002479553
E2: spatial + curriculum,51788800,completion,0.8859900236129761
E2: spatial + curriculum,51840000,completion,0.8863199949264526
E2: spatial + curriculum,51891200,completion,0.8869199752807617
E2: spatial + curriculum,51942400,completion,0.8896700143814087
E2: spatial + curriculum,51993600,completion,0.8891900181770325
E2: spatial + curriculum,52044800,completion,0.8906599879264832
E2: spatial + curriculum,52096000,completion,0.8906999826431274
E2: spatial + curriculum,52147200,completion,0.8890399932861328
E2: spatial + curriculum,52198400,completion,0.8881099820137024
E2: spatial + curriculum,52249600,completion,0.8885499835014343
E2: spatial + curriculum,52300800,completion,0.890030026435852
E2: spatial + curriculum,52352000,completion,0.8895800113677979
E2: spatial + curriculum,52403200,completion,0.8902599811553955
E2: spatial + curriculum,52454400,completion,0.8903099894523621
E2: spatial + curriculum,52505600,completion,0.8906400203704834
E2: spatial + curriculum,52556800,completion,0.8909199833869934
E2: spatial + curriculum,52608000,completion,0.8903700113296509
E2: spatial + curriculum,52659200,completion,0.8911299705505371
E2: spatial + curriculum,52710400,completion,0.8913699984550476
E2: spatial + curriculum,52761600,completion,0.891319990158081
E2: spatial + curriculum,52812800,completion,0.8899099826812744
E2: spatial + curriculum,52864000,completion,0.8907399773597717
E2: spatial + curriculum,52915200,completion,0.889930009841919
E2: spatial + curriculum,52966400,completion,0.8915600180625916
E2: spatial + curriculum,53017600,completion,0.8928099870681763
E2: spatial + curriculum,53068800,completion,0.893809974193573
E2: spatial + curriculum,53120000,completion,0.8930799961090088
E2: spatial + curriculum,53171200,completion,0.8923699855804443
E2: spatial + curriculum,53222400,completion,0.8921499848365784
E2: spatial + curriculum,53273600,completion,0.8888599872589111
E2: spatial + curriculum,53324800,completion,0.8882899880409241
E2: spatial + curriculum,53376000,completion,0.8883699774742126
E2: spatial + curriculum,53427200,completion,0.8871099948883057
E2: spatial + curriculum,53478400,completion,0.8864499926567078
E2: spatial + curriculum,53529600,completion,0.8855999708175659
E2: spatial + curriculum,53580800,completion,0.8866900205612183
E2: spatial + curriculum,53632000,completion,0.8883100152015686
E2: spatial + curriculum,53683200,completion,0.8868200182914734
E2: spatial + curriculum,53734400,completion,0.8867899775505066
E2: spatial + curriculum,53785600,completion,0.8850600123405457
E2: spatial + curriculum,53836800,completion,0.8865100145339966
E2: spatial + curriculum,53888000,completion,0.8874199986457825
E2: spatial + curriculum,53939200,completion,0.8884099721908569
E2: spatial + curriculum,53990400,completion,0.8867599964141846
E2: spatial + curriculum,54041600,completion,0.8893399834632874
E2: spatial + curriculum,54092800,completion,0.8882499933242798
E2: spatial + curriculum,54144000,completion,0.888159990310669
E2: spatial + curriculum,54195200,completion,0.889270007610321
E2: spatial + curriculum,54246400,completion,0.8893399834632874
E2: spatial + curriculum,54297600,completion,0.890470027923584
E2: spatial + curriculum,54348800,completion,0.89028000831604
E2: spatial + curriculum,54400000,completion,0.8892499804496765
E2: spatial + curriculum,54451200,completion,0.8900700211524963
E2: spatial + curriculum,54502400,completion,0.8899099826812744
E2: spatial + curriculum,54553600,completion,0.8881499767303467
E2: spatial + curriculum,54604800,completion,0.8879799842834473
E2: spatial + curriculum,54656000,completion,0.8880400061607361
E2: spatial + curriculum,54707200,completion,0.8882899880409241
E2: spatial + curriculum,54758400,completion,0.8892800211906433
E2: spatial + curriculum,54809600,completion,0.8891699910163879
E2: spatial + curriculum,54860800,completion,0.8870000243186951
E2: spatial + curriculum,54912000,completion,0.887470006942749
E2: spatial + curriculum,54963200,completion,0.8873900175094604
E2: spatial + curriculum,55014400,completion,0.8866999745368958
E2: spatial + curriculum,55065600,completion,0.8872799873352051
E2: spatial + curriculum,55116800,completion,0.8865299820899963
E2: spatial + curriculum,55168000,completion,0.8850299715995789
E2: spatial + curriculum,55219200,completion,0.8873100280761719
E2: spatial + curriculum,55270400,completion,0.8878700137138367
E2: spatial + curriculum,55321600,completion,0.887690007686615
E2: spatial + curriculum,55372800,completion,0.8890600204467773
E2: spatial + curriculum,55424000,completion,0.8889200091362
E2: spatial + curriculum,55475200,completion,0.8886600136756897
E2: spatial + curriculum,55526400,completion,0.8895400166511536
E2: spatial + curriculum,55577600,completion,0.887969970703125
E2: spatial + curriculum,55628800,completion,0.8867599964141846
E2: spatial + curriculum,55680000,completion,0.8887199759483337
E2: spatial + curriculum,55731200,completion,0.8881199955940247
E2: spatial + curriculum,55782400,completion,0.8889099955558777
E2: spatial + curriculum,55833600,completion,0.8902400135993958
E2: spatial + curriculum,55884800,completion,0.8904500007629395
E2: spatial + curriculum,55936000,completion,0.8908699750900269
E2: spatial + curriculum,55987200,completion,0.8920800089836121
E2: spatial + curriculum,56038400,completion,0.8921999931335449
E2: spatial + curriculum,56089600,completion,0.8924199938774109
E2: spatial + curriculum,56140800,completion,0.8919100165367126
E2: spatial + curriculum,56192000,completion,0.8911299705505371
E2: spatial + curriculum,56243200,completion,0.8929200172424316
E2: spatial + curriculum,56294400,completion,0.8918399810791016
E2: spatial + curriculum,56345600,completion,0.8933500051498413
E2: spatial + curriculum,56396800,completion,0.8943300247192383
E2: spatial + curriculum,56448000,completion,0.893280029296875
E2: spatial + curriculum,56499200,completion,0.8945299983024597
E2: spatial + curriculum,56550400,completion,0.8943799734115601
E2: spatial + curriculum,56601600,completion,0.8929700255393982
E2: spatial + curriculum,56652800,completion,0.8923500180244446
E2: spatial + curriculum,56704000,completion,0.8941799998283386
E2: spatial + curriculum,56755200,completion,0.8917400240898132
E2: spatial + curriculum,56806400,completion,0.8916699886322021
E2: spatial + curriculum,56857600,completion,0.8911100029945374
E2: spatial + curriculum,56908800,completion,0.8909100294113159
E2: spatial + curriculum,56960000,completion,0.890209972858429
E2: spatial + curriculum,57011200,completion,0.8885499835014343
E2: spatial + curriculum,57062400,completion,0.8873199820518494
E2: spatial + curriculum,57113600,completion,0.8869600296020508
E2: spatial + curriculum,57164800,completion,0.8883100152015686
E2: spatial + curriculum,57216000,completion,0.8896600008010864
E2: spatial + curriculum,57267200,completion,0.8886899948120117
E2: spatial + curriculum,57318400,completion,0.8876100182533264
E2: spatial + curriculum,57369600,completion,0.8867300152778625
E2: spatial + curriculum,57420800,completion,0.8865900039672852
E2: spatial + curriculum,57472000,completion,0.8875799775123596
E2: spatial + curriculum,57523200,completion,0.8859999775886536
E2: spatial + curriculum,57574400,completion,0.8886600136756897
E2: spatial + curriculum,57625600,completion,0.8883600234985352
E2: spatial + curriculum,57676800,completion,0.8880400061607361
E2: spatial + curriculum,57728000,completion,0.8890399932861328
E2: spatial + curriculum,57779200,completion,0.8918399810791016
E2: spatial + curriculum,57830400,completion,0.8922600150108337
E2: spatial + curriculum,57881600,completion,0.8932499885559082
E2: spatial + curriculum,57932800,completion,0.8927900195121765
E2: spatial + curriculum,57984000,completion,0.8918899893760681
E2: spatial + curriculum,58035200,completion,0.8918899893760681
E2: spatial + curriculum,58086400,completion,0.8908900022506714
E2: spatial + curriculum,58137600,completion,0.8901200294494629
E2: spatial + curriculum,58188800,completion,0.8889899849891663
E2: spatial + curriculum,58240000,completion,0.8881700038909912
E2: spatial + curriculum,58291200,completion,0.8884699940681458
E2: spatial + curriculum,58342400,completion,0.8891800045967102
E2: spatial + curriculum,58393600,completion,0.8867599964141846
E2: spatial + curriculum,58444800,completion,0.8865699768066406
E2: spatial + curriculum,58496000,completion,0.8854900002479553
E2: spatial + curriculum,58547200,completion,0.8855000138282776
E2: spatial + curriculum,58598400,completion,0.8862900137901306
E2: spatial + curriculum,58649600,completion,0.8869199752807617
E2: spatial + curriculum,58700800,completion,0.8885899782180786
E2: spatial + curriculum,58752000,completion,0.88823002576828
E2: spatial + curriculum,58803200,completion,0.8908600211143494
E2: spatial + curriculum,58854400,completion,0.8911499977111816
E2: spatial + curriculum,58905600,completion,0.8898400068283081
