experiment,step,metric,value
DC-PPO (50M+50M),93750400,admission,0.7864099740982056
DC-PPO (50M+50M),93801600,admission,0.7852399945259094
DC-PPO (50M+50M),93852800,admission,0.7824699878692627
DC-PPO (50M+50M),93904000,admission,0.7828400135040283
DC-PPO (50M+50M),93955200,admission,0.7818099856376648
DC-PPO (50M+50M),94006400,admission,0.7767999768257141
DC-PPO (50M+50M),94057600,admission,0.777899980545044
DC-PPO (50M+50M),94108800,admission,0.7798799872398376
DC-PPO (50M+50M),94160000,admission,0.7754200100898743
DC-PPO (50M+50M),94211200,admission,0.7811099886894226
DC-PPO (50M+50M),94262400,admission,0.7838600277900696
DC-PPO (50M+50M),94313600,admission,0.7790600061416626
DC-PPO (50M+50M),94364800,admission,0.7798100113868713
DC-PPO (50M+50M),94416000,admission,0.7807400226593018
DC-PPO (50M+50M),94467200,admission,0.7817999720573425
DC-PPO (50M+50M),94518400,admission,0.7824199795722961
DC-PPO (50M+50M),94569600,admission,0.7808899879455566
DC-PPO (50M+50M),94620800,admission,0.7857300043106079
DC-PPO (50M+50M),94672000,admission,0.7829200029373169
DC-PPO (50M+50M),94723200,admission,0.7804200053215027
DC-PPO (50M+50M),94774400,admission,0.7843000292778015
DC-PPO (50M+50M),94825600,admission,0.7797200083732605
DC-PPO (50M+50M),94876800,admission,0.7837200164794922
DC-PPO (50M+50M),94928000,admission,0.7872499823570251
DC-PPO (50M+50M),94979200,admission,0.783519983291626
DC-PPO (50M+50M),95030400,admission,0.7872700095176697
DC-PPO (50M+50M),95081600,admission,0.7897700071334839
DC-PPO (50M+50M),95132800,admission,0.7908499836921692
DC-PPO (50M+50M),95184000,admission,0.7900800108909607
DC-PPO (50M+50M),95235200,admission,0.7927899956703186
DC-PPO (50M+50M),95286400,admission,0.7915599942207336
DC-PPO (50M+50M),95337600,admission,0.7940300107002258
DC-PPO (50M+50M),95388800,admission,0.7902699708938599
DC-PPO (50M+50M),95440000,admission,0.7851999998092651
DC-PPO (50M+50M),95491200,admission,0.787880003452301
DC-PPO (50M+50M),95542400,admission,0.7883700132369995
DC-PPO (50M+50M),95593600,admission,0.7865099906921387
DC-PPO (50M+50M),95644800,admission,0.7823100090026855
DC-PPO (50M+50M),95696000,admission,0.7867400050163269
DC-PPO (50M+50M),95747200,admission,0.7882300019264221
DC-PPO (50M+50M),95798400,admission,0.7880300283432007
DC-PPO (50M+50M),95849600,admission,0.7891899943351746
DC-PPO (50M+50M),95900800,admission,0.7855600118637085
DC-PPO (50M+50M),95952000,admission,0.7884299755096436
DC-PPO (50M+50M),96003200,admission,0.7854300141334534
DC-PPO (50M+50M),96054400,admission,0.7898399829864502
DC-PPO (50M+50M),96105600,admission,0.7909799814224243
DC-PPO (50M+50M),96156800,admission,0.7876999974250793
DC-PPO (50M+50M),96208000,admission,0.7911099791526794
DC-PPO (50M+50M),96259200,admission,0.7945700287818909
DC-PPO (50M+50M),96310400,admission,0.7935000061988831
DC-PPO (50M+50M),96361600,admission,0.7914299964904785
DC-PPO (50M+50M),96412800,admission,0.7907800078392029
DC-PPO (50M+50M),96464000,admission,0.7936300039291382
DC-PPO (50M+50M),96515200,admission,0.7937600016593933
DC-PPO (50M+50M),96566400,admission,0.7917100191116333
DC-PPO (50M+50M),96617600,admission,0.7917299866676331
DC-PPO (50M+50M),96668800,admission,0.7951200008392334
DC-PPO (50M+50M),96720000,admission,0.7978500127792358
DC-PPO (50M+50M),96771200,admission,0.7948200106620789
DC-PPO (50M+50M),96822400,admission,0.7999200224876404
DC-PPO (50M+50M),96873600,admission,0.7939299941062927
DC-PPO (50M+50M),96924800,admission,0.7881199717521667
DC-PPO (50M+50M),96976000,admission,0.7915700078010559
DC-PPO (50M+50M),97027200,admission,0.7865800261497498
DC-PPO (50M+50M),97078400,admission,0.794409990310669
DC-PPO (50M+50M),97129600,admission,0.7989799976348877
DC-PPO (50M+50M),97180800,admission,0.7990999817848206
DC-PPO (50M+50M),97232000,admission,0.8019899725914001
DC-PPO (50M+50M),97283200,admission,0.7994499802589417
DC-PPO (50M+50M),97334400,admission,0.7987800240516663
DC-PPO (50M+50M),97385600,admission,0.7979300022125244
DC-PPO (50M+50M),97436800,admission,0.797510027885437
DC-PPO (50M+50M),97488000,admission,0.8023599982261658
DC-PPO (50M+50M),97539200,admission,0.7985699772834778
DC-PPO (50M+50M),97590400,admission,0.8014100193977356
DC-PPO (50M+50M),97641600,admission,0.8015300035476685
DC-PPO (50M+50M),97692800,admission,0.8036199808120728
DC-PPO (50M+50M),97744000,admission,0.805649995803833
DC-PPO (50M+50M),97795200,admission,0.8091199994087219
DC-PPO (50M+50M),97846400,admission,0.807640016078949
DC-PPO (50M+50M),97897600,admission,0.8131200075149536
DC-PPO (50M+50M),97948800,admission,0.8130699992179871
DC-PPO (50M+50M),98000000,admission,0.8103899955749512
DC-PPO (50M+50M),98051200,admission,0.8202700018882751
DC-PPO (50M+50M),98102400,admission,0.8196200132369995
DC-PPO (50M+50M),98153600,admission,0.8273400068283081
DC-PPO (50M+50M),98204800,admission,0.8298400044441223
DC-PPO (50M+50M),98256000,admission,0.8316699862480164
DC-PPO (50M+50M),98307200,admission,0.8270599842071533
DC-PPO (50M+50M),98358400,admission,0.827210009098053
DC-PPO (50M+50M),98409600,admission,0.8261799812316895
DC-PPO (50M+50M),98460800,admission,0.8320500254631042
DC-PPO (50M+50M),98512000,admission,0.8320599794387817
DC-PPO (50M+50M),98563200,admission,0.8364999890327454
DC-PPO (50M+50M),98614400,admission,0.8435800075531006
DC-PPO (50M+50M),98665600,admission,0.8389300107955933
DC-PPO (50M+50M),98716800,admission,0.8387100100517273
DC-PPO (50M+50M),98768000,admission,0.8377599716186523
DC-PPO (50M+50M),98819200,admission,0.8355699777603149
DC-PPO (50M+50M),98870400,admission,0.8331699967384338
DC-PPO (50M+50M),98921600,admission,0.8253200054168701
DC-PPO (50M+50M),98972800,admission,0.8262799978256226
DC-PPO (50M+50M),99024000,admission,0.8327299952507019
DC-PPO (50M+50M),99075200,admission,0.8339700102806091
DC-PPO (50M+50M),99126400,admission,0.8286499977111816
DC-PPO (50M+50M),99177600,admission,0.8284900188446045
DC-PPO (50M+50M),99228800,admission,0.8358799815177917
DC-PPO (50M+50M),99280000,admission,0.8341599702835083
DC-PPO (50M+50M),99331200,admission,0.8370100259780884
DC-PPO (50M+50M),99382400,admission,0.8391000032424927
DC-PPO (50M+50M),99433600,admission,0.8333899974822998
DC-PPO (50M+50M),99484800,admission,0.8399099707603455
DC-PPO (50M+50M),99536000,admission,0.8348199725151062
DC-PPO (50M+50M),99587200,admission,0.8340799808502197
DC-PPO (50M+50M),99638400,admission,0.8310499787330627
DC-PPO (50M+50M),99689600,admission,0.833329975605011
DC-PPO (50M+50M),99740800,admission,0.8332800269126892
DC-PPO (50M+50M),99792000,admission,0.8373799920082092
DC-PPO (50M+50M),99843200,admission,0.8328800201416016
DC-PPO (50M+50M),99894400,admission,0.8346499800682068
DC-PPO (50M+50M),99945600,admission,0.8316500186920166
DC-PPO (50M+50M),99996800,admission,0.8310800194740295
DC-PPO (50M+50M),25600,upper_admission,0.27437999844551086
DC-PPO (50M+50M),76800,upper_admission,0.27955999970436096
DC-PPO (50M+50M),128000,upper_admission,0.27592000365257263
DC-PPO (50M+50M),179200,upper_admission,0.2896600067615509
DC-PPO (50M+50M),230400,upper_admission,0.306549996137619
DC-PPO (50M+50M),281600,upper_admission,0.32982999086380005
DC-PPO (50M+50M),332800,upper_admission,0.35503000020980835
DC-PPO (50M+50M),384000,upper_admission,0.36011001467704773
DC-PPO (50M+50M),435200,upper_admission,0.394459992647171
DC-PPO (50M+50M),486400,upper_admission,0.4016200006008148
DC-PPO (50M+50M),537600,upper_admission,0.4310699999332428
DC-PPO (50M+50M),588800,upper_admission,0.43522000312805176
DC-PPO (50M+50M),640000,upper_admission,0.44901999831199646
DC-PPO (50M+50M),691200,upper_admission,0.44574999809265137
DC-PPO (50M+50M),742400,upper_admission,0.4555400013923645
DC-PPO (50M+50M),793600,upper_admission,0.4595400094985962
DC-PPO (50M+50M),844800,upper_admission,0.45034998655319214
DC-PPO (50M+50M),896000,upper_admission,0.46505001187324524
DC-PPO (50M+50M),947200,upper_admission,0.44460999965667725
DC-PPO (50M+50M),998400,upper_admission,0.44538000226020813
DC-PPO (50M+50M),1049600,upper_admission,0.4585700035095215
DC-PPO (50M+50M),1100800,upper_admission,0.461870014667511
DC-PPO (50M+50M),1152000,upper_admission,0.4578000009059906
DC-PPO (50M+50M),1203200,upper_admission,0.4623500108718872
DC-PPO (50M+50M),1254400,upper_admission,0.447270005941391
DC-PPO (50M+50M),1305600,upper_admission,0.4604499936103821
DC-PPO (50M+50M),1356800,upper_admission,0.47554999589920044
DC-PPO (50M+50M),1408000,upper_admission,0.4663099944591522
DC-PPO (50M+50M),1459200,upper_admission,0.48197001218795776
DC-PPO (50M+50M),1510400,upper_admission,0.4623500108718872
DC-PPO (50M+50M),1561600,upper_admission,0.4599500000476837
DC-PPO (50M+50M),1612800,upper_admission,0.4724400043487549
DC-PPO (50M+50M),1664000,upper_admission,0.4800400137901306
DC-PPO (50M+50M),1715200,upper_admission,0.46663999557495117
DC-PPO (50M+50M),1766400,upper_admission,0.4637199938297272
DC-PPO (50M+50M),1817600,upper_admission,0.478410005569458
DC-PPO (50M+50M),1868800,upper_admission,0.4722999930381775
DC-PPO (50M+50M),1920000,upper_admission,0.46492999792099
DC-PPO (50M+50M),1971200,upper_admission,0.46053001284599304
DC-PPO (50M+50M),2022400,upper_admission,0.4578399956226349
DC-PPO (50M+50M),2073600,upper_admission,0.47165998816490173
DC-PPO (50M+50M),2124800,upper_admission,0.4835500121116638
DC-PPO (50M+50M),2176000,upper_admission,0.49362000823020935
DC-PPO (50M+50M),2227200,upper_admission,0.4860900044441223
DC-PPO (50M+50M),2278400,upper_admission,0.48458001017570496
DC-PPO (50M+50M),2329600,upper_admission,0.480320006608963
DC-PPO (50M+50M),2380800,upper_admission,0.4784800112247467
DC-PPO (50M+50M),2432000,upper_admission,0.4807099997997284
DC-PPO (50M+50M),2483200,upper_admission,0.47172999382019043
DC-PPO (50M+50M),2534400,upper_admission,0.47257000207901
DC-PPO (50M+50M),2585600,upper_admission,0.4693700075149536
DC-PPO (50M+50M),2636800,upper_admission,0.4704299867153168
DC-PPO (50M+50M),2688000,upper_admission,0.4759500026702881
DC-PPO (50M+50M),2739200,upper_admission,0.4647499918937683
DC-PPO (50M+50M),2790400,upper_admission,0.4785799980163574
DC-PPO (50M+50M),2841600,upper_admission,0.4814000129699707
DC-PPO (50M+50M),2892800,upper_admission,0.4761199951171875
DC-PPO (50M+50M),2944000,upper_admission,0.4690600037574768
DC-PPO (50M+50M),2995200,upper_admission,0.46632999181747437
DC-PPO (50M+50M),3046400,upper_admission,0.4783799946308136
DC-PPO (50M+50M),3097600,upper_admission,0.48730000853538513
DC-PPO (50M+50M),3148800,upper_admission,0.48243001103401184
DC-PPO (50M+50M),3200000,upper_admission,0.48539999127388
DC-PPO (50M+50M),3251200,upper_admission,0.4681999981403351
DC-PPO (50M+50M),3302400,upper_admission,0.4759399890899658
DC-PPO (50M+50M),3353600,upper_admission,0.47631001472473145
DC-PPO (50M+50M),3404800,upper_admission,0.4670400023460388
DC-PPO (50M+50M),3456000,upper_admission,0.4767099916934967
DC-PPO (50M+50M),3507200,upper_admission,0.47725000977516174
DC-PPO (50M+50M),3558400,upper_admission,0.4825499951839447
DC-PPO (50M+50M),3609600,upper_admission,0.48704999685287476
DC-PPO (50M+50M),3660800,upper_admission,0.5001699924468994
DC-PPO (50M+50M),3712000,upper_admission,0.49884000420570374
DC-PPO (50M+50M),3763200,upper_admission,0.4888800084590912
DC-PPO (50M+50M),3814400,upper_admission,0.4752799868583679
DC-PPO (50M+50M),3865600,upper_admission,0.4698300063610077
DC-PPO (50M+50M),3916800,upper_admission,0.47422999143600464
DC-PPO (50M+50M),3968000,upper_admission,0.47512000799179077
DC-PPO (50M+50M),4019200,upper_admission,0.4760499894618988
DC-PPO (50M+50M),4070400,upper_admission,0.507070004940033
DC-PPO (50M+50M),4121600,upper_admission,0.5005099773406982
DC-PPO (50M+50M),4172800,upper_admission,0.49083998799324036
DC-PPO (50M+50M),4224000,upper_admission,0.4833900034427643
DC-PPO (50M+50M),4275200,upper_admission,0.48420000076293945
DC-PPO (50M+50M),4326400,upper_admission,0.5013399720191956
DC-PPO (50M+50M),4377600,upper_admission,0.5019199848175049
DC-PPO (50M+50M),4428800,upper_admission,0.48618000745773315
DC-PPO (50M+50M),4480000,upper_admission,0.5044800043106079
DC-PPO (50M+50M),4531200,upper_admission,0.4876900017261505
DC-PPO (50M+50M),4582400,upper_admission,0.4991599917411804
DC-PPO (50M+50M),4633600,upper_admission,0.5032200217247009
DC-PPO (50M+50M),4684800,upper_admission,0.48805001378059387
DC-PPO (50M+50M),4736000,upper_admission,0.4937399923801422
DC-PPO (50M+50M),4787200,upper_admission,0.492139995098114
DC-PPO (50M+50M),4838400,upper_admission,0.5038899779319763
DC-PPO (50M+50M),4889600,upper_admission,0.49998000264167786
DC-PPO (50M+50M),4940800,upper_admission,0.4914500117301941
DC-PPO (50M+50M),4992000,upper_admission,0.5024499893188477
DC-PPO (50M+50M),5043200,upper_admission,0.49884000420570374
DC-PPO (50M+50M),5094400,upper_admission,0.5057200193405151
DC-PPO (50M+50M),5145600,upper_admission,0.5097900032997131
DC-PPO (50M+50M),5196800,upper_admission,0.5164700150489807
DC-PPO (50M+50M),5248000,upper_admission,0.5162500143051147
DC-PPO (50M+50M),5299200,upper_admission,0.5224800109863281
DC-PPO (50M+50M),5350400,upper_admission,0.5179200172424316
DC-PPO (50M+50M),5401600,upper_admission,0.49612000584602356
DC-PPO (50M+50M),5452800,upper_admission,0.5120000243186951
DC-PPO (50M+50M),5504000,upper_admission,0.5037299990653992
DC-PPO (50M+50M),5555200,upper_admission,0.5001299977302551
DC-PPO (50M+50M),5606400,upper_admission,0.49963000416755676
DC-PPO (50M+50M),5657600,upper_admission,0.5016800165176392
DC-PPO (50M+50M),5708800,upper_admission,0.5020800232887268
DC-PPO (50M+50M),5760000,upper_admission,0.5045099854469299
DC-PPO (50M+50M),5811200,upper_admission,0.507319986820221
DC-PPO (50M+50M),5862400,upper_admission,0.5035499930381775
DC-PPO (50M+50M),5913600,upper_admission,0.5250200033187866
DC-PPO (50M+50M),5964800,upper_admission,0.5236200094223022
DC-PPO (50M+50M),6016000,upper_admission,0.5132700204849243
DC-PPO (50M+50M),6067200,upper_admission,0.5181599855422974
DC-PPO (50M+50M),6118400,upper_admission,0.5123800039291382
DC-PPO (50M+50M),6169600,upper_admission,0.5171499848365784
DC-PPO (50M+50M),6220800,upper_admission,0.525409996509552
DC-PPO (50M+50M),6272000,upper_admission,0.5299999713897705
DC-PPO (50M+50M),6323200,upper_admission,0.516539990901947
DC-PPO (50M+50M),6374400,upper_admission,0.5308399796485901
DC-PPO (50M+50M),6425600,upper_admission,0.5388200283050537
DC-PPO (50M+50M),6476800,upper_admission,0.5347499847412109
DC-PPO (50M+50M),6528000,upper_admission,0.5319700241088867
DC-PPO (50M+50M),6579200,upper_admission,0.5388299822807312
DC-PPO (50M+50M),6630400,upper_admission,0.5414299964904785
DC-PPO (50M+50M),6681600,upper_admission,0.5346099734306335
DC-PPO (50M+50M),6732800,upper_admission,0.5380100011825562
DC-PPO (50M+50M),6784000,upper_admission,0.5384200215339661
DC-PPO (50M+50M),6835200,upper_admission,0.5414800047874451
DC-PPO (50M+50M),6886400,upper_admission,0.5318099856376648
DC-PPO (50M+50M),6937600,upper_admission,0.5270900130271912
DC-PPO (50M+50M),6988800,upper_admission,0.5347499847412109
DC-PPO (50M+50M),7040000,upper_admission,0.5261300206184387
DC-PPO (50M+50M),7091200,upper_admission,0.5349500179290771
DC-PPO (50M+50M),7142400,upper_admission,0.5324500203132629
DC-PPO (50M+50M),7193600,upper_admission,0.5280900001525879
DC-PPO (50M+50M),7244800,upper_admission,0.5222899913787842
DC-PPO (50M+50M),7296000,upper_admission,0.5372700095176697
DC-PPO (50M+50M),7347200,upper_admission,0.530019998550415
DC-PPO (50M+50M),7398400,upper_admission,0.5389299988746643
DC-PPO (50M+50M),7449600,upper_admission,0.5426300168037415
DC-PPO (50M+50M),7500800,upper_admission,0.5362600088119507
DC-PPO (50M+50M),7552000,upper_admission,0.5358800292015076
DC-PPO (50M+50M),7603200,upper_admission,0.5471299886703491
DC-PPO (50M+50M),7654400,upper_admission,0.5480599999427795
DC-PPO (50M+50M),7705600,upper_admission,0.5480899810791016
DC-PPO (50M+50M),7756800,upper_admission,0.5345199704170227
DC-PPO (50M+50M),7808000,upper_admission,0.5559599995613098
DC-PPO (50M+50M),7859200,upper_admission,0.5499299764633179
DC-PPO (50M+50M),7910400,upper_admission,0.5388000011444092
DC-PPO (50M+50M),7961600,upper_admission,0.5430899858474731
DC-PPO (50M+50M),8012800,upper_admission,0.5417500138282776
DC-PPO (50M+50M),8064000,upper_admission,0.5385800004005432
DC-PPO (50M+50M),8115200,upper_admission,0.5448399782180786
DC-PPO (50M+50M),8166400,upper_admission,0.5500100255012512
DC-PPO (50M+50M),8217600,upper_admission,0.5428400039672852
DC-PPO (50M+50M),8268800,upper_admission,0.5327000021934509
DC-PPO (50M+50M),8320000,upper_admission,0.5414800047874451
DC-PPO (50M+50M),8371200,upper_admission,0.5396199822425842
DC-PPO (50M+50M),8422400,upper_admission,0.5675699710845947
DC-PPO (50M+50M),8473600,upper_admission,0.5486000180244446
DC-PPO (50M+50M),8524800,upper_admission,0.549839973449707
DC-PPO (50M+50M),8576000,upper_admission,0.5605700016021729
DC-PPO (50M+50M),8627200,upper_admission,0.5512999892234802
DC-PPO (50M+50M),8678400,upper_admission,0.5632799863815308
DC-PPO (50M+50M),8729600,upper_admission,0.5515400171279907
DC-PPO (50M+50M),8780800,upper_admission,0.5685700178146362
DC-PPO (50M+50M),8832000,upper_admission,0.5562300086021423
DC-PPO (50M+50M),8883200,upper_admission,0.5675899982452393
DC-PPO (50M+50M),8934400,upper_admission,0.564079999923706
DC-PPO (50M+50M),8985600,upper_admission,0.5772200226783752
DC-PPO (50M+50M),9036800,upper_admission,0.5700299739837646
DC-PPO (50M+50M),9088000,upper_admission,0.5683799982070923
DC-PPO (50M+50M),9139200,upper_admission,0.5706200003623962
DC-PPO (50M+50M),9190400,upper_admission,0.5715100169181824
DC-PPO (50M+50M),9241600,upper_admission,0.5756099820137024
DC-PPO (50M+50M),9292800,upper_admission,0.5789700150489807
DC-PPO (50M+50M),9344000,upper_admission,0.583899974822998
DC-PPO (50M+50M),9395200,upper_admission,0.5853000283241272
DC-PPO (50M+50M),9446400,upper_admission,0.5874300003051758
DC-PPO (50M+50M),9497600,upper_admission,0.5965099930763245
DC-PPO (50M+50M),9548800,upper_admission,0.5780900120735168
DC-PPO (50M+50M),9600000,upper_admission,0.5697799921035767
DC-PPO (50M+50M),9651200,upper_admission,0.5683000087738037
DC-PPO (50M+50M),9702400,upper_admission,0.576200008392334
DC-PPO (50M+50M),9753600,upper_admission,0.5747299790382385
DC-PPO (50M+50M),9804800,upper_admission,0.5748299956321716
DC-PPO (50M+50M),9856000,upper_admission,0.5858700275421143
DC-PPO (50M+50M),9907200,upper_admission,0.5697799921035767
DC-PPO (50M+50M),9958400,upper_admission,0.5820800065994263
DC-PPO (50M+50M),10009600,upper_admission,0.561959981918335
DC-PPO (50M+50M),10060800,upper_admission,0.5623300075531006
DC-PPO (50M+50M),10112000,upper_admission,0.5663300156593323
DC-PPO (50M+50M),10163200,upper_admission,0.5747299790382385
DC-PPO (50M+50M),10214400,upper_admission,0.567110002040863
DC-PPO (50M+50M),10265600,upper_admission,0.57464998960495
DC-PPO (50M+50M),10316800,upper_admission,0.5721499919891357
DC-PPO (50M+50M),10368000,upper_admission,0.5773599743843079
DC-PPO (50M+50M),10419200,upper_admission,0.5581099987030029
DC-PPO (50M+50M),10470400,upper_admission,0.5622299909591675
DC-PPO (50M+50M),10521600,upper_admission,0.5504099726676941
DC-PPO (50M+50M),10572800,upper_admission,0.5501999855041504
DC-PPO (50M+50M),10624000,upper_admission,0.5654199719429016
DC-PPO (50M+50M),10675200,upper_admission,0.5779500007629395
DC-PPO (50M+50M),10726400,upper_admission,0.5645800232887268
DC-PPO (50M+50M),10777600,upper_admission,0.5673199892044067
DC-PPO (50M+50M),10828800,upper_admission,0.5659800171852112
DC-PPO (50M+50M),10880000,upper_admission,0.5534600019454956
DC-PPO (50M+50M),10931200,upper_admission,0.5722000002861023
DC-PPO (50M+50M),10982400,upper_admission,0.5634999871253967
DC-PPO (50M+50M),11033600,upper_admission,0.5628299713134766
DC-PPO (50M+50M),11084800,upper_admission,0.569890022277832
DC-PPO (50M+50M),11136000,upper_admission,0.5756400227546692
DC-PPO (50M+50M),11187200,upper_admission,0.575410008430481
DC-PPO (50M+50M),11238400,upper_admission,0.5829700231552124
DC-PPO (50M+50M),11289600,upper_admission,0.5775799751281738
DC-PPO (50M+50M),11340800,upper_admission,0.5705599784851074
DC-PPO (50M+50M),11392000,upper_admission,0.5877500176429749
DC-PPO (50M+50M),11443200,upper_admission,0.5912600159645081
DC-PPO (50M+50M),11494400,upper_admission,0.5859400033950806
DC-PPO (50M+50M),11545600,upper_admission,0.5823000073432922
DC-PPO (50M+50M),11596800,upper_admission,0.5822200179100037
DC-PPO (50M+50M),11648000,upper_admission,0.581849992275238
DC-PPO (50M+50M),11699200,upper_admission,0.5870199799537659
DC-PPO (50M+50M),11750400,upper_admission,0.5856000185012817
DC-PPO (50M+50M),11801600,upper_admission,0.5772600173950195
DC-PPO (50M+50M),11852800,upper_admission,0.5804499983787537
DC-PPO (50M+50M),11904000,upper_admission,0.5824099779129028
DC-PPO (50M+50M),11955200,upper_admission,0.5815899968147278
DC-PPO (50M+50M),12006400,upper_admission,0.5798799991607666
DC-PPO (50M+50M),12057600,upper_admission,0.586139976978302
DC-PPO (50M+50M),12108800,upper_admission,0.5912700295448303
DC-PPO (50M+50M),12160000,upper_admission,0.6070200204849243
DC-PPO (50M+50M),12211200,upper_admission,0.6083400249481201
DC-PPO (50M+50M),12262400,upper_admission,0.5982999801635742
DC-PPO (50M+50M),12313600,upper_admission,0.6002399921417236
DC-PPO (50M+50M),12364800,upper_admission,0.5921599864959717
DC-PPO (50M+50M),12416000,upper_admission,0.5860000252723694
DC-PPO (50M+50M),12467200,upper_admission,0.5890499949455261
DC-PPO (50M+50M),12518400,upper_admission,0.5864800214767456
DC-PPO (50M+50M),12569600,upper_admission,0.579230010509491
DC-PPO (50M+50M),12620800,upper_admission,0.58406001329422
DC-PPO (50M+50M),12672000,upper_admission,0.6026300191879272
DC-PPO (50M+50M),12723200,upper_admission,0.5909900069236755
DC-PPO (50M+50M),12774400,upper_admission,0.5932199954986572
DC-PPO (50M+50M),12825600,upper_admission,0.5948399901390076
DC-PPO (50M+50M),12876800,upper_admission,0.5966899991035461
DC-PPO (50M+50M),12928000,upper_admission,0.6015599966049194
DC-PPO (50M+50M),12979200,upper_admission,0.6002399921417236
DC-PPO (50M+50M),13030400,upper_admission,0.6050900220870972
DC-PPO (50M+50M),13081600,upper_admission,0.6029000282287598
DC-PPO (50M+50M),13132800,upper_admission,0.592769980430603
DC-PPO (50M+50M),13184000,upper_admission,0.6001700162887573
DC-PPO (50M+50M),13235200,upper_admission,0.5952100157737732
DC-PPO (50M+50M),13286400,upper_admission,0.5892800092697144
DC-PPO (50M+50M),13337600,upper_admission,0.5875599980354309
DC-PPO (50M+50M),13388800,upper_admission,0.5938000082969666
DC-PPO (50M+50M),13440000,upper_admission,0.5924400091171265
DC-PPO (50M+50M),13491200,upper_admission,0.5950199961662292
DC-PPO (50M+50M),13542400,upper_admission,0.6042299866676331
DC-PPO (50M+50M),13593600,upper_admission,0.6020200252532959
DC-PPO (50M+50M),13644800,upper_admission,0.5975099802017212
DC-PPO (50M+50M),13696000,upper_admission,0.6089400053024292
DC-PPO (50M+50M),13747200,upper_admission,0.6032299995422363
DC-PPO (50M+50M),13798400,upper_admission,0.6111199855804443
DC-PPO (50M+50M),13849600,upper_admission,0.6177899837493896
DC-PPO (50M+50M),13900800,upper_admission,0.6157000064849854
DC-PPO (50M+50M),13952000,upper_admission,0.614870011806488
DC-PPO (50M+50M),14003200,upper_admission,0.602150022983551
DC-PPO (50M+50M),14054400,upper_admission,0.6018800139427185
DC-PPO (50M+50M),14105600,upper_admission,0.6015200018882751
DC-PPO (50M+50M),14156800,upper_admission,0.5982300043106079
DC-PPO (50M+50M),14208000,upper_admission,0.5935500264167786
DC-PPO (50M+50M),14259200,upper_admission,0.5994499921798706
DC-PPO (50M+50M),14310400,upper_admission,0.6037999987602234
DC-PPO (50M+50M),14361600,upper_admission,0.6068500280380249
DC-PPO (50M+50M),14412800,upper_admission,0.6070399880409241
DC-PPO (50M+50M),14464000,upper_admission,0.6087300181388855
DC-PPO (50M+50M),14515200,upper_admission,0.611549973487854
DC-PPO (50M+50M),14566400,upper_admission,0.6101199984550476
DC-PPO (50M+50M),14617600,upper_admission,0.6135900020599365
DC-PPO (50M+50M),14668800,upper_admission,0.6027699708938599
DC-PPO (50M+50M),14720000,upper_admission,0.5983800292015076
DC-PPO (50M+50M),14771200,upper_admission,0.5952900052070618
DC-PPO (50M+50M),14822400,upper_admission,0.601859986782074
DC-PPO (50M+50M),14873600,upper_admission,0.5996599793434143
DC-PPO (50M+50M),14924800,upper_admission,0.589139997959137
DC-PPO (50M+50M),14976000,upper_admission,0.598580002784729
DC-PPO (50M+50M),15027200,upper_admission,0.5894399881362915
DC-PPO (50M+50M),15078400,upper_admission,0.5970500111579895
DC-PPO (50M+50M),15129600,upper_admission,0.5989900231361389
DC-PPO (50M+50M),15180800,upper_admission,0.6033999919891357
DC-PPO (50M+50M),15232000,upper_admission,0.6080300211906433
DC-PPO (50M+50M),15283200,upper_admission,0.6068000197410583
DC-PPO (50M+50M),15334400,upper_admission,0.6106500029563904
DC-PPO (50M+50M),15385600,upper_admission,0.6018199920654297
DC-PPO (50M+50M),15436800,upper_admission,0.6072099804878235
DC-PPO (50M+50M),15488000,upper_admission,0.6124899983406067
DC-PPO (50M+50M),15539200,upper_admission,0.6037700176239014
DC-PPO (50M+50M),15590400,upper_admission,0.5939800143241882
DC-PPO (50M+50M),15641600,upper_admission,0.5992400050163269
DC-PPO (50M+50M),15692800,upper_admission,0.6018000245094299
DC-PPO (50M+50M),15744000,upper_admission,0.6012600064277649
DC-PPO (50M+50M),15795200,upper_admission,0.6014699935913086
DC-PPO (50M+50M),15846400,upper_admission,0.6001099944114685
DC-PPO (50M+50M),15897600,upper_admission,0.5953900218009949
DC-PPO (50M+50M),15948800,upper_admission,0.6030399799346924
DC-PPO (50M+50M),16000000,upper_admission,0.5942800045013428
DC-PPO (50M+50M),16051200,upper_admission,0.5992000102996826
DC-PPO (50M+50M),16102400,upper_admission,0.6016899943351746
DC-PPO (50M+50M),16153600,upper_admission,0.6036700010299683
DC-PPO (50M+50M),16204800,upper_admission,0.5995000004768372
DC-PPO (50M+50M),16256000,upper_admission,0.6125500202178955
DC-PPO (50M+50M),16307200,upper_admission,0.6225500106811523
DC-PPO (50M+50M),16358400,upper_admission,0.6175100207328796
DC-PPO (50M+50M),16409600,upper_admission,0.6269500255584717
DC-PPO (50M+50M),16460800,upper_admission,0.6214900016784668
DC-PPO (50M+50M),16512000,upper_admission,0.6316099762916565
DC-PPO (50M+50M),16563200,upper_admission,0.6177700161933899
DC-PPO (50M+50M),16614400,upper_admission,0.6144700050354004
DC-PPO (50M+50M),16665600,upper_admission,0.6189200282096863
DC-PPO (50M+50M),16716800,upper_admission,0.6061000227928162
