series,learning_episode,raw_value,three_point_smoothed_value
"MAPPO (strict 1+5, stochastic train)",1455.0,479333.625,481225.7291666667
"MAPPO (strict 1+5, stochastic train)",1457.0,480855.15625,479880.6041666667
"MAPPO (strict 1+5, stochastic train)",1459.0,479453.03125,480887.7916666667
"MAPPO (strict 1+5, stochastic train)",1461.0,482355.1875,481829.8958333333
"MAPPO (strict 1+5, stochastic train)",1463.0,483681.46875,483907.25
"MAPPO (strict 1+5, stochastic train)",1465.0,485685.09375,485615.5520833333
"MAPPO (strict 1+5, stochastic train)",1467.0,487480.09375,486588.5833333333
"MAPPO (strict 1+5, stochastic train)",1469.0,486600.5625,486600.03125
"MAPPO (strict 1+5, stochastic train)",1471.0,485719.4375,485577.46875
"MAPPO (strict 1+5, stochastic train)",1473.0,484412.40625,484969.7395833333
"MAPPO (strict 1+5, stochastic train)",1475.0,484777.375,484047.46875
"MAPPO (strict 1+5, stochastic train)",1477.0,482952.625,484156.65625
"MAPPO (strict 1+5, stochastic train)",1479.0,484739.96875,484390.5729166667
"MAPPO (strict 1+5, stochastic train)",1481.0,485479.125,485223.4375
"MAPPO (strict 1+5, stochastic train)",1483.0,485451.21875,484407.46875
"MAPPO (strict 1+5, stochastic train)",1485.0,482292.0625,483999.84375
"MAPPO (strict 1+5, stochastic train)",1487.0,484256.25,483340.8333333333
"MAPPO (strict 1+5, stochastic train)",1489.0,483474.1875,484653.46875
"MAPPO (strict 1+5, stochastic train)",1491.0,486229.96875,485200.8645833333
"MAPPO (strict 1+5, stochastic train)",1493.0,485898.4375,486287.4895833333
"MAPPO (strict 1+5, stochastic train)",1495.0,486734.0625,485782.5520833333
"MAPPO (strict 1+5, stochastic train)",1497.0,484715.15625,484626.46875
"MAPPO (strict 1+5, stochastic train)",1499.0,482430.1875,483675.09375
"MAPPO (strict 1+5, stochastic train)",1501.0,483879.9375,483607.6458333333
"MAPPO (strict 1+5, stochastic train)",1503.0,484512.8125,484483.5208333333
"MAPPO (strict 1+5, stochastic train)",1505.0,485057.8125,485196.6875
"MAPPO (strict 1+5, stochastic train)",1507.0,486019.4375,485472.7291666667
"MAPPO (strict 1+5, stochastic train)",1509.0,485340.9375,486156.6666666667
"MAPPO (strict 1+5, stochastic train)",1511.0,487109.625,487417.3541666667
"MAPPO (strict 1+5, stochastic train)",1513.0,489801.5,488288.6770833333
"MAPPO (strict 1+5, stochastic train)",1515.0,487954.90625,488727.4791666667
"MAPPO (strict 1+5, stochastic train)",1517.0,488426.03125,487985.6770833333
"MAPPO (strict 1+5, stochastic train)",1519.0,487576.09375,488262.9375
"MAPPO (strict 1+5, stochastic train)",1521.0,488786.6875,487705.0208333333
"MAPPO (strict 1+5, stochastic train)",1523.0,486752.28125,487482.84375
"MAPPO (strict 1+5, stochastic train)",1525.0,486909.5625,486866.90625
"MAPPO (strict 1+5, stochastic train)",1527.0,486938.875,486490.5520833333
"MAPPO (strict 1+5, stochastic train)",1529.0,485623.21875,485988.2604166667
"MAPPO (strict 1+5, stochastic train)",1531.0,485402.6875,485842.1458333333
"MAPPO (strict 1+5, stochastic train)",1533.0,486500.53125,485894.375
"MAPPO (strict 1+5, stochastic train)",1535.0,485779.90625,486394.8125
"MAPPO (strict 1+5, stochastic train)",1537.0,486904.0,486788.6979166667
"MAPPO (strict 1+5, stochastic train)",1539.0,487682.1875,487749.1458333333
"MAPPO (strict 1+5, stochastic train)",1541.0,488661.25,488018.3229166667
"MAPPO (strict 1+5, stochastic train)",1543.0,487711.53125,488220.7604166667
"MAPPO (strict 1+5, stochastic train)",1545.0,488289.5,487154.6458333333
"MAPPO (strict 1+5, stochastic train)",1547.0,485462.90625,486305.7083333333
"MAPPO (strict 1+5, stochastic train)",1549.0,485164.71875,485654.2291666667
"MAPPO (strict 1+5, stochastic train)",1551.0,486335.0625,485749.890625
"DC-PPO (strict 1+5, stochastic train)",1.0,141740.515625,143179.1171875
"DC-PPO (strict 1+5, stochastic train)",3.0,144617.71875,143429.875
"DC-PPO (strict 1+5, stochastic train)",5.0,143931.390625,145498.79166666666
"DC-PPO (strict 1+5, stochastic train)",7.0,147947.265625,149542.22395833334
"DC-PPO (strict 1+5, stochastic train)",9.0,156748.015625,156365.625
"DC-PPO (strict 1+5, stochastic train)",11.0,164401.59375,164669.79166666666
"DC-PPO (strict 1+5, stochastic train)",13.0,172859.765625,171873.9375
"DC-PPO (strict 1+5, stochastic train)",15.0,178360.453125,180219.42708333334
"DC-PPO (strict 1+5, stochastic train)",17.0,189438.0625,187562.89583333334
"DC-PPO (strict 1+5, stochastic train)",19.0,194890.171875,195995.22395833334
"DC-PPO (strict 1+5, stochastic train)",21.0,203657.4375,201353.046875
"DC-PPO (strict 1+5, stochastic train)",23.0,205511.53125,207403.32291666666
"DC-PPO (strict 1+5, stochastic train)",25.0,213041.0,212347.71875
"DC-PPO (strict 1+5, stochastic train)",27.0,218490.625,217568.78645833334
"DC-PPO (strict 1+5, stochastic train)",29.0,221174.734375,221757.10416666666
"DC-PPO (strict 1+5, stochastic train)",31.0,225605.953125,223598.48958333334
"DC-PPO (strict 1+5, stochastic train)",33.0,224014.78125,225994.72395833334
"DC-PPO (strict 1+5, stochastic train)",35.0,228363.4375,227088.31770833334
"DC-PPO (strict 1+5, stochastic train)",37.0,228886.734375,229855.8125
"DC-PPO (strict 1+5, stochastic train)",39.0,232317.265625,232973.38541666666
"DC-PPO (strict 1+5, stochastic train)",41.0,237716.15625,236599.59895833334
"DC-PPO (strict 1+5, stochastic train)",43.0,239765.375,240489.00520833334
"DC-PPO (strict 1+5, stochastic train)",45.0,243985.484375,243514.55729166666
"DC-PPO (strict 1+5, stochastic train)",47.0,246792.8125,246644.3125
"DC-PPO (strict 1+5, stochastic train)",49.0,249154.640625,249035.26041666666
"DC-PPO (strict 1+5, stochastic train)",51.0,251158.328125,254412.65625
"DC-PPO (strict 1+5, stochastic train)",53.0,262925.0,257450.13541666666
"DC-PPO (strict 1+5, stochastic train)",55.0,258267.078125,261331.80729166666
"DC-PPO (strict 1+5, stochastic train)",57.0,262803.34375,261729.578125
"DC-PPO (strict 1+5, stochastic train)",59.0,264118.3125,262175.671875
"DC-PPO (strict 1+5, stochastic train)",61.0,259605.359375,262454.5572916667
"DC-PPO (strict 1+5, stochastic train)",63.0,263640.0,264181.8802083333
"DC-PPO (strict 1+5, stochastic train)",65.0,269300.28125,267487.8229166667
"DC-PPO (strict 1+5, stochastic train)",67.0,269523.1875,270184.5208333333
"DC-PPO (strict 1+5, stochastic train)",69.0,271730.09375,272723.3020833333
"DC-PPO (strict 1+5, stochastic train)",71.0,276916.625,275113.6041666667
"DC-PPO (strict 1+5, stochastic train)",73.0,276694.09375,277283.6458333333
"DC-PPO (strict 1+5, stochastic train)",75.0,278240.21875,276743.625
"DC-PPO (strict 1+5, stochastic train)",77.0,275296.5625,277029.0625
"DC-PPO (strict 1+5, stochastic train)",79.0,277550.40625,278385.6666666667
"DC-PPO (strict 1+5, stochastic train)",81.0,282310.03125,282716.5729166667
"DC-PPO (strict 1+5, stochastic train)",83.0,288289.28125,287838.09375
"DC-PPO (strict 1+5, stochastic train)",85.0,292914.96875,291866.21875
"DC-PPO (strict 1+5, stochastic train)",87.0,294394.40625,293018.9270833333
"DC-PPO (strict 1+5, stochastic train)",89.0,291747.40625,293972.5416666667
"DC-PPO (strict 1+5, stochastic train)",91.0,295775.8125,294521.5729166667
"DC-PPO (strict 1+5, stochastic train)",93.0,296041.5,296448.5625
"DC-PPO (strict 1+5, stochastic train)",95.0,297528.375,296335.2604166667
"DC-PPO (strict 1+5, stochastic train)",97.0,295435.90625,297264.21875
"DC-PPO (strict 1+5, stochastic train)",99.0,298828.375,297339.4166666667
"DC-PPO (strict 1+5, stochastic train)",101.0,297753.96875,297800.1979166667
"DC-PPO (strict 1+5, stochastic train)",103.0,296818.25,297775.6875
"DC-PPO (strict 1+5, stochastic train)",105.0,298754.84375,297819.375
"DC-PPO (strict 1+5, stochastic train)",107.0,297885.03125,299320.0833333333
"DC-PPO (strict 1+5, stochastic train)",109.0,301320.375,301522.0520833333
"DC-PPO (strict 1+5, stochastic train)",111.0,305360.75,305682.3020833333
"DC-PPO (strict 1+5, stochastic train)",113.0,310365.78125,307655.09375
"DC-PPO (strict 1+5, stochastic train)",115.0,307238.75,308126.65625
"DC-PPO (strict 1+5, stochastic train)",117.0,306775.4375,308146.7395833333
"DC-PPO (strict 1+5, stochastic train)",119.0,310426.03125,310864.9166666667
"DC-PPO (strict 1+5, stochastic train)",121.0,315393.28125,313442.8541666667
"DC-PPO (strict 1+5, stochastic train)",123.0,314509.25,316358.8125
"DC-PPO (strict 1+5, stochastic train)",125.0,319173.90625,314059.2708333333
"DC-PPO (strict 1+5, stochastic train)",127.0,308494.65625,314659.8645833333
"DC-PPO (strict 1+5, stochastic train)",129.0,316311.03125,313557.5208333333
"DC-PPO (strict 1+5, stochastic train)",131.0,315866.875,314683.0
"DC-PPO (strict 1+5, stochastic train)",133.0,311871.09375,313489.1770833333
"DC-PPO (strict 1+5, stochastic train)",135.0,312729.5625,313801.7916666667
"DC-PPO (strict 1+5, stochastic train)",137.0,316804.71875,315845.4270833333
"DC-PPO (strict 1+5, stochastic train)",139.0,318002.0,317239.3333333333
"DC-PPO (strict 1+5, stochastic train)",141.0,316911.28125,320361.3125
"DC-PPO (strict 1+5, stochastic train)",143.0,326170.65625,323061.8125
"DC-PPO (strict 1+5, stochastic train)",145.0,326103.5,327146.59375
"DC-PPO (strict 1+5, stochastic train)",147.0,329165.625,326376.3020833333
"DC-PPO (strict 1+5, stochastic train)",149.0,323859.78125,325113.78125
"DC-PPO (strict 1+5, stochastic train)",151.0,322315.9375,323163.9166666667
"DC-PPO (strict 1+5, stochastic train)",153.0,323316.03125,322940.4375
"DC-PPO (strict 1+5, stochastic train)",155.0,323189.34375,323031.6354166667
"DC-PPO (strict 1+5, stochastic train)",157.0,322589.53125,325352.4270833333
"DC-PPO (strict 1+5, stochastic train)",159.0,330278.40625,328033.4583333333
"DC-PPO (strict 1+5, stochastic train)",161.0,331232.4375,330998.78125
"DC-PPO (strict 1+5, stochastic train)",163.0,331485.5,330048.0729166667
"DC-PPO (strict 1+5, stochastic train)",165.0,327426.28125,328097.40625
"DC-PPO (strict 1+5, stochastic train)",167.0,325380.4375,327403.21875
"DC-PPO (strict 1+5, stochastic train)",169.0,329402.9375,328198.3541666667
"DC-PPO (strict 1+5, stochastic train)",171.0,329811.6875,329510.59375
"DC-PPO (strict 1+5, stochastic train)",173.0,329317.15625,330489.96875
"DC-PPO (strict 1+5, stochastic train)",175.0,332341.0625,331112.03125
"DC-PPO (strict 1+5, stochastic train)",177.0,331677.875,332671.9375
"DC-PPO (strict 1+5, stochastic train)",179.0,333996.875,334244.8541666667
"DC-PPO (strict 1+5, stochastic train)",181.0,337059.8125,334428.7708333333
"DC-PPO (strict 1+5, stochastic train)",183.0,332229.625,334452.9166666667
"DC-PPO (strict 1+5, stochastic train)",185.0,334069.3125,333351.53125
"DC-PPO (strict 1+5, stochastic train)",187.0,333755.65625,335179.28125
"DC-PPO (strict 1+5, stochastic train)",189.0,337712.875,336230.5104166667
"DC-PPO (strict 1+5, stochastic train)",191.0,337223.0,335429.3333333333
"DC-PPO (strict 1+5, stochastic train)",193.0,331352.125,334617.3229166667
"DC-PPO (strict 1+5, stochastic train)",195.0,335276.84375,334488.15625
"DC-PPO (strict 1+5, stochastic train)",197.0,336835.5,337467.28125
"DC-PPO (strict 1+5, stochastic train)",199.0,340289.5,340526.0104166667
"DC-PPO (strict 1+5, stochastic train)",201.0,344453.03125,342520.625
"DC-PPO (strict 1+5, stochastic train)",203.0,342819.34375,344648.2916666667
"DC-PPO (strict 1+5, stochastic train)",205.0,346672.5,346107.5625
"DC-PPO (strict 1+5, stochastic train)",207.0,348830.84375,346385.21875
"DC-PPO (strict 1+5, stochastic train)",209.0,343652.3125,344172.8020833333
"DC-PPO (strict 1+5, stochastic train)",211.0,340035.25,342604.6041666667
"DC-PPO (strict 1+5, stochastic train)",213.0,344126.25,343027.25
"DC-PPO (strict 1+5, stochastic train)",215.0,344920.25,343450.46875
"DC-PPO (strict 1+5, stochastic train)",217.0,341304.90625,343411.6875
"DC-PPO (strict 1+5, stochastic train)",219.0,344009.90625,343194.59375
"DC-PPO (strict 1+5, stochastic train)",221.0,344268.96875,343622.4166666667
"DC-PPO (strict 1+5, stochastic train)",223.0,342588.375,342391.6458333333
"DC-PPO (strict 1+5, stochastic train)",225.0,340317.59375,341473.9791666667
"DC-PPO (strict 1+5, stochastic train)",227.0,341515.96875,341185.3541666667
"DC-PPO (strict 1+5, stochastic train)",229.0,341722.5,343919.4791666667
"DC-PPO (strict 1+5, stochastic train)",231.0,348519.96875,347344.21875
"DC-PPO (strict 1+5, stochastic train)",233.0,351790.1875,349589.4791666667
"DC-PPO (strict 1+5, stochastic train)",235.0,348458.28125,350829.2604166667
"DC-PPO (strict 1+5, stochastic train)",237.0,352239.3125,348875.59375
"DC-PPO (strict 1+5, stochastic train)",239.0,345929.1875,348839.875
"DC-PPO (strict 1+5, stochastic train)",241.0,348351.125,348386.5833333333
"DC-PPO (strict 1+5, stochastic train)",243.0,350879.4375,349855.53125
"DC-PPO (strict 1+5, stochastic train)",245.0,350336.03125,350069.4583333333
"DC-PPO (strict 1+5, stochastic train)",247.0,348992.90625,350628.1979166667
"DC-PPO (strict 1+5, stochastic train)",249.0,352555.65625,353592.1354166667
"DC-PPO (strict 1+5, stochastic train)",251.0,359227.84375,356526.2083333333
"DC-PPO (strict 1+5, stochastic train)",253.0,357795.125,358066.7291666667
"DC-PPO (strict 1+5, stochastic train)",255.0,357177.21875,358245.4270833333
"DC-PPO (strict 1+5, stochastic train)",257.0,359763.9375,359517.40625
"DC-PPO (strict 1+5, stochastic train)",259.0,361611.0625,359294.96875
"DC-PPO (strict 1+5, stochastic train)",261.0,356509.90625,359148.8854166667
"DC-PPO (strict 1+5, stochastic train)",263.0,359325.6875,358558.4895833333
"DC-PPO (strict 1+5, stochastic train)",265.0,359839.875,359543.5729166667
"DC-PPO (strict 1+5, stochastic train)",267.0,359465.15625,359377.2291666667
"DC-PPO (strict 1+5, stochastic train)",269.0,358826.65625,358822.5520833333
"DC-PPO (strict 1+5, stochastic train)",271.0,358175.84375,358956.84375
"DC-PPO (strict 1+5, stochastic train)",273.0,359868.03125,358970.0520833333
"DC-PPO (strict 1+5, stochastic train)",275.0,358866.28125,359563.71875
"DC-PPO (strict 1+5, stochastic train)",277.0,359956.84375,358310.4166666667
"DC-PPO (strict 1+5, stochastic train)",279.0,356108.125,357382.7604166667
"DC-PPO (strict 1+5, stochastic train)",281.0,356083.3125,355227.3541666667
"DC-PPO (strict 1+5, stochastic train)",283.0,353490.625,356183.34375
"DC-PPO (strict 1+5, stochastic train)",285.0,358976.09375,356755.2916666667
"DC-PPO (strict 1+5, stochastic train)",287.0,357799.15625,359304.84375
"DC-PPO (strict 1+5, stochastic train)",289.0,361139.28125,360917.6666666667
"DC-PPO (strict 1+5, stochastic train)",291.0,363814.5625,362159.1354166667
"DC-PPO (strict 1+5, stochastic train)",293.0,361523.5625,363041.78125
"DC-PPO (strict 1+5, stochastic train)",295.0,363787.21875,365068.0833333333
"DC-PPO (strict 1+5, stochastic train)",297.0,369893.46875,367984.1666666667
"DC-PPO (strict 1+5, stochastic train)",299.0,370271.8125,370095.2395833333
"DC-PPO (strict 1+5, stochastic train)",301.0,370120.4375,368120.2291666667
"DC-PPO (strict 1+5, stochastic train)",303.0,363968.4375,368750.65625
"DC-PPO (strict 1+5, stochastic train)",305.0,372163.09375,369299.7291666667
"DC-PPO (strict 1+5, stochastic train)",307.0,371767.65625,371006.3333333333
"DC-PPO (strict 1+5, stochastic train)",309.0,369088.25,370392.2708333333
"DC-PPO (strict 1+5, stochastic train)",311.0,370320.90625,369584.1770833333
"DC-PPO (strict 1+5, stochastic train)",313.0,369343.375,368526.96875
"DC-PPO (strict 1+5, stochastic train)",315.0,365916.625,367884.75
"DC-PPO (strict 1+5, stochastic train)",317.0,368394.25,368308.3958333333
"DC-PPO (strict 1+5, stochastic train)",319.0,370614.3125,369224.46875
"DC-PPO (strict 1+5, stochastic train)",321.0,368664.84375,368832.3125
"DC-PPO (strict 1+5, stochastic train)",323.0,367217.78125,367778.0416666667
"DC-PPO (strict 1+5, stochastic train)",325.0,367451.5,367767.3125
"DC-PPO (strict 1+5, stochastic train)",327.0,368632.65625,371481.9479166667
"DC-PPO (strict 1+5, stochastic train)",329.0,378361.6875,370420.84375
"DC-PPO (strict 1+5, stochastic train)",331.0,364268.1875,371008.5729166667
"DC-PPO (strict 1+5, stochastic train)",333.0,370395.84375,369360.0833333333
"DC-PPO (strict 1+5, stochastic train)",335.0,373416.21875,372015.3958333333
"DC-PPO (strict 1+5, stochastic train)",337.0,372234.125,373899.6145833333
"DC-PPO (strict 1+5, stochastic train)",339.0,376048.5,374014.0208333333
"DC-PPO (strict 1+5, stochastic train)",341.0,373759.4375,376372.6458333333
"DC-PPO (strict 1+5, stochastic train)",343.0,379310.0,376221.4791666667
"DC-PPO (strict 1+5, stochastic train)",345.0,375595.0,377120.4583333333
"DC-PPO (strict 1+5, stochastic train)",347.0,376456.375,376362.2083333333
"DC-PPO (strict 1+5, stochastic train)",349.0,377035.25,379208.2395833333
"DC-PPO (strict 1+5, stochastic train)",351.0,384133.09375,380897.15625
"DC-PPO (strict 1+5, stochastic train)",353.0,381523.125,381104.5208333333
"DC-PPO (strict 1+5, stochastic train)",355.0,377657.34375,380498.3333333333
"DC-PPO (strict 1+5, stochastic train)",357.0,382314.53125,379134.5625
"DC-PPO (strict 1+5, stochastic train)",359.0,377431.8125,380951.0625
"DC-PPO (strict 1+5, stochastic train)",361.0,383106.84375,382165.0625
"DC-PPO (strict 1+5, stochastic train)",363.0,385956.53125,384496.2916666667
"DC-PPO (strict 1+5, stochastic train)",365.0,384425.5,384550.34375
"DC-PPO (strict 1+5, stochastic train)",367.0,383269.0,384270.9270833333
"DC-PPO (strict 1+5, stochastic train)",369.0,385118.28125,386801.1458333333
"DC-PPO (strict 1+5, stochastic train)",371.0,392016.15625,386753.6875
"DC-PPO (strict 1+5, stochastic train)",373.0,383126.625,385660.8958333333
"DC-PPO (strict 1+5, stochastic train)",375.0,381839.90625,382591.4270833333
"DC-PPO (strict 1+5, stochastic train)",377.0,382807.75,383588.1875
"DC-PPO (strict 1+5, stochastic train)",379.0,386116.90625,385282.3020833333
"DC-PPO (strict 1+5, stochastic train)",381.0,386922.25,385763.96875
"DC-PPO (strict 1+5, stochastic train)",383.0,384252.75,385563.6666666667
"DC-PPO (strict 1+5, stochastic train)",385.0,385516.0,384392.6145833333
"DC-PPO (strict 1+5, stochastic train)",387.0,383409.09375,385516.25
"DC-PPO (strict 1+5, stochastic train)",389.0,387623.65625,383667.09375
"DC-PPO (strict 1+5, stochastic train)",391.0,379968.53125,382309.7916666667
"DC-PPO (strict 1+5, stochastic train)",393.0,379337.1875,380773.7916666667
"DC-PPO (strict 1+5, stochastic train)",395.0,383015.65625,383222.5104166667
"DC-PPO (strict 1+5, stochastic train)",397.0,387314.6875,384539.9375
"DC-PPO (strict 1+5, stochastic train)",399.0,383289.46875,385798.9270833333
"DC-PPO (strict 1+5, stochastic train)",401.0,386792.625,385859.9791666667
"DC-PPO (strict 1+5, stochastic train)",403.0,387497.84375,387359.3958333333
"DC-PPO (strict 1+5, stochastic train)",405.0,387787.71875,386108.1666666667
"DC-PPO (strict 1+5, stochastic train)",407.0,383038.9375,384645.1875
"DC-PPO (strict 1+5, stochastic train)",409.0,383108.90625,382593.6458333333
"DC-PPO (strict 1+5, stochastic train)",411.0,381633.09375,381742.6041666667
"DC-PPO (strict 1+5, stochastic train)",413.0,380485.8125,382956.3125
"DC-PPO (strict 1+5, stochastic train)",415.0,386750.03125,385108.0833333333
"DC-PPO (strict 1+5, stochastic train)",417.0,388088.40625,386350.5520833333
"DC-PPO (strict 1+5, stochastic train)",419.0,384213.21875,385840.7083333333
"DC-PPO (strict 1+5, stochastic train)",421.0,385220.5,384502.40625
"DC-PPO (strict 1+5, stochastic train)",423.0,384073.5,383142.7916666667
"DC-PPO (strict 1+5, stochastic train)",425.0,380134.375,383843.25
"DC-PPO (strict 1+5, stochastic train)",427.0,387321.875,383208.8229166667
"DC-PPO (strict 1+5, stochastic train)",429.0,382170.21875,385682.4791666667
"DC-PPO (strict 1+5, stochastic train)",431.0,387555.34375,385757.125
"DC-PPO (strict 1+5, stochastic train)",433.0,387545.8125,389639.125
"DC-PPO (strict 1+5, stochastic train)",435.0,393816.21875,390989.4479166667
"DC-PPO (strict 1+5, stochastic train)",437.0,391606.3125,392773.7708333333
"DC-PPO (strict 1+5, stochastic train)",439.0,392898.78125,392172.7395833333
"DC-PPO (strict 1+5, stochastic train)",441.0,392013.125,392272.6979166667
"DC-PPO (strict 1+5, stochastic train)",443.0,391906.1875,393326.0416666667
"DC-PPO (strict 1+5, stochastic train)",445.0,396058.8125,395739.8958333333
"DC-PPO (strict 1+5, stochastic train)",447.0,399254.6875,397504.2291666667
"DC-PPO (strict 1+5, stochastic train)",449.0,397199.1875,397741.375
"DC-PPO (strict 1+5, stochastic train)",451.0,396770.25,396350.03125
"DC-PPO (strict 1+5, stochastic train)",453.0,395080.65625,395721.46875
"DC-PPO (strict 1+5, stochastic train)",455.0,395313.5,396388.1770833333
"DC-PPO (strict 1+5, stochastic train)",457.0,398770.375,396976.9375
"DC-PPO (strict 1+5, stochastic train)",459.0,396846.9375,394698.21875
"DC-PPO (strict 1+5, stochastic train)",461.0,388477.34375,393092.4895833333
"DC-PPO (strict 1+5, stochastic train)",463.0,393953.1875,391542.46875
"DC-PPO (strict 1+5, stochastic train)",465.0,392196.875,392812.0833333333
"DC-PPO (strict 1+5, stochastic train)",467.0,392286.1875,392319.03125
"DC-PPO (strict 1+5, stochastic train)",469.0,392474.03125,392943.5208333333
"DC-PPO (strict 1+5, stochastic train)",471.0,394070.34375,394604.4375
"DC-PPO (strict 1+5, stochastic train)",473.0,397268.9375,397361.90625
"DC-PPO (strict 1+5, stochastic train)",475.0,400746.4375,399037.71875
"DC-PPO (strict 1+5, stochastic train)",477.0,399097.78125,398470.7291666667
"DC-PPO (strict 1+5, stochastic train)",479.0,395567.96875,397784.0208333333
"DC-PPO (strict 1+5, stochastic train)",481.0,398686.3125,396102.9479166667
"DC-PPO (strict 1+5, stochastic train)",483.0,394054.5625,395370.75
"DC-PPO (strict 1+5, stochastic train)",485.0,393371.375,393852.9375
"DC-PPO (strict 1+5, stochastic train)",487.0,394132.875,394709.9375
"DC-PPO (strict 1+5, stochastic train)",489.0,396625.5625,394659.1666666667
"DC-PPO (strict 1+5, stochastic train)",491.0,393219.0625,394797.0625
"DC-PPO (strict 1+5, stochastic train)",493.0,394546.5625,395920.375
"DC-PPO (strict 1+5, stochastic train)",495.0,399995.5,397828.375
"DC-PPO (strict 1+5, stochastic train)",497.0,398943.0625,398873.59375
"DC-PPO (strict 1+5, stochastic train)",499.0,397682.21875,397566.9375
"DC-PPO (strict 1+5, stochastic train)",501.0,396075.53125,396561.0104166667
"DC-PPO (strict 1+5, stochastic train)",503.0,395925.28125,396508.3541666667
"DC-PPO (strict 1+5, stochastic train)",505.0,397524.25,396249.5
"DC-PPO (strict 1+5, stochastic train)",507.0,395298.96875,396969.15625
"DC-PPO (strict 1+5, stochastic train)",509.0,398084.25,398013.96875
"DC-PPO (strict 1+5, stochastic train)",511.0,400658.6875,398934.03125
"DC-PPO (strict 1+5, stochastic train)",513.0,398059.15625,400274.78125
"DC-PPO (strict 1+5, stochastic train)",515.0,402106.5,399691.1458333333
"DC-PPO (strict 1+5, stochastic train)",517.0,398907.78125,399961.75
"DC-PPO (strict 1+5, stochastic train)",519.0,398870.96875,397870.9479166667
"DC-PPO (strict 1+5, stochastic train)",521.0,395834.09375,398399.7083333333
"DC-PPO (strict 1+5, stochastic train)",523.0,400494.0625,398599.1354166667
"DC-PPO (strict 1+5, stochastic train)",525.0,399469.25,399651.0625
"DC-PPO (strict 1+5, stochastic train)",527.0,398989.875,401036.4895833333
"DC-PPO (strict 1+5, stochastic train)",529.0,404650.34375,401754.4479166667
"DC-PPO (strict 1+5, stochastic train)",531.0,401623.125,402066.875
"DC-PPO (strict 1+5, stochastic train)",533.0,399927.15625,401050.1875
"DC-PPO (strict 1+5, stochastic train)",535.0,401600.28125,401471.1770833333
"DC-PPO (strict 1+5, stochastic train)",537.0,402886.09375,403352.09375
"DC-PPO (strict 1+5, stochastic train)",539.0,405569.90625,405471.3229166667
"DC-PPO (strict 1+5, stochastic train)",541.0,407957.96875,407248.5625
"DC-PPO (strict 1+5, stochastic train)",543.0,408217.8125,408079.2916666667
"DC-PPO (strict 1+5, stochastic train)",545.0,408062.09375,406602.625
"DC-PPO (strict 1+5, stochastic train)",547.0,403527.96875,405411.3229166667
"DC-PPO (strict 1+5, stochastic train)",549.0,404643.90625,403750.03125
"DC-PPO (strict 1+5, stochastic train)",551.0,403078.21875,403623.5104166667
"DC-PPO (strict 1+5, stochastic train)",553.0,403148.40625,402325.0520833333
"DC-PPO (strict 1+5, stochastic train)",555.0,400748.53125,402427.8541666667
"DC-PPO (strict 1+5, stochastic train)",557.0,403386.625,404181.375
"DC-PPO (strict 1+5, stochastic train)",559.0,408408.96875,406235.40625
"DC-PPO (strict 1+5, stochastic train)",561.0,406910.625,407550.6875
"DC-PPO (strict 1+5, stochastic train)",563.0,407332.46875,407170.21875
"DC-PPO (strict 1+5, stochastic train)",565.0,407267.5625,407371.1979166667
"DC-PPO (strict 1+5, stochastic train)",567.0,407513.5625,406385.7708333333
"DC-PPO (strict 1+5, stochastic train)",569.0,404376.1875,407103.59375
"DC-PPO (strict 1+5, stochastic train)",571.0,409421.03125,407297.2604166667
"DC-PPO (strict 1+5, stochastic train)",573.0,408094.5625,407487.75
"DC-PPO (strict 1+5, stochastic train)",575.0,404947.65625,405711.09375
"DC-PPO (strict 1+5, stochastic train)",577.0,404091.0625,404888.9166666667
"DC-PPO (strict 1+5, stochastic train)",579.0,405628.03125,404690.2916666667
"DC-PPO (strict 1+5, stochastic train)",581.0,404351.78125,403358.1666666667
"DC-PPO (strict 1+5, stochastic train)",583.0,400094.6875,403142.09375
"DC-PPO (strict 1+5, stochastic train)",585.0,404979.8125,403155.5625
"DC-PPO (strict 1+5, stochastic train)",587.0,404392.1875,404674.0520833333
"DC-PPO (strict 1+5, stochastic train)",589.0,404650.15625,404554.8854166667
"DC-PPO (strict 1+5, stochastic train)",591.0,404622.3125,404877.7604166667
"DC-PPO (strict 1+5, stochastic train)",593.0,405360.8125,406925.5104166667
"DC-PPO (strict 1+5, stochastic train)",595.0,410793.40625,408038.9166666667
"DC-PPO (strict 1+5, stochastic train)",597.0,407962.53125,409387.28125
"DC-PPO (strict 1+5, stochastic train)",599.0,409405.90625,407954.0729166667
"DC-PPO (strict 1+5, stochastic train)",601.0,406493.78125,407496.71875
"DC-PPO (strict 1+5, stochastic train)",603.0,406590.46875,407152.5625
"DC-PPO (strict 1+5, stochastic train)",605.0,408373.4375,407399.40625
"DC-PPO (strict 1+5, stochastic train)",607.0,407234.3125,405274.4375
"DC-PPO (strict 1+5, stochastic train)",609.0,400215.5625,403147.1458333333
"DC-PPO (strict 1+5, stochastic train)",611.0,401991.5625,401702.7083333333
"DC-PPO (strict 1+5, stochastic train)",613.0,402901.0,402628.5
"DC-PPO (strict 1+5, stochastic train)",615.0,402992.9375,402765.3958333333
"DC-PPO (strict 1+5, stochastic train)",617.0,402402.25,402759.0104166667
"DC-PPO (strict 1+5, stochastic train)",619.0,402881.84375,403477.1875
