series,learning_episode,raw_value,three_point_smoothed_value
"MAPPO (strict 1+5, stochastic train)",731.0,459276.9375,459508.1666666667
"MAPPO (strict 1+5, stochastic train)",733.0,461243.125,461059.78125
"MAPPO (strict 1+5, stochastic train)",735.0,462659.28125,461967.4895833333
"MAPPO (strict 1+5, stochastic train)",737.0,462000.0625,460836.21875
"MAPPO (strict 1+5, stochastic train)",739.0,457849.3125,458480.71875
"MAPPO (strict 1+5, stochastic train)",741.0,455592.78125,456985.1770833333
"MAPPO (strict 1+5, stochastic train)",743.0,457513.4375,458182.46875
"MAPPO (strict 1+5, stochastic train)",745.0,461441.1875,459607.84375
"MAPPO (strict 1+5, stochastic train)",747.0,459868.90625,461711.40625
"MAPPO (strict 1+5, stochastic train)",749.0,463824.125,461385.0833333333
"MAPPO (strict 1+5, stochastic train)",751.0,460462.21875,461794.3020833333
"MAPPO (strict 1+5, stochastic train)",753.0,461096.5625,461478.1145833333
"MAPPO (strict 1+5, stochastic train)",755.0,462875.5625,462351.0
"MAPPO (strict 1+5, stochastic train)",757.0,463080.875,461808.2395833333
"MAPPO (strict 1+5, stochastic train)",759.0,459468.28125,460936.53125
"MAPPO (strict 1+5, stochastic train)",761.0,460260.4375,461019.0729166667
"MAPPO (strict 1+5, stochastic train)",763.0,463328.5,461295.1979166667
"MAPPO (strict 1+5, stochastic train)",765.0,460296.65625,461549.15625
"MAPPO (strict 1+5, stochastic train)",767.0,461022.3125,462082.1770833333
"MAPPO (strict 1+5, stochastic train)",769.0,464927.5625,463702.5208333333
"MAPPO (strict 1+5, stochastic train)",771.0,465157.6875,464112.875
"MAPPO (strict 1+5, stochastic train)",773.0,462253.375,463104.5520833333
"MAPPO (strict 1+5, stochastic train)",775.0,461902.59375,462313.6979166667
"MAPPO (strict 1+5, stochastic train)",777.0,462785.125,461262.90625
"MAPPO (strict 1+5, stochastic train)",779.0,459101.0,460990.40625
"MAPPO (strict 1+5, stochastic train)",781.0,461085.09375,461014.8645833333
"MAPPO (strict 1+5, stochastic train)",783.0,462858.5,461201.21875
"MAPPO (strict 1+5, stochastic train)",785.0,459660.0625,461810.3958333333
"MAPPO (strict 1+5, stochastic train)",787.0,462912.625,459986.5
"MAPPO (strict 1+5, stochastic train)",789.0,457386.8125,459717.5104166667
"MAPPO (strict 1+5, stochastic train)",791.0,458853.09375,458119.7708333333
"MAPPO (strict 1+5, stochastic train)",793.0,458119.40625,459497.5729166667
"MAPPO (strict 1+5, stochastic train)",795.0,461520.21875,460131.8854166667
"MAPPO (strict 1+5, stochastic train)",797.0,460756.03125,461976.8020833333
"MAPPO (strict 1+5, stochastic train)",799.0,463654.15625,463418.6145833333
"MAPPO (strict 1+5, stochastic train)",801.0,465845.65625,465369.4791666667
"MAPPO (strict 1+5, stochastic train)",803.0,466608.625,467927.5625
"MAPPO (strict 1+5, stochastic train)",805.0,471328.40625,467804.3125
"MAPPO (strict 1+5, stochastic train)",807.0,465475.90625,468264.4375
"MAPPO (strict 1+5, stochastic train)",809.0,467989.0,466561.03125
"MAPPO (strict 1+5, stochastic train)",811.0,466218.1875,467939.9375
"MAPPO (strict 1+5, stochastic train)",813.0,469612.625,469120.8020833333
"MAPPO (strict 1+5, stochastic train)",815.0,471531.59375,470081.90625
"MAPPO (strict 1+5, stochastic train)",817.0,469101.5,470023.0208333333
"MAPPO (strict 1+5, stochastic train)",819.0,469435.96875,468414.6875
"MAPPO (strict 1+5, stochastic train)",821.0,466706.59375,468003.3020833333
"MAPPO (strict 1+5, stochastic train)",823.0,467867.34375,466534.9166666667
"MAPPO (strict 1+5, stochastic train)",825.0,465030.8125,465666.3541666667
"MAPPO (strict 1+5, stochastic train)",827.0,464100.90625,463739.7708333333
"MAPPO (strict 1+5, stochastic train)",829.0,462087.59375,463034.2083333333
"MAPPO (strict 1+5, stochastic train)",831.0,462914.125,462543.4166666667
"MAPPO (strict 1+5, stochastic train)",833.0,462628.53125,463277.3333333333
"MAPPO (strict 1+5, stochastic train)",835.0,464289.34375,462683.7291666667
"MAPPO (strict 1+5, stochastic train)",837.0,461133.3125,462213.7291666667
"MAPPO (strict 1+5, stochastic train)",839.0,461218.53125,462474.8229166667
"MAPPO (strict 1+5, stochastic train)",841.0,465072.625,463527.9479166667
"MAPPO (strict 1+5, stochastic train)",843.0,464292.6875,465444.9479166667
"MAPPO (strict 1+5, stochastic train)",845.0,466969.53125,466718.1770833333
"MAPPO (strict 1+5, stochastic train)",847.0,468892.3125,468383.6979166667
"MAPPO (strict 1+5, stochastic train)",849.0,469289.25,470153.09375
"MAPPO (strict 1+5, stochastic train)",851.0,472277.71875,470693.8125
"MAPPO (strict 1+5, stochastic train)",853.0,470514.46875,470914.6145833333
"MAPPO (strict 1+5, stochastic train)",855.0,469951.65625,469242.625
"MAPPO (strict 1+5, stochastic train)",857.0,467261.75,467184.34375
"MAPPO (strict 1+5, stochastic train)",859.0,464339.625,466572.6041666667
"MAPPO (strict 1+5, stochastic train)",861.0,468116.4375,466380.03125
"MAPPO (strict 1+5, stochastic train)",863.0,466684.03125,466895.375
"MAPPO (strict 1+5, stochastic train)",865.0,465885.65625,465562.2083333333
"MAPPO (strict 1+5, stochastic train)",867.0,464116.9375,466194.59375
"MAPPO (strict 1+5, stochastic train)",869.0,468581.1875,466197.6458333333
"MAPPO (strict 1+5, stochastic train)",871.0,465894.8125,467401.5416666667
"MAPPO (strict 1+5, stochastic train)",873.0,467728.625,467522.6979166667
"MAPPO (strict 1+5, stochastic train)",875.0,468944.65625,468137.9583333333
"MAPPO (strict 1+5, stochastic train)",877.0,467740.59375,468442.46875
"MAPPO (strict 1+5, stochastic train)",879.0,468642.15625,469280.90625
"MAPPO (strict 1+5, stochastic train)",881.0,471459.96875,470296.2708333333
"MAPPO (strict 1+5, stochastic train)",883.0,470786.6875,471823.8541666667
"MAPPO (strict 1+5, stochastic train)",885.0,473224.90625,471653.5729166667
"MAPPO (strict 1+5, stochastic train)",887.0,470949.125,471386.5625
"MAPPO (strict 1+5, stochastic train)",889.0,469985.65625,470379.03125
"MAPPO (strict 1+5, stochastic train)",891.0,470202.3125,469739.9375
"MAPPO (strict 1+5, stochastic train)",893.0,469031.84375,468612.9270833333
"MAPPO (strict 1+5, stochastic train)",895.0,466604.625,469080.8125
"MAPPO (strict 1+5, stochastic train)",897.0,471605.96875,469234.2291666667
"MAPPO (strict 1+5, stochastic train)",899.0,469492.09375,469707.03125
"MAPPO (strict 1+5, stochastic train)",901.0,468023.03125,468640.0625
"MAPPO (strict 1+5, stochastic train)",903.0,468405.0625,468844.8020833333
"MAPPO (strict 1+5, stochastic train)",905.0,470106.3125,469797.53125
"MAPPO (strict 1+5, stochastic train)",907.0,470881.21875,470342.0416666667
"MAPPO (strict 1+5, stochastic train)",909.0,470038.59375,470672.4375
"MAPPO (strict 1+5, stochastic train)",911.0,471097.5,470550.75
"MAPPO (strict 1+5, stochastic train)",913.0,470516.15625,469949.0416666667
"MAPPO (strict 1+5, stochastic train)",915.0,468233.46875,469977.3541666667
"MAPPO (strict 1+5, stochastic train)",917.0,471182.4375,471203.625
"MAPPO (strict 1+5, stochastic train)",919.0,474194.96875,473363.6458333333
"MAPPO (strict 1+5, stochastic train)",921.0,474713.53125,474502.28125
"MAPPO (strict 1+5, stochastic train)",923.0,474598.34375,474149.8645833333
"MAPPO (strict 1+5, stochastic train)",925.0,473137.71875,473614.1458333333
"MAPPO (strict 1+5, stochastic train)",927.0,473106.375,473215.3541666667
"MAPPO (strict 1+5, stochastic train)",929.0,473401.96875,473757.3854166667
"MAPPO (strict 1+5, stochastic train)",931.0,474763.8125,473658.6041666667
"MAPPO (strict 1+5, stochastic train)",933.0,472810.03125,473052.0729166667
"MAPPO (strict 1+5, stochastic train)",935.0,471582.375,471605.125
"MAPPO (strict 1+5, stochastic train)",937.0,470422.96875,472004.1666666667
"MAPPO (strict 1+5, stochastic train)",939.0,474007.15625,472556.28125
"MAPPO (strict 1+5, stochastic train)",941.0,473238.71875,473515.5
"MAPPO (strict 1+5, stochastic train)",943.0,473300.625,472523.6354166667
"MAPPO (strict 1+5, stochastic train)",945.0,471031.5625,471120.4479166667
"MAPPO (strict 1+5, stochastic train)",947.0,469029.15625,470010.46875
"MAPPO (strict 1+5, stochastic train)",949.0,469970.6875,469612.0208333333
"MAPPO (strict 1+5, stochastic train)",951.0,469836.21875,469535.6354166667
"MAPPO (strict 1+5, stochastic train)",953.0,468800.0,469009.0833333333
"MAPPO (strict 1+5, stochastic train)",955.0,468391.03125,469137.78125
"MAPPO (strict 1+5, stochastic train)",957.0,470222.3125,470021.7708333333
"MAPPO (strict 1+5, stochastic train)",959.0,471451.96875,470656.3541666667
"MAPPO (strict 1+5, stochastic train)",961.0,470294.78125,470427.2604166667
"MAPPO (strict 1+5, stochastic train)",963.0,469535.03125,470735.5104166667
"MAPPO (strict 1+5, stochastic train)",965.0,472376.71875,471288.5
"MAPPO (strict 1+5, stochastic train)",967.0,471953.75,472157.25
"MAPPO (strict 1+5, stochastic train)",969.0,472141.28125,471624.5729166667
"MAPPO (strict 1+5, stochastic train)",971.0,470778.6875,471241.2708333333
"MAPPO (strict 1+5, stochastic train)",973.0,470803.84375,470522.8229166667
"MAPPO (strict 1+5, stochastic train)",975.0,469985.9375,471040.7916666667
"MAPPO (strict 1+5, stochastic train)",977.0,472332.59375,471014.9583333333
"MAPPO (strict 1+5, stochastic train)",979.0,470726.34375,471053.3333333333
"MAPPO (strict 1+5, stochastic train)",981.0,470101.0625,469742.8958333333
"MAPPO (strict 1+5, stochastic train)",983.0,468401.28125,469687.7395833333
"MAPPO (strict 1+5, stochastic train)",985.0,470560.875,470106.5
"MAPPO (strict 1+5, stochastic train)",987.0,471357.34375,470291.8125
"MAPPO (strict 1+5, stochastic train)",989.0,468957.21875,470561.0
"MAPPO (strict 1+5, stochastic train)",991.0,471368.4375,470677.6041666667
"MAPPO (strict 1+5, stochastic train)",993.0,471707.15625,471408.84375
"MAPPO (strict 1+5, stochastic train)",995.0,471150.9375,471048.4895833333
"MAPPO (strict 1+5, stochastic train)",997.0,470287.375,471304.2604166667
"MAPPO (strict 1+5, stochastic train)",999.0,472474.46875,472663.1041666667
"MAPPO (strict 1+5, stochastic train)",1001.0,475227.46875,474194.34375
"MAPPO (strict 1+5, stochastic train)",1003.0,474881.09375,474285.4895833333
"MAPPO (strict 1+5, stochastic train)",1005.0,472747.90625,473313.2708333333
"MAPPO (strict 1+5, stochastic train)",1007.0,472310.8125,472549.3645833333
"MAPPO (strict 1+5, stochastic train)",1009.0,472589.375,471539.5729166667
"MAPPO (strict 1+5, stochastic train)",1011.0,469718.53125,470623.8020833333
"MAPPO (strict 1+5, stochastic train)",1013.0,469563.5,469982.3645833333
"MAPPO (strict 1+5, stochastic train)",1015.0,470665.0625,469622.7708333333
"MAPPO (strict 1+5, stochastic train)",1017.0,468639.75,469551.4479166667
"MAPPO (strict 1+5, stochastic train)",1019.0,469349.53125,470038.1041666667
"MAPPO (strict 1+5, stochastic train)",1021.0,472125.03125,470929.2916666667
"MAPPO (strict 1+5, stochastic train)",1023.0,471313.3125,472309.5625
"MAPPO (strict 1+5, stochastic train)",1025.0,473490.34375,472147.9270833333
"MAPPO (strict 1+5, stochastic train)",1027.0,471640.125,472970.0
"MAPPO (strict 1+5, stochastic train)",1029.0,473779.53125,473838.78125
"MAPPO (strict 1+5, stochastic train)",1031.0,476096.6875,474932.6666666667
"MAPPO (strict 1+5, stochastic train)",1033.0,474921.78125,476127.59375
"MAPPO (strict 1+5, stochastic train)",1035.0,477364.3125,476206.1041666667
"MAPPO (strict 1+5, stochastic train)",1037.0,476332.21875,476411.2395833333
"MAPPO (strict 1+5, stochastic train)",1039.0,475537.1875,476808.4479166667
"MAPPO (strict 1+5, stochastic train)",1041.0,478555.9375,477226.8333333333
"MAPPO (strict 1+5, stochastic train)",1043.0,477587.375,477639.375
"MAPPO (strict 1+5, stochastic train)",1045.0,476774.8125,476850.5
"MAPPO (strict 1+5, stochastic train)",1047.0,476189.3125,476303.6666666667
"MAPPO (strict 1+5, stochastic train)",1049.0,475946.875,475108.6875
"MAPPO (strict 1+5, stochastic train)",1051.0,473189.875,473325.7708333333
"MAPPO (strict 1+5, stochastic train)",1053.0,470840.5625,473074.84375
"MAPPO (strict 1+5, stochastic train)",1055.0,475194.09375,473631.8541666667
"MAPPO (strict 1+5, stochastic train)",1057.0,474860.90625,474627.7916666667
"MAPPO (strict 1+5, stochastic train)",1059.0,473828.375,474127.5833333333
"MAPPO (strict 1+5, stochastic train)",1061.0,473693.46875,474475.0833333333
"MAPPO (strict 1+5, stochastic train)",1063.0,475903.40625,473908.6354166667
"MAPPO (strict 1+5, stochastic train)",1065.0,472129.03125,474853.9479166667
"MAPPO (strict 1+5, stochastic train)",1067.0,476529.40625,474702.3645833333
"MAPPO (strict 1+5, stochastic train)",1069.0,475448.65625,475568.75
"MAPPO (strict 1+5, stochastic train)",1071.0,474728.1875,474944.9166666667
"MAPPO (strict 1+5, stochastic train)",1073.0,474657.90625,474767.28125
"MAPPO (strict 1+5, stochastic train)",1075.0,474915.75,476134.6458333333
"MAPPO (strict 1+5, stochastic train)",1077.0,478830.28125,477056.3854166667
"MAPPO (strict 1+5, stochastic train)",1079.0,477423.125,476869.75
"MAPPO (strict 1+5, stochastic train)",1081.0,474355.84375,474243.0104166667
"MAPPO (strict 1+5, stochastic train)",1083.0,470950.0625,473482.625
"MAPPO (strict 1+5, stochastic train)",1085.0,475141.96875,474075.5729166667
"MAPPO (strict 1+5, stochastic train)",1087.0,476134.6875,476192.0729166667
"MAPPO (strict 1+5, stochastic train)",1089.0,477299.5625,476284.7395833333
"MAPPO (strict 1+5, stochastic train)",1091.0,475419.96875,475881.6041666667
"MAPPO (strict 1+5, stochastic train)",1093.0,474925.28125,474487.2083333333
"MAPPO (strict 1+5, stochastic train)",1095.0,473116.375,474237.5833333333
"MAPPO (strict 1+5, stochastic train)",1097.0,474671.09375,473734.2604166667
"MAPPO (strict 1+5, stochastic train)",1099.0,473415.3125,474293.1354166667
"MAPPO (strict 1+5, stochastic train)",1101.0,474793.0,474090.1458333333
"MAPPO (strict 1+5, stochastic train)",1103.0,474062.125,474558.9479166667
"MAPPO (strict 1+5, stochastic train)",1105.0,474821.71875,472960.6875
"MAPPO (strict 1+5, stochastic train)",1107.0,469998.21875,472597.0
"MAPPO (strict 1+5, stochastic train)",1109.0,472971.0625,472604.78125
"MAPPO (strict 1+5, stochastic train)",1111.0,474845.0625,474550.4791666667
"MAPPO (strict 1+5, stochastic train)",1113.0,475835.3125,474499.4375
"MAPPO (strict 1+5, stochastic train)",1115.0,472817.9375,473770.0104166667
"MAPPO (strict 1+5, stochastic train)",1117.0,472656.78125,470528.6770833333
"MAPPO (strict 1+5, stochastic train)",1119.0,466111.3125,468842.5833333333
"MAPPO (strict 1+5, stochastic train)",1121.0,467759.65625,466816.03125
"MAPPO (strict 1+5, stochastic train)",1123.0,466577.125,467121.9479166667
"MAPPO (strict 1+5, stochastic train)",1125.0,467029.0625,466056.5729166667
"MAPPO (strict 1+5, stochastic train)",1127.0,464563.53125,466227.7604166667
"MAPPO (strict 1+5, stochastic train)",1129.0,467090.6875,467315.9479166667
"MAPPO (strict 1+5, stochastic train)",1131.0,470293.625,469866.1979166667
"MAPPO (strict 1+5, stochastic train)",1133.0,472214.28125,471229.5833333333
"MAPPO (strict 1+5, stochastic train)",1135.0,471180.84375,471443.7395833333
"MAPPO (strict 1+5, stochastic train)",1137.0,470936.09375,471904.7083333333
"MAPPO (strict 1+5, stochastic train)",1139.0,473597.1875,472060.09375
"MAPPO (strict 1+5, stochastic train)",1141.0,471647.0,472894.28125
"MAPPO (strict 1+5, stochastic train)",1143.0,473438.65625,471990.8020833333
"MAPPO (strict 1+5, stochastic train)",1145.0,470886.75,471873.09375
"MAPPO (strict 1+5, stochastic train)",1147.0,471293.875,471840.5520833333
"MAPPO (strict 1+5, stochastic train)",1149.0,473341.03125,471929.4375
"MAPPO (strict 1+5, stochastic train)",1151.0,471153.40625,472183.5
"MAPPO (strict 1+5, stochastic train)",1153.0,472056.0625,472066.6354166667
"MAPPO (strict 1+5, stochastic train)",1155.0,472990.4375,473403.0833333333
"MAPPO (strict 1+5, stochastic train)",1157.0,475162.75,474133.6041666667
"MAPPO (strict 1+5, stochastic train)",1159.0,474247.625,474141.1458333333
"MAPPO (strict 1+5, stochastic train)",1161.0,473013.0625,474016.8645833333
"MAPPO (strict 1+5, stochastic train)",1163.0,474789.90625,472740.7708333333
"MAPPO (strict 1+5, stochastic train)",1165.0,470419.34375,474166.0416666667
"MAPPO (strict 1+5, stochastic train)",1167.0,477288.875,473900.71875
"MAPPO (strict 1+5, stochastic train)",1169.0,473993.9375,476255.0208333333
"MAPPO (strict 1+5, stochastic train)",1171.0,477482.25,476197.4791666667
"MAPPO (strict 1+5, stochastic train)",1173.0,477116.25,478047.15625
"MAPPO (strict 1+5, stochastic train)",1175.0,479542.96875,478532.375
"MAPPO (strict 1+5, stochastic train)",1177.0,478937.90625,479496.1041666667
"MAPPO (strict 1+5, stochastic train)",1179.0,480007.4375,479498.9895833333
"MAPPO (strict 1+5, stochastic train)",1181.0,479551.625,479307.15625
"MAPPO (strict 1+5, stochastic train)",1183.0,478362.40625,478217.34375
"MAPPO (strict 1+5, stochastic train)",1185.0,476738.0,477317.1145833333
"MAPPO (strict 1+5, stochastic train)",1187.0,476850.9375,476891.59375
"MAPPO (strict 1+5, stochastic train)",1189.0,477085.84375,476943.625
"MAPPO (strict 1+5, stochastic train)",1191.0,476894.09375,476815.90625
"MAPPO (strict 1+5, stochastic train)",1193.0,476467.78125,476829.5416666667
"MAPPO (strict 1+5, stochastic train)",1195.0,477126.75,476605.2395833333
"MAPPO (strict 1+5, stochastic train)",1197.0,476221.1875,476068.0208333333
"MAPPO (strict 1+5, stochastic train)",1199.0,474856.125,476090.125
"MAPPO (strict 1+5, stochastic train)",1201.0,477193.0625,476119.4791666667
"MAPPO (strict 1+5, stochastic train)",1203.0,476309.25,477858.3020833333
"MAPPO (strict 1+5, stochastic train)",1205.0,480072.59375,477894.7604166667
"MAPPO (strict 1+5, stochastic train)",1207.0,477302.4375,478050.84375
"MAPPO (strict 1+5, stochastic train)",1209.0,476777.5,478731.1354166667
"MAPPO (strict 1+5, stochastic train)",1211.0,482113.46875,479942.65625
"MAPPO (strict 1+5, stochastic train)",1213.0,480937.0,481598.5729166667
"MAPPO (strict 1+5, stochastic train)",1215.0,481745.25,482006.7708333333
"MAPPO (strict 1+5, stochastic train)",1217.0,483338.0625,483113.5520833333
"MAPPO (strict 1+5, stochastic train)",1219.0,484257.34375,484081.78125
"MAPPO (strict 1+5, stochastic train)",1221.0,484649.9375,484768.65625
"MAPPO (strict 1+5, stochastic train)",1223.0,485398.6875,484043.25
"MAPPO (strict 1+5, stochastic train)",1225.0,482081.125,482027.3854166667
"MAPPO (strict 1+5, stochastic train)",1227.0,478602.34375,479537.7083333333
"MAPPO (strict 1+5, stochastic train)",1229.0,477929.65625,478410.09375
"MAPPO (strict 1+5, stochastic train)",1231.0,478698.28125,478140.2708333333
"MAPPO (strict 1+5, stochastic train)",1233.0,477792.875,478047.7916666667
"MAPPO (strict 1+5, stochastic train)",1235.0,477652.21875,478262.8854166667
"MAPPO (strict 1+5, stochastic train)",1237.0,479343.5625,479073.8020833333
"MAPPO (strict 1+5, stochastic train)",1239.0,480225.625,480982.9166666667
"MAPPO (strict 1+5, stochastic train)",1241.0,483379.5625,481574.71875
"MAPPO (strict 1+5, stochastic train)",1243.0,481118.96875,482749.75
"MAPPO (strict 1+5, stochastic train)",1245.0,483750.71875,482593.8854166667
"MAPPO (strict 1+5, stochastic train)",1247.0,482911.96875,482746.1770833333
"MAPPO (strict 1+5, stochastic train)",1249.0,481575.84375,481249.90625
"MAPPO (strict 1+5, stochastic train)",1251.0,479261.90625,478991.6041666667
"MAPPO (strict 1+5, stochastic train)",1253.0,476137.0625,476930.3541666667
"MAPPO (strict 1+5, stochastic train)",1255.0,475392.09375,475576.625
"MAPPO (strict 1+5, stochastic train)",1257.0,475200.71875,475135.3645833333
"MAPPO (strict 1+5, stochastic train)",1259.0,474813.28125,474993.8541666667
"MAPPO (strict 1+5, stochastic train)",1261.0,474967.5625,475541.7604166667
"MAPPO (strict 1+5, stochastic train)",1263.0,476844.4375,475980.3125
"MAPPO (strict 1+5, stochastic train)",1265.0,476128.9375,475463.84375
"MAPPO (strict 1+5, stochastic train)",1267.0,473418.15625,474648.7916666667
"MAPPO (strict 1+5, stochastic train)",1269.0,474399.28125,473991.5625
"MAPPO (strict 1+5, stochastic train)",1271.0,474157.25,474561.7395833333
"MAPPO (strict 1+5, stochastic train)",1273.0,475128.6875,474159.8125
"MAPPO (strict 1+5, stochastic train)",1275.0,473193.5,474176.1770833333
"MAPPO (strict 1+5, stochastic train)",1277.0,474206.34375,473628.8958333333
"MAPPO (strict 1+5, stochastic train)",1279.0,473486.84375,474399.3958333333
"MAPPO (strict 1+5, stochastic train)",1281.0,475505.0,475380.375
"MAPPO (strict 1+5, stochastic train)",1283.0,477149.28125,475868.59375
"MAPPO (strict 1+5, stochastic train)",1285.0,474951.5,476082.6875
"MAPPO (strict 1+5, stochastic train)",1287.0,476147.28125,475032.0625
"MAPPO (strict 1+5, stochastic train)",1289.0,473997.40625,475281.0
"MAPPO (strict 1+5, stochastic train)",1291.0,475698.3125,475521.1041666667
"MAPPO (strict 1+5, stochastic train)",1293.0,476867.59375,476557.3229166667
"MAPPO (strict 1+5, stochastic train)",1295.0,477106.0625,476897.5729166667
"MAPPO (strict 1+5, stochastic train)",1297.0,476719.0625,477012.3645833333
"MAPPO (strict 1+5, stochastic train)",1299.0,477211.96875,476994.8645833333
"MAPPO (strict 1+5, stochastic train)",1301.0,477053.5625,477190.4583333333
"MAPPO (strict 1+5, stochastic train)",1303.0,477305.84375,477652.40625
"MAPPO (strict 1+5, stochastic train)",1305.0,478597.8125,478468.1458333333
"MAPPO (strict 1+5, stochastic train)",1307.0,479500.78125,479346.2604166667
"MAPPO (strict 1+5, stochastic train)",1309.0,479940.1875,480384.3645833333
"MAPPO (strict 1+5, stochastic train)",1311.0,481712.125,481134.6145833333
"MAPPO (strict 1+5, stochastic train)",1313.0,481751.53125,481456.8020833333
"MAPPO (strict 1+5, stochastic train)",1315.0,480906.75,481298.0729166667
"MAPPO (strict 1+5, stochastic train)",1317.0,481235.9375,481184.5520833333
"MAPPO (strict 1+5, stochastic train)",1319.0,481410.96875,480805.15625
"MAPPO (strict 1+5, stochastic train)",1321.0,479768.5625,480096.125
"MAPPO (strict 1+5, stochastic train)",1323.0,479108.84375,479756.125
"MAPPO (strict 1+5, stochastic train)",1325.0,480390.96875,480558.5625
"MAPPO (strict 1+5, stochastic train)",1327.0,482175.875,480464.6458333333
"MAPPO (strict 1+5, stochastic train)",1329.0,478827.09375,479674.90625
"MAPPO (strict 1+5, stochastic train)",1331.0,478021.75,478513.09375
"MAPPO (strict 1+5, stochastic train)",1333.0,478690.4375,478067.46875
"MAPPO (strict 1+5, stochastic train)",1335.0,477490.21875,477203.4895833333
"MAPPO (strict 1+5, stochastic train)",1337.0,475429.8125,477228.1041666667
"MAPPO (strict 1+5, stochastic train)",1339.0,478764.28125,477468.96875
"MAPPO (strict 1+5, stochastic train)",1341.0,478212.8125,478380.1979166667
"MAPPO (strict 1+5, stochastic train)",1343.0,478163.5,478671.75
"MAPPO (strict 1+5, stochastic train)",1345.0,479638.9375,479264.0104166667
"MAPPO (strict 1+5, stochastic train)",1347.0,479989.59375,480546.625
"MAPPO (strict 1+5, stochastic train)",1349.0,482011.34375,480404.5104166667
"MAPPO (strict 1+5, stochastic train)",1351.0,479212.59375,480048.6145833333
"MAPPO (strict 1+5, stochastic train)",1353.0,478921.90625,479577.8541666667
"MAPPO (strict 1+5, stochastic train)",1355.0,480599.0625,479736.0104166667
"MAPPO (strict 1+5, stochastic train)",1357.0,479687.0625,480658.5520833333
"MAPPO (strict 1+5, stochastic train)",1359.0,481689.53125,481161.7291666667
"MAPPO (strict 1+5, stochastic train)",1361.0,482108.59375,481640.875
"MAPPO (strict 1+5, stochastic train)",1363.0,481124.5,480837.84375
"MAPPO (strict 1+5, stochastic train)",1365.0,479280.4375,480498.2291666667
"MAPPO (strict 1+5, stochastic train)",1367.0,481089.75,480420.1770833333
"MAPPO (strict 1+5, stochastic train)",1369.0,480890.34375,481349.03125
"MAPPO (strict 1+5, stochastic train)",1371.0,482067.0,481973.2395833333
"MAPPO (strict 1+5, stochastic train)",1373.0,482962.375,481875.8333333333
"MAPPO (strict 1+5, stochastic train)",1375.0,480598.125,481647.6041666667
"MAPPO (strict 1+5, stochastic train)",1377.0,481382.3125,480858.4166666667
"MAPPO (strict 1+5, stochastic train)",1379.0,480594.8125,481732.625
"MAPPO (strict 1+5, stochastic train)",1381.0,483220.75,481457.3854166667
"MAPPO (strict 1+5, stochastic train)",1383.0,480556.59375,481735.78125
"MAPPO (strict 1+5, stochastic train)",1385.0,481430.0,480825.7395833333
"MAPPO (strict 1+5, stochastic train)",1387.0,480490.625,481122.4375
"MAPPO (strict 1+5, stochastic train)",1389.0,481446.6875,480626.1979166667
"MAPPO (strict 1+5, stochastic train)",1391.0,479941.28125,480946.625
"MAPPO (strict 1+5, stochastic train)",1393.0,481451.90625,481061.0416666667
"MAPPO (strict 1+5, stochastic train)",1395.0,481789.9375,481039.53125
"MAPPO (strict 1+5, stochastic train)",1397.0,479876.75,481050.21875
"MAPPO (strict 1+5, stochastic train)",1399.0,481483.96875,480828.5208333333
"MAPPO (strict 1+5, stochastic train)",1401.0,481124.84375,481925.5104166667
"MAPPO (strict 1+5, stochastic train)",1403.0,483167.71875,482025.6979166667
"MAPPO (strict 1+5, stochastic train)",1405.0,481784.53125,481845.0208333333
"MAPPO (strict 1+5, stochastic train)",1407.0,480582.8125,480725.2083333333
"MAPPO (strict 1+5, stochastic train)",1409.0,479808.28125,479756.15625
"MAPPO (strict 1+5, stochastic train)",1411.0,478877.375,479465.8020833333
"MAPPO (strict 1+5, stochastic train)",1413.0,479711.75,479696.1458333333
"MAPPO (strict 1+5, stochastic train)",1415.0,480499.3125,481029.9166666667
"MAPPO (strict 1+5, stochastic train)",1417.0,482878.6875,481810.1979166667
"MAPPO (strict 1+5, stochastic train)",1419.0,482052.59375,482215.7916666667
"MAPPO (strict 1+5, stochastic train)",1421.0,481716.09375,481644.4895833333
"MAPPO (strict 1+5, stochastic train)",1423.0,481164.78125,481198.8958333333
"MAPPO (strict 1+5, stochastic train)",1425.0,480715.8125,480514.8958333333
"MAPPO (strict 1+5, stochastic train)",1427.0,479664.09375,480221.4375
"MAPPO (strict 1+5, stochastic train)",1429.0,480284.40625,480247.0729166667
"MAPPO (strict 1+5, stochastic train)",1431.0,480792.71875,480264.9479166667
"MAPPO (strict 1+5, stochastic train)",1433.0,479717.71875,481106.3958333333
"MAPPO (strict 1+5, stochastic train)",1435.0,482808.75,481485.3541666667
"MAPPO (strict 1+5, stochastic train)",1437.0,481929.59375,482043.5833333333
"MAPPO (strict 1+5, stochastic train)",1439.0,481392.40625,481643.46875
"MAPPO (strict 1+5, stochastic train)",1441.0,481608.40625,482097.5625
"MAPPO (strict 1+5, stochastic train)",1443.0,483291.875,483215.4895833333
"MAPPO (strict 1+5, stochastic train)",1445.0,484746.1875,484831.15625
"MAPPO (strict 1+5, stochastic train)",1447.0,486455.40625,485791.1458333333
"MAPPO (strict 1+5, stochastic train)",1449.0,486171.84375,485960.8958333333
"MAPPO (strict 1+5, stochastic train)",1451.0,485255.4375,484971.8958333333
"MAPPO (strict 1+5, stochastic train)",1453.0,483488.40625,482692.4895833333
