series,segment,cumulative_steps,learning_episode,raw_or_mean,three_point_smoothed
"DC-PPO (fixed 60, 3 seeds)",historical,12569600.0,491.0,458992.01504629623,458992.01504629623
"DC-PPO (fixed 60, 3 seeds)",historical,12620800.0,493.0,459022.5112847222,459022.5112847222
"DC-PPO (fixed 60, 3 seeds)",historical,12672000.0,495.0,459772.21903935174,459772.21903935174
"DC-PPO (fixed 60, 3 seeds)",historical,12723200.0,497.0,460428.74334490736,460428.74334490736
"DC-PPO (fixed 60, 3 seeds)",historical,12774400.0,499.0,461023.46990740736,461023.46990740736
"DC-PPO (fixed 60, 3 seeds)",historical,12825600.0,501.0,460476.9638310185,460476.9638310185
"DC-PPO (fixed 60, 3 seeds)",historical,12876800.0,503.0,459847.59519675927,459847.59519675927
"DC-PPO (fixed 60, 3 seeds)",historical,12928000.0,505.0,458505.49276620365,458505.49276620365
"DC-PPO (fixed 60, 3 seeds)",historical,12979200.0,507.0,457501.02893518517,457501.02893518517
"DC-PPO (fixed 60, 3 seeds)",historical,13030400.0,509.0,456582.9754050926,456582.9754050926
"DC-PPO (fixed 60, 3 seeds)",historical,13081600.0,511.0,456927.24363425927,456927.24363425927
"DC-PPO (fixed 60, 3 seeds)",historical,13132800.0,513.0,457277.2277199074,457277.2277199074
"DC-PPO (fixed 60, 3 seeds)",historical,13184000.0,515.0,457734.5752314815,457734.5752314815
"DC-PPO (fixed 60, 3 seeds)",historical,13235200.0,517.0,457438.4273726852,457438.4273726852
"DC-PPO (fixed 60, 3 seeds)",historical,13286400.0,519.0,457728.23668981483,457728.23668981483
"DC-PPO (fixed 60, 3 seeds)",historical,13337600.0,521.0,457871.619212963,457871.619212963
"DC-PPO (fixed 60, 3 seeds)",historical,13388800.0,523.0,458501.7178819445,458501.7178819445
"DC-PPO (fixed 60, 3 seeds)",historical,13440000.0,525.0,458727.41435185185,458727.41435185185
"DC-PPO (fixed 60, 3 seeds)",historical,13491200.0,527.0,459128.83564814815,459128.83564814815
"DC-PPO (fixed 60, 3 seeds)",historical,13542400.0,529.0,458992.47424768517,458992.47424768517
"DC-PPO (fixed 60, 3 seeds)",historical,13593600.0,531.0,458929.931712963,458929.931712963
"DC-PPO (fixed 60, 3 seeds)",historical,13644800.0,533.0,458761.5107060185,458761.5107060185
"DC-PPO (fixed 60, 3 seeds)",historical,13696000.0,535.0,458593.85243055556,458593.85243055556
"DC-PPO (fixed 60, 3 seeds)",historical,13747200.0,537.0,458525.2714120371,458525.2714120371
"DC-PPO (fixed 60, 3 seeds)",historical,13798400.0,539.0,458978.4079861112,458978.4079861112
"DC-PPO (fixed 60, 3 seeds)",historical,13849600.0,541.0,459735.6053240741,459735.6053240741
"DC-PPO (fixed 60, 3 seeds)",historical,13900800.0,543.0,460230.10778356483,460230.10778356483
"DC-PPO (fixed 60, 3 seeds)",historical,13952000.0,545.0,459643.24565972225,459643.24565972225
"DC-PPO (fixed 60, 3 seeds)",historical,14003200.0,547.0,458882.82769097225,458882.82769097225
"DC-PPO (fixed 60, 3 seeds)",historical,14054400.0,549.0,458309.5118634259,458309.5118634259
"DC-PPO (fixed 60, 3 seeds)",historical,14105600.0,551.0,458538.57479745365,458538.57479745365
"DC-PPO (fixed 60, 3 seeds)",historical,14156800.0,553.0,459056.3953993055,459056.3953993055
"DC-PPO (fixed 60, 3 seeds)",historical,14208000.0,555.0,459871.01215277775,459871.01215277775
"DC-PPO (fixed 60, 3 seeds)",historical,14259200.0,557.0,460921.7214988426,460921.7214988426
"DC-PPO (fixed 60, 3 seeds)",historical,14310400.0,559.0,461992.7714120371,461992.7714120371
"DC-PPO (fixed 60, 3 seeds)",historical,14361600.0,561.0,462471.9373553241,462471.9373553241
"DC-PPO (fixed 60, 3 seeds)",historical,14412800.0,563.0,462152.77777777775,462152.77777777775
"DC-PPO (fixed 60, 3 seeds)",historical,14464000.0,565.0,461952.38194444444,461952.38194444444
"DC-PPO (fixed 60, 3 seeds)",historical,14515200.0,567.0,462121.6903935185,462121.6903935185
"DC-PPO (fixed 60, 3 seeds)",historical,14566400.0,569.0,463138.5833333333,463138.5833333333
"DC-PPO (fixed 60, 3 seeds)",historical,14617600.0,571.0,463717.56973379623,463717.56973379623
"DC-PPO (fixed 60, 3 seeds)",historical,14668800.0,573.0,464375.0335648148,464375.0335648148
"DC-PPO (fixed 60, 3 seeds)",historical,14720000.0,575.0,464428.5567129629,464428.5567129629
"DC-PPO (fixed 60, 3 seeds)",historical,14771200.0,577.0,464981.84432870365,464981.84432870365
"DC-PPO (fixed 60, 3 seeds)",historical,14822400.0,579.0,465278.4401041667,465278.4401041667
"DC-PPO (fixed 60, 3 seeds)",historical,14873600.0,581.0,465769.91956018517,465769.91956018517
"DC-PPO (fixed 60, 3 seeds)",historical,14924800.0,583.0,465315.28211805556,465315.28211805556
"DC-PPO (fixed 60, 3 seeds)",historical,14976000.0,585.0,464957.6432291667,464957.6432291667
"DC-PPO (fixed 60, 3 seeds)",historical,15027200.0,587.0,464140.13831018517,464140.13831018517
"DC-PPO (fixed 60, 3 seeds)",historical,15078400.0,589.0,464353.94010416657,464353.94010416657
"DC-PPO (fixed 60, 3 seeds)",historical,15129600.0,591.0,464450.39322916657,464450.39322916657
"DC-PPO (fixed 60, 3 seeds)",historical,15180800.0,593.0,465387.61660879635,465387.61660879635
"DC-PPO (fixed 60, 3 seeds)",historical,15232000.0,595.0,465687.6067708333,465687.6067708333
"DC-PPO (fixed 60, 3 seeds)",historical,15283200.0,597.0,466044.0361689815,466044.0361689815
"DC-PPO (fixed 60, 3 seeds)",historical,15334400.0,599.0,466181.90190972225,466181.90190972225
"DC-PPO (fixed 60, 3 seeds)",historical,15385600.0,601.0,466584.24160879635,466584.24160879635
"DC-PPO (fixed 60, 3 seeds)",historical,15436800.0,603.0,467047.42274305556,467047.42274305556
"DC-PPO (fixed 60, 3 seeds)",historical,15488000.0,605.0,467123.9794560185,467123.9794560185
"DC-PPO (fixed 60, 3 seeds)",historical,15539200.0,607.0,467247.9985532407,467247.9985532407
"DC-PPO (fixed 60, 3 seeds)",historical,15590400.0,609.0,467617.42737268517,467617.42737268517
"DC-PPO (fixed 60, 3 seeds)",historical,15641600.0,611.0,468441.59375,468441.59375
"DC-PPO (fixed 60, 3 seeds)",historical,15692800.0,613.0,469392.5888310186,469392.5888310186
"DC-PPO (fixed 60, 3 seeds)",historical,15744000.0,615.0,469936.6814236112,469936.6814236112
"DC-PPO (fixed 60, 3 seeds)",historical,15795200.0,617.0,469864.06568287034,469864.06568287034
"DC-PPO (fixed 60, 3 seeds)",historical,15846400.0,619.0,469238.00810185185,469238.00810185185
"DC-PPO (fixed 60, 3 seeds)",historical,15897600.0,621.0,468594.0205439814,468594.0205439814
"DC-PPO (fixed 60, 3 seeds)",historical,15948800.0,623.0,468818.72511574073,468818.72511574073
"DC-PPO (fixed 60, 3 seeds)",historical,16000000.0,625.0,469243.95254629635,469243.95254629635
"DC-PPO (fixed 60, 3 seeds)",historical,16051200.0,627.0,470182.84027777775,470182.84027777775
"DC-PPO (fixed 60, 3 seeds)",historical,16102400.0,629.0,469750.169849537,469750.169849537
"DC-PPO (fixed 60, 3 seeds)",historical,16153600.0,631.0,470002.2763310185,470002.2763310185
"DC-PPO (fixed 60, 3 seeds)",historical,16204800.0,633.0,469850.6435185185,469850.6435185185
"DC-PPO (fixed 60, 3 seeds)",historical,16256000.0,635.0,470943.11284722225,470943.11284722225
"DC-PPO (fixed 60, 3 seeds)",historical,16307200.0,637.0,470831.73668981483,470831.73668981483
"DC-PPO (fixed 60, 3 seeds)",historical,16358400.0,639.0,470538.6495949074,470538.6495949074
"DC-PPO (fixed 60, 3 seeds)",historical,16409600.0,641.0,469953.265625,469953.265625
"DC-PPO (fixed 60, 3 seeds)",historical,16460800.0,643.0,470088.6915509259,470088.6915509259
"DC-PPO (fixed 60, 3 seeds)",historical,16512000.0,645.0,470802.45254629635,470802.45254629635
"DC-PPO (fixed 60, 3 seeds)",historical,16563200.0,647.0,471207.56857638893,471207.56857638893
"DC-PPO (fixed 60, 3 seeds)",historical,16614400.0,649.0,471763.4803240741,471763.4803240741
"DC-PPO (fixed 60, 3 seeds)",historical,16665600.0,651.0,471557.32725694444,471557.32725694444
"DC-PPO (fixed 60, 3 seeds)",historical,16716800.0,653.0,471465.6704282407,471465.6704282407
"DC-PPO (fixed 60, 3 seeds)",historical,16768000.0,655.0,471082.39583333326,471082.39583333326
"DC-PPO (fixed 60, 3 seeds)",historical,16819200.0,657.0,471264.88715277775,471264.88715277775
"DC-PPO (fixed 60, 3 seeds)",historical,16870400.0,659.0,472354.4322916667,472354.4322916667
"DC-PPO (fixed 60, 3 seeds)",historical,16921600.0,661.0,473862.6469907407,473862.6469907407
"DC-PPO (fixed 60, 3 seeds)",historical,16972800.0,663.0,475529.3200231481,475529.3200231481
"DC-PPO (fixed 60, 3 seeds)",historical,17024000.0,665.0,475663.82812499994,475663.82812499994
"DC-PPO (fixed 60, 3 seeds)",historical,17075200.0,667.0,475073.46643518517,475073.46643518517
"DC-PPO (fixed 60, 3 seeds)",historical,17126400.0,669.0,473864.953125,473864.953125
"DC-PPO (fixed 60, 3 seeds)",historical,17177600.0,671.0,473752.1414930555,473752.1414930555
"DC-PPO (fixed 60, 3 seeds)",historical,17228800.0,673.0,474234.68721064815,474234.68721064815
"DC-PPO (fixed 60, 3 seeds)",historical,17280000.0,675.0,475311.68605324073,475311.68605324073
"DC-PPO (fixed 60, 3 seeds)",historical,17331200.0,677.0,475430.587962963,475430.587962963
"DC-PPO (fixed 60, 3 seeds)",historical,17382400.0,679.0,475104.615162037,475104.615162037
"DC-PPO (fixed 60, 3 seeds)",historical,17433600.0,681.0,474523.9317129629,474523.9317129629
"DC-PPO (fixed 60, 3 seeds)",historical,17484800.0,683.0,474558.972511574,474558.972511574
"DC-PPO (fixed 60, 3 seeds)",historical,17536000.0,685.0,474578.4279513888,474578.4279513888
"DC-PPO (fixed 60, 3 seeds)",historical,17587200.0,687.0,474188.98090277775,474188.98090277775
"DC-PPO (fixed 60, 3 seeds)",historical,17638400.0,689.0,473972.91724537034,473972.91724537034
"DC-PPO (fixed 60, 3 seeds)",historical,17689600.0,691.0,474521.54456018517,474521.54456018517
"DC-PPO (fixed 60, 3 seeds)",historical,17740800.0,693.0,475906.85706018517,475906.85706018517
"DC-PPO (fixed 60, 3 seeds)",historical,17792000.0,695.0,477330.765625,477330.765625
"DC-PPO (fixed 60, 3 seeds)",historical,17843200.0,697.0,477946.06423611107,477946.06423611107
"DC-PPO (fixed 60, 3 seeds)",historical,17894400.0,699.0,477523.42939814815,477523.42939814815
"DC-PPO (fixed 60, 3 seeds)",historical,17945600.0,701.0,476715.1484375,476715.1484375
"DC-PPO (fixed 60, 3 seeds)",historical,17996800.0,703.0,475955.47482638893,475955.47482638893
"DC-PPO (fixed 60, 3 seeds)",historical,18048000.0,705.0,475976.35792824073,475976.35792824073
"DC-PPO (fixed 60, 3 seeds)",historical,18099200.0,707.0,476033.81886574073,476033.81886574073
"DC-PPO (fixed 60, 3 seeds)",historical,18150400.0,709.0,476303.3324652778,476303.3324652778
"DC-PPO (fixed 60, 3 seeds)",historical,18201600.0,711.0,476530.5824652778,476530.5824652778
"DC-PPO (fixed 60, 3 seeds)",historical,18252800.0,713.0,477027.39033564815,477027.39033564815
"DC-PPO (fixed 60, 3 seeds)",historical,18304000.0,715.0,478029.3689236112,478029.3689236112
"DC-PPO (fixed 60, 3 seeds)",historical,18355200.0,717.0,478887.69357638893,478887.69357638893
"DC-PPO (fixed 60, 3 seeds)",historical,18406400.0,719.0,479520.37557870365,479520.37557870365
"DC-PPO (fixed 60, 3 seeds)",historical,18457600.0,721.0,479554.3544560185,479554.3544560185
"DC-PPO (fixed 60, 3 seeds)",historical,18508800.0,723.0,479588.0353009259,479588.0353009259
"DC-PPO (fixed 60, 3 seeds)",historical,18560000.0,725.0,479625.73408564815,479625.73408564815
"DC-PPO (fixed 60, 3 seeds)",historical,18611200.0,727.0,480058.46267361107,480058.46267361107
"DC-PPO (fixed 60, 3 seeds)",historical,18662400.0,729.0,481024.6912615741,481024.6912615741
"DC-PPO (fixed 60, 3 seeds)",historical,18713600.0,731.0,482212.72222222225,482212.72222222225
"DC-PPO (fixed 60, 3 seeds)",historical,18764800.0,733.0,482942.40682870377,482942.40682870377
"DC-PPO (fixed 60, 3 seeds)",historical,18816000.0,735.0,482487.71846064815,482487.71846064815
"DC-PPO (fixed 60, 3 seeds)",historical,18867200.0,737.0,481783.92650462966,481783.92650462966
"DC-PPO (fixed 60, 3 seeds)",historical,18918400.0,739.0,480751.91087962966,480751.91087962966
"DC-PPO (fixed 60, 3 seeds)",historical,18969600.0,741.0,480587.0978009259,480587.0978009259
"DC-PPO (fixed 60, 3 seeds)",historical,19020800.0,743.0,480860.4829282407,480860.4829282407
"DC-PPO (fixed 60, 3 seeds)",historical,19072000.0,745.0,481818.34317129635,481818.34317129635
"DC-PPO (fixed 60, 3 seeds)",historical,19123200.0,747.0,482546.1440972222,482546.1440972222
"DC-PPO (fixed 60, 3 seeds)",historical,19174400.0,749.0,482217.9427083333,482217.9427083333
"DC-PPO (fixed 60, 3 seeds)",historical,19225600.0,751.0,481824.5066550926,481824.5066550926
"DC-PPO (fixed 60, 3 seeds)",historical,19276800.0,753.0,481136.4748263888,481136.4748263888
"DC-PPO (fixed 60, 3 seeds)",historical,19328000.0,755.0,481195.0364583333,481195.0364583333
"DC-PPO (fixed 60, 3 seeds)",historical,19379200.0,757.0,480842.53732638893,480842.53732638893
"DC-PPO (fixed 60, 3 seeds)",historical,19430400.0,759.0,481051.6533564815,481051.6533564815
"DC-PPO (fixed 60, 3 seeds)",historical,19481600.0,761.0,481599.9725115741,481599.9725115741
"DC-PPO (fixed 60, 3 seeds)",historical,19532800.0,763.0,482501.65625,482501.65625
"DC-PPO (fixed 60, 3 seeds)",historical,19584000.0,765.0,483241.07204861107,483241.07204861107
"DC-PPO (fixed 60, 3 seeds)",historical,19635200.0,767.0,483449.724537037,483449.724537037
"DC-PPO (fixed 60, 3 seeds)",historical,19686400.0,769.0,483651.78182870365,483651.78182870365
"DC-PPO (fixed 60, 3 seeds)",historical,19737600.0,771.0,484143.1533564815,484143.1533564815
"DC-PPO (fixed 60, 3 seeds)",historical,19788800.0,773.0,484939.65190972225,484939.65190972225
"DC-PPO (fixed 60, 3 seeds)",historical,19840000.0,775.0,485864.21788194444,485864.21788194444
"DC-PPO (fixed 60, 3 seeds)",historical,19891200.0,777.0,485668.1134259259,485668.1134259259
"DC-PPO (fixed 60, 3 seeds)",historical,19942400.0,779.0,485303.91956018517,485303.91956018517
"DC-PPO (fixed 60, 3 seeds)",historical,19993600.0,781.0,484619.9418402778,484619.9418402778
"DC-PPO (fixed 60, 3 seeds)",historical,20044800.0,783.0,484900.4921875,484900.4921875
"DC-PPO (fixed 60, 3 seeds)",historical,20096000.0,785.0,485247.0159143519,485247.0159143519
"DC-PPO (fixed 60, 3 seeds)",historical,20147200.0,787.0,485770.63310185185,485770.63310185185
"DC-PPO (fixed 60, 3 seeds)",historical,20198400.0,789.0,485831.16493055556,485831.16493055556
"DC-PPO (fixed 60, 3 seeds)",historical,20249600.0,791.0,485596.21238425927,485596.21238425927
"DC-PPO (fixed 60, 3 seeds)",historical,20300800.0,793.0,484880.4574652778,484880.4574652778
"DC-PPO (fixed 60, 3 seeds)",historical,20352000.0,795.0,484428.7256944445,484428.7256944445
"DC-PPO (fixed 60, 3 seeds)",historical,20403200.0,797.0,484025.53182870377,484025.53182870377
"DC-PPO (fixed 60, 3 seeds)",historical,20454400.0,799.0,484129.75057870377,484129.75057870377
"DC-PPO (fixed 60, 3 seeds)",historical,20505600.0,801.0,483692.0017361112,483692.0017361112
"DC-PPO (fixed 60, 3 seeds)",historical,20556800.0,803.0,483162.4835069445,483162.4835069445
"DC-PPO (fixed 60, 3 seeds)",historical,20608000.0,805.0,482827.31799768517,482827.31799768517
"DC-PPO (fixed 60, 3 seeds)",historical,20659200.0,807.0,483097.3967013888,483097.3967013888
"DC-PPO (fixed 60, 3 seeds)",historical,20710400.0,809.0,483873.62644675927,483873.62644675927
"DC-PPO (fixed 60, 3 seeds)",historical,20761600.0,811.0,483998.27806712966,483998.27806712966
"DC-PPO (fixed 60, 3 seeds)",historical,20812800.0,813.0,483890.02980324073,483890.02980324073
"DC-PPO (fixed 60, 3 seeds)",historical,20864000.0,815.0,483328.07870370365,483328.07870370365
"DC-PPO (fixed 60, 3 seeds)",historical,20915200.0,817.0,482983.83449074073,482983.83449074073
"DC-PPO (fixed 60, 3 seeds)",historical,20966400.0,819.0,483390.3506944445,483390.3506944445
"DC-PPO (fixed 60, 3 seeds)",historical,21017600.0,821.0,483649.69299768517,483649.69299768517
"DC-PPO (fixed 60, 3 seeds)",historical,21068800.0,823.0,484272.06076388893,484272.06076388893
"DC-PPO (fixed 60, 3 seeds)",historical,21120000.0,825.0,483588.6394675926,483588.6394675926
"DC-PPO (fixed 60, 3 seeds)",historical,21171200.0,827.0,483724.2841435185,483724.2841435185
"DC-PPO (fixed 60, 3 seeds)",historical,21222400.0,829.0,483716.1660879629,483716.1660879629
"DC-PPO (fixed 60, 3 seeds)",historical,21273600.0,831.0,485068.0535300926,485068.0535300926
"DC-PPO (fixed 60, 3 seeds)",historical,21324800.0,833.0,485625.7566550926,485625.7566550926
"DC-PPO (fixed 60, 3 seeds)",historical,21376000.0,835.0,485772.0810185185,485772.0810185185
"DC-PPO (fixed 60, 3 seeds)",historical,21427200.0,837.0,485362.62731481483,485362.62731481483
"DC-PPO (fixed 60, 3 seeds)",historical,21478400.0,839.0,485884.4024884259,485884.4024884259
"DC-PPO (fixed 60, 3 seeds)",historical,21529600.0,841.0,486922.19068287034,486922.19068287034
"DC-PPO (fixed 60, 3 seeds)",historical,21580800.0,843.0,487602.89785879623,487602.89785879623
"DC-PPO (fixed 60, 3 seeds)",historical,21632000.0,845.0,487285.32581018517,487285.32581018517
"DC-PPO (fixed 60, 3 seeds)",historical,21683200.0,847.0,486918.3984375,486918.3984375
"DC-PPO (fixed 60, 3 seeds)",historical,21734400.0,849.0,486415.92158564815,486415.92158564815
"DC-PPO (fixed 60, 3 seeds)",historical,21785600.0,851.0,486661.4033564815,486661.4033564815
"DC-PPO (fixed 60, 3 seeds)",historical,21836800.0,853.0,486718.44212962966,486718.44212962966
"DC-PPO (fixed 60, 3 seeds)",historical,21888000.0,855.0,487684.5572916667,487684.5572916667
"DC-PPO (fixed 60, 3 seeds)",historical,21939200.0,857.0,488194.7667824074,488194.7667824074
"DC-PPO (fixed 60, 3 seeds)",historical,21990400.0,859.0,488964.30931712966,488964.30931712966
"DC-PPO (fixed 60, 3 seeds)",historical,22041600.0,861.0,489008.9806134259,489008.9806134259
"DC-PPO (fixed 60, 3 seeds)",historical,22092800.0,863.0,489305.4317129629,489305.4317129629
"DC-PPO (fixed 60, 3 seeds)",historical,22144000.0,865.0,489156.61747685185,489156.61747685185
"DC-PPO (fixed 60, 3 seeds)",historical,22195200.0,867.0,489439.7138310185,489439.7138310185
"DC-PPO (fixed 60, 3 seeds)",historical,22246400.0,869.0,489064.6385995371,489064.6385995371
"DC-PPO (fixed 60, 3 seeds)",historical,22297600.0,871.0,488917.87557870377,488917.87557870377
"DC-PPO (fixed 60, 3 seeds)",historical,22348800.0,873.0,488130.02488425927,488130.02488425927
"DC-PPO (fixed 60, 3 seeds)",historical,22400000.0,875.0,487486.16869212966,487486.16869212966
"DC-PPO (fixed 60, 3 seeds)",historical,22451200.0,877.0,487151.23206018517,487151.23206018517
"DC-PPO (fixed 60, 3 seeds)",historical,22502400.0,879.0,487045.34924768517,487045.34924768517
"DC-PPO (fixed 60, 3 seeds)",historical,22553600.0,881.0,487974.1510416667,487974.1510416667
"DC-PPO (fixed 60, 3 seeds)",historical,22604800.0,883.0,488463.9875578704,488463.9875578704
"DC-PPO (fixed 60, 3 seeds)",historical,22656000.0,885.0,489357.2042824074,489357.2042824074
"DC-PPO (fixed 60, 3 seeds)",historical,22707200.0,887.0,489476.119212963,489476.119212963
"DC-PPO (fixed 60, 3 seeds)",historical,22758400.0,889.0,489574.34519675927,489574.34519675927
"DC-PPO (fixed 60, 3 seeds)",historical,22809600.0,891.0,489299.314525463,489299.314525463
"DC-PPO (fixed 60, 3 seeds)",historical,22860800.0,893.0,489048.08246527775,489048.08246527775
"DC-PPO (fixed 60, 3 seeds)",historical,22912000.0,895.0,488919.96875,488919.96875
"DC-PPO (fixed 60, 3 seeds)",historical,22963200.0,897.0,488800.67910879623,488800.67910879623
"DC-PPO (fixed 60, 3 seeds)",historical,23014400.0,899.0,488894.10214120365,488894.10214120365
"DC-PPO (fixed 60, 3 seeds)",historical,23065600.0,901.0,489005.44560185185,489005.44560185185
"DC-PPO (fixed 60, 3 seeds)",historical,23116800.0,903.0,489146.92013888893,489146.92013888893
"DC-PPO (fixed 60, 3 seeds)",historical,23168000.0,905.0,489191.99247685185,489191.99247685185
"DC-PPO (fixed 60, 3 seeds)",historical,23219200.0,907.0,489212.0830439815,489212.0830439815
"DC-PPO (fixed 60, 3 seeds)",historical,23270400.0,909.0,488876.43692129635,488876.43692129635
"DC-PPO (fixed 60, 3 seeds)",historical,23321600.0,911.0,488191.16348379635,488191.16348379635
"DC-PPO (fixed 60, 3 seeds)",historical,23372800.0,913.0,487498.18200231483,487498.18200231483
"DC-PPO (fixed 60, 3 seeds)",historical,23424000.0,915.0,487820.0078125,487820.0078125
"DC-PPO (fixed 60, 3 seeds)",historical,23475200.0,917.0,488249.8567708333,488249.8567708333
"DC-PPO (fixed 60, 3 seeds)",historical,23526400.0,919.0,489316.8159722222,489316.8159722222
"DC-PPO (fixed 60, 3 seeds)",historical,23577600.0,921.0,490057.17274305556,490057.17274305556
"DC-PPO (fixed 60, 3 seeds)",historical,23628800.0,923.0,491569.89930555556,491569.89930555556
"DC-PPO (fixed 60, 3 seeds)",historical,23680000.0,925.0,491963.8475115741,491963.8475115741
"DC-PPO (fixed 60, 3 seeds)",historical,23731200.0,927.0,491840.10995370365,491840.10995370365
"DC-PPO (fixed 60, 3 seeds)",historical,23782400.0,929.0,490523.00231481483,490523.00231481483
"DC-PPO (fixed 60, 3 seeds)",historical,23833600.0,931.0,489626.5888310185,489626.5888310185
"DC-PPO (fixed 60, 3 seeds)",historical,23884800.0,933.0,488394.0037615741,488394.0037615741
"DC-PPO (fixed 60, 3 seeds)",historical,23936000.0,935.0,487939.1125578704,487939.1125578704
"DC-PPO (fixed 60, 3 seeds)",historical,23987200.0,937.0,487298.793113426,487298.793113426
"DC-PPO (fixed 60, 3 seeds)",historical,24038400.0,939.0,487599.199363426,487599.199363426
"DC-PPO (fixed 60, 3 seeds)",historical,24089600.0,941.0,487260.449363426,487260.449363426
"DC-PPO (fixed 60, 3 seeds)",historical,24140800.0,943.0,487798.2459490741,487798.2459490741
"DC-PPO (fixed 60, 3 seeds)",historical,24192000.0,945.0,487200.0978009259,487200.0978009259
"DC-PPO (fixed 60, 3 seeds)",historical,24243200.0,947.0,487139.67100694444,487139.67100694444
"DC-PPO (fixed 60, 3 seeds)",historical,24294400.0,949.0,486378.46412037034,486378.46412037034
"DC-PPO (fixed 60, 3 seeds)",historical,24345600.0,951.0,487195.5587384259,487195.5587384259
"DC-PPO (fixed 60, 3 seeds)",historical,24396800.0,953.0,488003.48611111107,488003.48611111107
"DC-PPO (fixed 60, 3 seeds)",historical,24448000.0,955.0,488566.90075231483,488566.90075231483
"DC-PPO (fixed 60, 3 seeds)",historical,24499200.0,957.0,487925.0017361112,487925.0017361112
"DC-PPO (fixed 60, 3 seeds)",historical,24550400.0,959.0,487007.2714120371,487007.2714120371
"DC-PPO (fixed 60, 3 seeds)",historical,24601600.0,961.0,486148.158275463,486148.158275463
"DC-PPO (fixed 60, 3 seeds)",historical,24652800.0,963.0,485582.94878472225,485582.94878472225
"DC-PPO (fixed 60, 3 seeds)",historical,24704000.0,965.0,485296.5616319445,485296.5616319445
"DC-PPO (fixed 60, 3 seeds)",historical,24755200.0,967.0,485462.1730324074,485462.1730324074
"DC-PPO (fixed 60, 3 seeds)",historical,24806400.0,969.0,485826.22598379623,485826.22598379623
"DC-PPO (fixed 60, 3 seeds)",historical,24857600.0,971.0,486347.8457754629,486347.8457754629
"DC-PPO (fixed 60, 3 seeds)",historical,24908800.0,973.0,487380.6678240741,487380.6678240741
"DC-PPO (fixed 60, 3 seeds)",historical,24960000.0,975.0,488347.7621527778,488347.7621527778
"DC-PPO (fixed 60, 3 seeds)",historical,25011200.0,977.0,489036.168113426,489036.168113426
"DC-PPO (fixed 60, 3 seeds)",historical,25062400.0,979.0,488782.4088541667,488782.4088541667
"DC-PPO (fixed 60, 3 seeds)",historical,25113600.0,981.0,488791.4548611112,488791.4548611112
"DC-PPO (fixed 60, 3 seeds)",historical,25164800.0,983.0,488850.7890625,488850.7890625
"DC-PPO (fixed 60, 3 seeds)",historical,25216000.0,985.0,489299.3043981481,489299.3043981481
"DC-PPO (fixed 60, 3 seeds)",historical,25267200.0,987.0,489400.5283564815,489400.5283564815
"DC-PPO (fixed 60, 3 seeds)",historical,25318400.0,989.0,489566.2598379629,489566.2598379629
"DC-PPO (fixed 60, 3 seeds)",historical,25369600.0,991.0,490007.51331018517,490007.51331018517
"DC-PPO (fixed 60, 3 seeds)",historical,25420800.0,993.0,490649.11111111107,490649.11111111107
"DC-PPO (fixed 60, 3 seeds)",historical,25472000.0,995.0,491398.7763310185,491398.7763310185
"DC-PPO (fixed 60, 3 seeds)",historical,25523200.0,997.0,490997.69068287034,490997.69068287034
"DC-PPO (fixed 60, 3 seeds)",historical,25574400.0,999.0,490494.50057870365,490494.50057870365
"DC-PPO (fixed 60, 3 seeds)",historical,25625600.0,1001.0,489817.6417824074,489817.6417824074
"DC-PPO (fixed 60, 3 seeds)",historical,25676800.0,1003.0,490450.58680555556,490450.58680555556
"DC-PPO (fixed 60, 3 seeds)",historical,25728000.0,1005.0,491290.0,491290.0
"DC-PPO (fixed 60, 3 seeds)",historical,25779200.0,1007.0,492018.16956018517,492018.16956018517
"DC-PPO (fixed 60, 3 seeds)",historical,25830400.0,1009.0,491964.8240740741,491964.8240740741
"DC-PPO (fixed 60, 3 seeds)",historical,25881600.0,1011.0,491568.9522569445,491568.9522569445
"DC-PPO (fixed 60, 3 seeds)",historical,25932800.0,1013.0,490993.8752893519,490993.8752893519
"DC-PPO (fixed 60, 3 seeds)",historical,25984000.0,1015.0,490731.7005208333,490731.7005208333
"DC-PPO (fixed 60, 3 seeds)",historical,26035200.0,1017.0,490636.353587963,490636.353587963
"DC-PPO (fixed 60, 3 seeds)",historical,26086400.0,1019.0,491612.6901041667,491612.6901041667
"DC-PPO (fixed 60, 3 seeds)",historical,26137600.0,1021.0,492779.5234375,492779.5234375
"DC-PPO (fixed 60, 3 seeds)",historical,26188800.0,1023.0,493694.7054398148,493694.7054398148
"DC-PPO (fixed 60, 3 seeds)",historical,26240000.0,1025.0,493745.06221064815,493745.06221064815
"DC-PPO (fixed 60, 3 seeds)",historical,26291200.0,1027.0,493187.0714699074,493187.0714699074
"DC-PPO (fixed 60, 3 seeds)",historical,26342400.0,1029.0,493230.18836805556,493230.18836805556
"DC-PPO (fixed 60, 3 seeds)",historical,26393600.0,1031.0,493450.2699652778,493450.2699652778
"DC-PPO (fixed 60, 3 seeds)",historical,26444800.0,1033.0,494227.97685185185,494227.97685185185
"DC-PPO (fixed 60, 3 seeds)",historical,26496000.0,1035.0,494279.2314814814,494279.2314814814
"DC-PPO (fixed 60, 3 seeds)",historical,26547200.0,1037.0,494317.7317708333,494317.7317708333
