series,segment,cumulative_steps,learning_episode,raw_or_mean,three_point_smoothed
E1 spatial-flight (live),live,2585600,101.0,285784.6796875,285915.0911458333
E1 spatial-flight (live),live,2636800,103.0,287725.0234375,287002.5286458333
E1 spatial-flight (live),live,2688000,105.0,287497.8828125,288101.2239583333
E1 spatial-flight (live),live,2739200,107.0,289080.765625,288646.0338541667
E1 spatial-flight (live),live,2790400,109.0,289359.453125,290278.9986979167
E1 spatial-flight (live),live,2841600,111.0,292396.77734375,292193.61328125
E1 spatial-flight (live),live,2892800,113.0,294824.609375,294189.2473958333
E1 spatial-flight (live),live,2944000,115.0,295346.35546875,295676.9322916667
E1 spatial-flight (live),live,2995200,117.0,296859.83203125,296576.8346354167
E1 spatial-flight (live),live,3046400,119.0,297524.31640625,297838.6393229167
E1 spatial-flight (live),live,3097600,121.0,299131.76953125,299388.7447916667
E1 spatial-flight (live),live,3148800,123.0,301510.1484375,300929.16015625
E1 spatial-flight (live),live,3200000,125.0,302145.5625,302148.8684895833
E1 spatial-flight (live),live,3251200,127.0,302790.89453125,303151.0598958333
E1 spatial-flight (live),live,3302400,129.0,304516.72265625,303949.46484375
E1 spatial-flight (live),live,3353600,131.0,304540.77734375,305183.73046875
E1 spatial-flight (live),live,3404800,133.0,306493.69140625,305950.0885416667
E1 spatial-flight (live),live,3456000,135.0,306815.796875,306937.8541666667
E1 spatial-flight (live),live,3507200,137.0,307504.07421875,307605.78515625
E1 spatial-flight (live),live,3558400,139.0,308497.484375,308639.0182291667
E1 spatial-flight (live),live,3609600,141.0,309915.49609375,309994.984375
E1 spatial-flight (live),live,3660800,143.0,311571.97265625,310768.6731770833
E1 spatial-flight (live),live,3712000,145.0,310818.55078125,310731.44921875
E1 spatial-flight (live),live,3763200,147.0,309803.82421875,310563.0950520833
E1 spatial-flight (live),live,3814400,149.0,311066.91015625,310523.0247395833
E1 spatial-flight (live),live,3865600,151.0,310698.33984375,310905.5299479167
E1 spatial-flight (live),live,3916800,153.0,310951.33984375,311324.34375
E1 spatial-flight (live),live,3968000,155.0,312323.3515625,312908.9908854167
E1 spatial-flight (live),live,4019200,157.0,315452.28125,315132.4518229167
E1 spatial-flight (live),live,4070400,159.0,317621.72265625,317050.1380208333
E1 spatial-flight (live),live,4121600,161.0,318076.41015625,318281.26171875
E1 spatial-flight (live),live,4172800,163.0,319145.65234375,319145.7916666667
E1 spatial-flight (live),live,4224000,165.0,320215.3125,320121.2721354167
E1 spatial-flight (live),live,4275200,167.0,321002.8515625,320857.0403645833
E1 spatial-flight (live),live,4326400,169.0,321352.95703125,321594.11328125
E1 spatial-flight (live),live,4377600,171.0,322426.53125,322357.9921875
E1 spatial-flight (live),live,4428800,173.0,323294.48828125,323307.4401041667
E1 spatial-flight (live),live,4480000,175.0,324201.30078125,323804.5794270833
E1 spatial-flight (live),live,4531200,177.0,323917.94921875,324197.5846354167
E1 spatial-flight (live),live,4582400,179.0,324473.50390625,324262.59765625
E1 spatial-flight (live),live,4633600,181.0,324396.33984375,324759.0559895833
E1 spatial-flight (live),live,4684800,183.0,325407.32421875,325083.0286458333
E1 spatial-flight (live),live,4736000,185.0,325445.421875,325956.5442708333
E1 spatial-flight (live),live,4787200,187.0,327016.88671875,326305.3098958333
E1 spatial-flight (live),live,4838400,189.0,326453.62109375,326746.1393229167
E1 spatial-flight (live),live,4889600,191.0,326767.91015625,326385.3997395833
E1 spatial-flight (live),live,4940800,193.0,325934.66796875,326506.2434895833
E1 spatial-flight (live),live,4992000,195.0,326816.15234375,327121.2200520833
E1 spatial-flight (live),live,5043200,197.0,328612.83984375,328305.18359375
E1 spatial-flight (live),live,5094400,199.0,329486.55859375,329378.34765625
E1 spatial-flight (live),live,5145600,201.0,330035.64453125,329797.58984375
E1 spatial-flight (live),live,5196800,203.0,329870.56640625,330429.9830729167
E1 spatial-flight (live),live,5248000,205.0,331383.73828125,330813.08984375
E1 spatial-flight (live),live,5299200,207.0,331184.96484375,331374.6432291667
E1 spatial-flight (live),live,5350400,209.0,331555.2265625,331564.140625
E1 spatial-flight (live),live,5401600,211.0,331952.23046875,331966.86328125
E1 spatial-flight (live),live,5452800,213.0,332393.1328125,332691.5169270833
E1 spatial-flight (live),live,5504000,215.0,333729.1875,333479.1223958333
E1 spatial-flight (live),live,5555200,217.0,334315.046875,334301.60546875
E1 spatial-flight (live),live,5606400,219.0,334860.58203125,334713.9635416667
E1 spatial-flight (live),live,5657600,221.0,334966.26171875,334690.5989583333
E1 spatial-flight (live),live,5708800,223.0,334244.953125,334459.1432291667
E1 spatial-flight (live),live,5760000,225.0,334166.21484375,333889.8828125
E1 spatial-flight (live),live,5811200,227.0,333258.48046875,333426.8645833333
E1 spatial-flight (live),live,5862400,229.0,332855.8984375,333549.0338541667
E1 spatial-flight (live),live,5913600,231.0,334532.72265625,334575.9388020833
E1 spatial-flight (live),live,5964800,233.0,336339.1953125,336096.81640625
E1 spatial-flight (live),live,6016000,235.0,337418.53125,337766.8567708333
E1 spatial-flight (live),live,6067200,237.0,339542.84375,338644.3567708333
E1 spatial-flight (live),live,6118400,239.0,338971.6953125,339814.1497395833
E1 spatial-flight (live),live,6169600,241.0,340927.91015625,340153.28515625
E1 spatial-flight (live),live,6220800,243.0,340560.25,340772.42578125
E1 spatial-flight (live),live,6272000,245.0,340829.1171875,340684.65625
E1 spatial-flight (live),live,6323200,247.0,340664.6015625,340437.6341145833
E1 spatial-flight (live),live,6374400,249.0,339819.18359375,340836.71875
E1 spatial-flight (live),live,6425600,251.0,342026.37109375,341608.3880208333
E1 spatial-flight (live),live,6476800,253.0,342979.609375,342925.7122395833
E1 spatial-flight (live),live,6528000,255.0,343771.15625,343422.5078125
E1 spatial-flight (live),live,6579200,257.0,343516.7578125,343572.8528645833
E1 spatial-flight (live),live,6630400,259.0,343430.64453125,343087.3697916667
E1 spatial-flight (live),live,6681600,261.0,342314.70703125,342816.7721354167
E1 spatial-flight (live),live,6732800,263.0,342704.96484375,343193.64453125
E1 spatial-flight (live),live,6784000,265.0,344561.26171875,344019.8723958333
E1 spatial-flight (live),live,6835200,267.0,344793.390625,345009.9166666667
E1 spatial-flight (live),live,6886400,269.0,345675.09765625,344547.7109375
E1 spatial-flight (live),live,6937600,271.0,343174.64453125,344427.2265625
E1 spatial-flight (live),live,6988800,273.0,344431.9375,344380.3932291667
E1 spatial-flight (live),live,7040000,275.0,345534.59765625,344921.10546875
E1 spatial-flight (live),live,7091200,277.0,344796.78125,345018.1471354167
E1 spatial-flight (live),live,7142400,279.0,344723.0625,344449.9010416667
E1 spatial-flight (live),live,7193600,281.0,343829.859375,344357.5859375
E1 spatial-flight (live),live,7244800,283.0,344519.8359375,344440.4244791667
E1 spatial-flight (live),live,7296000,285.0,344971.578125,345263.83984375
E1 spatial-flight (live),live,7347200,287.0,346300.10546875,345835.1015625
E1 spatial-flight (live),live,7398400,289.0,346233.62109375,346508.13671875
E1 spatial-flight (live),live,7449600,291.0,346990.68359375,347141.0052083333
E1 spatial-flight (live),live,7500800,293.0,348198.7109375,348123.4466145833
E1 spatial-flight (live),live,7552000,295.0,349180.9453125,349029.7955729167
E1 spatial-flight (live),live,7603200,297.0,349709.73046875,350197.6276041667
E1 spatial-flight (live),live,7654400,299.0,351702.20703125,351059.9635416667
E1 spatial-flight (live),live,7705600,301.0,351767.953125,351755.2864583333
E1 spatial-flight (live),live,7756800,303.0,351795.69921875,351920.9322916667
E1 spatial-flight (live),live,7808000,305.0,352199.14453125,352353.4752604167
E1 spatial-flight (live),live,7859200,307.0,353065.58203125,352688.5403645833
E1 spatial-flight (live),live,7910400,309.0,352800.89453125,353236.05078125
E1 spatial-flight (live),live,7961600,311.0,353841.67578125,353433.3020833333
E1 spatial-flight (live),live,8012800,313.0,353657.3359375,353607.1028645833
E1 spatial-flight (live),live,8064000,315.0,353322.296875,353051.5377604167
E1 spatial-flight (live),live,8115200,317.0,352174.98046875,352426.1614583333
E1 spatial-flight (live),live,8166400,319.0,351781.20703125,352226.4856770833
E1 spatial-flight (live),live,8217600,321.0,352723.26953125,352448.9270833333
E1 spatial-flight (live),live,8268800,323.0,352842.3046875,353152.4869791667
E1 spatial-flight (live),live,8320000,325.0,353891.88671875,353901.0403645833
E1 spatial-flight (live),live,8371200,327.0,354968.9296875,354757.3671875
E1 spatial-flight (live),live,8422400,329.0,355411.28515625,355304.90234375
E1 spatial-flight (live),live,8473600,331.0,355534.4921875,355634.01953125
E1 spatial-flight (live),live,8524800,333.0,355956.28125,355537.140625
E1 spatial-flight (live),live,8576000,335.0,355120.6484375,356021.75390625
E1 spatial-flight (live),live,8627200,337.0,356988.33203125,356417.2317708333
E1 spatial-flight (live),live,8678400,339.0,357142.71484375,357025.8411458333
E1 spatial-flight (live),live,8729600,341.0,356946.4765625,356746.94921875
E1 spatial-flight (live),live,8780800,343.0,356151.65625,356570.12890625
E1 spatial-flight (live),live,8832000,345.0,356612.25390625,355865.4700520833
E1 spatial-flight (live),live,8883200,347.0,354832.5,355598.609375
E1 spatial-flight (live),live,8934400,349.0,355351.07421875,355219.08984375
E1 spatial-flight (live),live,8985600,351.0,355473.6953125,355220.8450520833
E1 spatial-flight (live),live,9036800,353.0,354837.765625,355154.7669270833
E1 spatial-flight (live),live,9088000,355.0,355152.83984375,355147.0846354167
E1 spatial-flight (live),live,9139200,357.0,355450.6484375,355180.9544270833
E1 spatial-flight (live),live,9190400,359.0,354939.375,355403.4140625
E1 spatial-flight (live),live,9241600,361.0,355820.21875,355286.9049479167
E1 spatial-flight (live),live,9292800,363.0,355101.12109375,355533.4401041667
E1 spatial-flight (live),live,9344000,365.0,355678.98046875,354606.2252604167
E1 spatial-flight (live),live,9395200,367.0,353038.57421875,354281.7044270833
E1 spatial-flight (live),live,9446400,369.0,354127.55859375,354316.3606770833
E1 spatial-flight (live),live,9497600,371.0,355782.94921875,355387.3645833333
E1 spatial-flight (live),live,9548800,373.0,356251.5859375,357017.4348958333
E1 spatial-flight (live),live,9600000,375.0,359017.76953125,358180.6744791667
E1 spatial-flight (live),live,9651200,377.0,359272.66796875,359044.9635416667
E1 spatial-flight (live),live,9702400,379.0,358844.453125,359410.8411458333
E1 spatial-flight (live),live,9753600,381.0,360115.40234375,359424.9908854167
E1 spatial-flight (live),live,9804800,383.0,359315.1171875,359106.8932291667
E1 spatial-flight (live),live,9856000,385.0,357890.16015625,358667.24609375
E1 spatial-flight (live),live,9907200,387.0,358796.4609375,357875.17578125
E1 spatial-flight (live),live,9958400,389.0,356938.90625,357844.59375
E1 spatial-flight (live),live,10009600,391.0,357798.4140625,357514.05078125
E1 spatial-flight (live),live,10060800,393.0,357804.83203125,358093.9609375
E1 spatial-flight (live),live,10112000,395.0,358678.63671875,358591.8841145833
E1 spatial-flight (live),live,10163200,397.0,359292.18359375,359253.8059895833
E1 spatial-flight (live),live,10214400,399.0,359790.59765625,360169.9518229167
E1 spatial-flight (live),live,10265600,401.0,361427.07421875,361116.6158854167
E1 spatial-flight (live),live,10316800,403.0,362132.17578125,362076.6692708333
E1 spatial-flight (live),live,10368000,405.0,362670.7578125,363056.5611979167
E1 spatial-flight (live),live,10419200,407.0,364366.75,363470.7200520833
E1 spatial-flight (live),live,10470400,409.0,363374.65234375,364122.6145833333
E1 spatial-flight (live),live,10521600,411.0,364626.44140625,364088.2747395833
E1 spatial-flight (live),live,10572800,413.0,364263.73046875,364131.921875
E1 spatial-flight (live),live,10624000,415.0,363505.59375,364040.1966145833
E1 spatial-flight (live),live,10675200,417.0,364351.265625,365104.453125
E1 spatial-flight (live),live,10726400,419.0,367456.5,366239.5638020833
E1 spatial-flight (live),live,10777600,421.0,366910.92578125,366709.4036458333
E1 spatial-flight (live),live,10828800,423.0,365760.78515625,366045.8841145833
E1 spatial-flight (live),live,10880000,425.0,365465.94140625,365310.0807291667
E1 spatial-flight (live),live,10931200,427.0,364703.515625,365204.609375
E1 spatial-flight (live),live,10982400,429.0,365444.37109375,365609.4153645833
E1 spatial-flight (live),live,11033600,431.0,366680.359375,366600.3893229167
E1 spatial-flight (live),live,11084800,433.0,367676.4375,367788.7135416667
E1 spatial-flight (live),live,11136000,435.0,369009.34375,368527.859375
E1 spatial-flight (live),live,11187200,437.0,368897.796875,368422.0247395833
E1 spatial-flight (live),live,11238400,439.0,367358.93359375,367718.5234375
E1 spatial-flight (live),live,11289600,441.0,366898.83984375,367815.1588541667
E1 spatial-flight (live),live,11340800,443.0,369187.703125,368360.5703125
E1 spatial-flight (live),live,11392000,445.0,368995.16796875,369420.08984375
E1 spatial-flight (live),live,11443200,447.0,370077.3984375,369602.47265625
E1 spatial-flight (live),live,11494400,449.0,369734.8515625,369682.6588541667
E1 spatial-flight (live),live,11545600,451.0,369235.7265625,369313.0885416667
E1 spatial-flight (live),live,11596800,453.0,368968.6875,369342.8580729167
E1 spatial-flight (live),live,11648000,455.0,369824.16015625,369669.8450520833
E1 spatial-flight (live),live,11699200,457.0,370216.6875,370409.53125
E1 spatial-flight (live),live,11750400,459.0,371187.74609375,370170.3072916667
E1 spatial-flight (live),live,11801600,461.0,369106.48828125,369282.1744791667
E1 spatial-flight (live),live,11852800,463.0,367552.2890625,368382.3177083333
E1 spatial-flight (live),live,11904000,465.0,368488.17578125,368539.1380208333
E1 spatial-flight (live),live,11955200,467.0,369576.94921875,369829.9270833333
E1 spatial-flight (live),live,12006400,469.0,371424.65625,370913.578125
E1 spatial-flight (live),live,12057600,471.0,371739.12890625,372194.7591145833
E1 spatial-flight (live),live,12108800,473.0,373420.4921875,372742.1953125
E1 spatial-flight (live),live,12160000,475.0,373066.96484375,373270.3815104167
E1 spatial-flight (live),live,12211200,477.0,373323.6875,373110.8723958333
E1 spatial-flight (live),live,12262400,479.0,372941.96484375,372393.9869791667
E1 spatial-flight (live),live,12313600,481.0,370916.30859375,371590.66796875
E1 spatial-flight (live),live,12364800,483.0,370913.73046875,371302.0234375
E1 spatial-flight (live),live,12416000,485.0,372076.03125,372007.0338541667
E1 spatial-flight (live),live,12467200,487.0,373031.33984375,372644.4700520833
E1 spatial-flight (live),live,12518400,489.0,372826.0390625,373949.0286458333
E1 spatial-flight (live),live,12569600,491.0,375989.70703125,374984.61328125
E1 spatial-flight (live),live,12620800,493.0,376138.09375,375783.0807291667
E1 spatial-flight (live),live,12672000,495.0,375221.44140625,375814.296875
E1 spatial-flight (live),live,12723200,497.0,376083.35546875,375583.40625
E1 spatial-flight (live),live,12774400,499.0,375445.421875,375866.21484375
E1 spatial-flight (live),live,12825600,501.0,376069.8671875,375412.4322916667
E1 spatial-flight (live),live,12876800,503.0,374722.0078125,375101.4283854167
E1 spatial-flight (live),live,12928000,505.0,374512.41015625,374618.6276041667
E1 spatial-flight (live),live,12979200,507.0,374621.46484375,374463.4505208333
E1 spatial-flight (live),live,13030400,509.0,374256.4765625,375142.3346354167
E1 spatial-flight (live),live,13081600,511.0,376549.0625,375505.1640625
E1 spatial-flight (live),live,13132800,513.0,375709.953125,375518.9361979167
E1 spatial-flight (live),live,13184000,515.0,374297.79296875,374681.0104166667
E1 spatial-flight (live),live,13235200,517.0,374035.28515625,372343.2565104167
E1 spatial-flight (live),live,13286400,519.0,368696.69140625,369054.2526041667
E1 spatial-flight (live),live,13337600,521.0,364430.78125,366264.1028645833
E1 spatial-flight (live),live,13388800,523.0,365664.8359375,364758.8450520833
E1 spatial-flight (live),live,13440000,525.0,364180.91796875,365347.7760416667
E1 spatial-flight (live),live,13491200,527.0,366197.57421875,366596.3958333333
E1 spatial-flight (live),live,13542400,529.0,369410.6953125,368454.55859375
E1 spatial-flight (live),live,13593600,531.0,369755.40625,369827.67578125
E1 spatial-flight (live),live,13644800,533.0,370316.92578125,370899.6236979167
E1 spatial-flight (live),live,13696000,535.0,372626.5390625,372235.5091145833
E1 spatial-flight (live),live,13747200,537.0,373763.0625,373712.1080729167
E1 spatial-flight (live),live,13798400,539.0,374746.72265625,374862.4661458333
E1 spatial-flight (live),live,13849600,541.0,376077.61328125,375511.4752604167
E1 spatial-flight (live),live,13900800,543.0,375710.08984375,375513.0247395833
E1 spatial-flight (live),live,13952000,545.0,374751.37109375,376039.4049479167
E1 spatial-flight (live),live,14003200,547.0,377656.75390625,376486.3893229167
E1 spatial-flight (live),live,14054400,549.0,377051.04296875,377570.61328125
E1 spatial-flight (live),live,14105600,551.0,378004.04296875,378118.16796875
E1 spatial-flight (live),live,14156800,553.0,379299.41796875,378577.1028645833
E1 spatial-flight (live),live,14208000,555.0,378427.84765625,378698.9192708333
E1 spatial-flight (live),live,14259200,557.0,378369.4921875,378540.9479166667
E1 spatial-flight (live),live,14310400,559.0,378825.50390625,378499.5807291667
E1 spatial-flight (live),live,14361600,561.0,378303.74609375,379012.3802083333
E1 spatial-flight (live),live,14412800,563.0,379907.890625,379692.0611979167
E1 spatial-flight (live),live,14464000,565.0,380864.546875,380507.0911458333
E1 spatial-flight (live),live,14515200,567.0,380748.8359375,380804.8997395833
E1 spatial-flight (live),live,14566400,569.0,380801.31640625,380312.8723958333
E1 spatial-flight (live),live,14617600,571.0,379388.46484375,380603.7916666667
E1 spatial-flight (live),live,14668800,573.0,381621.59375,380076.0286458333
E1 spatial-flight (live),live,14720000,575.0,379218.02734375,379848.85546875
E1 spatial-flight (live),live,14771200,577.0,378706.9453125,379098.5234375
E1 spatial-flight (live),live,14822400,579.0,379370.59765625,379824.7369791667
E1 spatial-flight (live),live,14873600,581.0,381396.66796875,380452.0260416667
E1 spatial-flight (live),live,14924800,583.0,380588.8125,381087.2330729167
E1 spatial-flight (live),live,14976000,585.0,381276.21875,381165.15625
E1 spatial-flight (live),live,15027200,587.0,381630.4375,381169.40625
E1 spatial-flight (live),live,15078400,589.0,380601.5625,380806.1627604167
E1 spatial-flight (live),live,15129600,591.0,380186.48828125,380633.89453125
E1 spatial-flight (live),live,15180800,593.0,381113.6328125,380750.5052083333
E1 spatial-flight (live),live,15232000,595.0,380951.39453125,381008.6184895833
E1 spatial-flight (live),live,15283200,597.0,380960.828125,380782.93359375
E1 spatial-flight (live),live,15334400,599.0,380436.578125,381077.9283854167
E1 spatial-flight (live),live,15385600,601.0,381836.37890625,381411.84765625
E1 spatial-flight (live),live,15436800,603.0,381962.5859375,381968.35546875
E1 spatial-flight (live),live,15488000,605.0,382106.1015625,381987.95703125
E1 spatial-flight (live),live,15539200,607.0,381895.18359375,381632.6119791667
E1 spatial-flight (live),live,15590400,609.0,380896.55078125,380586.8606770833
E1 spatial-flight (live),live,15641600,611.0,378968.84765625,379106.6380208333
E1 spatial-flight (live),live,15692800,613.0,377454.515625,378376.7734375
E1 spatial-flight (live),live,15744000,615.0,378706.95703125,378292.4596354167
E1 spatial-flight (live),live,15795200,617.0,378715.90625,378302.1041666667
E1 spatial-flight (live),live,15846400,619.0,377483.44921875,377826.6536458333
E1 spatial-flight (live),live,15897600,621.0,377280.60546875,377937.7018229167
E1 spatial-flight (live),live,15948800,623.0,379049.05078125,378523.75390625
E1 spatial-flight (live),live,16000000,625.0,379241.60546875,379232.9270833333
E1 spatial-flight (live),live,16051200,627.0,379408.125,379614.1653645833
E1 spatial-flight (live),live,16102400,629.0,380192.765625,379293.625
E1 spatial-flight (live),live,16153600,631.0,378279.984375,379127.1263020833
E1 spatial-flight (live),live,16204800,633.0,378908.62890625,378595.2799479167
E1 spatial-flight (live),live,16256000,635.0,378597.2265625,378349.6158854167
E1 spatial-flight (live),live,16307200,637.0,377542.9921875,378487.4088541667
E1 spatial-flight (live),live,16358400,639.0,379322.0078125,379201.3033854167
E1 spatial-flight (live),live,16409600,641.0,380738.91015625,380201.2682291667
E1 spatial-flight (live),live,16460800,643.0,380542.88671875,380482.7408854167
E1 spatial-flight (live),live,16512000,645.0,380166.42578125,380197.4583333333
E1 spatial-flight (live),live,16563200,647.0,379883.0625,380461.76171875
E1 spatial-flight (live),live,16614400,649.0,381335.796875,381403.8645833333
E1 spatial-flight (live),live,16665600,651.0,382992.734375,382346.50390625
E1 spatial-flight (live),live,16716800,653.0,382710.98046875,382741.33203125
E1 spatial-flight (live),live,16768000,655.0,382520.28125,382835.8033854167
E1 spatial-flight (live),live,16819200,657.0,383276.1484375,383347.6875
E1 spatial-flight (live),live,16870400,659.0,384246.6328125,383748.3893229167
E1 spatial-flight (live),live,16921600,661.0,383722.38671875,384076.9817708333
E1 spatial-flight (live),live,16972800,663.0,384261.92578125,383380.8359375
E1 spatial-flight (live),live,17024000,665.0,382158.1953125,383320.3567708333
E1 spatial-flight (live),live,17075200,667.0,383540.94921875,383187.515625
E1 spatial-flight (live),live,17126400,669.0,383863.40234375,383456.59765625
E1 spatial-flight (live),live,17177600,671.0,382965.44140625,383814.2161458333
E1 spatial-flight (live),live,17228800,673.0,384613.8046875,384083.64453125
E1 spatial-flight (live),live,17280000,675.0,384671.6875,385239.16015625
E1 spatial-flight (live),live,17331200,677.0,386431.98828125,385671.0065104167
E1 spatial-flight (live),live,17382400,679.0,385909.34375,386346.8684895833
E1 spatial-flight (live),live,17433600,681.0,386699.2734375,387067.6354166667
E1 spatial-flight (live),live,17484800,683.0,388594.2890625,387288.4596354167
E1 spatial-flight (live),live,17536000,685.0,386571.81640625,386928.7877604167
E1 spatial-flight (live),live,17587200,687.0,385620.2578125,385745.6158854167
E1 spatial-flight (live),live,17638400,689.0,385044.7734375,384893.25390625
E1 spatial-flight (live),live,17689600,691.0,384014.73046875,384103.65234375
E1 spatial-flight (live),live,17740800,693.0,383251.453125,383320.5846354167
E1 spatial-flight (live),live,17792000,695.0,382695.5703125,383210.7669270833
E1 spatial-flight (live),live,17843200,697.0,383685.27734375,383654.31640625
E1 spatial-flight (live),live,17894400,699.0,384582.1015625,384306.3020833333
E1 spatial-flight (live),live,17945600,701.0,384651.52734375,384887.5494791667
E1 spatial-flight (live),live,17996800,703.0,385429.01953125,385074.515625
E1 spatial-flight (live),live,18048000,705.0,385143.0,385406.5703125
E1 spatial-flight (live),live,18099200,707.0,385647.69140625,385617.5130208333
E1 spatial-flight (live),live,18150400,709.0,386061.84765625,386151.75390625
E1 spatial-flight (live),live,18201600,711.0,386745.72265625,386179.3385416667
E1 spatial-flight (live),live,18252800,713.0,385730.4453125,385791.9231770833
E1 spatial-flight (live),live,18304000,715.0,384899.6015625,385270.39453125
E1 spatial-flight (live),live,18355200,717.0,385181.13671875,385026.58984375
E1 spatial-flight (live),live,18406400,719.0,384999.03125,385136.1614583333
E1 spatial-flight (live),live,18457600,721.0,385228.31640625,384568.79296875
E1 spatial-flight (live),live,18508800,723.0,383479.03125,384624.5442708333
E1 spatial-flight (live),live,18560000,725.0,385166.28515625,384396.5182291667
E1 spatial-flight (live),live,18611200,727.0,384544.23828125,384540.26953125
E1 spatial-flight (live),live,18662400,729.0,383910.28515625,383872.6497395833
E1 spatial-flight (live),live,18713600,731.0,383163.42578125,383332.5104166667
E1 spatial-flight (live),live,18764800,733.0,382923.8203125,382472.7916666667
E1 spatial-flight (live),live,18816000,735.0,381331.12890625,382479.5026041667
E1 spatial-flight (live),live,18867200,737.0,383183.55859375,382364.42578125
E1 spatial-flight (live),live,18918400,739.0,382578.58984375,382395.7161458333
E1 spatial-flight (live),live,18969600,741.0,381425.0,382607.2747395833
E1 spatial-flight (live),live,19020800,743.0,383818.234375,383270.83203125
E1 spatial-flight (live),live,19072000,745.0,384569.26171875,384694.6380208333
E1 spatial-flight (live),live,19123200,747.0,385696.41796875,385569.5989583333
E1 spatial-flight (live),live,19174400,749.0,386443.1171875,386462.5494791667
E1 spatial-flight (live),live,19225600,751.0,387248.11328125,386993.2044270833
E1 spatial-flight (live),live,19276800,753.0,387288.3828125,387562.5338541667
E1 spatial-flight (live),live,19328000,755.0,388151.10546875,388004.6770833333
E1 spatial-flight (live),live,19379200,757.0,388574.54296875,388367.0872395833
E1 spatial-flight (live),live,19430400,759.0,388375.61328125,388366.65625
E1 spatial-flight (live),live,19481600,761.0,388149.8125,388286.01171875
E1 spatial-flight (live),live,19532800,763.0,388332.609375,388270.6627604167
E1 spatial-flight (live),live,19584000,765.0,388329.56640625,388862.9010416667
E1 spatial-flight (live),live,19635200,767.0,389926.52734375,389823.8619791667
E1 spatial-flight (live),live,19686400,769.0,391215.4921875,390536.2174479167
E1 spatial-flight (live),live,19737600,771.0,390466.6328125,391003.8033854167
E1 spatial-flight (live),live,19788800,773.0,391329.28515625,390977.4283854167
E1 spatial-flight (live),live,19840000,775.0,391136.3671875,391707.5611979167
E1 spatial-flight (live),live,19891200,777.0,392657.03125,392263.4375
E1 spatial-flight (live),live,19942400,779.0,392996.9140625,392668.5013020833
E1 spatial-flight (live),live,19993600,781.0,392351.55859375,392752.11328125
E1 spatial-flight (live),live,20044800,783.0,392907.8671875,392996.9518229167
E1 spatial-flight (live),live,20096000,785.0,393731.4296875,393861.5234375
E1 spatial-flight (live),live,20147200,787.0,394945.2734375,394365.5078125
E1 spatial-flight (live),live,20198400,789.0,394419.8203125,394237.9036458333
E1 spatial-flight (live),live,20249600,791.0,393348.6171875,393420.4244791667
E1 spatial-flight (live),live,20300800,793.0,392492.8359375,392345.1783854167
E1 spatial-flight (live),live,20352000,795.0,391194.08203125,392035.3763020833
E1 spatial-flight (live),live,20403200,797.0,392419.2109375,392295.6744791667
E1 spatial-flight (live),live,20454400,799.0,393273.73046875,392988.46484375
E1 spatial-flight (live),live,20505600,801.0,393272.453125,393292.875
E1 spatial-flight (live),live,20556800,803.0,393332.44140625,393725.2265625
E1 spatial-flight (live),live,20608000,805.0,394570.78515625,394108.3059895833
E1 spatial-flight (live),live,20659200,807.0,394421.69140625,394913.1067708333
E1 spatial-flight (live),live,20710400,809.0,395746.84375,394971.8854166667
E1 spatial-flight (live),live,20761600,811.0,394747.12109375,394966.15234375
E1 spatial-flight (live),live,20812800,813.0,394404.4921875,394470.2473958333
E1 spatial-flight (live),live,20864000,815.0,394259.12890625,393945.1015625
E1 spatial-flight (live),live,20915200,817.0,393171.68359375,393711.3958333333
E1 spatial-flight (live),live,20966400,819.0,393703.375,393225.9973958333
E1 spatial-flight (live),live,21017600,821.0,392802.93359375,393281.2109375
E1 spatial-flight (live),live,21068800,823.0,393337.32421875,393225.9479166667
E1 spatial-flight (live),live,21120000,825.0,393537.5859375,393026.30078125
E1 spatial-flight (live),live,21171200,827.0,392203.9921875,392646.2161458333
E1 spatial-flight (live),live,21222400,829.0,392197.0703125,392744.95703125
E1 spatial-flight (live),live,21273600,831.0,393833.80859375,392321.953125
E1 spatial-flight (live),live,21324800,833.0,390934.98046875,392508.3072916667
E1 spatial-flight (live),live,21376000,835.0,392756.1328125,392036.2994791667
E1 spatial-flight (live),live,21427200,837.0,392417.78515625,392015.5768229167
E1 spatial-flight (live),live,21478400,839.0,390872.8125,391630.9114583333
E1 spatial-flight (live),live,21529600,841.0,391602.13671875,391521.5442708333
E1 spatial-flight (live),live,21580800,843.0,392089.68359375,391659.1875
E1 spatial-flight (live),live,21632000,845.0,391285.7421875,391514.1419270833
E1 spatial-flight (live),live,21683200,847.0,391167.0,391191.1458333333
E1 spatial-flight (live),live,21734400,849.0,391120.6953125,391334.2044270833
E1 spatial-flight (live),live,21785600,851.0,391714.91796875,391598.47265625
E1 spatial-flight (live),live,21836800,853.0,391959.8046875,392026.24609375
E1 spatial-flight (live),live,21888000,855.0,392404.015625,391824.5091145833
E1 spatial-flight (live),live,21939200,857.0,391109.70703125,391415.2057291667
E1 spatial-flight (live),live,21990400,859.0,390731.89453125,391004.3502604167
E1 spatial-flight (live),live,22041600,861.0,391171.44921875,391220.7408854167
E1 spatial-flight (live),live,22092800,863.0,391758.87890625,391371.5677083333
E1 spatial-flight (live),live,22144000,865.0,391184.375,391891.7278645833
E1 spatial-flight (live),live,22195200,867.0,392731.9296875,391754.8177083333
