series,environment_steps,raw_value,three_point_smoothed_value
Q2 Cartesian spatial + curriculum,44313600,547047.1875,543958.0208333334
Q2 Cartesian spatial + curriculum,44364800,537712.875,542656.5
Q2 Cartesian spatial + curriculum,44416000,543209.4375,540679.7916666666
Q2 Cartesian spatial + curriculum,44467200,541117.0625,543399.3541666666
Q2 Cartesian spatial + curriculum,44518400,545871.5625,543144.7916666666
Q2 Cartesian spatial + curriculum,44569600,542445.75,544796.0625
Q2 Cartesian spatial + curriculum,44620800,546070.875,543723.5208333334
Q2 Cartesian spatial + curriculum,44672000,542653.9375,543420.1458333334
Q2 Cartesian spatial + curriculum,44723200,541535.625,541377.7291666666
Q2 Cartesian spatial + curriculum,44774400,539943.625,541433.0
Q2 Cartesian spatial + curriculum,44825600,542819.75,541338.3541666666
Q2 Cartesian spatial + curriculum,44876800,541251.6875,541567.1875
Q2 Cartesian spatial + curriculum,44928000,540630.125,540263.2916666666
Q2 Cartesian spatial + curriculum,44979200,538908.0625,541069.875
Q2 Cartesian spatial + curriculum,45030400,543671.4375,541327.4166666666
Q2 Cartesian spatial + curriculum,45081600,541402.75,542735.9375
Q2 Cartesian spatial + curriculum,45132800,543133.625,542187.9375
Q2 Cartesian spatial + curriculum,45184000,542027.4375,542189.5208333334
Q2 Cartesian spatial + curriculum,45235200,541407.5,542644.5833333334
Q2 Cartesian spatial + curriculum,45286400,544498.8125,544298.7916666666
Q2 Cartesian spatial + curriculum,45337600,546990.0625,544862.125
Q2 Cartesian spatial + curriculum,45388800,543097.5,544843.9166666666
Q2 Cartesian spatial + curriculum,45440000,544444.1875,544414.3541666666
Q2 Cartesian spatial + curriculum,45491200,545701.375,544286.9791666666
Q2 Cartesian spatial + curriculum,45542400,542715.375,542997.6041666666
Q2 Cartesian spatial + curriculum,45593600,540576.0625,543209.6458333334
Q2 Cartesian spatial + curriculum,45644800,546337.5,544630.1666666666
Q2 Cartesian spatial + curriculum,45696000,546976.9375,547969.4375
Q2 Cartesian spatial + curriculum,45747200,550593.875,548102.9166666666
Q2 Cartesian spatial + curriculum,45798400,546737.9375,547396.0833333334
Q2 Cartesian spatial + curriculum,45849600,544856.4375,546650.5416666666
Q2 Cartesian spatial + curriculum,45900800,548357.25,545813.2708333334
Q2 Cartesian spatial + curriculum,45952000,544226.125,546394.375
Q2 Cartesian spatial + curriculum,46003200,546599.75,545646.9375
Q2 Cartesian spatial + curriculum,46054400,546114.9375,544153.7291666666
Q2 Cartesian spatial + curriculum,46105600,539746.5,543481.2916666666
Q2 Cartesian spatial + curriculum,46156800,544582.4375,543305.1666666666
Q2 Cartesian spatial + curriculum,46208000,545586.5625,545878.1666666666
Q2 Cartesian spatial + curriculum,46259200,547465.5,544281.125
Q2 Cartesian spatial + curriculum,46310400,539791.3125,543140.2083333334
Q2 Cartesian spatial + curriculum,46361600,542163.8125,544090.6875
Q2 Cartesian spatial + curriculum,46412800,550316.9375,546179.5833333334
Q2 Cartesian spatial + curriculum,46464000,546058.0,547950.875
Q2 Cartesian spatial + curriculum,46515200,547477.6875,547390.4791666666
Q2 Cartesian spatial + curriculum,46566400,548635.75,547097.1875
Q2 Cartesian spatial + curriculum,46617600,545178.125,544706.3125
Q2 Cartesian spatial + curriculum,46668800,540305.0625,543050.2708333334
Q2 Cartesian spatial + curriculum,46720000,543667.625,543178.3333333334
Q2 Cartesian spatial + curriculum,46771200,545562.3125,545512.125
Q2 Cartesian spatial + curriculum,46822400,547306.4375,547590.0625
Q2 Cartesian spatial + curriculum,46873600,549901.4375,547989.5416666666
Q2 Cartesian spatial + curriculum,46924800,546760.75,549026.875
Q2 Cartesian spatial + curriculum,46976000,550418.4375,548770.4791666666
Q2 Cartesian spatial + curriculum,47027200,549132.25,549656.2708333334
Q2 Cartesian spatial + curriculum,47078400,549418.125,549221.1666666666
Q2 Cartesian spatial + curriculum,47129600,549113.125,549578.4583333334
Q2 Cartesian spatial + curriculum,47180800,550204.125,549540.625
Q2 Cartesian spatial + curriculum,47232000,549304.625,550474.0
Q2 Cartesian spatial + curriculum,47283200,551913.25,551113.1458333334
Q2 Cartesian spatial + curriculum,47334400,552121.5625,552547.8958333334
Q2 Cartesian spatial + curriculum,47385600,553608.875,553540.1666666666
Q2 Cartesian spatial + curriculum,47436800,554890.0625,553903.1666666666
Q2 Cartesian spatial + curriculum,47488000,553210.5625,555045.6458333334
Q2 Cartesian spatial + curriculum,47539200,557036.3125,555991.1875
Q2 Cartesian spatial + curriculum,47590400,557726.6875,556536.2083333334
Q2 Cartesian spatial + curriculum,47641600,554845.625,556050.9583333334
Q2 Cartesian spatial + curriculum,47692800,555580.5625,554990.6875
Q2 Cartesian spatial + curriculum,47744000,554545.875,555328.7708333334
Q2 Cartesian spatial + curriculum,47795200,555859.875,555100.2291666666
Q2 Cartesian spatial + curriculum,47846400,554894.9375,555572.6041666666
Q2 Cartesian spatial + curriculum,47897600,555963.0,555331.8333333334
Q2 Cartesian spatial + curriculum,47948800,555137.5625,556043.125
Q2 Cartesian spatial + curriculum,48000000,557028.8125,556465.4583333334
Q2 Cartesian spatial + curriculum,48051200,557230.0,557888.1666666666
Q2 Cartesian spatial + curriculum,48102400,559405.6875,558659.7291666666
Q2 Cartesian spatial + curriculum,48153600,559343.5,559333.375
Q2 Cartesian spatial + curriculum,48204800,559250.9375,559593.1041666666
Q2 Cartesian spatial + curriculum,48256000,560184.875,559587.5208333334
Q2 Cartesian spatial + curriculum,48307200,559326.75,559661.6875
Q2 Cartesian spatial + curriculum,48358400,559473.4375,558284.9375
Q2 Cartesian spatial + curriculum,48409600,556054.625,556814.3333333334
Q2 Cartesian spatial + curriculum,48460800,554914.9375,556023.5208333334
Q2 Cartesian spatial + curriculum,48512000,557101.0,556141.3333333334
Q2 Cartesian spatial + curriculum,48563200,556408.0625,555718.0833333334
Q2 Cartesian spatial + curriculum,48614400,553645.1875,554658.4375
Q2 Cartesian spatial + curriculum,48665600,553922.0625,553775.7708333334
Q2 Cartesian spatial + curriculum,48716800,553760.0625,554471.0833333334
Q2 Cartesian spatial + curriculum,48768000,555731.125,554600.8125
Q2 Cartesian spatial + curriculum,48819200,554311.25,553927.2291666666
Q2 Cartesian spatial + curriculum,48870400,551739.3125,552793.5208333334
Q2 Cartesian spatial + curriculum,48921600,552330.0,552020.0
Q2 Cartesian spatial + curriculum,48972800,551990.6875,552136.2083333334
Q2 Cartesian spatial + curriculum,49024000,552087.9375,552507.5
Q2 Cartesian spatial + curriculum,49075200,553443.875,552520.8125
Q2 Cartesian spatial + curriculum,49126400,552030.625,552066.3958333334
Q2 Cartesian spatial + curriculum,49177600,550724.6875,551253.0
Q2 Cartesian spatial + curriculum,49228800,551003.6875,551094.8333333334
Q2 Cartesian spatial + curriculum,49280000,551556.125,550767.2083333334
Q2 Cartesian spatial + curriculum,49331200,549741.8125,550810.8125
Q2 Cartesian spatial + curriculum,49382400,551134.5,550154.8333333334
Q2 Cartesian spatial + curriculum,49433600,549588.1875,550205.2083333334
Q2 Cartesian spatial + curriculum,49484800,549892.9375,550029.5
Q2 Cartesian spatial + curriculum,49536000,550607.375,549928.1666666666
Q2 Cartesian spatial + curriculum,49587200,549284.1875,550103.2291666666
Q2 Cartesian spatial + curriculum,49638400,550418.125,549279.3541666666
Q2 Cartesian spatial + curriculum,49689600,548135.75,548830.6666666666
Q2 Cartesian spatial + curriculum,49740800,547938.125,548294.625
Q2 Cartesian spatial + curriculum,49792000,548810.0,547963.8541666666
Q2 Cartesian spatial + curriculum,49843200,547143.4375,547962.3333333334
Q2 Cartesian spatial + curriculum,49894400,547933.5625,548121.25
Q2 Cartesian spatial + curriculum,49945600,549286.75,549232.9583333334
Q2 Cartesian spatial + curriculum,49996800,550478.5625,549373.3958333334
Q2 Cartesian spatial + curriculum,50048000,548354.875,549246.8541666666
Q2 Cartesian spatial + curriculum,50099200,548907.125,548402.3958333334
Q2 Cartesian spatial + curriculum,50150400,547945.1875,548167.0625
Q2 Cartesian spatial + curriculum,50201600,547648.875,547682.0833333334
Q2 Cartesian spatial + curriculum,50252800,547452.1875,546999.6875
Q2 Cartesian spatial + curriculum,50304000,545898.0,546721.375
Q2 Cartesian spatial + curriculum,50355200,546813.9375,546218.1666666666
Q2 Cartesian spatial + curriculum,50406400,545942.5625,546373.375
Q2 Cartesian spatial + curriculum,50457600,546363.625,546072.125
Q2 Cartesian spatial + curriculum,50508800,545910.1875,546497.8958333334
Q2 Cartesian spatial + curriculum,50560000,547219.875,546520.5625
Q2 Cartesian spatial + curriculum,50611200,546431.625,546202.375
Q2 Cartesian spatial + curriculum,50662400,544955.625,545155.3541666666
Q2 Cartesian spatial + curriculum,50713600,544078.8125,544663.125
Q2 Cartesian spatial + curriculum,50764800,544954.9375,543841.4583333334
Q2 Cartesian spatial + curriculum,50816000,542490.625,543156.5416666666
Q2 Cartesian spatial + curriculum,50867200,542024.0625,542229.1666666666
Q2 Cartesian spatial + curriculum,50918400,542172.8125,541661.0625
Q2 Cartesian spatial + curriculum,50969600,540786.3125,541717.5416666666
Q2 Cartesian spatial + curriculum,51020800,542193.5,541299.0833333334
Q2 Cartesian spatial + curriculum,51072000,540917.4375,542454.2708333334
Q2 Cartesian spatial + curriculum,51123200,544251.875,542865.6458333334
Q2 Cartesian spatial + curriculum,51174400,543427.625,543895.9166666666
Q2 Cartesian spatial + curriculum,51225600,544008.25,544079.0
Q2 Cartesian spatial + curriculum,51276800,544801.125,543532.1875
Q2 Cartesian spatial + curriculum,51328000,541787.1875,543103.8333333334
Q2 Cartesian spatial + curriculum,51379200,542723.1875,542234.6666666666
Q2 Cartesian spatial + curriculum,51430400,542193.625,541727.4583333334
Q2 Cartesian spatial + curriculum,51481600,540265.5625,541554.6666666666
Q2 Cartesian spatial + curriculum,51532800,542204.8125,541681.8333333334
Q2 Cartesian spatial + curriculum,51584000,542575.125,542146.0
Q2 Cartesian spatial + curriculum,51635200,541658.0625,541944.0
Q2 Cartesian spatial + curriculum,51686400,541598.8125,542112.7083333334
Q2 Cartesian spatial + curriculum,51737600,543081.25,542984.2708333334
Q2 Cartesian spatial + curriculum,51788800,544272.75,543475.1041666666
Q2 Cartesian spatial + curriculum,51840000,543071.3125,543556.8958333334
Q2 Cartesian spatial + curriculum,51891200,543326.625,543138.2708333334
Q2 Cartesian spatial + curriculum,51942400,543016.875,543207.5
Q2 Cartesian spatial + curriculum,51993600,543279.0,543112.9791666666
Q2 Cartesian spatial + curriculum,52044800,543043.0625,542974.8541666666
Q2 Cartesian spatial + curriculum,52096000,542602.5,542472.7708333334
Q2 Cartesian spatial + curriculum,52147200,541772.75,541957.6666666666
Q2 Cartesian spatial + curriculum,52198400,541497.75,541587.5
Q2 Cartesian spatial + curriculum,52249600,541492.0,542196.4375
Q2 Cartesian spatial + curriculum,52300800,543599.5625,542736.5625
Q2 Cartesian spatial + curriculum,52352000,543118.125,543668.6041666666
Q2 Cartesian spatial + curriculum,52403200,544288.125,544235.5208333334
Q2 Cartesian spatial + curriculum,52454400,545300.3125,545109.6875
Q2 Cartesian spatial + curriculum,52505600,545740.625,545789.7291666666
Q2 Cartesian spatial + curriculum,52556800,546328.25,546120.4791666666
Q2 Cartesian spatial + curriculum,52608000,546292.5625,545884.875
Q2 Cartesian spatial + curriculum,52659200,545033.8125,545590.1666666666
Q2 Cartesian spatial + curriculum,52710400,545444.125,545335.7291666666
Q2 Cartesian spatial + curriculum,52761600,545529.25,545896.6875
Q2 Cartesian spatial + curriculum,52812800,546716.6875,546414.2291666666
Q2 Cartesian spatial + curriculum,52864000,546996.75,547137.25
Q2 Cartesian spatial + curriculum,52915200,547698.3125,547571.1875
Q2 Cartesian spatial + curriculum,52966400,548018.5,548649.9791666666
Q2 Cartesian spatial + curriculum,53017600,550233.125,549357.4375
Q2 Cartesian spatial + curriculum,53068800,549820.6875,549591.7916666666
Q2 Cartesian spatial + curriculum,53120000,548721.5625,550072.3541666666
Q2 Cartesian spatial + curriculum,53171200,551674.8125,550631.4583333334
Q2 Cartesian spatial + curriculum,53222400,551498.0,550791.3333333334
Q2 Cartesian spatial + curriculum,53273600,549201.1875,549706.7708333334
Q2 Cartesian spatial + curriculum,53324800,548421.125,548931.7083333334
Q2 Cartesian spatial + curriculum,53376000,549172.8125,548502.5625
Q2 Cartesian spatial + curriculum,53427200,547913.75,548553.7708333334
Q2 Cartesian spatial + curriculum,53478400,548574.75,548090.3958333334
Q2 Cartesian spatial + curriculum,53529600,547782.6875,547829.6041666666
Q2 Cartesian spatial + curriculum,53580800,547131.375,547405.6041666666
Q2 Cartesian spatial + curriculum,53632000,547302.75,546954.1458333334
Q2 Cartesian spatial + curriculum,53683200,546428.3125,546202.5
Q2 Cartesian spatial + curriculum,53734400,544876.4375,544598.5208333334
Q2 Cartesian spatial + curriculum,53785600,542490.8125,543779.5208333334
Q2 Cartesian spatial + curriculum,53836800,543971.3125,543391.6458333334
Q2 Cartesian spatial + curriculum,53888000,543712.8125,544387.375
Q2 Cartesian spatial + curriculum,53939200,545478.0,544077.8125
Q2 Cartesian spatial + curriculum,53990400,543042.625,543647.9166666666
Q2 Cartesian spatial + curriculum,54041600,542423.125,543771.375
Q2 Cartesian spatial + curriculum,54092800,545848.375,544830.2916666666
Q2 Cartesian spatial + curriculum,54144000,546219.375,546258.6458333334
Q2 Cartesian spatial + curriculum,54195200,546708.1875,546362.875
Q2 Cartesian spatial + curriculum,54246400,546161.0625,546491.1458333334
Q2 Cartesian spatial + curriculum,54297600,546604.1875,547103.5833333334
Q2 Cartesian spatial + curriculum,54348800,548545.5,547419.1041666666
Q2 Cartesian spatial + curriculum,54400000,547107.625,547569.2083333334
Q2 Cartesian spatial + curriculum,54451200,547054.5,547369.2291666666
Q2 Cartesian spatial + curriculum,54502400,547945.5625,547708.7708333334
Q2 Cartesian spatial + curriculum,54553600,548126.25,548532.2291666666
Q2 Cartesian spatial + curriculum,54604800,549524.875,549158.7083333334
Q2 Cartesian spatial + curriculum,54656000,549825.0,549399.25
Q2 Cartesian spatial + curriculum,54707200,548847.875,549035.1666666666
Q2 Cartesian spatial + curriculum,54758400,548432.625,548786.3958333334
Q2 Cartesian spatial + curriculum,54809600,549078.6875,548417.9166666666
Q2 Cartesian spatial + curriculum,54860800,547742.4375,547982.5416666666
Q2 Cartesian spatial + curriculum,54912000,547126.5,547695.5833333334
Q2 Cartesian spatial + curriculum,54963200,548217.8125,548006.6875
Q2 Cartesian spatial + curriculum,55014400,548675.75,549003.7291666666
Q2 Cartesian spatial + curriculum,55065600,550117.625,548903.9583333334
Q2 Cartesian spatial + curriculum,55116800,547918.5,548333.8541666666
Q2 Cartesian spatial + curriculum,55168000,546965.4375,547367.8541666666
Q2 Cartesian spatial + curriculum,55219200,547219.625,546529.1666666666
Q2 Cartesian spatial + curriculum,55270400,545402.4375,545968.4583333334
Q2 Cartesian spatial + curriculum,55321600,545283.3125,545478.5833333334
Q2 Cartesian spatial + curriculum,55372800,545750.0,545864.4375
Q2 Cartesian spatial + curriculum,55424000,546560.0,546487.3958333334
Q2 Cartesian spatial + curriculum,55475200,547152.1875,547113.7083333334
Q2 Cartesian spatial + curriculum,55526400,547628.9375,547169.2916666666
Q2 Cartesian spatial + curriculum,55577600,546726.75,547027.1666666666
Q2 Cartesian spatial + curriculum,55628800,546725.8125,546803.4166666666
Q2 Cartesian spatial + curriculum,55680000,546957.6875,546648.2916666666
Q2 Cartesian spatial + curriculum,55731200,546261.375,546848.1875
Q2 Cartesian spatial + curriculum,55782400,547325.5,546870.875
Q2 Cartesian spatial + curriculum,55833600,547025.75,547880.8958333334
Q2 Cartesian spatial + curriculum,55884800,549291.4375,548528.3958333334
Q2 Cartesian spatial + curriculum,55936000,549268.0,550142.5208333334
Q2 Cartesian spatial + curriculum,55987200,551868.125,551492.4166666666
Q2 Cartesian spatial + curriculum,56038400,553341.125,553395.6875
Q2 Cartesian spatial + curriculum,56089600,554977.8125,554421.2291666666
Q2 Cartesian spatial + curriculum,56140800,554944.75,554689.9791666666
Q2 Cartesian spatial + curriculum,56192000,554147.375,554238.5833333334
Q2 Cartesian spatial + curriculum,56243200,553623.625,553593.4583333334
Q2 Cartesian spatial + curriculum,56294400,553009.375,553143.4375
Q2 Cartesian spatial + curriculum,56345600,552797.3125,552724.3333333334
Q2 Cartesian spatial + curriculum,56396800,552366.3125,552359.0416666666
Q2 Cartesian spatial + curriculum,56448000,551913.5,552631.6875
Q2 Cartesian spatial + curriculum,56499200,553615.25,552836.4166666666
Q2 Cartesian spatial + curriculum,56550400,552980.5,553524.0
Q2 Cartesian spatial + curriculum,56601600,553976.25,553277.6041666666
Q2 Cartesian spatial + curriculum,56652800,552876.0625,553740.7291666666
Q2 Cartesian spatial + curriculum,56704000,554369.875,553452.7916666666
Q2 Cartesian spatial + curriculum,56755200,553112.4375,552908.0416666666
Q2 Cartesian spatial + curriculum,56806400,551241.8125,552005.125
Q2 Cartesian spatial + curriculum,56857600,551661.125,552008.9583333334
Q2 Cartesian spatial + curriculum,56908800,553123.9375,552936.875
Q2 Cartesian spatial + curriculum,56960000,554025.5625,553951.25
Q2 Cartesian spatial + curriculum,57011200,554704.25,554351.5625
Q2 Cartesian spatial + curriculum,57062400,554324.875,554094.5
Q2 Cartesian spatial + curriculum,57113600,553254.375,553545.5
Q2 Cartesian spatial + curriculum,57164800,553057.25,552529.8125
Q2 Cartesian spatial + curriculum,57216000,551277.8125,552336.6041666666
Q2 Cartesian spatial + curriculum,57267200,552674.75,552162.625
Q2 Cartesian spatial + curriculum,57318400,552535.3125,552444.7083333334
Q2 Cartesian spatial + curriculum,57369600,552124.0625,552010.6666666666
Q2 Cartesian spatial + curriculum,57420800,551372.625,550953.2083333334
Q2 Cartesian spatial + curriculum,57472000,549362.9375,549642.0416666666
Q2 Cartesian spatial + curriculum,57523200,548190.5625,549120.1875
Q2 Cartesian spatial + curriculum,57574400,549807.0625,549748.7708333334
Q2 Cartesian spatial + curriculum,57625600,551248.6875,550683.8958333334
Q2 Cartesian spatial + curriculum,57676800,550995.9375,551487.1041666666
Q2 Cartesian spatial + curriculum,57728000,552216.6875,552127.2083333334
Q2 Cartesian spatial + curriculum,57779200,553169.0,552238.7916666666
Q2 Cartesian spatial + curriculum,57830400,551330.6875,552598.7291666666
Q2 Cartesian spatial + curriculum,57881600,553296.5,552986.4583333334
Q2 Cartesian spatial + curriculum,57932800,554332.1875,554141.1666666666
Q2 Cartesian spatial + curriculum,57984000,554794.8125,555007.9166666666
Q2 Cartesian spatial + curriculum,58035200,555896.75,555354.0625
Q2 Cartesian spatial + curriculum,58086400,555370.625,555506.1875
Q2 Cartesian spatial + curriculum,58137600,555251.1875,554719.6666666666
Q2 Cartesian spatial + curriculum,58188800,553537.1875,554713.5625
Q2 Cartesian spatial + curriculum,58240000,555352.3125,554170.5625
Q2 Cartesian spatial + curriculum,58291200,553622.1875,554167.7083333334
Q2 Cartesian spatial + curriculum,58342400,553528.625,553519.7291666666
Q2 Cartesian spatial + curriculum,58393600,553408.375,554026.125
Q2 Cartesian spatial + curriculum,58444800,555141.375,554673.1458333334
Q2 Cartesian spatial + curriculum,58496000,555469.6875,555929.625
Q2 Cartesian spatial + curriculum,58547200,557177.8125,556464.4166666666
Q2 Cartesian spatial + curriculum,58598400,556745.75,557308.4166666666
Q2 Cartesian spatial + curriculum,58649600,558001.6875,557690.2083333334
Q2 Cartesian spatial + curriculum,58700800,558323.1875,558194.5208333334
Q2 Cartesian spatial + curriculum,58752000,558258.6875,558679.0416666666
Q2 Cartesian spatial + curriculum,58803200,559455.25,559041.2708333334
Q2 Cartesian spatial + curriculum,58854400,559409.875,559329.2291666666
Q2 Cartesian spatial + curriculum,58905600,559122.5625,559505.4375
Q2 Cartesian spatial + curriculum,58956800,559983.875,559612.1458333334
Q2 Cartesian spatial + curriculum,59008000,559730.0,559989.75
Q2 Cartesian spatial + curriculum,59059200,560255.375,560070.625
Q2 Cartesian spatial + curriculum,59110400,560226.5,560166.2916666666
Q2 Cartesian spatial + curriculum,59161600,560017.0,560284.8333333334
Q2 Cartesian spatial + curriculum,59212800,560611.0,560499.6666666666
Q2 Cartesian spatial + curriculum,59264000,560871.0,560633.2708333334
Q2 Cartesian spatial + curriculum,59315200,560417.8125,560607.0625
Q2 Cartesian spatial + curriculum,59366400,560532.375,560811.3958333334
Q2 Cartesian spatial + curriculum,59417600,561484.0,561391.5416666666
Q2 Cartesian spatial + curriculum,59468800,562158.25,561545.2708333334
Q2 Cartesian spatial + curriculum,59520000,560993.5625,561171.3958333334
Q2 Cartesian spatial + curriculum,59571200,560362.375,560834.1458333334
Q2 Cartesian spatial + curriculum,59622400,561146.5,561383.5833333334
Q2 Cartesian spatial + curriculum,59673600,562641.875,561588.0416666666
Q2 Cartesian spatial + curriculum,59724800,560975.75,561461.875
Q2 Cartesian spatial + curriculum,59776000,560768.0,561306.3541666666
Q2 Cartesian spatial + curriculum,59827200,562175.3125,561891.2708333334
Q2 Cartesian spatial + curriculum,59878400,562730.5,562202.2291666666
Q2 Cartesian spatial + curriculum,59929600,561700.875,562402.8541666666
Q2 Cartesian spatial + curriculum,59980800,562777.1875,562047.5833333334
Q2 Cartesian spatial + curriculum,60032000,561664.6875,562168.5833333334
Q2 Cartesian spatial + curriculum,60083200,562063.875,561852.3125
Q2 Cartesian spatial + curriculum,60134400,561828.375,561310.3958333334
Q2 Cartesian spatial + curriculum,60185600,560038.9375,560142.5208333334
Q2 Cartesian spatial + curriculum,60236800,558560.25,559180.5625
Q2 Cartesian spatial + curriculum,60288000,558942.5,558372.6041666666
Q2 Cartesian spatial + curriculum,60339200,557615.0625,557847.3125
Q2 Cartesian spatial + curriculum,60390400,556984.375,557592.9583333334
Q2 Cartesian spatial + curriculum,60441600,558179.4375,557858.25
Q2 Cartesian spatial + curriculum,60492800,558410.9375,558479.6666666666
Q2 Cartesian spatial + curriculum,60544000,558848.625,557658.3958333334
Q2 Cartesian spatial + curriculum,60595200,555715.625,556968.1666666666
Q2 Cartesian spatial + curriculum,60646400,556340.25,555866.2083333334
Q2 Cartesian spatial + curriculum,60697600,555542.75,556917.625
Q2 Cartesian spatial + curriculum,60748800,558869.875,558289.75
Q2 Cartesian spatial + curriculum,60800000,560456.625,560096.8541666666
Q2 Cartesian spatial + curriculum,60851200,560964.0625,560907.9375
Q2 Cartesian spatial + curriculum,60902400,561303.125,560724.3541666666
Q2 Cartesian spatial + curriculum,60953600,559905.875,560693.4583333334
Q2 Cartesian spatial + curriculum,61004800,560871.375,559723.2708333334
Q2 Cartesian spatial + curriculum,61056000,558392.5625,559066.8125
Q2 Cartesian spatial + curriculum,61107200,557936.5,557796.9375
Q2 Cartesian spatial + curriculum,61158400,557061.75,557896.1041666666
Q2 Cartesian spatial + curriculum,61209600,558690.0625,558123.2916666666
Q2 Cartesian spatial + curriculum,61260800,558618.0625,558222.6041666666
Q2 Cartesian spatial + curriculum,61312000,557359.6875,557812.3125
Q2 Cartesian spatial + curriculum,61363200,557459.1875,557289.8958333334
Q2 Cartesian spatial + curriculum,61414400,557050.8125,557761.75
Q2 Cartesian spatial + curriculum,61465600,558775.25,557476.0208333334
Q2 Cartesian spatial + curriculum,61516800,556602.0,556901.5
Q2 Cartesian spatial + curriculum,61568000,555327.25,555832.1458333334
Q2 Cartesian spatial + curriculum,61619200,555567.1875,555747.875
Q2 Cartesian spatial + curriculum,61670400,556349.1875,556736.7916666666
Q2 Cartesian spatial + curriculum,61721600,558294.0,557594.75
Q2 Cartesian spatial + curriculum,61772800,558141.0625,558664.5
Q2 Cartesian spatial + curriculum,61824000,559558.4375,559154.6666666666
Q2 Cartesian spatial + curriculum,61875200,559764.5,559355.1875
Q2 Cartesian spatial + curriculum,61926400,558742.625,559418.8541666666
Q2 Cartesian spatial + curriculum,61977600,559749.4375,558766.6875
Q2 Cartesian spatial + curriculum,62028800,557808.0,558927.3125
Q2 Cartesian spatial + curriculum,62080000,559224.5,558253.0208333334
Q2 Cartesian spatial + curriculum,62131200,557726.5625,557887.1458333334
Q2 Cartesian spatial + curriculum,62182400,556710.375,557589.5416666666
Q2 Cartesian spatial + curriculum,62233600,558331.6875,557487.5
Q2 Cartesian spatial + curriculum,62284800,557420.4375,557200.0
Q2 Cartesian spatial + curriculum,62336000,555847.875,556729.0625
Q2 Cartesian spatial + curriculum,62387200,556918.875,556327.5208333334
Q2 Cartesian spatial + curriculum,62438400,556215.8125,555908.3125
Q2 Cartesian spatial + curriculum,62489600,554590.25,555322.7083333334
Q2 Cartesian spatial + curriculum,62540800,555162.0625,555640.0833333334
Q2 Cartesian spatial + curriculum,62592000,557167.9375,556986.7708333334
Q2 Cartesian spatial + curriculum,62643200,558630.3125,558267.7708333334
Q2 Cartesian spatial + curriculum,62694400,559005.0625,559435.5625
Q2 Cartesian spatial + curriculum,62745600,560671.3125,559647.1041666666
Q2 Cartesian spatial + curriculum,62796800,559264.9375,560132.5416666666
Q2 Cartesian spatial + curriculum,62848000,560461.375,559524.4375
Q2 Cartesian spatial + curriculum,62899200,558847.0,559714.9583333334
Q2 Cartesian spatial + curriculum,62950400,559836.5,559708.8125
Q2 Cartesian spatial + curriculum,63001600,560442.9375,560315.4583333334
Q2 Cartesian spatial + curriculum,63052800,560666.9375,560222.4583333334
Q2 Cartesian spatial + curriculum,63104000,559557.5,560224.7291666666
Q2 Cartesian spatial + curriculum,63155200,560449.75,560072.1041666666
Q2 Cartesian spatial + curriculum,63206400,560209.0625,560651.0416666666
Q2 Cartesian spatial + curriculum,63257600,561294.3125,561087.5625
Q2 Cartesian spatial + curriculum,63308800,561759.3125,562145.2916666666
Q2 Cartesian spatial + curriculum,63360000,563382.25,562567.9583333334
Q2 Cartesian spatial + curriculum,63411200,562562.3125,563351.75
Q2 Cartesian spatial + curriculum,63462400,564110.6875,563260.7083333334
Q2 Cartesian spatial + curriculum,63513600,563109.125,563282.2916666666
Q2 Cartesian spatial + curriculum,63564800,562627.0625,562847.125
Q2 Cartesian spatial + curriculum,63616000,562805.1875,563184.0416666666
Q2 Cartesian spatial + curriculum,63667200,564119.875,563156.7291666666
Q2 Cartesian spatial + curriculum,63718400,562545.125,563044.2916666666
Q2 Cartesian spatial + curriculum,63769600,562467.875,562301.625
Q2 Cartesian spatial + curriculum,63820800,561891.875,562276.7916666666
Q2 Cartesian spatial + curriculum,63872000,562470.625,561663.3958333334
Q2 Cartesian spatial + curriculum,63923200,560627.6875,560898.2708333334
Q2 Cartesian spatial + curriculum,63974400,559596.5,559720.2083333334
Q2 Cartesian spatial + curriculum,64025600,558936.4375,558797.7083333334
Q2 Cartesian spatial + curriculum,64076800,557860.1875,558058.1666666666
Q2 Cartesian spatial + curriculum,64128000,557377.875,557658.2708333334
Q2 Cartesian spatial + curriculum,64179200,557736.75,557742.9791666666
Q2 Cartesian spatial + curriculum,64230400,558114.3125,558219.8333333334
Q2 Cartesian spatial + curriculum,64281600,558808.4375,558303.9791666666
Q2 Cartesian spatial + curriculum,64332800,557989.1875,558174.4583333334
Q2 Cartesian spatial + curriculum,64384000,557725.75,558200.4791666666
Q2 Cartesian spatial + curriculum,64435200,558886.5,558836.8333333334
Q2 Cartesian spatial + curriculum,64486400,559898.25,559682.2708333334
Q2 Cartesian spatial + curriculum,64537600,560262.0625,560236.875
Q2 Cartesian spatial + curriculum,64588800,560550.3125,560788.125
Q2 Cartesian spatial + curriculum,64640000,561552.0,561273.8958333334
Q2 Cartesian spatial + curriculum,64691200,561719.375,561653.6458333334
Q2 Cartesian spatial + curriculum,64742400,561689.5625,561295.8958333334
Q2 Cartesian spatial + curriculum,64793600,560478.75,560725.875
Q2 Cartesian spatial + curriculum,64844800,560009.3125,559668.2708333334
Q2 Cartesian spatial + curriculum,64896000,558516.75,559134.0833333334
