series,environment_steps,raw_value,three_point_smoothed_value
Q1 Polar spatial + curriculum,66278400,468180.1875,468444.1666666667
Q1 Polar spatial + curriculum,66329600,470024.65625,468871.3958333333
Q1 Polar spatial + curriculum,66380800,468409.34375,470326.7083333333
Q1 Polar spatial + curriculum,66432000,472546.125,470300.03125
Q1 Polar spatial + curriculum,66483200,469944.625,470833.40625
Q1 Polar spatial + curriculum,66534400,470009.46875,470422.96875
Q1 Polar spatial + curriculum,66585600,471314.8125,471589.5833333333
Q1 Polar spatial + curriculum,66636800,473444.46875,472297.6666666667
Q1 Polar spatial + curriculum,66688000,472133.71875,471435.0520833333
Q1 Polar spatial + curriculum,66739200,468726.96875,469599.34375
Q1 Polar spatial + curriculum,66790400,467937.34375,468372.3958333333
Q1 Polar spatial + curriculum,66841600,468452.875,468889.9895833333
Q1 Polar spatial + curriculum,66892800,470279.75,469222.65625
Q1 Polar spatial + curriculum,66944000,468935.34375,470308.9895833333
Q1 Polar spatial + curriculum,66995200,471711.875,470239.53125
Q1 Polar spatial + curriculum,67046400,470071.375,470425.2604166667
Q1 Polar spatial + curriculum,67097600,469492.53125,470091.5729166667
Q1 Polar spatial + curriculum,67148800,470710.8125,471397.6875
Q1 Polar spatial + curriculum,67200000,473989.71875,472165.5625
Q1 Polar spatial + curriculum,67251200,471796.15625,472710.7604166667
Q1 Polar spatial + curriculum,67302400,472346.40625,471785.0208333333
Q1 Polar spatial + curriculum,67353600,471212.5,472086.96875
Q1 Polar spatial + curriculum,67404800,472702.0,472842.28125
Q1 Polar spatial + curriculum,67456000,474612.34375,474475.5625
Q1 Polar spatial + curriculum,67507200,476112.34375,475904.71875
Q1 Polar spatial + curriculum,67558400,476989.46875,477142.3541666667
Q1 Polar spatial + curriculum,67609600,478325.25,477733.3125
Q1 Polar spatial + curriculum,67660800,477885.21875,477071.6875
Q1 Polar spatial + curriculum,67712000,475004.59375,474120.3229166667
Q1 Polar spatial + curriculum,67763200,469471.15625,469584.6979166667
Q1 Polar spatial + curriculum,67814400,464278.34375,464045.9583333333
Q1 Polar spatial + curriculum,67865600,458388.375,461083.8958333333
Q1 Polar spatial + curriculum,67916800,460584.96875,458376.4375
Q1 Polar spatial + curriculum,67968000,456155.96875,456333.4791666667
Q1 Polar spatial + curriculum,68019200,452259.5,452818.1979166667
Q1 Polar spatial + curriculum,68070400,450039.125,451921.46875
Q1 Polar spatial + curriculum,68121600,453465.78125,453123.5729166667
Q1 Polar spatial + curriculum,68172800,455865.8125,454514.7604166667
Q1 Polar spatial + curriculum,68224000,454212.6875,455895.125
Q1 Polar spatial + curriculum,68275200,457606.875,456664.5
Q1 Polar spatial + curriculum,68326400,458173.9375,459833.6145833333
Q1 Polar spatial + curriculum,68377600,463720.03125,462261.9375
Q1 Polar spatial + curriculum,68428800,464891.84375,464639.1666666667
Q1 Polar spatial + curriculum,68480000,465305.625,465995.0520833333
Q1 Polar spatial + curriculum,68531200,467787.6875,468201.7083333333
Q1 Polar spatial + curriculum,68582400,471511.8125,470752.1145833333
Q1 Polar spatial + curriculum,68633600,472956.84375,473232.8958333333
Q1 Polar spatial + curriculum,68684800,475230.03125,474520.3125
Q1 Polar spatial + curriculum,68736000,475374.0625,475472.9375
Q1 Polar spatial + curriculum,68787200,475814.71875,475142.1666666667
Q1 Polar spatial + curriculum,68838400,474237.71875,474241.1875
Q1 Polar spatial + curriculum,68889600,472671.125,473534.2291666667
Q1 Polar spatial + curriculum,68940800,473693.84375,472518.5729166667
Q1 Polar spatial + curriculum,68992000,471190.75,471637.3020833333
Q1 Polar spatial + curriculum,69043200,470027.3125,469272.5625
Q1 Polar spatial + curriculum,69094400,466599.625,468366.9791666667
Q1 Polar spatial + curriculum,69145600,468474.0,468756.1145833333
Q1 Polar spatial + curriculum,69196800,471194.71875,471422.6979166667
Q1 Polar spatial + curriculum,69248000,474599.375,474224.6458333333
Q1 Polar spatial + curriculum,69299200,476879.84375,476536.5
Q1 Polar spatial + curriculum,69350400,478130.28125,476936.5625
Q1 Polar spatial + curriculum,69401600,475799.5625,477622.78125
Q1 Polar spatial + curriculum,69452800,478938.5,476972.4583333333
Q1 Polar spatial + curriculum,69504000,476179.3125,477673.8125
Q1 Polar spatial + curriculum,69555200,477903.625,477250.9895833333
Q1 Polar spatial + curriculum,69606400,477670.03125,477608.6875
Q1 Polar spatial + curriculum,69657600,477252.40625,477571.0416666667
Q1 Polar spatial + curriculum,69708800,477790.6875,476816.40625
Q1 Polar spatial + curriculum,69760000,475406.125,475496.28125
Q1 Polar spatial + curriculum,69811200,473292.03125,473776.6979166667
Q1 Polar spatial + curriculum,69862400,472631.9375,471781.4479166667
Q1 Polar spatial + curriculum,69913600,469420.375,471415.625
Q1 Polar spatial + curriculum,69964800,472194.5625,470509.0729166667
Q1 Polar spatial + curriculum,70016000,469912.28125,470444.0625
Q1 Polar spatial + curriculum,70067200,469225.34375,469796.1145833333
Q1 Polar spatial + curriculum,70118400,470250.71875,470016.65625
Q1 Polar spatial + curriculum,70169600,470573.90625,470886.2916666667
Q1 Polar spatial + curriculum,70220800,471834.25,471437.40625
Q1 Polar spatial + curriculum,70272000,471904.0625,472285.2291666667
Q1 Polar spatial + curriculum,70323200,473117.375,471229.9166666667
Q1 Polar spatial + curriculum,70374400,468668.3125,469553.65625
Q1 Polar spatial + curriculum,70425600,466875.28125,467654.3125
Q1 Polar spatial + curriculum,70476800,467419.34375,466212.03125
Q1 Polar spatial + curriculum,70528000,464341.46875,466251.4479166667
Q1 Polar spatial + curriculum,70579200,466993.53125,465034.8125
Q1 Polar spatial + curriculum,70630400,463769.4375,464479.375
Q1 Polar spatial + curriculum,70681600,462675.15625,465224.1666666667
Q1 Polar spatial + curriculum,70732800,469227.90625,465401.8333333333
Q1 Polar spatial + curriculum,70784000,464302.4375,466545.1041666667
Q1 Polar spatial + curriculum,70835200,466104.96875,465708.5833333333
Q1 Polar spatial + curriculum,70886400,466718.34375,467006.0520833333
Q1 Polar spatial + curriculum,70937600,468194.84375,467690.3645833333
Q1 Polar spatial + curriculum,70988800,468157.90625,468540.59375
Q1 Polar spatial + curriculum,71040000,469269.03125,468247.46875
Q1 Polar spatial + curriculum,71091200,467315.46875,467659.2604166667
Q1 Polar spatial + curriculum,71142400,466393.28125,466882.3125
Q1 Polar spatial + curriculum,71193600,466938.1875,466500.0208333333
Q1 Polar spatial + curriculum,71244800,466168.59375,466998.2291666667
Q1 Polar spatial + curriculum,71296000,467887.90625,467248.5
Q1 Polar spatial + curriculum,71347200,467689.0,466950.9270833333
Q1 Polar spatial + curriculum,71398400,465275.875,465460.6145833333
Q1 Polar spatial + curriculum,71449600,463416.96875,464577.78125
Q1 Polar spatial + curriculum,71500800,465040.5,465163.96875
Q1 Polar spatial + curriculum,71552000,467034.4375,466606.1979166667
Q1 Polar spatial + curriculum,71603200,467743.65625,467510.9479166667
Q1 Polar spatial + curriculum,71654400,467754.75,468676.1666666667
Q1 Polar spatial + curriculum,71705600,470530.09375,469531.3854166667
Q1 Polar spatial + curriculum,71756800,470309.3125,470130.78125
Q1 Polar spatial + curriculum,71808000,469552.9375,470300.28125
Q1 Polar spatial + curriculum,71859200,471038.59375,470589.2083333333
Q1 Polar spatial + curriculum,71910400,471176.09375,471477.5208333333
Q1 Polar spatial + curriculum,71961600,472217.875,471819.2708333333
Q1 Polar spatial + curriculum,72012800,472063.84375,471162.4895833333
Q1 Polar spatial + curriculum,72064000,469205.75,470650.0416666667
Q1 Polar spatial + curriculum,72115200,470680.53125,470173.6145833333
Q1 Polar spatial + curriculum,72166400,470634.5625,470101.0625
Q1 Polar spatial + curriculum,72217600,468988.09375,469468.3020833333
Q1 Polar spatial + curriculum,72268800,468782.25,469022.6041666667
Q1 Polar spatial + curriculum,72320000,469297.46875,469811.2395833333
Q1 Polar spatial + curriculum,72371200,471354.0,470987.5104166667
Q1 Polar spatial + curriculum,72422400,472311.0625,471478.2395833333
Q1 Polar spatial + curriculum,72473600,470769.65625,471805.1666666667
Q1 Polar spatial + curriculum,72524800,472334.78125,472456.1666666667
Q1 Polar spatial + curriculum,72576000,474264.0625,474118.8854166667
Q1 Polar spatial + curriculum,72627200,475757.8125,475394.3645833333
Q1 Polar spatial + curriculum,72678400,476161.21875,475975.6666666667
Q1 Polar spatial + curriculum,72729600,476007.96875,477203.1458333333
Q1 Polar spatial + curriculum,72780800,479440.25,477621.40625
Q1 Polar spatial + curriculum,72832000,477416.0,478719.375
Q1 Polar spatial + curriculum,72883200,479301.875,478451.8645833333
Q1 Polar spatial + curriculum,72934400,478637.71875,479608.21875
Q1 Polar spatial + curriculum,72985600,480885.0625,479872.9895833333
Q1 Polar spatial + curriculum,73036800,480096.1875,479681.3020833333
Q1 Polar spatial + curriculum,73088000,478062.65625,477516.40625
Q1 Polar spatial + curriculum,73139200,474390.375,475001.375
Q1 Polar spatial + curriculum,73190400,472551.09375,472222.7604166667
Q1 Polar spatial + curriculum,73241600,469726.8125,470722.4895833333
Q1 Polar spatial + curriculum,73292800,469889.5625,469171.59375
Q1 Polar spatial + curriculum,73344000,467898.40625,466060.0625
Q1 Polar spatial + curriculum,73395200,460392.21875,465846.65625
Q1 Polar spatial + curriculum,73446400,469249.34375,466518.625
Q1 Polar spatial + curriculum,73497600,469914.3125,469258.5104166667
Q1 Polar spatial + curriculum,73548800,468611.875,469436.71875
Q1 Polar spatial + curriculum,73600000,469783.96875,469408.375
Q1 Polar spatial + curriculum,73651200,469829.28125,469704.5416666667
Q1 Polar spatial + curriculum,73702400,469500.375,469846.7916666667
Q1 Polar spatial + curriculum,73753600,470210.71875,469227.0416666667
Q1 Polar spatial + curriculum,73804800,467970.03125,470227.5833333333
Q1 Polar spatial + curriculum,73856000,472502.0,471115.9791666667
Q1 Polar spatial + curriculum,73907200,472875.90625,472969.5833333333
Q1 Polar spatial + curriculum,73958400,473530.84375,474076.625
Q1 Polar spatial + curriculum,74009600,475823.125,473851.1458333333
Q1 Polar spatial + curriculum,74060800,472199.46875,474223.0104166667
Q1 Polar spatial + curriculum,74112000,474646.4375,473857.46875
Q1 Polar spatial + curriculum,74163200,474726.5,473751.84375
Q1 Polar spatial + curriculum,74214400,471882.59375,473766.125
Q1 Polar spatial + curriculum,74265600,474689.28125,473226.4166666667
Q1 Polar spatial + curriculum,74316800,473107.375,473550.6770833333
Q1 Polar spatial + curriculum,74368000,472855.375,473888.2604166667
Q1 Polar spatial + curriculum,74419200,475702.03125,474233.1041666667
Q1 Polar spatial + curriculum,74470400,474141.90625,474877.4895833333
Q1 Polar spatial + curriculum,74521600,474788.53125,474943.4270833333
Q1 Polar spatial + curriculum,74572800,475899.84375,475530.2604166667
Q1 Polar spatial + curriculum,74624000,475902.40625,475060.4583333333
Q1 Polar spatial + curriculum,74675200,473379.125,475271.8541666667
Q1 Polar spatial + curriculum,74726400,476534.03125,475776.03125
Q1 Polar spatial + curriculum,74777600,477414.9375,476587.09375
Q1 Polar spatial + curriculum,74828800,475812.3125,476572.5416666667
Q1 Polar spatial + curriculum,74880000,476490.375,476509.9375
Q1 Polar spatial + curriculum,74931200,477227.125,476118.53125
Q1 Polar spatial + curriculum,74982400,474638.09375,476113.4583333333
Q1 Polar spatial + curriculum,75033600,476475.15625,475530.8958333333
Q1 Polar spatial + curriculum,75084800,475479.4375,475734.40625
Q1 Polar spatial + curriculum,75136000,475248.625,475450.0625
Q1 Polar spatial + curriculum,75187200,475622.125,475417.6354166667
Q1 Polar spatial + curriculum,75238400,475382.15625,475819.2708333333
Q1 Polar spatial + curriculum,75289600,476453.53125,475968.46875
Q1 Polar spatial + curriculum,75340800,476069.71875,475872.875
Q1 Polar spatial + curriculum,75392000,475095.375,474740.96875
Q1 Polar spatial + curriculum,75443200,473057.8125,472916.0416666667
Q1 Polar spatial + curriculum,75494400,470594.9375,471430.46875
Q1 Polar spatial + curriculum,75545600,470638.65625,468602.0729166667
Q1 Polar spatial + curriculum,75596800,464572.625,466444.3020833333
Q1 Polar spatial + curriculum,75648000,464121.625,462966.375
Q1 Polar spatial + curriculum,75699200,460204.875,461246.2708333333
Q1 Polar spatial + curriculum,75750400,459412.3125,459062.28125
Q1 Polar spatial + curriculum,75801600,457569.65625,457259.5729166667
Q1 Polar spatial + curriculum,75852800,454796.75,454449.2291666667
Q1 Polar spatial + curriculum,75904000,450981.28125,455574.125
Q1 Polar spatial + curriculum,75955200,460944.34375,457559.5
Q1 Polar spatial + curriculum,76006400,460752.875,462969.0833333333
Q1 Polar spatial + curriculum,76057600,467210.03125,466068.3854166667
Q1 Polar spatial + curriculum,76108800,470242.25,469029.25
Q1 Polar spatial + curriculum,76160000,469635.46875,471637.0520833333
Q1 Polar spatial + curriculum,76211200,475033.4375,474399.0625
Q1 Polar spatial + curriculum,76262400,478528.28125,477056.5
Q1 Polar spatial + curriculum,76313600,477607.78125,478980.9791666667
Q1 Polar spatial + curriculum,76364800,480806.875,479984.1145833333
Q1 Polar spatial + curriculum,76416000,481537.6875,480869.3333333333
Q1 Polar spatial + curriculum,76467200,480263.4375,480684.28125
Q1 Polar spatial + curriculum,76518400,480251.71875,478699.5416666667
Q1 Polar spatial + curriculum,76569600,475583.46875,477656.1354166667
Q1 Polar spatial + curriculum,76620800,477133.21875,475019.6979166667
Q1 Polar spatial + curriculum,76672000,472342.40625,475882.3541666667
Q1 Polar spatial + curriculum,76723200,478171.4375,475342.9270833333
Q1 Polar spatial + curriculum,76774400,475514.9375,475896.8854166667
Q1 Polar spatial + curriculum,76825600,474004.28125,475014.6458333333
Q1 Polar spatial + curriculum,76876800,475524.71875,475318.5104166667
Q1 Polar spatial + curriculum,76928000,476426.53125,476105.1770833333
Q1 Polar spatial + curriculum,76979200,476364.28125,476276.7291666667
Q1 Polar spatial + curriculum,77030400,476039.375,475995.15625
Q1 Polar spatial + curriculum,77081600,475581.8125,476811.40625
Q1 Polar spatial + curriculum,77132800,478813.03125,477517.7708333333
Q1 Polar spatial + curriculum,77184000,478158.46875,477837.0625
Q1 Polar spatial + curriculum,77235200,476539.6875,476188.84375
Q1 Polar spatial + curriculum,77286400,473868.375,474721.6979166667
Q1 Polar spatial + curriculum,77337600,473757.03125,473981.6041666667
Q1 Polar spatial + curriculum,77388800,474319.40625,474036.6770833333
Q1 Polar spatial + curriculum,77440000,474033.59375,473287.1875
Q1 Polar spatial + curriculum,77491200,471508.5625,471755.53125
Q1 Polar spatial + curriculum,77542400,469724.4375,470488.4375
Q1 Polar spatial + curriculum,77593600,470232.3125,471408.90625
Q1 Polar spatial + curriculum,77644800,474269.96875,472697.6979166667
Q1 Polar spatial + curriculum,77696000,473590.8125,473316.25
Q1 Polar spatial + curriculum,77747200,472087.96875,472615.65625
Q1 Polar spatial + curriculum,77798400,472168.1875,472681.28125
Q1 Polar spatial + curriculum,77849600,473787.6875,473946.3333333333
Q1 Polar spatial + curriculum,77900800,475883.125,475560.8333333333
Q1 Polar spatial + curriculum,77952000,477011.6875,477457.84375
Q1 Polar spatial + curriculum,78003200,479478.71875,477985.6041666667
Q1 Polar spatial + curriculum,78054400,477466.40625,478192.8541666667
Q1 Polar spatial + curriculum,78105600,477633.4375,477441.2083333333
Q1 Polar spatial + curriculum,78156800,477223.78125,476828.0208333333
Q1 Polar spatial + curriculum,78208000,475626.84375,477364.7395833333
Q1 Polar spatial + curriculum,78259200,479243.59375,478295.0208333333
Q1 Polar spatial + curriculum,78310400,480014.625,480352.0833333333
Q1 Polar spatial + curriculum,78361600,481798.03125,480742.7083333333
Q1 Polar spatial + curriculum,78412800,480415.46875,480639.0729166667
Q1 Polar spatial + curriculum,78464000,479703.71875,481199.0520833333
Q1 Polar spatial + curriculum,78515200,483477.96875,481208.9166666667
Q1 Polar spatial + curriculum,78566400,480445.0625,481083.5729166667
Q1 Polar spatial + curriculum,78617600,479327.6875,479132.7604166667
Q1 Polar spatial + curriculum,78668800,477625.53125,478055.03125
Q1 Polar spatial + curriculum,78720000,477211.875,475590.84375
Q1 Polar spatial + curriculum,78771200,471935.125,473942.375
Q1 Polar spatial + curriculum,78822400,472680.125,471727.8854166667
Q1 Polar spatial + curriculum,78873600,470568.40625,472795.65625
Q1 Polar spatial + curriculum,78924800,475138.4375,474469.625
Q1 Polar spatial + curriculum,78976000,477702.03125,476864.21875
Q1 Polar spatial + curriculum,79027200,477752.1875,476905.9166666667
Q1 Polar spatial + curriculum,79078400,475263.53125,478222.03125
Q1 Polar spatial + curriculum,79129600,481650.375,479029.3125
Q1 Polar spatial + curriculum,79180800,480174.03125,479967.7916666667
Q1 Polar spatial + curriculum,79232000,478078.96875,478880.3541666667
Q1 Polar spatial + curriculum,79283200,478388.0625,478106.0208333333
Q1 Polar spatial + curriculum,79334400,477851.03125,479119.3229166667
Q1 Polar spatial + curriculum,79385600,481118.875,478753.9583333333
Q1 Polar spatial + curriculum,79436800,477291.96875,478784.21875
Q1 Polar spatial + curriculum,79488000,477941.8125,477972.8854166667
Q1 Polar spatial + curriculum,79539200,478684.875,477954.28125
Q1 Polar spatial + curriculum,79590400,477236.15625,477074.0416666667
Q1 Polar spatial + curriculum,79641600,475301.09375,476030.0104166667
Q1 Polar spatial + curriculum,79692800,475552.78125,475817.8020833333
Q1 Polar spatial + curriculum,79744000,476599.53125,475624.5520833333
Q1 Polar spatial + curriculum,79795200,474721.34375,474641.03125
Q1 Polar spatial + curriculum,79846400,472602.21875,472802.8229166667
Q1 Polar spatial + curriculum,79897600,471084.90625,472486.9583333333
Q1 Polar spatial + curriculum,79948800,473773.75,472098.7395833333
Q1 Polar spatial + curriculum,80000000,471437.5625,474234.0625
Q1 Polar spatial + curriculum,80051200,477490.875,475505.875
Q1 Polar spatial + curriculum,80102400,477589.1875,476830.4270833333
Q1 Polar spatial + curriculum,80153600,475411.21875,476266.21875
Q1 Polar spatial + curriculum,80204800,475798.25,474673.8333333333
Q1 Polar spatial + curriculum,80256000,472812.03125,473711.5625
Q1 Polar spatial + curriculum,80307200,472524.40625,471851.6041666667
Q1 Polar spatial + curriculum,80358400,470218.375,471611.7083333333
Q1 Polar spatial + curriculum,80409600,472092.34375,471632.3645833333
Q1 Polar spatial + curriculum,80460800,472586.375,472262.2395833333
Q1 Polar spatial + curriculum,80512000,472108.0,474063.0416666667
Q1 Polar spatial + curriculum,80563200,477494.75,475205.5104166667
Q1 Polar spatial + curriculum,80614400,476013.78125,477230.3125
Q1 Polar spatial + curriculum,80665600,478182.40625,476747.1666666667
Q1 Polar spatial + curriculum,80716800,476045.3125,476546.4375
Q1 Polar spatial + curriculum,80768000,475411.59375,475755.4479166667
Q1 Polar spatial + curriculum,80819200,475809.4375,474922.3020833333
Q1 Polar spatial + curriculum,80870400,473545.875,474984.9375
Q1 Polar spatial + curriculum,80921600,475599.5,474817.84375
Q1 Polar spatial + curriculum,80972800,475308.15625,475554.78125
Q1 Polar spatial + curriculum,81024000,475756.6875,476057.4375
Q1 Polar spatial + curriculum,81075200,477107.46875,477038.3645833333
Q1 Polar spatial + curriculum,81126400,478250.9375,478464.125
Q1 Polar spatial + curriculum,81177600,480033.96875,479674.4375
Q1 Polar spatial + curriculum,81228800,480738.40625,480199.2604166667
Q1 Polar spatial + curriculum,81280000,479825.40625,479440.03125
Q1 Polar spatial + curriculum,81331200,477756.28125,477116.1875
Q1 Polar spatial + curriculum,81382400,473766.875,475650.1145833333
Q1 Polar spatial + curriculum,81433600,475427.1875,474856.4895833333
Q1 Polar spatial + curriculum,81484800,475375.40625,474764.59375
Q1 Polar spatial + curriculum,81536000,473491.1875,475348.2291666667
Q1 Polar spatial + curriculum,81587200,477178.09375,475383.8125
Q1 Polar spatial + curriculum,81638400,475482.15625,475820.375
Q1 Polar spatial + curriculum,81689600,474800.875,475312.09375
Q1 Polar spatial + curriculum,81740800,475653.25,475767.4479166667
Q1 Polar spatial + curriculum,81792000,476848.21875,475835.1979166667
Q1 Polar spatial + curriculum,81843200,475004.125,474860.6041666667
Q1 Polar spatial + curriculum,81894400,472729.46875,473133.7708333333
Q1 Polar spatial + curriculum,81945600,471667.71875,472144.6666666667
Q1 Polar spatial + curriculum,81996800,472036.8125,471746.4479166667
Q1 Polar spatial + curriculum,82048000,471534.8125,472003.1458333333
Q1 Polar spatial + curriculum,82099200,472437.8125,471230.2291666667
Q1 Polar spatial + curriculum,82150400,469718.0625,470796.3333333333
Q1 Polar spatial + curriculum,82201600,470233.125,469290.4270833333
Q1 Polar spatial + curriculum,82252800,467920.09375,468788.125
Q1 Polar spatial + curriculum,82304000,468211.15625,468462.2291666667
Q1 Polar spatial + curriculum,82355200,469255.4375,468673.34375
Q1 Polar spatial + curriculum,82406400,468553.4375,469494.9895833333
Q1 Polar spatial + curriculum,82457600,470676.09375,470050.15625
Q1 Polar spatial + curriculum,82508800,470920.9375,469737.28125
Q1 Polar spatial + curriculum,82560000,467614.8125,469349.6354166667
Q1 Polar spatial + curriculum,82611200,469513.15625,468801.2916666667
Q1 Polar spatial + curriculum,82662400,469275.90625,469150.21875
Q1 Polar spatial + curriculum,82713600,468661.59375,469943.0104166667
Q1 Polar spatial + curriculum,82764800,471891.53125,470138.7083333333
Q1 Polar spatial + curriculum,82816000,469863.0,471300.7916666667
Q1 Polar spatial + curriculum,82867200,472147.84375,470736.4583333333
Q1 Polar spatial + curriculum,82918400,470198.53125,471662.0416666667
Q1 Polar spatial + curriculum,82969600,472639.75,472194.5104166667
Q1 Polar spatial + curriculum,83020800,473745.25,473401.3958333333
Q1 Polar spatial + curriculum,83072000,473819.1875,473434.90625
Q1 Polar spatial + curriculum,83123200,472740.28125,473521.8541666667
Q1 Polar spatial + curriculum,83174400,474006.09375,473469.125
Q1 Polar spatial + curriculum,83225600,473661.0,474226.2708333333
Q1 Polar spatial + curriculum,83276800,475011.71875,473081.6458333333
Q1 Polar spatial + curriculum,83328000,470572.21875,472698.1145833333
Q1 Polar spatial + curriculum,83379200,472510.40625,471076.8645833333
Q1 Polar spatial + curriculum,83430400,470147.96875,471108.90625
Q1 Polar spatial + curriculum,83481600,470668.34375,470664.3645833333
Q1 Polar spatial + curriculum,83532800,471176.78125,471782.3020833333
Q1 Polar spatial + curriculum,83584000,473501.78125,471455.4270833333
Q1 Polar spatial + curriculum,83635200,469687.71875,471102.5208333333
Q1 Polar spatial + curriculum,83686400,470118.0625,469637.6354166667
Q1 Polar spatial + curriculum,83737600,469107.125,469292.1979166667
Q1 Polar spatial + curriculum,83788800,468651.40625,469327.09375
Q1 Polar spatial + curriculum,83840000,470222.75,469649.84375
Q1 Polar spatial + curriculum,83891200,470075.375,470386.9791666667
Q1 Polar spatial + curriculum,83942400,470862.8125,469003.1458333333
Q1 Polar spatial + curriculum,83993600,466071.25,467929.0729166667
Q1 Polar spatial + curriculum,84044800,466853.15625,465651.0729166667
Q1 Polar spatial + curriculum,84096000,464028.8125,465821.5104166667
Q1 Polar spatial + curriculum,84147200,466582.5625,465902.4895833333
Q1 Polar spatial + curriculum,84198400,467096.09375,466792.1979166667
Q1 Polar spatial + curriculum,84249600,466697.9375,467402.8541666667
Q1 Polar spatial + curriculum,84300800,468414.53125,468350.0104166667
Q1 Polar spatial + curriculum,84352000,469937.5625,469312.2395833333
Q1 Polar spatial + curriculum,84403200,469584.625,471053.5520833333
Q1 Polar spatial + curriculum,84454400,473638.46875,473389.8125
Q1 Polar spatial + curriculum,84505600,476946.34375,475337.5520833333
Q1 Polar spatial + curriculum,84556800,475427.84375,476405.8958333333
Q1 Polar spatial + curriculum,84608000,476843.5,476999.2291666667
Q1 Polar spatial + curriculum,84659200,478726.34375,478277.0208333333
Q1 Polar spatial + curriculum,84710400,479261.21875,478875.625
Q1 Polar spatial + curriculum,84761600,478639.3125,478742.7604166667
Q1 Polar spatial + curriculum,84812800,478327.75,478936.1041666667
Q1 Polar spatial + curriculum,84864000,479841.25,479256.59375
Q1 Polar spatial + curriculum,84915200,479600.78125,480251.21875
Q1 Polar spatial + curriculum,84966400,481311.625,481310.5104166667
Q1 Polar spatial + curriculum,85017600,483019.125,482353.2395833333
Q1 Polar spatial + curriculum,85068800,482728.96875,482934.1875
Q1 Polar spatial + curriculum,85120000,483054.46875,483348.6458333333
Q1 Polar spatial + curriculum,85171200,484262.5,483682.375
Q1 Polar spatial + curriculum,85222400,483730.15625,484373.71875
Q1 Polar spatial + curriculum,85273600,485128.5,484638.3229166667
Q1 Polar spatial + curriculum,85324800,485056.3125,483287.40625
Q1 Polar spatial + curriculum,85376000,479677.40625,480787.6875
Q1 Polar spatial + curriculum,85427200,477629.34375,478421.5104166667
Q1 Polar spatial + curriculum,85478400,477957.78125,478574.1666666667
Q1 Polar spatial + curriculum,85529600,480135.375,480101.71875
Q1 Polar spatial + curriculum,85580800,482212.0,481105.8645833333
Q1 Polar spatial + curriculum,85632000,480970.21875,481931.03125
Q1 Polar spatial + curriculum,85683200,482610.875,482026.2708333333
Q1 Polar spatial + curriculum,85734400,482497.71875,482920.875
Q1 Polar spatial + curriculum,85785600,483654.03125,483671.3229166667
Q1 Polar spatial + curriculum,85836800,484862.21875,484783.125
Q1 Polar spatial + curriculum,85888000,485833.125,486203.7291666667
Q1 Polar spatial + curriculum,85939200,487915.84375,486415.4270833333
Q1 Polar spatial + curriculum,85990400,485497.3125,486144.5104166667
Q1 Polar spatial + curriculum,86041600,485020.375,484791.65625
Q1 Polar spatial + curriculum,86092800,483857.28125,484508.3958333333
Q1 Polar spatial + curriculum,86144000,484647.53125,485040.125
Q1 Polar spatial + curriculum,86195200,486615.5625,486333.0729166667
Q1 Polar spatial + curriculum,86246400,487736.125,486570.0208333333
Q1 Polar spatial + curriculum,86297600,485358.375,486205.0833333333
Q1 Polar spatial + curriculum,86348800,485520.75,485214.2708333333
Q1 Polar spatial + curriculum,86400000,484763.6875,485154.8854166667
Q1 Polar spatial + curriculum,86451200,485180.21875,484867.2395833333
Q1 Polar spatial + curriculum,86502400,484657.8125,485691.9270833333
Q1 Polar spatial + curriculum,86553600,487237.75,486537.1041666667
Q1 Polar spatial + curriculum,86604800,487715.75,486369.09375
Q1 Polar spatial + curriculum,86656000,484153.78125,486229.3125
Q1 Polar spatial + curriculum,86707200,486818.40625,484991.7083333333
Q1 Polar spatial + curriculum,86758400,484002.9375,485251.2708333333
Q1 Polar spatial + curriculum,86809600,484932.46875,485772.8645833333
Q1 Polar spatial + curriculum,86860800,488383.1875,486345.8541666667
Q1 Polar spatial + curriculum,86912000,485721.90625,486759.96875
Q1 Polar spatial + curriculum,86963200,486174.8125,485712.09375
Q1 Polar spatial + curriculum,87014400,485239.5625,486466.8958333333
Q1 Polar spatial + curriculum,87065600,487986.3125,488026.5
Q1 Polar spatial + curriculum,87116800,490853.625,489641.21875
Q1 Polar spatial + curriculum,87168000,490083.71875,490234.0729166667
Q1 Polar spatial + curriculum,87219200,489764.875,488902.2604166667
Q1 Polar spatial + curriculum,87270400,486858.1875,488209.6770833333
Q1 Polar spatial + curriculum,87321600,488005.96875,487184.78125
Q1 Polar spatial + curriculum,87372800,486690.1875,486057.71875
Q1 Polar spatial + curriculum,87424000,483477.0,484358.125
Q1 Polar spatial + curriculum,87475200,482907.1875,482494.8020833333
Q1 Polar spatial + curriculum,87526400,481100.21875,480852.1145833333
Q1 Polar spatial + curriculum,87577600,478548.9375,479493.7916666667
Q1 Polar spatial + curriculum,87628800,478832.21875,479131.6666666667
Q1 Polar spatial + curriculum,87680000,480013.84375,479466.5729166667
Q1 Polar spatial + curriculum,87731200,479553.65625,479249.375
Q1 Polar spatial + curriculum,87782400,478180.625,478879.1979166667
Q1 Polar spatial + curriculum,87833600,478903.3125,479870.6666666667
Q1 Polar spatial + curriculum,87884800,482528.0625,481255.0625
Q1 Polar spatial + curriculum,87936000,482333.8125,483346.3229166667
