episode,MAPPO_mean,MAPPO_std,DCPPO_mean,DCPPO_std,ARA_mean,ARA_std
49,396502.7604166667,800.046171017348,370065.06944444444,1615.8865593043715,419428.54861111107,4105.282882280769
50,396611.90625,702.1981007056102,370345.5555555555,1166.5229743325062,420801.8923611112,2168.0787840278053
51,398446.1666666667,2507.4413939463316,372250.0069444445,1089.955222660996,422952.80555555556,1784.9149512135316
52,399163.37152777775,234.67647493459882,372580.73611111107,2243.2620812618375,422027.0034722222,1181.2044806013855
53,401814.99652777775,3751.8407309584577,374390.31597222225,4575.37265601858,422167.59722222225,3860.261444761363
54,403287.7847222222,3144.249285794095,376218.5798611112,4020.3517077876845,421910.4340277778,4835.126021266594
55,402802.5277777778,1040.7050736800418,377490.0,1414.2549131291346,423302.46180555556,5153.135042548965
56,403134.2708333333,153.42995710133258,379442.78125,1529.3773077064086,424860.0034722222,3777.8154621776866
57,402473.0486111112,1070.4307824611974,379347.0729166667,2958.859743346121,426544.88888888893,2339.240411624709
58,405274.29861111107,3132.787777547458,381607.3229166667,2330.016555004046,427863.9930555555,2824.0222474925868
59,406112.7916666667,3288.664738286741,382068.2638888888,2702.5304517419695,428864.6215277778,3688.7438143611357
60,407356.6979166667,3589.659224688648,384059.8611111112,1664.2542585566093,430963.1770833333,4735.011049213744
61,408377.8645833333,2610.150692422326,384529.82638888893,871.0235950407854,430880.1354166667,3063.4476746072432
62,409374.96527777775,2971.2758734633444,385733.8368055555,1869.7900786417683,432475.74652777775,1675.7865403417375
63,410405.46875,4882.261676664523,386383.59375,2332.838298049846,432112.5729166667,147.31737495176367
64,410170.0104166667,3650.4241843063674,387566.7083333333,1680.050581333113,434017.53819444444,930.5749403751781
65,411544.26388888893,2435.3728780087713,389370.01388888893,1615.498646645938,434152.6631944445,1284.7071009855204
66,413410.0625,2707.6341338638395,391384.59722222225,2743.0831631082556,436510.9479166667,3213.6125758147787
67,414037.1597222222,4754.2790320074155,391711.9618055555,4480.826786664882,437342.05902777775,4397.373091090818
68,413651.6041666667,1798.4252349289864,390690.1458333333,748.0927225034718,438134.5625,3361.067251146839
69,413766.8125,2314.1886071825884,390479.24305555556,588.6467804670526,437716.8263888888,4750.487511079061
70,415061.4548611112,2505.724379982543,391929.18055555556,1160.6600654711901,438043.0104166667,4910.146885609369
71,416583.0972222222,4012.4666707783704,394804.35069444444,1510.866284456249,438072.6631944445,5074.464097452878
72,417760.5520833333,2369.7339571498887,396669.9895833333,2811.3794966446,439103.1979166667,3934.801168106266
73,418453.09027777775,1255.8486094485686,397936.97569444444,4654.401099005364,440528.63888888893,3575.4068219006376
74,417527.17013888893,1214.2457196463374,397129.10069444444,3003.7376324827637,441017.8472222222,4934.625735158292
75,416340.7118055555,10.842655911301126,396188.78819444444,3249.7413116586663,441228.2604166667,5673.282652869803
76,417394.2465277778,1053.4412122292317,396949.6041666667,2784.0866563544937,441387.3090277778,4375.803485547916
77,418887.33680555556,1074.1919795822432,399066.3576388888,4945.977336677093,442335.5972222222,4294.17913115061
78,420835.90972222225,1342.6289267852374,401516.70486111107,4349.243753861677,444666.93055555556,2820.134473458109
79,421931.28125,2336.182177426247,402954.0416666667,5545.8824252871045,445233.61805555556,2624.9278729825814
80,422760.1493055555,2127.319343805957,403698.98611111107,3661.7158022967283,447284.25,3417.518065477428
81,423453.1840277778,1628.725364534703,403935.8958333333,3819.8469179629637,447630.54861111107,3572.4425814348783
82,423869.5833333333,3925.2819072146617,405027.16319444444,3088.9120179922943,449239.125,3616.616322659278
83,424436.38194444444,3397.7039398324628,404795.3854166667,1738.326414581799,447625.2430555555,3790.200979097302
84,424179.9236111112,2677.6310028791545,404534.45486111107,1798.7836621837412,445441.71180555556,3026.495927058019
85,423969.53472222225,2488.950937949681,404582.6180555555,1578.640129118318,443111.42013888893,2353.570704440402
86,424585.2604166667,1795.6526073988623,406516.9965277778,2424.500152977851,444271.89930555556,2208.0268276220745
87,425559.3541666667,2319.366205464778,408411.8229166667,1959.3119366457508,445918.5208333333,858.5968130695413
88,426482.03125,591.8478365708925,409699.99652777775,2234.9257351164742,450507.06597222225,1378.7134920092276
89,427827.96875,2929.935828827331,411706.45138888893,1116.0089586577587,452420.5277777778,3403.7639879124195
90,430800.4756944445,2758.1368538668503,414953.7604166667,2068.2573300094987,455352.80555555556,2496.1520282349165
91,432146.5208333333,3602.1038725587005,416150.26736111107,2224.4152647628457,453975.03819444444,4811.415226422225
92,432158.6284722222,809.4430088821422,415732.90972222225,4530.65879036251,454836.0,3591.0106115616236
93,432771.1284722222,2799.9095051862523,416506.1041666667,2575.2676985268,454219.83680555556,6010.637857772219
94,433602.25694444444,1906.3666373792125,417476.3888888888,2410.921968277662,455677.63194444444,5095.473594907026
95,435529.3645833333,1736.6001432109233,418857.69444444444,3169.4657820131147,455569.09722222225,4115.298198531888
96,434254.76736111107,684.2756373148378,417843.2291666667,4991.119830372019,455397.19097222225,2180.292851531388
97,434311.4861111112,1393.2936546731623,417559.45486111107,5054.115116895977,455553.71875,969.1488102149978
98,434036.6354166667,2339.3433077796954,416976.56944444444,3971.059677678797,454978.51388888893,1551.3828344188234
99,434244.13888888893,903.3986403815704,417346.6388888888,4217.2954422799785,456354.3333333333,1786.7641598344462
100,435098.9375,634.7546865083162,418957.34722222225,4901.332542569723,457957.5416666667,2808.210460710691
101,436218.3958333333,647.226587558287,420997.8229166667,4316.133091369323,460703.3402777778,1634.7287470479714
102,438249.0,3078.1272140608057,423126.02777777775,2787.2767170541124,461417.79513888893,1939.4237969300748
103,439404.9270833333,4866.9158295747875,424911.72569444444,3364.273557919852,461337.50347222225,2443.5290902862716
104,438959.51736111107,5056.8992974113635,426571.9166666667,4114.051426919432,460365.17013888893,4239.319817418697
105,439067.3680555555,2611.9788520341453,427355.57986111107,3156.933788026744,460351.13194444444,2797.5342402056604
106,438613.94444444444,429.91032534701793,427847.2361111112,4918.059367593937,459369.27430555556,1645.7659485590104
107,440356.4548611112,2793.19524725221,429193.66319444444,4565.332128855377,462163.2083333333,2116.168698703268
108,439799.21527777775,3669.029669480881,428682.01388888893,3844.9745919402935,463393.3854166667,701.1920070809927
109,440246.85069444444,3920.6227441942233,428364.7638888888,4850.57572065001,464133.46875,1716.5118394164285
110,439471.86111111107,4795.28722438822,427485.95138888893,4288.1174047454315,462073.4861111112,513.2593730892221
111,439858.78125,4617.966513632234,428669.84027777775,3688.503684708855,459902.86805555556,3280.9202863500586
112,440986.2743055555,5325.904568462244,430483.7708333333,3465.9645803316816,461370.4791666667,3733.0045962240238
113,441797.9305555555,3748.3517601747085,431559.60763888893,5400.731413946784,462419.31597222225,2357.5971666528912
114,442824.34375,2044.2739208044625,433129.6006944445,5341.778443260738,465244.3298611112,592.8342764308878
115,442150.50694444444,1702.546807127923,432657.9826388888,4468.802361451848,465362.2430555555,2372.590773237087
116,441192.54861111107,1517.7058473560246,431632.88194444444,5623.653282405003,464910.4791666667,3735.3963492167986
117,442788.10763888893,1453.2333914298538,432945.24305555556,5285.817903082765,465509.67361111107,3120.6710981615242
118,444245.18402777775,2438.615433979963,434687.0729166667,5181.774828697743,467101.2256944445,3243.6064265608425
119,447197.4583333333,4747.93960005247,437951.84722222225,2512.135397863268,469404.9479166667,4258.446946092753
120,447113.1145833333,5358.597494754167,438362.82986111107,2318.885574927426,469716.5520833333,2525.6028566241407
121,448579.6458333333,5851.234413096918,440134.3298611112,2611.027065180589,469690.3333333333,2345.5322578449322
122,450641.2083333333,4554.242342072924,441378.5451388888,3396.8132611131127,469827.3541666667,2784.714121015923
123,450737.1493055555,3339.8476751005664,441080.75694444444,5049.152515998163,469957.64930555556,4086.07727069113
124,450964.6319444445,1211.7655145058225,441266.04513888893,8444.986885697468,470813.1041666667,2726.121229832567
125,450762.5277777778,642.0730511301437,440961.6770833333,9555.328845111304,471407.83680555556,2172.5386233923687
126,451371.2916666667,351.35557984694555,441549.25694444444,9439.274895543556,471345.53125,1320.0124319190943
127,450764.1875,1023.6479052695381,440741.1076388888,7501.533197181276,469114.21180555556,1854.746604773318
128,449610.2534722222,979.2734973488995,440404.2708333333,5171.7231115137665,469537.00694444444,2108.537314565605
129,451076.43402777775,1982.0801556215674,440930.7881944445,3353.534905247495,470007.98611111107,985.8917022144913
130,451631.7430555555,2928.3605252635034,440349.56944444444,2153.174284388324,471381.37152777775,1437.802897599409
131,453559.6458333333,3340.8668470006437,442536.2430555555,3952.396525604307,471869.54513888893,2381.9147348451816
132,453507.9583333333,1913.8936900899553,444113.12847222225,5997.35752149195,471899.90277777775,4128.76298541702
133,455232.75694444444,3404.5543424118855,446974.0277777778,5852.43819795905,473173.65277777775,4548.069794771076
134,454874.44097222225,2730.463769871741,446585.4895833333,6926.963504571321,473647.45486111107,3123.4723851181925
135,454402.01736111107,1341.1110029592553,445922.06597222225,8540.009539663055,474676.7847222222,3439.4454755038887
136,453129.7326388888,1366.6288927203623,445506.53472222225,9806.062541430285,475402.54861111107,2983.1782851013622
137,453623.22222222225,1495.7776844603507,445163.4305555555,7600.564266807063,475519.4791666667,3254.235818444058
138,454081.4166666667,618.8174290735426,445314.48611111107,7544.336164358238,475822.7604166667,2510.833188064409
139,454552.05902777775,516.0447035905637,445155.43402777775,5550.371839789828,475361.34027777775,5128.558211030596
140,454745.7604166667,1226.3608144073082,445345.4965277778,6173.196984968751,475983.0729166667,3450.2238901159853
141,456139.90972222225,2494.5013186631563,446182.3263888888,4882.36328838475,475207.3645833333,2042.706901585648
142,457471.8854166667,3441.4203592850035,447043.22222222225,6281.909302759818,477079.6319444445,1000.308753460506
143,458193.0729166667,3018.821009362249,448597.6041666667,6444.916486041093,476336.8993055555,1545.431942543441
144,457591.06597222225,3366.872778285181,448439.34722222225,5501.751939194158,477004.9895833333,795.9859575644412
145,459203.11111111107,3633.6874604088016,449534.6666666667,5155.834742779948,476594.52777777775,923.9448318098008
146,460112.62847222225,6390.095014650411,449779.6111111112,2888.06330710302,476301.9305555555,2820.441409456466
147,461711.7083333333,5394.109741618388,450179.3854166667,5528.160522819421,477801.2604166667,2349.0581711275577
148,460379.78125,3779.3667999165564,449964.39930555556,8359.281079238326,477677.375,4208.130818907698
149,459081.4513888888,1963.9597576087574,449891.37152777775,11420.950502419879,478589.3263888888,2918.1342758966625
150,458820.45486111107,2811.226690861941,450614.5173611112,11358.657692153934,477393.59027777775,1529.8586173348153
151,459019.82638888893,4880.132592098712,450184.21875,10061.418609163376,479186.9340277778,1454.3274010279706
152,460917.3333333333,4177.55936107168,450310.17013888893,10477.11782568067,480387.10763888893,2521.1475155521944
153,460699.8333333333,3096.4835144520694,450283.48611111107,10611.056796133214,480190.0520833333,4856.485573582045
154,461693.8576388888,2897.895723649272,450646.21875,10398.055242989576,478977.1875,4335.2089248616985
155,461001.7395833333,3698.829482833362,450677.90625,9528.029997823849,478456.29861111107,339.40863386083606
156,463305.1041666667,5423.410540763355,452770.90277777775,9344.920544766115,481626.1493055555,3262.6445588838355
157,463498.50347222225,5508.372404848083,453908.4131944445,9430.173307841245,481631.1284722222,3157.538681265951
158,465711.3333333333,7180.618590945547,456642.2743055555,8399.228897094732,481737.09722222225,1744.7316752538918
159,465750.22569444444,7336.535829776209,456820.2743055555,8513.8821779268,480900.7395833333,1745.7762947809983
160,467194.08680555556,7276.195384802013,457215.74652777775,8887.438090357193,481849.9895833333,2479.708014075342
161,466998.61111111107,6339.068038027993,455337.8645833333,9860.920692697022,480959.04861111107,4621.980050846439
162,466898.96180555556,5820.433290966334,454082.97569444444,10090.156097142692,479547.4652777778,4254.742740138168
163,466416.8333333333,5229.291869589684,453419.9479166667,9363.482183284148,479040.54513888893,2399.6901979529925
164,466737.37847222225,4497.583274193412,453840.3541666667,10622.358343318641,480851.34375,646.1035589743109
165,467836.5,5578.247311946844,454195.8958333333,9394.592611724975,484228.72222222225,2223.7286054830106
166,469089.65277777775,6837.0217210524015,455086.9479166667,9960.85528450277,484406.7222222222,3857.053161472175
167,469810.5833333333,7240.573929747555,455748.9375,9565.169628207588,484690.53125,3529.819360009957
168,469748.06597222225,6497.37256620195,456292.86111111107,10303.708645433026,482960.32638888893,1369.503639328888
169,469213.6875,5530.447655859067,456433.6354166667,9961.549608649091,484382.7604166667,1091.5361160110256
170,468500.44097222225,2996.3384688796805,457057.8506944445,10952.854126570848,484672.24305555556,1605.6992324195396
171,468979.59375,2851.245535599344,457882.1145833333,10986.422557980566,483592.6076388888,1247.834967820461
172,471253.28125,3742.8964376030553,459366.87847222225,9934.632461965222,482699.5625,559.4202103859042
173,472757.28125,5310.486716101664,459686.70486111107,8827.708091018152,482449.93402777775,2615.6985885111194
174,473306.7430555555,6641.820560370184,460455.4756944445,7724.394233347462,484475.4930555555,2860.5467648653275
175,473025.49652777775,6266.929389667625,461035.10069444444,8250.883934156042,485666.59722222225,4065.3330240449454
176,474210.9479166667,7354.966896765552,462203.77777777775,6613.006409145313,486206.34375,1007.8471296268525
177,474041.17013888893,6037.514742497802,462141.3506944445,6700.574754967746,485928.4652777778,2129.798737524881
178,475168.2916666667,5733.814085002355,462697.8611111112,6767.706971168725,483862.8333333333,725.6659798128975
179,474695.33680555556,6127.119728489513,462966.9652777778,6239.218922244468,485692.9340277778,743.5712943520927
180,476510.97222222225,6155.0458315613705,464375.5208333333,7069.626456364614,486220.72222222225,1313.9961320740865
181,475225.74652777775,5889.809451541719,464318.23611111107,6264.221091333899,487628.9479166667,1395.2124621582352
182,473766.2326388888,4640.946519180606,464045.63888888893,8694.57103942494,485127.5208333333,884.4616118144628
183,473393.28125,6149.2045608717,463883.0729166667,7718.561856055819,484741.35763888893,1997.9582197552706
184,473734.6979166667,6727.16123289489,463969.3993055555,7879.893194240653,484993.7604166667,3133.995005283589
185,474887.1006944445,7984.043203683929,463878.43402777775,6410.190832861992,485515.4201388888,3450.129104970575
186,475891.2708333333,5425.287417271482,465305.20486111107,6271.788162566759,486424.5520833333,2577.7279040987623
187,476001.4270833333,6502.504137062676,466031.9895833333,5274.529564279407,486285.7222222222,659.8903450618153
188,476530.3194444445,6039.955746118932,466712.6909722222,4612.709904493634,485556.4895833333,3885.5937121051816
189,475809.6458333333,8687.717894718227,465315.0694444445,4949.660208972031,485002.4930555555,4914.134525575468
190,476274.5555555555,7236.776969005252,464053.7604166667,6210.2315349045075,484403.46527777775,4150.335207637634
191,476850.0416666667,6652.991671552646,464980.2986111112,6804.758578930455,485859.0763888888,1513.2083731424277
192,476607.79861111107,4161.109376487442,465402.77777777775,7024.23843354745,486213.15277777775,2070.3764394301957
193,477474.44444444444,5541.936244523274,466718.9895833333,6016.994089722822,486967.45138888893,1775.306929165911
194,478654.46875,6079.391290874165,468152.8506944445,7308.840637356632,487399.4375,3070.2475674502307
195,480618.67361111107,7637.43940519364,469417.9375,6849.8689371760165,488105.30902777775,2792.479181244468
196,479884.5694444445,6321.94395515386,469081.74652777775,6630.843109582277,488232.49305555556,3287.2929427614704
197,479191.25,6402.626795299162,467449.29513888893,4447.178598287028,486072.97222222225,1996.341441669964
198,477747.69444444444,5857.3120126278145,466726.92361111107,2752.9553827167197,485036.4583333333,378.8527313291806
199,478862.37847222225,7321.068620089137,467804.79861111107,2813.3628032343995,485233.9583333333,1092.9315753943067
200,479108.4270833333,8242.737291879059,467173.9305555555,3753.829557927618,487499.5520833333,1813.1014547154127
201,479741.9965277778,6435.566354232727,466497.9166666667,5765.284745756535,488445.0451388888,1192.230010634118
202,480999.26388888893,5666.518708434634,466223.7395833333,6761.199416966607,488347.9826388888,1746.723846270968
203,481171.7465277778,5398.329996963197,467195.57986111107,5706.252426840692,488396.21180555556,2870.0752130856986
204,481760.3229166667,7229.398295558235,467894.1458333333,5605.955627752107,487716.26736111107,2692.971023822773
205,480951.1770833333,6722.1139559020285,467585.30555555556,3715.670073293542,489331.80902777775,2923.698022611667
206,482891.21875,5876.790097321988,467746.15277777775,3450.1899183197934,490309.6458333333,2570.7210399739183
207,483806.9270833333,4671.526890400888,467556.9305555555,3671.3614633849056,489299.4166666667,3711.260212853987
208,484441.18402777775,3702.969069858374,468114.75,5798.857554089183,488211.99305555556,4143.132630832933
209,484109.9479166667,3778.9866154623714,469017.02777777775,6587.524800500922,487385.5625,2987.758680960581
210,484028.34027777775,5210.355218980489,469997.38888888893,4841.880924358833,489132.3923611112,1078.253381161327
211,485120.5520833333,5951.097533615161,471875.3229166667,2851.57254045036,490403.3229166667,2127.058427763903
212,483832.5729166667,6324.661901998227,471116.09375,2195.8553308956866,489718.8333333333,1294.6159378521297
213,484903.78472222225,4179.339642966725,472414.5173611112,3796.0450197721493,488753.9270833333,905.9604099691088
214,485469.7083333333,5940.188738008588,472163.99305555556,5474.680646388501,487885.67013888893,3002.1670553170143
215,488259.61111111107,5427.112099025365,473815.90277777775,4836.810262804788,489326.15277777775,1633.8999907349444
216,486974.3333333333,3953.473010469365,471669.76388888893,4700.3810323200705,489800.46180555556,1347.7126470620185
217,486515.3229166667,1508.478822367207,469939.99652777775,5717.318990711548,489845.9895833333,1454.960711603249
218,485490.19097222225,1316.8850155734547,468523.1354166667,5035.875499249888,489206.02777777775,2286.0047823064806
219,487157.2083333333,2339.38579000074,470047.2743055555,4526.312282525623,490279.8020833333,3237.115226407741
220,486957.29513888893,5280.442787180048,470827.3958333333,3041.623231425011,490164.90625,5224.850773086264
221,487982.0069444445,3475.8927671437273,472103.6180555555,3678.6212991378966,490303.2256944445,2469.584912360606
222,488908.32638888893,1527.6356896087607,472616.0,2198.4346988501666,490959.50347222225,1413.480277711313
223,490555.1111111112,849.2813876861929,474192.26388888893,3300.6275665296657,492151.96875,1052.671963840053
224,490959.53125,2170.9781393391854,474364.2083333333,4095.203678659338,492905.94097222225,831.4472924242433
225,489184.79513888893,2594.4942732429126,473615.77430555556,2873.673253581933,491937.25347222225,285.46592057779867
226,489141.8229166667,4518.471708283562,473549.9270833333,3009.544437294802,491898.5416666667,2029.6027495724466
227,488216.13194444444,3697.1725255723386,473240.46875,2342.8169208150803,491988.38888888893,2729.8914546558285
228,489689.56944444444,3327.2154541956997,474372.99305555556,3628.6802550029674,493703.92361111107,3211.838425064538
229,489698.1319444445,3014.6870304083236,474398.81944444444,5032.184770870259,494518.53819444444,2928.325137428608
230,491909.25,4441.061735074602,475696.47222222225,6638.872941665866,494697.7673611112,1968.369767551652
231,492018.90277777775,2937.7188791151975,475268.61805555556,6646.094695343397,495181.4826388888,2784.8974261717917
232,491531.7048611112,3258.0553882000704,474897.5868055555,5995.091236961222,494424.04861111107,2311.6622782880645
233,490526.92013888893,4574.344660774594,474890.8125,4866.285343769275,494381.98263888893,3047.108204970158
234,490914.07986111107,3622.2835453230787,475594.125,4107.712660722497,493511.1215277778,2237.4628413448595
235,492060.49652777775,3403.3456703327074,476155.05555555556,5164.537658152521,493266.38194444444,1897.7640065448363
236,491340.20138888893,2614.150379996817,474604.97222222225,5611.399173996011,493698.1979166667,1948.286476231859
237,492625.32638888893,2590.3645293877053,475933.8645833333,6463.886327442769,494269.96180555556,1652.0509796226766
238,492402.24652777775,2300.6476728658376,476869.03125,4927.514755678177,494508.48263888893,866.392033204994
239,493786.15972222225,1790.29909657002,478912.5833333333,4061.8180812825517,493540.52777777775,787.9456199189111
240,492175.14930555556,2279.1972183437006,477361.1145833333,3010.2809609154547,490826.0520833333,2091.8732543698825
241,492460.5451388888,1718.2337474152528,476339.3229166667,3838.7397084399518,490058.5104166667,1831.1258024578985
242,492997.99305555556,847.0356892788121,476355.4270833333,3936.6208822810836,491021.7361111112,1513.0017505011854
243,494352.32986111107,2033.6986022007711,477326.8125,4691.092636455436,493555.13888888893,1721.7695695292753
244,494697.8368055555,2794.790874047389,477831.87847222225,3818.115637440731,495770.5416666667,2525.261334776912
245,494080.875,2532.964506114561,477357.8958333333,3074.0463222503895,495419.19444444444,3493.392800658571
246,494414.81944444444,1096.6884777967705,477468.10763888893,1962.7494174356016,493907.64930555556,3512.2143456115714
247,495310.3645833333,1779.3790709228454,477664.07638888893,2917.0814073491665,492029.8958333333,2732.69389983498
248,497082.07638888893,562.148900295911,479327.875,4084.9570841093137,492473.35069444444,2175.5258703939094
249,497343.0763888888,847.192293621245,479074.14236111107,5040.290181588727,493412.62152777775,1782.3597807561246
250,498110.73263888893,1750.7898556773573,479271.23263888893,5857.941033813429,493091.1354166667,2043.2712680204268
251,498908.5416666667,903.6280540998326,477749.22222222225,6359.060065820861,493680.4444444445,927.7048052938802
252,499511.31944444444,838.1738150408909,477479.05902777775,7458.743819813814,494758.59027777775,1382.8820853620637
253,498726.1423611112,2177.253945899822,475632.9895833333,10284.157261513226,496216.65972222225,1967.021288934403
254,497293.6770833333,2410.7615340254465,475150.18055555556,10960.341108469745,495287.75347222225,1226.8758553344026
255,496523.94097222225,1189.4217492935152,474993.27777777775,10491.630036621591,495161.5798611112,2260.311961772694
256,497260.0833333333,1376.1847088471022,476614.9236111112,10954.602664122087,495039.4375,3051.868957719375
257,496955.8611111112,2689.9156764662416,476131.6909722222,12345.271311642604,496440.46180555556,2296.298264003837
258,497576.28125,2474.190327126855,476328.62847222225,12794.587358788747,495616.17013888893,658.7463494072367
259,497029.67361111107,3002.1584882510733,475955.97222222225,13220.812089349958,493944.6458333333,592.3297834603097
260,498079.9409722222,2532.005473988011,476895.1145833333,13325.530456143508,492912.4791666667,447.08765421469536
261,497701.5694444445,3899.8165336082766,476723.61805555556,14397.809224371878,492971.9756944445,2593.0977204487654
262,498270.4270833333,2732.963975357781,477667.7708333333,13595.411421128212,495265.90625,1583.3873059605735
263,498621.8333333333,3036.190263556428,477724.17013888893,13028.493148204758,495878.19097222225,1336.290853786297
264,499630.19444444444,4322.188613419748,477996.26736111107,12961.755398835525,496177.9895833333,510.4240221621472
265,500671.8125,3248.0717363124495,477312.48611111107,13792.45599377053,496263.80555555556,591.7556045916745
266,500816.7916666667,1251.6872645539559,477434.4513888888,13693.440113965777,495983.74652777775,519.9541596729061
267,501176.13888888893,1080.1420802133634,477226.0902777778,14110.020128175067,496495.25,1731.7397112491897
268,500589.4618055555,1994.5723816681352,476849.7638888888,13996.658084101966,496136.21180555556,914.5993244576044
269,501137.6076388888,3627.368175461803,477279.7847222222,14511.984914604593,495358.6666666667,918.8077662182775
270,502100.98263888893,1582.2879489043578,478608.4479166667,13531.211785289739,495348.46180555556,2786.2056420923827
271,502282.3472222222,2545.8947600321967,478732.97569444444,14101.634283155758,494679.2604166667,3290.9485552883816
272,502729.21875,2388.016444675175,478344.6944444445,14999.76167805589,495634.7291666667,3601.5916722577085
273,502163.0833333333,4772.594558971819,476997.9618055555,15316.618747602599,495921.40625,2530.8988956598173
274,502437.21527777775,4410.526331772303,476913.83680555556,15748.382846391307,497020.1666666667,2541.006716297691
