episode,MAPPO_mean,MAPPO_std,DCPPO_mean,DCPPO_std,ARA_mean,ARA_std
406,525574.5486111111,4721.57466696826,499796.3993055555,10338.314023130479,507727.4895833333,2334.103540269146
407,525017.4340277779,3204.352330824799,499654.1006944445,7531.437699426895,509241.8055555555,2763.284394088725
408,525787.8020833334,5112.67329596056,499112.7013888888,7215.438583998532,509453.40625,1835.305934011894
409,525342.8159722222,4917.645006347706,498846.30555555556,6263.580519035328,508220.75,1107.1769075155112
410,526749.4861111111,4915.094411938539,500705.3229166667,7497.887428474919,508676.68402777775,2348.7129362146175
411,525887.2326388889,3794.8946690364446,499874.50694444444,9432.778774834442,508893.59027777775,2208.9367631813375
412,526875.1944444444,3592.3542567580403,500481.125,11340.885354409205,509893.9270833333,2480.4091594766883
413,526390.8472222222,4970.771126162059,498781.8993055555,13401.924538366393,509614.36111111107,2034.2217815534834
414,527630.9513888889,4212.049058060185,500211.6805555555,10543.382835469383,508908.4583333333,3030.0076148860167
415,527841.6423611111,4997.470842001939,500629.875,9482.59130586273,509484.2604166667,2244.7306076624345
416,529064.392361111,3346.149074589552,502518.93402777775,8428.0919924549,510269.96180555556,1363.6173853090525
417,527910.3194444444,3409.4071089187796,501742.09027777775,9341.126169505436,509735.99652777775,2645.6444010901428
418,527951.9965277776,1241.4521144477203,500980.74652777775,9281.011198564243,509777.0625,3747.5047100381094
419,528946.9618055555,2850.727441624987,501495.6770833333,9212.625676532318,508637.6458333333,4253.647579996386
420,530866.1319444445,3555.0281848544687,503167.03819444444,9874.797591435712,509473.59375,2811.4158466747886
421,531105.3472222221,4075.585970583484,503656.5486111112,10224.196623731894,508808.6527777778,1813.822630816058
422,530736.9652777779,3114.007471104196,503158.4375,11367.415383115715,510945.5104166667,1850.8694422259307
423,529100.3680555556,2113.6353170821158,502300.32638888893,9790.117110170457,510917.79513888893,2375.813318395242
424,529140.2916666666,1719.3264845078124,502739.7916666667,9054.421410965388,511173.02777777775,1043.2799421998698
425,527352.0625,1728.1758361018,501923.0625,6596.3814753020715,508908.4791666667,2551.685369885563
426,528716.3888888889,2253.5498528722965,502820.00347222225,6433.811482311499,509209.1840277778,3945.824602852643
427,528697.0347222221,3113.164258263497,502756.4305555555,5641.756483788252,509150.9826388888,3962.4381452373823
428,529752.486111111,1661.432236646339,504251.1354166667,7721.508559241966,510962.9479166667,1524.913058627118
429,529293.1527777779,1522.400653620724,504309.26736111107,7338.042515038337,511158.23263888893,1094.0305704291836
430,529888.5763888889,2020.7699431996516,505024.0381944445,9384.451620707003,511937.6666666667,1482.5193945471112
431,530182.4166666666,1692.6250603875872,504699.8125,8318.49153878891,511809.7395833333,2948.0497541365517
432,531083.6736111111,878.3177848712434,505060.84375,8987.520886267703,511733.77430555556,3212.660399765315
433,530366.7083333334,549.5048272049651,504529.38888888893,7344.677130766282,511632.7395833333,2590.1065685524086
434,531398.7916666666,557.0959157766282,505352.2395833333,7343.385919306861,511645.5,4266.20421513943
435,530260.7847222224,593.6845506081271,504194.0625,7413.201463722119,510920.04513888893,5315.554763332324
436,531596.798611111,1959.4145038917634,504290.80555555556,7986.063715281301,511613.74652777775,5802.2674774071265
437,530783.6597222222,2937.905622581062,503154.84722222225,9007.784075472737,511813.4861111112,4636.249251449283
438,530496.2291666666,2362.924615813465,502185.1666666667,10099.319030524604,511691.84722222225,2996.3029339247455
439,530007.2708333334,1797.6667966818784,503019.5833333333,10772.97479383149,511057.43402777775,1963.5197640890913
440,529751.4097222224,931.2841279012578,502848.0416666667,11839.250427800149,509332.15972222225,1207.3693542256135
441,531834.1944444445,3209.9353002964413,504811.24305555556,12854.466583828627,510833.1354166667,2140.532298352618
442,533057.0,3486.1383752322863,504516.4479166667,13133.229903816053,510255.9965277778,2012.0369532951183
443,533644.0277777779,4986.313762454692,505182.14236111107,14174.024429047213,512032.84027777775,2653.049565090676
444,532829.9513888889,2475.2438972430623,504934.5520833333,14037.34923048966,511703.82986111107,741.9747116259633
445,531687.2916666666,2987.326979459244,504480.3541666667,15282.159237886299,512373.625,510.83050899419743
446,531788.3958333334,1693.9116717633133,504231.79513888893,14560.613558117628,513026.11111111107,1573.748339742315
447,532260.5694444445,2494.4790755221065,504090.08680555556,14580.517627284386,513070.93055555556,2240.818732939976
448,533064.1597222221,2337.4057765038447,504060.6979166667,13244.023747027464,513655.1597222222,2655.535484707312
449,533140.25,2990.4186033358415,503863.90972222225,12479.030070970612,512746.24652777775,2611.618897975996
450,533437.0069444444,2617.111908305807,504404.5625,11505.180641980403,512876.76736111107,2119.731070805
451,534258.1527777779,3069.4257474999704,504385.87847222225,11057.550477385677,512629.6006944445,2867.6199196575612
452,534254.9236111111,2940.5574557077425,504318.0625,10072.565935460401,512449.5069444445,2965.7135214172067
453,534694.1041666666,3227.7817807216047,504631.3541666667,12216.190588016683,513540.1875,2379.3391435630074
454,533593.1319444444,3846.0832088229545,504751.85069444444,12772.370932808904,513421.2118055555,1098.5948060535125
455,532652.5,5167.994504607413,503749.8680555555,15087.005032044959,513652.1076388888,1326.3584182982136
456,531546.2638888889,2730.983053342632,502892.7986111112,13737.931639950744,512365.9548611112,3318.3797368511296
457,531269.1180555556,3382.5444350635316,502790.12847222225,14629.907431610798,512763.09375,2787.4835923782325
458,532959.0625,5374.015086482321,504467.09722222225,15377.44959639479,513339.02430555556,1305.3934448380446
459,533073.4583333334,4193.974352129407,504156.3229166667,16283.32968159891,513350.6111111112,1200.4392679419873
460,534403.9652777779,2995.2669388331383,505786.17013888893,16313.848752990576,512825.0138888888,1840.8530239915733
461,534445.3958333334,1850.4274953006354,506515.33680555556,15495.511013310304,512498.43402777775,2292.3662901834596
462,536057.7847222221,1675.0544342747744,508106.625,15031.820482168421,514117.92013888893,2621.9743290293804
463,535453.6319444444,3140.930751032815,506764.4583333333,14828.855625158702,514902.8125,3663.908313964477
464,535246.6319444445,3548.0159419422475,506037.4861111112,13793.891857862587,514255.2569444445,3299.4564831227203
465,534064.9097222221,3860.5539628250904,504391.53472222225,13792.68644078178,513797.6875,4938.216982961709
466,534294.1319444445,3317.4394507953384,504166.04861111107,14794.791419687332,513908.1979166667,3621.9227599819565
467,533585.888888889,4315.971125407699,502736.4270833333,16239.083540480371,514627.3333333333,2930.268329923313
468,533350.9930555555,5220.0296504291955,503244.29861111107,16179.412799231086,514012.2916666667,3465.755204775938
469,532941.0625,4489.086415413729,502520.69097222225,13313.402356221623,513243.43402777775,2995.279791820145
470,534316.1597222221,3320.239850926338,503381.54513888893,11604.765877820606,514190.65972222225,3141.0697395223456
471,534886.2361111111,3095.2588275208773,502159.3298611112,12840.390657230319,513975.19444444444,2378.835858959813
472,535686.3125,2962.534539839086,503780.66319444444,14905.355148550487,514607.56944444444,2494.6410073100656
473,533821.25,4242.28500338124,501840.0208333333,15179.932038231593,513316.2395833333,3932.2846523668127
474,532982.2013888889,3103.7595986123238,502039.71875,14352.963238086662,513712.1041666667,2247.663035269564
475,532605.6041666666,2940.268662064989,501740.09722222225,13938.502927177919,513214.0,2896.0124896431767
476,533815.736111111,2186.073813092917,503924.74652777775,14429.490336228688,513355.5416666667,1807.0135356651867
477,534143.3055555555,1922.8044974883069,504234.9479166667,14269.493778891989,512964.07638888893,2870.553507096178
478,534412.0208333334,2040.6433939744427,503432.4166666667,14883.761096872668,513908.7395833333,1849.7667512904668
479,533520.2361111111,1983.176237796832,502408.76736111107,14680.37959921743,514285.7604166667,1367.9322544151341
480,533188.8680555556,2085.687489941932,501915.42361111107,14755.707908151868,514336.90625,306.4383967356802
481,532752.1597222222,1152.8178212380762,501064.26388888893,13483.055906778774,513447.2256944445,1149.8075518477617
482,533856.7638888889,1946.878927378457,500724.54513888893,14688.682708034172,514865.76736111107,1793.572389227928
483,534681.611111111,1889.748575135873,500919.23611111107,14321.016084334007,514456.50347222225,3262.793647191126
484,535515.6041666666,1386.241964083546,501364.1215277778,14680.816239920227,514511.41319444444,3151.3184641913067
485,535587.6319444444,802.6161948409947,501614.6979166667,14379.399229203435,513382.67013888893,2563.9689759954
486,536416.3333333334,659.8069619188382,502157.8506944445,13858.633683999135,514082.1354166667,2615.2237590700365
487,536999.2152777776,1134.6756405124793,504013.98263888893,13693.433181953651,514277.6875,3787.0060113859654
488,537143.5763888889,2140.298245573701,504164.0208333333,12238.468818388337,513776.9583333333,3037.4662569392062
489,536368.625,1757.2764135624939,504155.8993055555,10406.977200912977,513895.2395833333,2116.1812473706104
490,535874.125,525.4600823821762,503551.6458333333,9632.001869114156,514477.5520833333,2301.038491231575
491,535252.5763888889,2155.742019202817,504447.1875,9973.9000706795,515553.1284722222,2586.4667875233695
492,535489.4652777776,3021.244667421434,504512.8020833333,12082.434900202075,515973.14930555556,3655.533932170003
493,535501.6527777779,2283.8265871893473,504998.8333333333,11735.438596720625,516431.6145833333,2537.572793752674
494,535828.5069444444,1407.9869003970732,504888.1423611112,9645.18505608344,515923.7951388888,2762.0815424394714
495,535515.2222222221,1010.4536772287992,505110.32638888893,9325.44352547738,515617.65625,1310.700315543506
496,535892.7708333334,1880.554401554162,506089.32638888893,9465.956814970576,515344.29513888893,808.0767156918337
497,535490.8541666666,3200.0868209250716,506528.4409722222,10906.548137770404,514456.9479166667,906.9836261901773
498,536529.25,3077.9819518368413,507056.1875,9620.476478783114,515187.76736111107,1122.104626875737
499,535874.4722222224,2762.013263927222,505100.0243055555,9261.283107410602,515482.68055555556,1959.9317383197297
500,537581.236111111,1237.6599197548478,505135.37152777775,8827.903889084077,516173.34722222225,750.6878805345576
501,537451.3125,1279.2521990608745,505345.48263888893,9061.400091348323,515753.82986111107,813.0450832074438
502,538085.3194444445,1412.2582490903692,506859.46527777775,8822.76130267291,514792.9583333333,1825.9517803271613
503,537610.5555555555,1361.8864374636196,507684.2951388888,9968.889675230414,514348.125,2991.1420963359424
504,537348.5486111111,1267.0494284166161,507388.2465277778,10209.616394464994,513514.03472222225,4231.740821692724
505,537206.7152777776,1695.1221692100803,506894.99652777775,9887.931991745641,514224.87152777775,3224.6750533486033
506,537231.9166666666,1137.4265109044775,506711.9861111112,8787.163241892295,514684.45486111107,1273.1482424263545
507,536522.2222222221,332.96788582671456,505991.54513888893,8119.210627491949,515037.8020833333,1471.2685322056102
508,536906.013888889,987.4749852521828,506260.69444444444,9165.734051719513,513079.5243055555,1679.306698608644
509,536887.3819444444,2382.4666617272665,506371.78819444444,10138.341326139342,513460.94444444444,2084.844375596688
510,538092.7916666666,2341.869162081692,508460.0729166667,11606.72517742124,513422.85763888893,3037.9837843891546
511,538119.25,2399.9881961334795,509250.6145833333,11982.324225289174,515613.37847222225,1523.936527609888
512,538240.4027777776,2149.7558707825733,508859.42013888893,10798.950174354944,516132.6423611112,2455.4249590726463
513,538175.4375,2744.1721107377543,508630.71875,10184.149420419255,516079.7708333333,1521.4842132095835
514,537627.7430555556,2248.235779629104,507680.26388888893,10304.599788762707,515767.01388888893,1518.9432081013683
515,537476.1041666666,1305.6210159970303,508709.2951388888,12036.81437753338,515374.9895833333,921.7889723867015
516,538404.4583333334,1052.5827739868014,508942.11805555556,12951.898946742991,516165.14236111107,1265.2605815518177
517,538971.5416666666,521.9480753894939,509534.07986111107,12389.80384399088,515133.56944444444,1924.5218622443895
518,538399.1180555555,1108.1849153315366,508861.0763888888,11300.596598451739,515396.8194444445,1718.3587016802785
519,538266.7152777779,1068.2234315084806,509244.32638888893,9975.186628144458,515165.34375,1926.5054676101417
520,538572.6805555555,774.9344263627036,508808.59027777775,9098.588392530442,515949.6770833333,1557.9664850271774
521,538810.6111111111,955.3778476298787,508684.3645833333,8954.438457980774,515698.3680555555,1206.8255670373067
522,537891.8125,941.6989040849483,508037.6666666667,9319.775732052065,515144.02777777775,1543.0378891096466
523,538023.2013888889,1860.0548426069956,508686.6909722222,10261.928183003954,515622.82638888893,1503.4112775048238
524,539187.1736111111,1080.2209436208304,509922.06944444444,10066.840244871753,515573.79861111107,533.8807753869902
525,539668.5555555556,2639.544838440482,510454.0416666667,9872.233863741001,515496.25,856.5656811120951
526,538478.0208333334,2431.703949694192,509548.01388888893,9539.439515892935,514780.77430555556,1125.4547404787313
527,537914.9861111111,2779.954660927288,509228.9236111112,10266.056489036187,515549.50347222225,2309.1295117965437
528,538382.5208333334,1994.2577623189463,508380.53125,10160.204667864897,516018.96180555556,669.48165724
529,539763.2361111111,860.5790265834846,509416.0451388888,9781.423697796185,516545.1944444445,329.81372095618804
530,540998.5625,1312.0825930187134,509775.3645833333,7902.989913605121,516844.8854166667,2072.0401287210716
531,541552.1805555555,1670.1922167653008,509646.71180555556,7348.504054751616,516784.57638888893,2163.752005712202
532,541380.7222222221,2408.3284203140565,509353.27777777775,7022.993874185716,516782.71527777775,1730.795231847139
533,540891.7222222221,735.64913238449,508825.4340277778,8745.786062694408,515372.76736111107,844.8329363592256
534,540231.6736111111,892.9785322160922,508833.8958333333,9109.533941205586,515738.125,2188.2662352464167
535,540379.4027777779,1808.6600034160704,508315.15972222225,9744.899645292617,514849.4305555555,2144.351121693709
536,540831.1319444444,3674.5494603678894,508483.05902777775,9980.738884848977,515499.2604166667,1342.862271205459
537,541271.2222222221,3005.230930687197,509569.71875,9643.328882124653,515349.375,820.8498462938087
538,541346.8541666666,2343.509611653648,509637.6458333333,8880.552808396898,516020.45138888893,900.1631175925943
539,541219.7152777779,554.1248141046104,508938.1354166667,9391.234191491114,516307.17013888893,513.6102415055403
540,540467.5069444445,859.1410947671059,507234.2604166667,10478.79938666859,516113.14236111107,782.6962768799411
541,539753.6736111111,1186.7370071347118,506564.1076388888,11095.30796530098,515415.05902777775,1794.1464131188359
542,537683.4097222221,1009.8750830198956,505959.0625,9389.224068448375,514882.375,2389.3378238862847
543,537851.8819444444,1851.8935019810033,505893.7152777778,8781.475133360651,515369.43402777775,991.2124798233991
544,538805.75,2263.994692259658,505947.70138888893,10035.193096334613,516292.5277777778,1214.6337599565088
545,540822.8055555555,1560.0826698532705,505455.4097222222,10461.18958892761,515752.375,789.7912655658218
546,540820.3055555555,50.55508432319545,504102.03819444444,10184.148906581486,514430.48263888893,1881.909191948949
547,540485.25,772.8328885412753,503812.06597222225,11758.85246333063,514561.7534722222,1108.9838732134158
548,540476.125,1190.8752465580026,503029.56597222225,12238.839270740626,515743.05555555556,1271.297900115923
549,540098.6319444445,2122.9320125726117,503697.6215277778,12145.704985467204,517167.875,515.3957732266495
550,540709.125,1303.0258115728177,503948.3368055555,12807.076648770046,517944.72222222225,742.6842698104232
551,541045.3194444445,1822.3375510273431,505305.20138888893,13910.764668304098,517515.52430555556,1331.628546137645
552,542403.2430555555,3242.4487146669358,505349.72222222225,15144.881910759714,516586.34722222225,2553.5057258613383
553,541523.5833333334,2551.9035012321438,503185.5520833333,14977.698686948916,514629.88194444444,3121.6399702697754
554,540517.3263888889,2456.8970677530547,500742.0416666667,14962.737177102814,514061.3368055555,2459.2469399044453
555,539585.1388888889,1506.58198167432,499050.3263888888,15370.662487601561,515111.12152777775,2241.615042154891
556,539974.5138888889,1874.93926305949,499307.8229166667,16145.270646582894,516489.48611111107,1578.0734808812006
557,539872.9722222221,1591.5560929542035,500066.7048611112,16144.253578933689,517137.5486111112,1622.8846596829567
558,539537.8263888889,3448.041908244879,500190.05902777775,17371.338424248606,517243.15625,2060.7901419657223
559,539300.6944444444,2319.835412449854,499720.23611111107,16914.908228395354,516960.96527777775,1643.854425889672
560,539578.6041666666,2786.4038409780483,499122.4652777778,18041.63191605081,517048.49652777775,2055.1673327906333
561,540765.326388889,2292.1403162352976,500004.7569444445,18349.837362934024,516369.9652777778,1974.6113621427369
562,541101.7638888889,3149.536102465702,501505.4583333333,18670.007864511364,516276.94097222225,2420.403629487645
563,542651.9930555555,3189.551684290349,503609.84722222225,18807.78676581476,516786.87847222225,2176.695322987608
564,542734.2638888889,1939.4262187230377,504830.6770833333,16835.993087852934,516888.2604166667,2007.2931015390116
565,543000.4097222221,1812.096377752206,505379.4895833333,17172.88797286462,517482.05902777775,1833.3942263896956
566,542074.3263888889,2771.583330227464,505040.5902777778,16780.62633789097,516788.87847222225,2221.4534500656778
567,541966.8611111111,2720.069190674123,505037.8993055555,17170.020321266915,517088.1979166667,1985.1875003279497
568,542396.2013888889,3954.8865624059226,505485.84027777775,17262.255694508192,517630.5069444445,1202.8981034846117
569,542129.4791666666,3118.275184575008,506047.5694444445,15610.193660027157,517975.29513888893,117.99346564734918
570,541528.2777777779,3628.6516273896245,506178.9791666667,15699.244920867852,518446.9791666667,1126.853328156368
571,540949.3333333334,2831.168282561833,506384.71180555556,13725.682991195652,518728.7361111112,1260.5801368396612
572,541159.2222222222,2738.8132793171953,506410.3229166667,14017.032739275135,518411.76736111107,544.6691509321539
573,541996.6041666666,2694.168883791841,507126.53125,13567.338686455296,518269.70486111107,2846.121775476866
574,541981.2569444445,1108.7913044521918,507103.88194444444,13496.301052336705,518017.8993055555,2789.264789997724
575,541763.0486111111,374.34861269305014,506739.0208333333,13530.84836822549,518667.5104166667,3163.4266692583706
576,541661.0972222221,290.6700788913873,506708.96875,14450.40559599559,518215.9479166667,2390.9504795453254
577,542150.9305555556,268.76940040874115,506808.7083333333,13698.052389580293,517094.70486111107,2229.3697965358497
578,542805.0902777779,476.3731984377541,507483.64930555556,13924.784761597904,516716.96180555556,1263.0415098965973
579,543170.638888889,1006.2173610849819,507624.7916666667,14381.582782924917,517240.02430555556,1942.2076298549166
580,543484.4791666666,2022.4181741834464,507333.99652777775,16257.746784079936,517626.69444444444,2268.4244863601657
581,543057.9583333334,3365.1177798569347,506920.28125,16825.4982141125,518416.1354166667,2683.298994022004
582,542792.1805555555,2613.4007272624594,506828.40625,16154.810008331062,518276.54513888893,2158.1051989493903
583,542449.8055555555,1894.5377601930475,506306.83680555556,16008.990922801973,518603.125,1167.2215884970797
584,542613.8541666666,1961.260285961085,506195.84722222225,16034.569136231386,517970.98263888893,1622.2777717320569
585,542266.1944444445,2113.8880252932227,505365.6006944445,16311.949279996776,517197.47222222225,1234.4291151259042
586,541573.0138888889,3216.499141547428,505738.7395833333,16709.564799329324,516924.32986111107,1394.0320478789647
587,541147.7083333334,2945.3492591280833,505482.6145833333,16882.648678070433,516431.7291666667,2196.6992196696237
588,540762.3402777778,3806.1910920873106,505558.12847222225,16885.210832169778,517298.375,1089.2698655302293
589,541356.3125,2512.6606626181638,506207.09722222225,16899.94839296012,516838.6666666667,1670.5681121001128
590,541856.5138888889,2594.2172347181418,505969.59375,17726.215597387283,516860.6701388888,1021.2324562198577
591,542341.7222222224,1810.0124681043662,506405.5833333333,18382.789816181044,515760.9583333333,1872.664637404166
592,541784.2569444444,2798.101793510396,505651.6284722222,18767.97302913746,516219.2118055555,1714.7601778336584
593,542655.8819444445,1697.0714186162768,507152.59027777775,18153.02181376903,516949.71527777775,1099.4457357311437
594,542634.1805555555,1405.3965745755825,506748.90277777775,18230.218237545418,518308.01388888893,2177.481535087738
595,543361.2013888889,373.840639750984,507863.75694444444,17362.154911559697,517811.28125,1538.5148150937712
596,542583.5138888889,633.86201903287,507894.72222222225,17124.544545666617,516928.06597222225,2043.2974839440442
597,542856.2222222221,535.9759810988118,509036.87152777775,16334.484261062731,516906.36111111107,1598.2960077871612
598,542510.0763888889,1241.3911436364033,508419.7465277778,16995.000686783947,517373.8958333333,1882.740958962408
599,542703.7986111111,1012.4049340944173,507755.07986111107,16480.031294710774,517735.5277777778,1663.692906802163
600,542692.7222222221,1224.430641909177,507277.0625,16626.574823476905,517526.89930555556,2268.3304659338614
601,542709.7152777776,2361.7870607593454,507471.40972222225,15327.39911505528,517742.75347222225,2553.3423389901486
602,542689.7708333334,2782.522589552766,506952.32986111107,15211.691915343828,518124.32986111107,3045.3425694800726
603,542524.9375,2837.5681150812543,505270.8333333333,15757.447932738743,518932.21875,2626.3413604111424
604,542288.7291666666,3079.374471731655,504205.0,15876.981279561312,518574.8854166667,2344.1209298837957
605,542231.7986111111,641.7287268193428,504998.4583333333,16171.048806139937,519105.62152777775,1795.6860243965984
606,540636.5486111111,1813.4728239773226,505761.98611111107,15860.775497975228,517982.68402777775,1700.8836615970997
607,540772.75,1504.3586510386938,506325.0069444445,15581.45538715197,518499.77777777775,1510.3384820760684
608,540259.4166666666,1365.7107154322337,506365.8159722222,15462.014540068762,517755.6319444445,1972.3067227563458
609,542030.9444444445,2116.884887079271,507931.27430555556,13507.320352918114,518262.1145833333,1610.1329772497313
610,542488.1527777779,2108.7015326476503,508905.31944444444,13920.331225294547,517669.0902777778,1441.4224769612458
611,542320.3055555555,3227.821807137769,508583.4583333333,12998.3585532264,517403.98263888893,112.1560339332082
612,541944.6527777779,2667.7881668658642,508120.125,14214.33390378297,517732.70138888893,981.2302294946005
613,541575.8472222221,2706.470046652282,508470.70138888893,13663.19030090779,518323.0520833333,1671.667359996685
614,541936.2916666666,3850.3465464524143,507793.12847222225,12995.200857595335,518956.87847222225,2632.9197874062856
615,540904.1805555556,3841.9820630616728,507679.0520833333,13224.788813372865,518112.44444444444,1541.284282403936
616,540266.7986111111,3684.1825445878567,507576.01388888893,13806.088707892353,517394.39930555556,1502.1089197692786
617,539068.9027777779,2378.595813769889,507799.8784722222,15315.535357729854,516364.04513888893,2535.299650013252
618,540269.0416666666,2319.280546614887,509029.6701388888,15291.164119372273,516901.59722222225,1794.7480460073734
619,540110.9791666666,3298.686627322762,509143.1319444445,14119.187202727388,517623.25,1378.7056345250219
620,540462.875,3414.4594905216195,510009.44444444444,13478.459785775207,517550.16319444444,2163.4647938450803
621,539943.6736111111,3059.7713640878014,509074.86111111107,14432.509242921651,517818.75694444444,2603.3973802352007
622,540638.1666666666,2721.1177597474534,509737.9895833333,14576.904029802608,517627.9166666667,3174.336864307789
623,541138.3402777779,2506.3211063213707,509580.7743055555,15476.16719274133,518612.55555555556,1365.4277612430944
624,542073.8472222221,2441.3069384764267,509504.86111111107,14980.796392803815,518927.5104166667,637.2047882477156
625,542140.7777777776,2789.0090700868523,508541.9375,15162.782774142654,518956.25694444444,2390.0670346577613
626,542159.9027777779,4126.897361898924,508397.5,13673.91803028439,518756.06944444444,1822.0048516097868
627,540743.3263888889,4021.3747022385933,507688.6319444445,12996.01215312416,517307.24652777775,1585.60886497661
628,542252.9444444444,3355.052431978571,507797.48611111107,12786.122547798752,518356.07986111107,1021.3446400378918
629,543503.4027777779,1901.2238659644493,508327.5069444445,12871.592196799118,518859.09027777775,1447.6750842501929
630,545067.4166666666,1353.3903831045318,509671.0208333333,13082.920283964688,520173.68055555556,386.8578153905122
631,543359.5972222224,215.00231783043554,509490.2222222222,13271.025827919957,519571.05555555556,1673.690564864229
632,541832.0138888889,234.20593192200832,509787.67013888893,13251.31780837122,520173.2291666667,944.5196765443102
633,540376.7986111111,936.4201842279336,509081.90277777775,12895.321120891436,519695.84722222225,1266.0858825333341
634,540647.7777777779,877.8078599748326,509410.6597222222,12913.40969667067,518896.8229166667,182.4081615860085
635,541577.8888888889,1423.7717755037756,509205.83680555556,13533.344028413647,518315.50694444444,1469.9503115544346
636,542534.9930555556,2042.626729664971,510043.4618055555,12756.822960779129,518122.9548611112,409.0043871235859
637,543027.2777777779,1428.171628878548,510109.06944444444,11334.225876821742,519189.1979166667,904.0866556860483
638,543626.4652777779,987.8990272249048,510664.88194444444,9572.084725696524,519179.9826388888,1174.9429218523044
639,543317.4513888889,483.4509592562267,509856.78472222225,9317.666239682356,519496.02777777775,1429.1826130872369
640,543061.1736111111,1116.8050637832343,510104.3125,9814.283657974447,518757.14236111107,644.0101767701793
641,542922.9236111111,2960.24248998912,510010.0,11016.741080714248,519384.59027777775,1441.6105388705637
642,542924.1041666666,2918.735351274803,510471.7465277778,10627.280991519623,518970.04861111107,611.9743292657434
643,542748.8541666666,2598.6759150996013,510560.5416666667,10895.4421899748,519573.82638888893,1325.6008843842249
644,542316.1805555555,792.7657229371559,510489.9201388888,9250.59513535305,519074.3958333333,2794.83166577865
645,542832.2847222221,1998.1630661769075,511244.7604166667,9195.025837827301,519117.9930555555,1392.1975937380973
646,543593.1458333334,554.9681606076285,511405.13888888893,7699.204831793996,518654.23611111107,616.0733077854229
647,543009.826388889,810.7344464080877,511583.3645833333,7131.823117223862,518357.77430555556,612.2390746252473
648,543221.3819444444,1293.9531517119437,511898.0381944445,6475.690687505416,518524.6145833333,766.8520469800512
649,543007.3333333334,2399.186467568368,511890.74652777775,6298.350348336284,518451.6493055555,1925.7371383649074
650,542769.8333333334,2408.2135933864997,512622.47569444444,7127.769620128831,518241.2048611112,1685.091220971791
651,542969.6736111111,2614.7204479596085,512417.55902777775,7923.970590026369,518188.84375,2426.4731210063187
652,542732.6180555556,3264.261608690541,511924.50694444444,9200.831857803898,518806.52430555556,1507.328173665726
653,544079.7291666666,3409.70017818602,512399.22569444444,9966.004378646938,520163.8020833333,1649.3205057363389
654,543485.4722222221,3721.6067038952606,511817.1111111112,9906.381507858776,520423.1770833333,488.3081823683454
655,543867.3888888889,4455.54302082113,513825.1458333333,9911.80158640494,519906.60763888893,797.3171458789436
656,543595.9305555555,5413.709622031155,512921.16319444444,8906.353958008844,519063.11111111107,1298.0439785211727
657,543906.7083333334,5012.645225582206,513186.2673611112,7335.593906211715,519505.6875,1027.3380642005707
658,543686.5833333334,3324.20184349075,512440.38888888893,6615.578707303152,519383.52777777775,1412.8131016034033
659,543653.9652777779,2027.0123245028055,512502.0104166667,5543.298572532054,519036.73263888893,1315.0658821710058
660,543450.5347222221,3308.267255409956,513715.8020833333,6857.692245336538,518628.26736111107,1294.4087808918912
661,544667.1111111111,4577.008247389604,514104.77430555556,5641.273454573201,520190.8576388888,958.3331332842482
662,544268.7708333334,4877.097785825091,513848.70486111107,7427.159607634407,520965.68402777775,1179.7100386153174
663,544843.4166666666,4291.382705816155,514517.2430555555,7181.990331728116,522292.51388888893,1212.8178687957916
664,543429.0625,5913.68654584431,514544.3333333333,9877.340389707799,521412.28472222225,1922.5511693408994
665,543122.7291666666,6344.796487678079,516109.7951388888,8709.48372190199,520563.98263888893,1097.2751695810855
666,542447.5833333334,8352.064522745262,515256.7673611112,8333.4003531832,519582.7291666667,1788.493155980377
667,541441.5833333334,7674.485661715383,514427.28819444444,7308.690443473232,519334.27430555556,2513.6208878879493
668,541817.2916666666,7921.505184442693,514074.90625,7495.348360637345,519783.31944444444,1942.3647634180736
669,542237.1805555555,6150.948465365518,514055.4131944445,8415.487184381645,520535.93402777775,931.2697285576486
670,543372.361111111,5703.453070713581,514590.96527777775,8541.925409148505,520774.31597222225,957.7957841534384
671,542678.7777777779,5407.599275521761,514395.67361111107,8736.935540007426,520448.7604166667,2090.4022177480933
672,542751.7361111111,5763.231490626934,515217.6805555555,8173.9525490502265,519833.96875,2302.6475288318734
673,542246.4652777779,5242.734679976066,514325.34027777775,8353.460312442421,518889.5138888888,1151.584537391539
674,543236.75,5836.515759094889,515261.1944444445,8135.488705455797,519634.84027777775,705.406828318926
675,542296.1944444444,5475.242270940344,514239.32638888893,8375.047426543071,519269.23263888893,1307.7682154461975
676,542384.951388889,6992.585046716389,514969.4791666667,8875.656248374034,519957.2847222222,2094.2046525006276
677,541930.451388889,7173.255822057809,513898.86805555556,10064.584966073668,519977.58680555556,627.7647953445846
678,542730.2569444444,7385.135272152578,514800.68402777775,9560.688815429032,520138.7604166667,866.4671422470387
679,542560.4513888889,7064.40594784712,515868.3888888888,8617.390930120746,519594.9895833333,858.4994047599034
680,543005.2777777779,7371.481820161489,516597.49652777775,7330.186032287296,518606.86111111107,1094.1420589157
681,542117.2222222221,6782.828459800158,515569.7881944445,7293.418021001717,518155.8645833333,655.4492104093201
682,542903.8541666666,6832.952238769747,515949.9236111112,7443.895733631585,518725.6666666667,980.1411763546809
