series,segment,cumulative_steps,learning_episode,raw_value,three_point_smoothed_value
E1 spatial-flight (live),live,21580800,843.0,411564.125,411141.0104166667
E1 spatial-flight (live),live,21632000,845.0,410819.9375,411044.625
E1 spatial-flight (live),live,21683200,847.0,410749.8125,410794.2916666667
E1 spatial-flight (live),live,21734400,849.0,410813.125,411006.65625
E1 spatial-flight (live),live,21785600,851.0,411457.03125,411336.0208333333
E1 spatial-flight (live),live,21836800,853.0,411737.90625,411771.78125
E1 spatial-flight (live),live,21888000,855.0,412120.40625,411608.21875
E1 spatial-flight (live),live,21939200,857.0,410966.34375,411232.25
E1 spatial-flight (live),live,21990400,859.0,410610.0,410825.9375
E1 spatial-flight (live),live,22041600,861.0,410901.46875,411015.4895833333
E1 spatial-flight (live),live,22092800,863.0,411535.0,411091.3958333333
E1 spatial-flight (live),live,22144000,865.0,410837.71875,411565.0
E1 spatial-flight (live),live,22195200,867.0,412322.28125,411461.4166666667
E1 spatial-flight (live),live,22246400,869.0,411224.25,411512.1354166667
E1 spatial-flight (live),live,22297600,871.0,410989.875,411261.21875
E1 spatial-flight (live),live,22348800,873.0,411569.53125,411472.6875
E1 spatial-flight (live),live,22400000,875.0,411858.65625,412043.5104166667
E1 spatial-flight (live),live,22451200,877.0,412702.34375,412613.5625
E1 spatial-flight (live),live,22502400,879.0,413279.6875,413058.4166666667
E1 spatial-flight (live),live,22553600,881.0,413193.21875,412835.03125
E1 spatial-flight (live),live,22604800,883.0,412032.1875,412429.5833333333
E1 spatial-flight (live),live,22656000,885.0,412063.34375,412057.6979166667
E1 spatial-flight (live),live,22707200,887.0,412077.5625,412011.3541666667
E1 spatial-flight (live),live,22758400,889.0,411893.15625,412279.625
E1 spatial-flight (live),live,22809600,891.0,412868.15625,412627.71875
E1 spatial-flight (live),live,22860800,893.0,413121.84375,412971.3541666667
E1 spatial-flight (live),live,22912000,895.0,412924.0625,413247.4270833333
E1 spatial-flight (live),live,22963200,897.0,413696.375,413640.15625
E1 spatial-flight (live),live,23014400,899.0,414300.03125,414183.7395833333
E1 spatial-flight (live),live,23065600,901.0,414554.8125,414769.5
E1 spatial-flight (live),live,23116800,903.0,415453.65625,415016.84375
E1 spatial-flight (live),live,23168000,905.0,415042.0625,415426.0520833333
E1 spatial-flight (live),live,23219200,907.0,415782.4375,415269.9375
E1 spatial-flight (live),live,23270400,909.0,414985.3125,415563.53125
E1 spatial-flight (live),live,23321600,911.0,415922.84375,415278.90625
E1 spatial-flight (live),live,23372800,913.0,414928.5625,415601.1666666667
E1 spatial-flight (live),live,23424000,915.0,415952.09375,415017.1666666667
E1 spatial-flight (live),live,23475200,917.0,414170.84375,414585.375
E1 spatial-flight (live),live,23526400,919.0,413633.1875,413666.0729166667
E1 spatial-flight (live),live,23577600,921.0,413194.1875,413482.4791666667
E1 spatial-flight (live),live,23628800,923.0,413620.0625,413421.2916666667
E1 spatial-flight (live),live,23680000,925.0,413449.625,413608.7604166667
E1 spatial-flight (live),live,23731200,927.0,413756.59375,413673.71875
E1 spatial-flight (live),live,23782400,929.0,413814.9375,414281.3125
E1 spatial-flight (live),live,23833600,931.0,415272.40625,414322.125
E1 spatial-flight (live),live,23884800,933.0,413879.03125,414046.3125
E1 spatial-flight (live),live,23936000,935.0,412987.5,412674.3333333333
E1 spatial-flight (live),live,23987200,937.0,411156.46875,412091.3645833333
E1 spatial-flight (live),live,24038400,939.0,412130.125,411612.09375
E1 spatial-flight (live),live,24089600,941.0,411549.6875,411747.5208333333
E1 spatial-flight (live),live,24140800,943.0,411562.75,411483.8645833333
E1 spatial-flight (live),live,24192000,945.0,411339.15625,411108.1354166667
E1 spatial-flight (live),live,24243200,947.0,410422.5,411512.8229166667
E1 spatial-flight (live),live,24294400,949.0,412776.8125,411560.3333333333
E1 spatial-flight (live),live,24345600,951.0,411481.6875,411269.8958333333
E1 spatial-flight (live),live,24396800,953.0,409551.1875,410379.5416666667
E1 spatial-flight (live),live,24448000,955.0,410105.75,410299.0104166667
E1 spatial-flight (live),live,24499200,957.0,411240.09375,410618.1145833333
E1 spatial-flight (live),live,24550400,959.0,410508.5,410410.7604166667
E1 spatial-flight (live),live,24601600,961.0,409483.6875,409912.3645833333
E1 spatial-flight (live),live,24652800,963.0,409744.90625,409711.78125
E1 spatial-flight (live),live,24704000,965.0,409906.75,409900.25
E1 spatial-flight (live),live,24755200,967.0,410049.09375,409813.4895833333
E1 spatial-flight (live),live,24806400,969.0,409484.625,409998.8125
E1 spatial-flight (live),live,24857600,971.0,410462.71875,410423.1354166667
E1 spatial-flight (live),live,24908800,973.0,411322.0625,410615.7604166667
E1 spatial-flight (live),live,24960000,975.0,410062.5,410553.0416666667
E1 spatial-flight (live),live,25011200,977.0,410274.5625,410572.53125
E1 spatial-flight (live),live,25062400,979.0,411380.53125,411038.1770833333
E1 spatial-flight (live),live,25113600,981.0,411459.4375,411633.0
E1 spatial-flight (live),live,25164800,983.0,412059.03125,411954.4270833333
E1 spatial-flight (live),live,25216000,985.0,412344.8125,412240.0625
E1 spatial-flight (live),live,25267200,987.0,412316.34375,412170.9166666667
E1 spatial-flight (live),live,25318400,989.0,411851.59375,412171.0729166667
E1 spatial-flight (live),live,25369600,991.0,412345.28125,412547.6145833333
E1 spatial-flight (live),live,25420800,993.0,413445.96875,413206.3854166667
E1 spatial-flight (live),live,25472000,995.0,413827.90625,413635.8958333333
E1 spatial-flight (live),live,25523200,997.0,413633.8125,413943.03125
E1 spatial-flight (live),live,25574400,999.0,414367.375,413833.3854166667
E1 spatial-flight (live),live,25625600,1001.0,413498.96875,413428.5208333333
E1 spatial-flight (live),live,25676800,1003.0,412419.21875,412910.0833333333
E1 spatial-flight (live),live,25728000,1005.0,412812.0625,413015.1145833333
E1 spatial-flight (live),live,25779200,1007.0,413814.0625,413525.9166666667
E1 spatial-flight (live),live,25830400,1009.0,413951.625,413989.9270833333
E1 spatial-flight (live),live,25881600,1011.0,414204.09375,414767.5625
E1 spatial-flight (live),live,25932800,1013.0,416146.96875,415480.5833333333
E1 spatial-flight (live),live,25984000,1015.0,416090.6875,416003.2708333333
E1 spatial-flight (live),live,26035200,1017.0,415772.15625,415712.1979166667
E1 spatial-flight (live),live,26086400,1019.0,415273.75,415462.3645833333
E1 spatial-flight (live),live,26137600,1021.0,415341.1875,415354.46875
E1 spatial-flight (live),live,26188800,1023.0,415448.46875,415644.3541666667
E1 spatial-flight (live),live,26240000,1025.0,416143.40625,416100.4479166667
E1 spatial-flight (live),live,26291200,1027.0,416709.46875,416435.3020833333
E1 spatial-flight (live),live,26342400,1029.0,416453.03125,416062.0208333333
E1 spatial-flight (live),live,26393600,1031.0,415023.5625,415890.625
E1 spatial-flight (live),live,26444800,1033.0,416195.28125,415993.2291666667
E1 spatial-flight (live),live,26496000,1035.0,416760.84375,416579.8645833333
E1 spatial-flight (live),live,26547200,1037.0,416783.46875,416859.1458333333
E1 spatial-flight (live),live,26598400,1039.0,417033.125,416809.3854166667
E1 spatial-flight (live),live,26649600,1041.0,416611.5625,416342.40625
E1 spatial-flight (live),live,26700800,1043.0,415382.53125,415644.5729166667
E1 spatial-flight (live),live,26752000,1045.0,414939.625,414925.375
E1 spatial-flight (live),live,26803200,1047.0,414453.96875,414093.8541666667
E1 spatial-flight (live),live,26854400,1049.0,412887.96875,413724.34375
E1 spatial-flight (live),live,26905600,1051.0,413831.09375,413615.6770833333
E1 spatial-flight (live),live,26956800,1053.0,414127.96875,414398.8333333333
E1 spatial-flight (live),live,27008000,1055.0,415237.4375,415113.3958333333
E1 spatial-flight (live),live,27059200,1057.0,415974.78125,415800.3541666667
E1 spatial-flight (live),live,27110400,1059.0,416188.84375,415777.5625
E1 spatial-flight (live),live,27161600,1061.0,415169.0625,415673.6770833333
E1 spatial-flight (live),live,27212800,1063.0,415663.125,415830.71875
E1 spatial-flight (live),live,27264000,1065.0,416659.96875,417049.0416666667
E1 spatial-flight (live),live,27315200,1067.0,418824.03125,418138.5208333333
E1 spatial-flight (live),live,27366400,1069.0,418931.5625,418569.4791666667
E1 spatial-flight (live),live,27417600,1071.0,417952.84375,417856.625
E1 spatial-flight (live),live,27468800,1073.0,416685.46875,417372.1145833333
E1 spatial-flight (live),live,27520000,1075.0,417478.03125,417054.9479166667
E1 spatial-flight (live),live,27571200,1077.0,417001.34375,417347.2291666667
E1 spatial-flight (live),live,27622400,1079.0,417562.3125,416803.3229166667
E1 spatial-flight (live),live,27673600,1081.0,415846.3125,416520.1666666667
E1 spatial-flight (live),live,27724800,1083.0,416151.875,416121.5416666667
E1 spatial-flight (live),live,27776000,1085.0,416366.4375,416245.875
E1 spatial-flight (live),live,27827200,1087.0,416219.3125,416124.4791666667
E1 spatial-flight (live),live,27878400,1089.0,415787.6875,415736.8541666667
E1 spatial-flight (live),live,27929600,1091.0,415203.5625,415842.3333333333
E1 spatial-flight (live),live,27980800,1093.0,416535.75,415571.6145833333
E1 spatial-flight (live),live,28032000,1095.0,414975.53125,415131.0104166667
E1 spatial-flight (live),live,28083200,1097.0,413881.75,414276.4895833333
E1 spatial-flight (live),live,28134400,1099.0,413972.1875,414497.1666666667
E1 spatial-flight (live),live,28185600,1101.0,415637.5625,414742.71875
E1 spatial-flight (live),live,28236800,1103.0,414618.40625,415014.28125
E1 spatial-flight (live),live,28288000,1105.0,414786.875,414685.34375
E1 spatial-flight (live),live,28339200,1107.0,414650.75,414737.75
E1 spatial-flight (live),live,28390400,1109.0,414775.625,414677.5729166667
E1 spatial-flight (live),live,28441600,1111.0,414606.34375,414885.3645833333
E1 spatial-flight (live),live,28492800,1113.0,415274.125,414598.1875
E1 spatial-flight (live),live,28544000,1115.0,413914.09375,414369.28125
E1 spatial-flight (live),live,28595200,1117.0,413919.625,413302.8125
E1 spatial-flight (live),live,28646400,1119.0,412074.71875,412970.5625
E1 spatial-flight (live),live,28697600,1121.0,412917.34375,412596.1666666667
E1 spatial-flight (live),live,28748800,1123.0,412796.4375,412816.1145833333
E1 spatial-flight (live),live,28800000,1125.0,412734.5625,412518.8958333333
E1 spatial-flight (live),live,28851200,1127.0,412025.6875,412062.6666666667
E1 spatial-flight (live),live,28902400,1129.0,411427.75,411842.125
E1 spatial-flight (live),live,28953600,1131.0,412072.9375,411596.8229166667
E1 spatial-flight (live),live,29004800,1133.0,411289.78125,411326.75
E1 spatial-flight (live),live,29056000,1135.0,410617.53125,411084.2604166667
E1 spatial-flight (live),live,29107200,1137.0,411345.46875,411228.0833333333
E1 spatial-flight (live),live,29158400,1139.0,411721.25,411545.28125
E1 spatial-flight (live),live,29209600,1141.0,411569.125,411111.9166666667
E1 spatial-flight (live),live,29260800,1143.0,410045.375,410904.5520833333
E1 spatial-flight (live),live,29312000,1145.0,411099.15625,410972.6666666667
E1 spatial-flight (live),live,29363200,1147.0,411773.46875,411295.40625
E1 spatial-flight (live),live,29414400,1149.0,411013.59375,411209.5833333333
E1 spatial-flight (live),live,29465600,1151.0,410841.6875,410852.7708333333
E1 spatial-flight (live),live,29516800,1153.0,410703.03125,410602.3020833333
E1 spatial-flight (live),live,29568000,1155.0,410262.1875,410556.9791666667
E1 spatial-flight (live),live,29619200,1157.0,410705.71875,410451.59375
E1 spatial-flight (live),live,29670400,1159.0,410386.875,410672.7916666667
E1 spatial-flight (live),live,29721600,1161.0,410925.78125,410992.125
E1 spatial-flight (live),live,29772800,1163.0,411663.71875,411688.0104166667
E1 spatial-flight (live),live,29824000,1165.0,412474.53125,412773.65625
E1 spatial-flight (live),live,29875200,1167.0,414182.71875,413374.1666666667
E1 spatial-flight (live),live,29926400,1169.0,413465.25,413930.375
E1 spatial-flight (live),live,29977600,1171.0,414143.15625,413725.3541666667
E1 spatial-flight (live),live,30028800,1173.0,413567.65625,414087.1354166667
E1 spatial-flight (live),live,30080000,1175.0,414550.59375,414420.6770833333
E1 spatial-flight (live),live,30131200,1177.0,415143.78125,415118.75
E1 spatial-flight (live),live,30182400,1179.0,415661.875,415605.25
E1 spatial-flight (live),live,30233600,1181.0,416010.09375,415539.4270833333
E1 spatial-flight (live),live,30284800,1183.0,414946.3125,415523.90625
E1 spatial-flight (live),live,30336000,1185.0,415615.3125,415527.46875
E1 spatial-flight (live),live,30387200,1187.0,416020.78125,416020.9270833333
E1 spatial-flight (live),live,30438400,1189.0,416426.6875,416326.78125
E1 spatial-flight (live),live,30489600,1191.0,416532.875,416531.2083333333
E1 spatial-flight (live),live,30540800,1193.0,416634.0625,416689.96875
E1 spatial-flight (live),live,30592000,1195.0,416902.96875,416875.4270833333
E1 spatial-flight (live),live,30643200,1197.0,417089.25,417319.25
E1 spatial-flight (live),live,30694400,1199.0,417965.53125,417265.3020833333
E1 spatial-flight (live),live,30745600,1201.0,416741.125,417153.9583333333
E1 spatial-flight (live),live,30796800,1203.0,416755.21875,416783.3645833333
E1 spatial-flight (live),live,30848000,1205.0,416853.75,416799.9270833333
E1 spatial-flight (live),live,30899200,1207.0,416790.8125,416656.5208333333
E1 spatial-flight (live),live,30950400,1209.0,416325.0,416420.4791666667
E1 spatial-flight (live),live,31001600,1211.0,416145.625,416365.96875
E1 spatial-flight (live),live,31052800,1213.0,416627.28125,416371.875
E1 spatial-flight (live),live,31104000,1215.0,416342.71875,416359.6145833333
E1 spatial-flight (live),live,31155200,1217.0,416108.84375,416060.9479166667
E1 spatial-flight (live),live,31206400,1219.0,415731.28125,415697.1458333333
E1 spatial-flight (live),live,31257600,1221.0,415251.3125,415287.1770833333
E1 spatial-flight (live),live,31308800,1223.0,414878.9375,415176.5
E1 spatial-flight (live),live,31360000,1225.0,415399.25,414513.03125
E1 spatial-flight (live),live,31411200,1227.0,413260.90625,414073.7604166667
E1 spatial-flight (live),live,31462400,1229.0,413561.125,413304.3645833333
E1 spatial-flight (live),live,31513600,1231.0,413091.0625,413107.5833333333
E1 spatial-flight (live),live,31564800,1233.0,412670.5625,412732.1770833333
E1 spatial-flight (live),live,31616000,1235.0,412434.90625,412370.0625
E1 spatial-flight (live),live,31667200,1237.0,412004.71875,412506.8854166667
E1 spatial-flight (live),live,31718400,1239.0,413081.03125,412530.5
E1 spatial-flight (live),live,31769600,1241.0,412505.75,413092.40625
E1 spatial-flight (live),live,31820800,1243.0,413690.4375,412773.9375
E1 spatial-flight (live),live,31872000,1245.0,412125.625,412969.4583333333
E1 spatial-flight (live),live,31923200,1247.0,413092.3125,412812.7708333333
E1 spatial-flight (live),live,31974400,1249.0,413220.375,413257.1875
E1 spatial-flight (live),live,32025600,1251.0,413458.875,412993.59375
E1 spatial-flight (live),live,32076800,1253.0,412301.53125,413005.21875
E1 spatial-flight (live),live,32128000,1255.0,413255.25,413066.2395833333
E1 spatial-flight (live),live,32179200,1257.0,413641.9375,413006.3333333333
E1 spatial-flight (live),live,32230400,1259.0,412121.8125,412763.15625
E1 spatial-flight (live),live,32281600,1261.0,412525.71875,412375.0208333333
E1 spatial-flight (live),live,32332800,1263.0,412477.53125,412328.1770833333
E1 spatial-flight (live),live,32384000,1265.0,411981.28125,412253.5520833333
E1 spatial-flight (live),live,32435200,1267.0,412301.84375,412324.4791666667
E1 spatial-flight (live),live,32486400,1269.0,412690.3125,412393.40625
E1 spatial-flight (live),live,32537600,1271.0,412188.0625,413008.0208333333
E1 spatial-flight (live),live,32588800,1273.0,414145.6875,413429.6458333333
E1 spatial-flight (live),live,32640000,1275.0,413955.1875,413616.7083333333
E1 spatial-flight (live),live,32691200,1277.0,412749.25,413118.6041666667
E1 spatial-flight (live),live,32742400,1279.0,412651.375,413098.9375
E1 spatial-flight (live),live,32793600,1281.0,413896.1875,413376.125
E1 spatial-flight (live),live,32844800,1283.0,413580.8125,413073.9791666667
E1 spatial-flight (live),live,32896000,1285.0,411744.9375,412420.3020833333
E1 spatial-flight (live),live,32947200,1287.0,411935.15625,411802.1666666667
E1 spatial-flight (live),live,32998400,1289.0,411726.40625,411724.6875
E1 spatial-flight (live),live,33049600,1291.0,411512.5,411562.0
E1 spatial-flight (live),live,33100800,1293.0,411447.09375,411731.4270833333
E1 spatial-flight (live),live,33152000,1295.0,412234.6875,412653.9375
E1 spatial-flight (live),live,33203200,1297.0,414280.03125,413288.40625
E1 spatial-flight (live),live,33254400,1299.0,413350.5,413493.7916666667
E1 spatial-flight (live),live,33305600,1301.0,412850.84375,413152.1979166667
E1 spatial-flight (live),live,33356800,1303.0,413255.25,413306.2395833333
E1 spatial-flight (live),live,33408000,1305.0,413812.625,413420.3958333333
E1 spatial-flight (live),live,33459200,1307.0,413193.3125,413195.09375
E1 spatial-flight (live),live,33510400,1309.0,412579.34375,412950.9791666667
E1 spatial-flight (live),live,33561600,1311.0,413080.28125,412847.1145833333
E1 spatial-flight (live),live,33612800,1313.0,412881.71875,413085.3229166667
E1 spatial-flight (live),live,33664000,1315.0,413293.96875,413542.0729166667
E1 spatial-flight (live),live,33715200,1317.0,414450.53125,413957.96875
E1 spatial-flight (live),live,33766400,1319.0,414129.40625,414031.6666666667
E1 spatial-flight (live),live,33817600,1321.0,413515.0625,413981.2604166667
E1 spatial-flight (live),live,33868800,1323.0,414299.3125,413865.75
E1 spatial-flight (live),live,33920000,1325.0,413782.875,413819.1875
E1 spatial-flight (live),live,33971200,1327.0,413375.375,413656.6875
E1 spatial-flight (live),live,34022400,1329.0,413811.8125,413377.75
E1 spatial-flight (live),live,34073600,1331.0,412946.0625,413077.7291666667
E1 spatial-flight (live),live,34124800,1333.0,412475.3125,412949.8020833333
E1 spatial-flight (live),live,34176000,1335.0,413428.03125,413464.8333333333
E1 spatial-flight (live),live,34227200,1337.0,414491.15625,414314.1354166667
E1 spatial-flight (live),live,34278400,1339.0,415023.21875,414947.625
E1 spatial-flight (live),live,34329600,1341.0,415328.5,415511.1354166667
E1 spatial-flight (live),live,34380800,1343.0,416181.6875,415765.6666666667
E1 spatial-flight (live),live,34432000,1345.0,415786.8125,416380.1458333333
E1 spatial-flight (live),live,34483200,1347.0,417171.9375,416723.5520833333
E1 spatial-flight (live),live,34534400,1349.0,417211.90625,417167.4166666667
E1 spatial-flight (live),live,34585600,1351.0,417118.40625,416615.2395833333
E1 spatial-flight (live),live,34636800,1353.0,415515.40625,415790.78125
E1 spatial-flight (live),live,34688000,1355.0,414738.53125,415127.25
E1 spatial-flight (live),live,34739200,1357.0,415127.8125,414845.9479166667
E1 spatial-flight (live),live,34790400,1359.0,414671.5,414724.6875
E1 spatial-flight (live),live,34841600,1361.0,414374.75,414774.6666666667
E1 spatial-flight (live),live,34892800,1363.0,415277.75,415031.0
E1 spatial-flight (live),live,34944000,1365.0,415440.5,415228.6666666667
E1 spatial-flight (live),live,34995200,1367.0,414967.75,414971.1145833333
E1 spatial-flight (live),live,35046400,1369.0,414505.09375,414773.5625
E1 spatial-flight (live),live,35097600,1371.0,414847.84375,415167.7083333333
E1 spatial-flight (live),live,35148800,1373.0,416150.1875,415330.2291666667
E1 spatial-flight (live),live,35200000,1375.0,414992.65625,415039.7291666667
E1 spatial-flight (live),live,35251200,1377.0,413976.34375,413998.6458333333
E1 spatial-flight (live),live,35302400,1379.0,413026.9375,413074.0416666667
E1 spatial-flight (live),live,35353600,1381.0,412218.84375,412460.4895833333
E1 spatial-flight (live),live,35404800,1383.0,412135.6875,413034.4895833333
E1 spatial-flight (live),live,35456000,1385.0,414748.9375,414102.96875
E1 spatial-flight (live),live,35507200,1387.0,415424.28125,414541.90625
E1 spatial-flight (live),live,35558400,1389.0,413452.5,414246.0416666667
E1 spatial-flight (live),live,35609600,1391.0,413861.34375,413640.1875
E1 spatial-flight (live),live,35660800,1393.0,413606.71875,413289.3333333333
E1 spatial-flight (live),live,35712000,1395.0,412399.9375,412361.25
E1 spatial-flight (live),live,35763200,1397.0,411077.09375,411976.3333333333
E1 spatial-flight (live),live,35814400,1399.0,412451.96875,411954.1145833333
E1 spatial-flight (live),live,35865600,1401.0,412333.28125,412408.59375
E1 spatial-flight (live),live,35916800,1403.0,412440.53125,411749.9583333333
E1 spatial-flight (live),live,35968000,1405.0,410476.0625,411649.4791666667
E1 spatial-flight (live),live,36019200,1407.0,412031.84375,411350.1666666667
E1 spatial-flight (live),live,36070400,1409.0,411542.59375,412101.8958333333
E1 spatial-flight (live),live,36121600,1411.0,412731.25,412721.9791666667
E1 spatial-flight (live),live,36172800,1413.0,413892.09375,414115.4895833333
E1 spatial-flight (live),live,36224000,1415.0,415723.125,415530.8020833333
E1 spatial-flight (live),live,36275200,1417.0,416977.1875,416427.90625
E1 spatial-flight (live),live,36326400,1419.0,416583.40625,417099.96875
E1 spatial-flight (live),live,36377600,1421.0,417739.3125,416864.7708333333
E1 spatial-flight (live),live,36428800,1423.0,416271.59375,417487.6875
E1 spatial-flight (live),live,36480000,1425.0,418452.15625,417744.875
E1 spatial-flight (live),live,36531200,1427.0,418510.875,417914.1979166667
E1 spatial-flight (live),live,36582400,1429.0,416779.5625,417443.0
E1 spatial-flight (live),live,36633600,1431.0,417038.5625,417100.0833333333
E1 spatial-flight (live),live,36684800,1433.0,417482.125,416974.3645833333
E1 spatial-flight (live),live,36736000,1435.0,416402.40625,416725.875
E1 spatial-flight (live),live,36787200,1437.0,416293.09375,416414.6666666667
E1 spatial-flight (live),live,36838400,1439.0,416548.5,416753.4479166667
E1 spatial-flight (live),live,36889600,1441.0,417418.75,417193.9166666667
E1 spatial-flight (live),live,36940800,1443.0,417614.5,417301.3229166667
E1 spatial-flight (live),live,36992000,1445.0,416870.71875,417279.5833333333
E1 spatial-flight (live),live,37043200,1447.0,417353.53125,417134.15625
E1 spatial-flight (live),live,37094400,1449.0,417178.21875,417418.96875
E1 spatial-flight (live),live,37145600,1451.0,417725.15625,417783.46875
E1 spatial-flight (live),live,37196800,1453.0,418447.03125,418072.0208333333
E1 spatial-flight (live),live,37248000,1455.0,418043.875,417982.9895833333
E1 spatial-flight (live),live,37299200,1457.0,417458.0625,417706.65625
E1 spatial-flight (live),live,37350400,1459.0,417618.03125,417680.8958333333
E1 spatial-flight (live),live,37401600,1461.0,417966.59375,418183.1041666667
E1 spatial-flight (live),live,37452800,1463.0,418964.6875,418348.59375
E1 spatial-flight (live),live,37504000,1465.0,418114.5,417972.8333333333
E1 spatial-flight (live),live,37555200,1467.0,416839.3125,417793.875
E1 spatial-flight (live),live,37606400,1469.0,418427.8125,418282.1041666667
E1 spatial-flight (live),live,37657600,1471.0,419579.1875,418854.4270833333
E1 spatial-flight (live),live,37708800,1473.0,418556.28125,418864.8958333333
E1 spatial-flight (live),live,37760000,1475.0,418459.21875,418412.8541666667
E1 spatial-flight (live),live,37811200,1477.0,418223.0625,418382.4270833333
E1 spatial-flight (live),live,37862400,1479.0,418465.0,418960.6770833333
E1 spatial-flight (live),live,37913600,1481.0,420193.96875,419765.375
E1 spatial-flight (live),live,37964800,1483.0,420637.15625,420095.03125
E1 spatial-flight (live),live,38016000,1485.0,419453.96875,420016.5520833333
E1 spatial-flight (live),live,38067200,1487.0,419958.53125,419812.4270833333
E1 spatial-flight (live),live,38118400,1489.0,420024.78125,420126.96875
E1 spatial-flight (live),live,38169600,1491.0,420397.59375,420226.46875
E1 spatial-flight (live),live,38220800,1493.0,420257.03125,419729.5833333333
E1 spatial-flight (live),live,38272000,1495.0,418534.125,419414.3645833333
E1 spatial-flight (live),live,38323200,1497.0,419451.9375,419140.5833333333
E1 spatial-flight (live),live,38374400,1499.0,419435.6875,419745.875
E1 spatial-flight (live),live,38425600,1501.0,420350.0,420021.0416666667
E1 spatial-flight (live),live,38476800,1503.0,420277.4375,419994.7604166667
E1 spatial-flight (live),live,38528000,1505.0,419356.84375,419746.59375
E1 spatial-flight (live),live,38579200,1507.0,419605.5,419758.6145833333
E1 spatial-flight (live),live,38630400,1509.0,420313.5,419845.25
E1 spatial-flight (live),live,38681600,1511.0,419616.75,420045.5
E1 spatial-flight (live),live,38732800,1513.0,420206.25,420051.6354166667
E1 spatial-flight (live),live,38784000,1515.0,420331.90625,420162.0
E1 spatial-flight (live),live,38835200,1517.0,419947.84375,420183.8333333333
E1 spatial-flight (live),live,38886400,1519.0,420271.75,419939.8541666667
E1 spatial-flight (live),live,38937600,1521.0,419599.96875,419947.5625
E1 spatial-flight (live),live,38988800,1523.0,419970.96875,420199.78125
E1 spatial-flight (live),live,39040000,1525.0,421028.40625,420489.75
E1 spatial-flight (live),live,39091200,1527.0,420469.875,420635.1354166667
E1 spatial-flight (live),live,39142400,1529.0,420407.125,420067.75
E1 spatial-flight (live),live,39193600,1531.0,419326.25,418943.3125
E1 spatial-flight (live),live,39244800,1533.0,417096.5625,418082.4375
E1 spatial-flight (live),live,39296000,1535.0,417824.5,417912.28125
E1 spatial-flight (live),live,39347200,1537.0,418815.78125,418300.65625
E1 spatial-flight (live),live,39398400,1539.0,418261.6875,418454.3854166667
E1 spatial-flight (live),live,39449600,1541.0,418285.6875,418167.7604166667
E1 spatial-flight (live),live,39500800,1543.0,417955.90625,417676.6041666667
E1 spatial-flight (live),live,39552000,1545.0,416788.21875,417253.3645833333
E1 spatial-flight (live),live,39603200,1547.0,417015.96875,417442.9895833333
E1 spatial-flight (live),live,39654400,1549.0,418524.78125,417778.5625
E1 spatial-flight (live),live,39705600,1551.0,417794.9375,418079.1979166667
E1 spatial-flight (live),live,39756800,1553.0,417917.875,418107.25
E1 spatial-flight (live),live,39808000,1555.0,418608.9375,418039.5625
E1 spatial-flight (live),live,39859200,1557.0,417591.875,417582.6041666667
E1 spatial-flight (live),live,39910400,1559.0,416547.0,416831.2916666667
E1 spatial-flight (live),live,39961600,1561.0,416355.0,416530.1041666667
E1 spatial-flight (live),live,40012800,1563.0,416688.3125,416688.1875
E1 spatial-flight (live),live,40064000,1565.0,417021.25,417172.7916666667
E1 spatial-flight (live),live,40115200,1567.0,417808.8125,417648.3125
E1 spatial-flight (live),live,40166400,1569.0,418114.875,417978.375
E1 spatial-flight (live),live,40217600,1571.0,418011.4375,417882.40625
E1 spatial-flight (live),live,40268800,1573.0,417520.90625,417518.9791666667
E1 spatial-flight (live),live,40320000,1575.0,417024.59375,417007.2083333333
E1 spatial-flight (live),live,40371200,1577.0,416476.125,416903.7083333333
E1 spatial-flight (live),live,40422400,1579.0,417210.40625,416909.96875
E1 spatial-flight (live),live,40473600,1581.0,417043.375,416871.96875
E1 spatial-flight (live),live,40524800,1583.0,416362.125,416874.4583333333
E1 spatial-flight (live),live,40576000,1585.0,417217.875,417104.5208333333
E1 spatial-flight (live),live,40627200,1587.0,417733.5625,417154.9270833333
E1 spatial-flight (live),live,40678400,1589.0,416513.34375,417539.5416666667
E1 spatial-flight (live),live,40729600,1591.0,418371.71875,418283.1458333333
E1 spatial-flight (live),live,40780800,1593.0,419964.375,419391.3020833333
E1 spatial-flight (live),live,40832000,1595.0,419837.8125,419785.9270833333
E1 spatial-flight (live),live,40883200,1597.0,419555.59375,419987.09375
E1 spatial-flight (live),live,40934400,1599.0,420567.875,420486.4895833333
E1 spatial-flight (live),live,40985600,1601.0,421336.0,420887.2708333333
E1 spatial-flight (live),live,41036800,1603.0,420757.9375,421266.40625
E1 spatial-flight (live),live,41088000,1605.0,421705.28125,421294.0729166667
E1 spatial-flight (live),live,41139200,1607.0,421419.0,421272.375
E1 spatial-flight (live),live,41190400,1609.0,420692.84375,420835.5104166667
E1 spatial-flight (live),live,41241600,1611.0,420394.6875,421037.09375
E1 spatial-flight (live),live,41292800,1613.0,422023.75,421066.375
E1 spatial-flight (live),live,41344000,1615.0,420780.6875,421304.0625
E1 spatial-flight (live),live,41395200,1617.0,421107.75,420878.9583333333
E1 spatial-flight (live),live,41446400,1619.0,420748.4375,421055.5208333333
E1 spatial-flight (live),live,41497600,1621.0,421310.375,421148.6979166667
E1 spatial-flight (live),live,41548800,1623.0,421387.28125,421272.3333333333
