series,segment,cumulative_steps,learning_episode,raw_value,three_point_smoothed_value
MAPPO strict 1+5 (stitched 100M),0-50M,35968000,1405.0,481784.53125,481845.0208333333
MAPPO strict 1+5 (stitched 100M),0-50M,36019200,1407.0,480582.8125,480725.2083333333
MAPPO strict 1+5 (stitched 100M),0-50M,36070400,1409.0,479808.28125,479756.15625
MAPPO strict 1+5 (stitched 100M),0-50M,36121600,1411.0,478877.375,479465.8020833333
MAPPO strict 1+5 (stitched 100M),0-50M,36172800,1413.0,479711.75,479696.1458333333
MAPPO strict 1+5 (stitched 100M),0-50M,36224000,1415.0,480499.3125,481029.9166666667
MAPPO strict 1+5 (stitched 100M),0-50M,36275200,1417.0,482878.6875,481810.1979166667
MAPPO strict 1+5 (stitched 100M),0-50M,36326400,1419.0,482052.59375,482215.7916666667
MAPPO strict 1+5 (stitched 100M),0-50M,36377600,1421.0,481716.09375,481644.4895833333
MAPPO strict 1+5 (stitched 100M),0-50M,36428800,1423.0,481164.78125,481198.8958333333
MAPPO strict 1+5 (stitched 100M),0-50M,36480000,1425.0,480715.8125,480514.8958333333
MAPPO strict 1+5 (stitched 100M),0-50M,36531200,1427.0,479664.09375,480221.4375
MAPPO strict 1+5 (stitched 100M),0-50M,36582400,1429.0,480284.40625,480247.0729166667
MAPPO strict 1+5 (stitched 100M),0-50M,36633600,1431.0,480792.71875,480264.9479166667
MAPPO strict 1+5 (stitched 100M),0-50M,36684800,1433.0,479717.71875,481106.3958333333
MAPPO strict 1+5 (stitched 100M),0-50M,36736000,1435.0,482808.75,481485.3541666667
MAPPO strict 1+5 (stitched 100M),0-50M,36787200,1437.0,481929.59375,482043.5833333333
MAPPO strict 1+5 (stitched 100M),0-50M,36838400,1439.0,481392.40625,481643.46875
MAPPO strict 1+5 (stitched 100M),0-50M,36889600,1441.0,481608.40625,482097.5625
MAPPO strict 1+5 (stitched 100M),0-50M,36940800,1443.0,483291.875,483215.4895833333
MAPPO strict 1+5 (stitched 100M),0-50M,36992000,1445.0,484746.1875,484831.15625
MAPPO strict 1+5 (stitched 100M),0-50M,37043200,1447.0,486455.40625,485791.1458333333
MAPPO strict 1+5 (stitched 100M),0-50M,37094400,1449.0,486171.84375,485960.8958333333
MAPPO strict 1+5 (stitched 100M),0-50M,37145600,1451.0,485255.4375,484971.8958333333
MAPPO strict 1+5 (stitched 100M),0-50M,37196800,1453.0,483488.40625,482692.4895833333
MAPPO strict 1+5 (stitched 100M),0-50M,37248000,1455.0,479333.625,481225.7291666667
MAPPO strict 1+5 (stitched 100M),0-50M,37299200,1457.0,480855.15625,479880.6041666667
MAPPO strict 1+5 (stitched 100M),0-50M,37350400,1459.0,479453.03125,480887.7916666667
MAPPO strict 1+5 (stitched 100M),0-50M,37401600,1461.0,482355.1875,481829.8958333333
MAPPO strict 1+5 (stitched 100M),0-50M,37452800,1463.0,483681.46875,483907.25
MAPPO strict 1+5 (stitched 100M),0-50M,37504000,1465.0,485685.09375,485615.5520833333
MAPPO strict 1+5 (stitched 100M),0-50M,37555200,1467.0,487480.09375,486588.5833333333
MAPPO strict 1+5 (stitched 100M),0-50M,37606400,1469.0,486600.5625,486600.03125
MAPPO strict 1+5 (stitched 100M),0-50M,37657600,1471.0,485719.4375,485577.46875
MAPPO strict 1+5 (stitched 100M),0-50M,37708800,1473.0,484412.40625,484969.7395833333
MAPPO strict 1+5 (stitched 100M),0-50M,37760000,1475.0,484777.375,484047.46875
MAPPO strict 1+5 (stitched 100M),0-50M,37811200,1477.0,482952.625,484156.65625
MAPPO strict 1+5 (stitched 100M),0-50M,37862400,1479.0,484739.96875,484390.5729166667
MAPPO strict 1+5 (stitched 100M),0-50M,37913600,1481.0,485479.125,485223.4375
MAPPO strict 1+5 (stitched 100M),0-50M,37964800,1483.0,485451.21875,484407.46875
MAPPO strict 1+5 (stitched 100M),0-50M,38016000,1485.0,482292.0625,483999.84375
MAPPO strict 1+5 (stitched 100M),0-50M,38067200,1487.0,484256.25,483340.8333333333
MAPPO strict 1+5 (stitched 100M),0-50M,38118400,1489.0,483474.1875,484653.46875
MAPPO strict 1+5 (stitched 100M),0-50M,38169600,1491.0,486229.96875,485200.8645833333
MAPPO strict 1+5 (stitched 100M),0-50M,38220800,1493.0,485898.4375,486287.4895833333
MAPPO strict 1+5 (stitched 100M),0-50M,38272000,1495.0,486734.0625,485782.5520833333
MAPPO strict 1+5 (stitched 100M),0-50M,38323200,1497.0,484715.15625,484626.46875
MAPPO strict 1+5 (stitched 100M),0-50M,38374400,1499.0,482430.1875,483675.09375
MAPPO strict 1+5 (stitched 100M),0-50M,38425600,1501.0,483879.9375,483607.6458333333
MAPPO strict 1+5 (stitched 100M),0-50M,38476800,1503.0,484512.8125,484483.5208333333
MAPPO strict 1+5 (stitched 100M),0-50M,38528000,1505.0,485057.8125,485196.6875
MAPPO strict 1+5 (stitched 100M),0-50M,38579200,1507.0,486019.4375,485472.7291666667
MAPPO strict 1+5 (stitched 100M),0-50M,38630400,1509.0,485340.9375,486156.6666666667
MAPPO strict 1+5 (stitched 100M),0-50M,38681600,1511.0,487109.625,487417.3541666667
MAPPO strict 1+5 (stitched 100M),0-50M,38732800,1513.0,489801.5,488288.6770833333
MAPPO strict 1+5 (stitched 100M),0-50M,38784000,1515.0,487954.90625,488727.4791666667
MAPPO strict 1+5 (stitched 100M),0-50M,38835200,1517.0,488426.03125,487985.6770833333
MAPPO strict 1+5 (stitched 100M),0-50M,38886400,1519.0,487576.09375,488262.9375
MAPPO strict 1+5 (stitched 100M),0-50M,38937600,1521.0,488786.6875,487705.0208333333
MAPPO strict 1+5 (stitched 100M),0-50M,38988800,1523.0,486752.28125,487482.84375
MAPPO strict 1+5 (stitched 100M),0-50M,39040000,1525.0,486909.5625,486866.90625
MAPPO strict 1+5 (stitched 100M),0-50M,39091200,1527.0,486938.875,486490.5520833333
MAPPO strict 1+5 (stitched 100M),0-50M,39142400,1529.0,485623.21875,485988.2604166667
MAPPO strict 1+5 (stitched 100M),0-50M,39193600,1531.0,485402.6875,485842.1458333333
MAPPO strict 1+5 (stitched 100M),0-50M,39244800,1533.0,486500.53125,485894.375
MAPPO strict 1+5 (stitched 100M),0-50M,39296000,1535.0,485779.90625,486394.8125
MAPPO strict 1+5 (stitched 100M),0-50M,39347200,1537.0,486904.0,486788.6979166667
MAPPO strict 1+5 (stitched 100M),0-50M,39398400,1539.0,487682.1875,487749.1458333333
MAPPO strict 1+5 (stitched 100M),0-50M,39449600,1541.0,488661.25,488018.3229166667
MAPPO strict 1+5 (stitched 100M),0-50M,39500800,1543.0,487711.53125,488220.7604166667
MAPPO strict 1+5 (stitched 100M),0-50M,39552000,1545.0,488289.5,487154.6458333333
MAPPO strict 1+5 (stitched 100M),0-50M,39603200,1547.0,485462.90625,486305.7083333333
MAPPO strict 1+5 (stitched 100M),0-50M,39654400,1549.0,485164.71875,485654.2291666667
MAPPO strict 1+5 (stitched 100M),0-50M,39705600,1551.0,486335.0625,485518.3333333333
MAPPO strict 1+5 (stitched 100M),0-50M,39756800,1553.0,485055.21875,486369.28125
MAPPO strict 1+5 (stitched 100M),0-50M,39808000,1555.0,487717.5625,486392.5520833333
MAPPO strict 1+5 (stitched 100M),0-50M,39859200,1557.0,486404.875,487190.9895833333
MAPPO strict 1+5 (stitched 100M),0-50M,39910400,1559.0,487450.53125,486460.5625
MAPPO strict 1+5 (stitched 100M),0-50M,39961600,1561.0,485526.28125,485567.8229166667
MAPPO strict 1+5 (stitched 100M),0-50M,40012800,1563.0,483726.65625,484524.8229166667
MAPPO strict 1+5 (stitched 100M),0-50M,40064000,1565.0,484321.53125,483823.0208333333
MAPPO strict 1+5 (stitched 100M),0-50M,40115200,1567.0,483420.875,483724.25
MAPPO strict 1+5 (stitched 100M),0-50M,40166400,1569.0,483430.34375,482904.4375
MAPPO strict 1+5 (stitched 100M),0-50M,40217600,1571.0,481862.09375,482202.2708333333
MAPPO strict 1+5 (stitched 100M),0-50M,40268800,1573.0,481314.375,482168.1145833333
MAPPO strict 1+5 (stitched 100M),0-50M,40320000,1575.0,483327.875,482695.8645833333
MAPPO strict 1+5 (stitched 100M),0-50M,40371200,1577.0,483445.34375,482885.8541666667
MAPPO strict 1+5 (stitched 100M),0-50M,40422400,1579.0,481884.34375,483041.0416666667
MAPPO strict 1+5 (stitched 100M),0-50M,40473600,1581.0,483793.4375,483196.3020833333
MAPPO strict 1+5 (stitched 100M),0-50M,40524800,1583.0,483911.125,483470.5625
MAPPO strict 1+5 (stitched 100M),0-50M,40576000,1585.0,482707.125,483343.3333333333
MAPPO strict 1+5 (stitched 100M),0-50M,40627200,1587.0,483411.75,483049.28125
MAPPO strict 1+5 (stitched 100M),0-50M,40678400,1589.0,483028.96875,483179.3020833333
MAPPO strict 1+5 (stitched 100M),0-50M,40729600,1591.0,483097.1875,484071.375
MAPPO strict 1+5 (stitched 100M),0-50M,40780800,1593.0,486087.96875,484556.7291666667
MAPPO strict 1+5 (stitched 100M),0-50M,40832000,1595.0,484485.03125,485097.0833333333
MAPPO strict 1+5 (stitched 100M),0-50M,40883200,1597.0,484718.25,484644.3125
MAPPO strict 1+5 (stitched 100M),0-50M,40934400,1599.0,484729.65625,484468.6041666667
MAPPO strict 1+5 (stitched 100M),0-50M,40985600,1601.0,483957.90625,483199.8020833333
MAPPO strict 1+5 (stitched 100M),0-50M,41036800,1603.0,480911.84375,482259.1041666667
MAPPO strict 1+5 (stitched 100M),0-50M,41088000,1605.0,481907.5625,481744.2083333333
MAPPO strict 1+5 (stitched 100M),0-50M,41139200,1607.0,482413.21875,482713.5
MAPPO strict 1+5 (stitched 100M),0-50M,41190400,1609.0,483819.71875,483792.6041666667
MAPPO strict 1+5 (stitched 100M),0-50M,41241600,1611.0,485144.875,485215.3333333333
MAPPO strict 1+5 (stitched 100M),0-50M,41292800,1613.0,486681.40625,486088.1041666667
MAPPO strict 1+5 (stitched 100M),0-50M,41344000,1615.0,486438.03125,486369.1041666667
MAPPO strict 1+5 (stitched 100M),0-50M,41395200,1617.0,485987.875,486086.5833333333
MAPPO strict 1+5 (stitched 100M),0-50M,41446400,1619.0,485833.84375,485863.90625
MAPPO strict 1+5 (stitched 100M),0-50M,41497600,1621.0,485770.0,485763.0416666667
MAPPO strict 1+5 (stitched 100M),0-50M,41548800,1623.0,485685.28125,485495.375
MAPPO strict 1+5 (stitched 100M),0-50M,41600000,1625.0,485030.84375,485149.71875
MAPPO strict 1+5 (stitched 100M),0-50M,41651200,1627.0,484733.03125,484977.3020833333
MAPPO strict 1+5 (stitched 100M),0-50M,41702400,1629.0,485168.03125,485491.4270833333
MAPPO strict 1+5 (stitched 100M),0-50M,41753600,1631.0,486573.21875,485967.0520833333
MAPPO strict 1+5 (stitched 100M),0-50M,41804800,1633.0,486159.90625,486206.09375
MAPPO strict 1+5 (stitched 100M),0-50M,41856000,1635.0,485885.15625,486251.0729166667
MAPPO strict 1+5 (stitched 100M),0-50M,41907200,1637.0,486708.15625,486766.7291666667
MAPPO strict 1+5 (stitched 100M),0-50M,41958400,1639.0,487706.875,488091.0520833333
MAPPO strict 1+5 (stitched 100M),0-50M,42009600,1641.0,489858.125,489378.2604166667
MAPPO strict 1+5 (stitched 100M),0-50M,42060800,1643.0,490569.78125,489670.9479166667
MAPPO strict 1+5 (stitched 100M),0-50M,42112000,1645.0,488584.9375,489910.3333333333
MAPPO strict 1+5 (stitched 100M),0-50M,42163200,1647.0,490576.28125,489380.5625
MAPPO strict 1+5 (stitched 100M),0-50M,42214400,1649.0,488980.46875,489143.7604166667
MAPPO strict 1+5 (stitched 100M),0-50M,42265600,1651.0,487874.53125,487983.375
MAPPO strict 1+5 (stitched 100M),0-50M,42316800,1653.0,487095.125,487023.875
MAPPO strict 1+5 (stitched 100M),0-50M,42368000,1655.0,486101.96875,487543.9375
MAPPO strict 1+5 (stitched 100M),0-50M,42419200,1657.0,489434.71875,487073.5520833333
MAPPO strict 1+5 (stitched 100M),0-50M,42470400,1659.0,485683.96875,488112.6145833333
MAPPO strict 1+5 (stitched 100M),0-50M,42521600,1661.0,489219.15625,488640.1041666667
MAPPO strict 1+5 (stitched 100M),0-50M,42572800,1663.0,491017.1875,490561.9583333333
MAPPO strict 1+5 (stitched 100M),0-50M,42624000,1665.0,491449.53125,490731.3541666667
MAPPO strict 1+5 (stitched 100M),0-50M,42675200,1667.0,489727.34375,490859.6354166667
MAPPO strict 1+5 (stitched 100M),0-50M,42726400,1669.0,491402.03125,491000.3020833333
MAPPO strict 1+5 (stitched 100M),0-50M,42777600,1671.0,491871.53125,491464.9583333333
MAPPO strict 1+5 (stitched 100M),0-50M,42828800,1673.0,491121.3125,490905.625
MAPPO strict 1+5 (stitched 100M),0-50M,42880000,1675.0,489724.03125,489687.4479166667
MAPPO strict 1+5 (stitched 100M),0-50M,42931200,1677.0,488217.0,488354.2291666667
MAPPO strict 1+5 (stitched 100M),0-50M,42982400,1679.0,487121.65625,487046.9375
MAPPO strict 1+5 (stitched 100M),0-50M,43033600,1681.0,485802.15625,485913.15625
MAPPO strict 1+5 (stitched 100M),0-50M,43084800,1683.0,484815.65625,485457.6145833333
MAPPO strict 1+5 (stitched 100M),0-50M,43136000,1685.0,485755.03125,485852.9583333333
MAPPO strict 1+5 (stitched 100M),0-50M,43187200,1687.0,486988.1875,487354.875
MAPPO strict 1+5 (stitched 100M),0-50M,43238400,1689.0,489321.40625,489101.2604166667
MAPPO strict 1+5 (stitched 100M),0-50M,43289600,1691.0,490994.1875,490019.1666666667
MAPPO strict 1+5 (stitched 100M),0-50M,43340800,1693.0,489741.90625,489781.9583333333
MAPPO strict 1+5 (stitched 100M),0-50M,43392000,1695.0,488609.78125,488739.6875
MAPPO strict 1+5 (stitched 100M),0-50M,43443200,1697.0,487867.375,488846.75
MAPPO strict 1+5 (stitched 100M),0-50M,43494400,1699.0,490063.09375,489282.84375
MAPPO strict 1+5 (stitched 100M),0-50M,43545600,1701.0,489918.0625,489626.875
MAPPO strict 1+5 (stitched 100M),0-50M,43596800,1703.0,488899.46875,489290.1354166667
MAPPO strict 1+5 (stitched 100M),0-50M,43648000,1705.0,489052.875,488204.5625
MAPPO strict 1+5 (stitched 100M),0-50M,43699200,1707.0,486661.34375,487179.5625
MAPPO strict 1+5 (stitched 100M),0-50M,43750400,1709.0,485824.46875,485771.71875
MAPPO strict 1+5 (stitched 100M),0-50M,43801600,1711.0,484829.34375,486240.3125
MAPPO strict 1+5 (stitched 100M),0-50M,43852800,1713.0,488067.125,486850.8541666667
MAPPO strict 1+5 (stitched 100M),0-50M,43904000,1715.0,487656.09375,488578.4166666667
MAPPO strict 1+5 (stitched 100M),0-50M,43955200,1717.0,490012.03125,488581.8020833333
MAPPO strict 1+5 (stitched 100M),0-50M,44006400,1719.0,488077.28125,488831.9166666667
MAPPO strict 1+5 (stitched 100M),0-50M,44057600,1721.0,488406.4375,488367.8541666667
MAPPO strict 1+5 (stitched 100M),0-50M,44108800,1723.0,488619.84375,488284.5
MAPPO strict 1+5 (stitched 100M),0-50M,44160000,1725.0,487827.21875,489045.2708333333
MAPPO strict 1+5 (stitched 100M),0-50M,44211200,1727.0,490688.75,489689.6666666667
MAPPO strict 1+5 (stitched 100M),0-50M,44262400,1729.0,490553.03125,491310.6145833333
MAPPO strict 1+5 (stitched 100M),0-50M,44313600,1731.0,492690.0625,490977.53125
MAPPO strict 1+5 (stitched 100M),0-50M,44364800,1733.0,489689.5,490636.0729166667
MAPPO strict 1+5 (stitched 100M),0-50M,44416000,1735.0,489528.65625,489638.625
MAPPO strict 1+5 (stitched 100M),0-50M,44467200,1737.0,489697.71875,490042.25
MAPPO strict 1+5 (stitched 100M),0-50M,44518400,1739.0,490900.375,490136.5833333333
MAPPO strict 1+5 (stitched 100M),0-50M,44569600,1741.0,489811.65625,490883.6354166667
MAPPO strict 1+5 (stitched 100M),0-50M,44620800,1743.0,491938.875,491537.7604166667
MAPPO strict 1+5 (stitched 100M),0-50M,44672000,1745.0,492862.75,491979.0729166667
MAPPO strict 1+5 (stitched 100M),0-50M,44723200,1747.0,491135.59375,491510.3958333333
MAPPO strict 1+5 (stitched 100M),0-50M,44774400,1749.0,490532.84375,490265.0625
MAPPO strict 1+5 (stitched 100M),0-50M,44825600,1751.0,489126.75,489392.0
MAPPO strict 1+5 (stitched 100M),0-50M,44876800,1753.0,488516.40625,489626.0
MAPPO strict 1+5 (stitched 100M),0-50M,44928000,1755.0,491234.84375,490011.9166666667
MAPPO strict 1+5 (stitched 100M),0-50M,44979200,1757.0,490284.5,490542.625
MAPPO strict 1+5 (stitched 100M),0-50M,45030400,1759.0,490108.53125,490046.8541666667
MAPPO strict 1+5 (stitched 100M),0-50M,45081600,1761.0,489747.53125,490053.0625
MAPPO strict 1+5 (stitched 100M),0-50M,45132800,1763.0,490303.125,490416.7916666667
MAPPO strict 1+5 (stitched 100M),0-50M,45184000,1765.0,491199.71875,490617.3645833333
MAPPO strict 1+5 (stitched 100M),0-50M,45235200,1767.0,490349.25,490972.6875
MAPPO strict 1+5 (stitched 100M),0-50M,45286400,1769.0,491369.09375,490018.6458333333
MAPPO strict 1+5 (stitched 100M),0-50M,45337600,1771.0,488337.59375,490127.4375
MAPPO strict 1+5 (stitched 100M),0-50M,45388800,1773.0,490675.625,489496.4583333333
MAPPO strict 1+5 (stitched 100M),0-50M,45440000,1775.0,489476.15625,489310.15625
MAPPO strict 1+5 (stitched 100M),0-50M,45491200,1777.0,487778.6875,488075.8541666667
MAPPO strict 1+5 (stitched 100M),0-50M,45542400,1779.0,486972.71875,487422.2083333333
MAPPO strict 1+5 (stitched 100M),0-50M,45593600,1781.0,487515.21875,486993.9791666667
MAPPO strict 1+5 (stitched 100M),0-50M,45644800,1783.0,486494.0,487361.0104166667
MAPPO strict 1+5 (stitched 100M),0-50M,45696000,1785.0,488073.8125,487169.0833333333
MAPPO strict 1+5 (stitched 100M),0-50M,45747200,1787.0,486939.4375,486934.75
MAPPO strict 1+5 (stitched 100M),0-50M,45798400,1789.0,485791.0,485277.2708333333
MAPPO strict 1+5 (stitched 100M),0-50M,45849600,1791.0,483101.375,483974.9791666667
MAPPO strict 1+5 (stitched 100M),0-50M,45900800,1793.0,483032.5625,482956.125
MAPPO strict 1+5 (stitched 100M),0-50M,45952000,1795.0,482734.4375,483656.78125
MAPPO strict 1+5 (stitched 100M),0-50M,46003200,1797.0,485203.34375,483894.3020833333
MAPPO strict 1+5 (stitched 100M),0-50M,46054400,1799.0,483745.125,484601.4583333333
MAPPO strict 1+5 (stitched 100M),0-50M,46105600,1801.0,484855.90625,484774.6666666667
MAPPO strict 1+5 (stitched 100M),0-50M,46156800,1803.0,485722.96875,486213.6666666667
MAPPO strict 1+5 (stitched 100M),0-50M,46208000,1805.0,488062.125,486932.4583333333
MAPPO strict 1+5 (stitched 100M),0-50M,46259200,1807.0,487012.28125,488217.6666666667
MAPPO strict 1+5 (stitched 100M),0-50M,46310400,1809.0,489578.59375,488486.1770833333
MAPPO strict 1+5 (stitched 100M),0-50M,46361600,1811.0,488867.65625,488237.3541666667
MAPPO strict 1+5 (stitched 100M),0-50M,46412800,1813.0,486265.8125,488081.3333333333
MAPPO strict 1+5 (stitched 100M),0-50M,46464000,1815.0,489110.53125,487904.5833333333
MAPPO strict 1+5 (stitched 100M),0-50M,46515200,1817.0,488337.40625,487679.3541666667
MAPPO strict 1+5 (stitched 100M),0-50M,46566400,1819.0,485590.125,487803.4375
MAPPO strict 1+5 (stitched 100M),0-50M,46617600,1821.0,489482.78125,487376.3854166667
MAPPO strict 1+5 (stitched 100M),0-50M,46668800,1823.0,487056.25,487737.3333333333
MAPPO strict 1+5 (stitched 100M),0-50M,46720000,1825.0,486672.96875,486778.65625
MAPPO strict 1+5 (stitched 100M),0-50M,46771200,1827.0,486606.75,486868.5104166667
MAPPO strict 1+5 (stitched 100M),0-50M,46822400,1829.0,487325.8125,486672.5625
MAPPO strict 1+5 (stitched 100M),0-50M,46873600,1831.0,486085.125,486658.9375
MAPPO strict 1+5 (stitched 100M),0-50M,46924800,1833.0,486565.875,485938.3645833333
MAPPO strict 1+5 (stitched 100M),0-50M,46976000,1835.0,485164.09375,485599.8125
MAPPO strict 1+5 (stitched 100M),0-50M,47027200,1837.0,485069.46875,485137.875
MAPPO strict 1+5 (stitched 100M),0-50M,47078400,1839.0,485180.0625,485586.1458333333
MAPPO strict 1+5 (stitched 100M),0-50M,47129600,1841.0,486508.90625,487019.78125
MAPPO strict 1+5 (stitched 100M),0-50M,47180800,1843.0,489370.375,487986.6666666667
MAPPO strict 1+5 (stitched 100M),0-50M,47232000,1845.0,488080.71875,488630.5104166667
MAPPO strict 1+5 (stitched 100M),0-50M,47283200,1847.0,488440.4375,487657.4895833333
MAPPO strict 1+5 (stitched 100M),0-50M,47334400,1849.0,486451.3125,486973.0
MAPPO strict 1+5 (stitched 100M),0-50M,47385600,1851.0,486027.25,486651.2083333333
MAPPO strict 1+5 (stitched 100M),0-50M,47436800,1853.0,487475.0625,486354.3854166667
MAPPO strict 1+5 (stitched 100M),0-50M,47488000,1855.0,485560.84375,486405.7916666667
MAPPO strict 1+5 (stitched 100M),0-50M,47539200,1857.0,486181.46875,485306.3958333333
MAPPO strict 1+5 (stitched 100M),0-50M,47590400,1859.0,484176.875,484817.3125
MAPPO strict 1+5 (stitched 100M),0-50M,47641600,1861.0,484093.59375,485194.125
MAPPO strict 1+5 (stitched 100M),0-50M,47692800,1863.0,487311.90625,486783.0104166667
MAPPO strict 1+5 (stitched 100M),0-50M,47744000,1865.0,488943.53125,488384.2395833333
MAPPO strict 1+5 (stitched 100M),0-50M,47795200,1867.0,488897.28125,489139.7395833333
MAPPO strict 1+5 (stitched 100M),0-50M,47846400,1869.0,489578.40625,489626.8125
MAPPO strict 1+5 (stitched 100M),0-50M,47897600,1871.0,490404.75,489322.9375
MAPPO strict 1+5 (stitched 100M),0-50M,47948800,1873.0,487985.65625,489406.90625
MAPPO strict 1+5 (stitched 100M),0-50M,48000000,1875.0,489830.3125,489044.9895833333
MAPPO strict 1+5 (stitched 100M),0-50M,48051200,1877.0,489319.0,488850.8125
MAPPO strict 1+5 (stitched 100M),0-50M,48102400,1879.0,487403.125,488228.0104166667
MAPPO strict 1+5 (stitched 100M),0-50M,48153600,1881.0,487961.90625,487187.875
MAPPO strict 1+5 (stitched 100M),0-50M,48204800,1883.0,486198.59375,486741.125
MAPPO strict 1+5 (stitched 100M),0-50M,48256000,1885.0,486062.875,486138.9791666667
MAPPO strict 1+5 (stitched 100M),0-50M,48307200,1887.0,486155.46875,485353.6354166667
MAPPO strict 1+5 (stitched 100M),0-50M,48358400,1889.0,483842.5625,485060.5416666667
MAPPO strict 1+5 (stitched 100M),0-50M,48409600,1891.0,485183.59375,484206.1145833333
MAPPO strict 1+5 (stitched 100M),0-50M,48460800,1893.0,483592.1875,483882.8020833333
MAPPO strict 1+5 (stitched 100M),0-50M,48512000,1895.0,482872.625,482974.21875
MAPPO strict 1+5 (stitched 100M),0-50M,48563200,1897.0,482457.84375,482587.3229166667
MAPPO strict 1+5 (stitched 100M),0-50M,48614400,1899.0,482431.5,482315.875
MAPPO strict 1+5 (stitched 100M),0-50M,48665600,1901.0,482058.28125,482098.4375
MAPPO strict 1+5 (stitched 100M),0-50M,48716800,1903.0,481805.53125,481702.6875
MAPPO strict 1+5 (stitched 100M),0-50M,48768000,1905.0,481244.25,481403.6041666667
MAPPO strict 1+5 (stitched 100M),0-50M,48819200,1907.0,481161.03125,480970.0729166667
MAPPO strict 1+5 (stitched 100M),0-50M,48870400,1909.0,480504.9375,481021.8645833333
MAPPO strict 1+5 (stitched 100M),0-50M,48921600,1911.0,481399.625,481594.5520833333
MAPPO strict 1+5 (stitched 100M),0-50M,48972800,1913.0,482879.09375,482517.8229166667
MAPPO strict 1+5 (stitched 100M),0-50M,49024000,1915.0,483274.75,483505.1041666667
MAPPO strict 1+5 (stitched 100M),0-50M,49075200,1917.0,484361.46875,484919.7083333333
MAPPO strict 1+5 (stitched 100M),0-50M,49126400,1919.0,487122.90625,486414.40625
MAPPO strict 1+5 (stitched 100M),0-50M,49177600,1921.0,487758.84375,487347.6875
MAPPO strict 1+5 (stitched 100M),0-50M,49228800,1923.0,487161.3125,487310.5520833333
MAPPO strict 1+5 (stitched 100M),0-50M,49280000,1925.0,487011.5,487677.3645833333
MAPPO strict 1+5 (stitched 100M),0-50M,49331200,1927.0,488859.28125,487874.4479166667
MAPPO strict 1+5 (stitched 100M),0-50M,49382400,1929.0,487752.5625,488093.7395833333
MAPPO strict 1+5 (stitched 100M),0-50M,49433600,1931.0,487669.375,488084.6979166667
MAPPO strict 1+5 (stitched 100M),0-50M,49484800,1933.0,488832.15625,488490.15625
MAPPO strict 1+5 (stitched 100M),0-50M,49536000,1935.0,488968.9375,488741.3854166667
MAPPO strict 1+5 (stitched 100M),0-50M,49587200,1937.0,488423.0625,489459.21875
MAPPO strict 1+5 (stitched 100M),0-50M,49638400,1939.0,490985.65625,489590.4375
MAPPO strict 1+5 (stitched 100M),0-50M,49689600,1941.0,489362.59375,490219.0729166667
MAPPO strict 1+5 (stitched 100M),0-50M,49740800,1943.0,490308.96875,490410.40625
MAPPO strict 1+5 (stitched 100M),0-50M,49792000,1945.0,491559.65625,490315.5104166667
MAPPO strict 1+5 (stitched 100M),0-50M,49843200,1947.0,489077.90625,490009.53125
MAPPO strict 1+5 (stitched 100M),0-50M,49894400,1949.0,489391.03125,489467.0104166667
MAPPO strict 1+5 (stitched 100M),0-50M,49945600,1951.0,489932.09375,489573.9270833333
MAPPO strict 1+5 (stitched 100M),0-50M,49996800,1953.0,489398.65625,489192.25
MAPPO strict 1+5 (stitched 100M),50-100M,50025600,1954.125,488246.0,488777.3854166667
MAPPO strict 1+5 (stitched 100M),50-100M,50076800,1956.125,488687.5,488882.5104166667
MAPPO strict 1+5 (stitched 100M),50-100M,50128000,1958.125,489714.03125,489464.8854166667
MAPPO strict 1+5 (stitched 100M),50-100M,50179200,1960.125,489993.125,489510.7916666667
MAPPO strict 1+5 (stitched 100M),50-100M,50230400,1962.125,488825.21875,489881.0208333333
MAPPO strict 1+5 (stitched 100M),50-100M,50281600,1964.125,490824.71875,489791.7916666667
MAPPO strict 1+5 (stitched 100M),50-100M,50332800,1966.125,489725.4375,490247.3125
MAPPO strict 1+5 (stitched 100M),50-100M,50384000,1968.125,490191.78125,490203.84375
MAPPO strict 1+5 (stitched 100M),50-100M,50435200,1970.125,490694.3125,490403.8854166667
MAPPO strict 1+5 (stitched 100M),50-100M,50486400,1972.125,490325.5625,489709.8229166667
MAPPO strict 1+5 (stitched 100M),50-100M,50537600,1974.125,488109.59375,489246.8125
MAPPO strict 1+5 (stitched 100M),50-100M,50588800,1976.125,489305.28125,489150.9479166667
MAPPO strict 1+5 (stitched 100M),50-100M,50640000,1978.125,490037.96875,489378.9375
MAPPO strict 1+5 (stitched 100M),50-100M,50691200,1980.125,488793.5625,489332.6979166667
MAPPO strict 1+5 (stitched 100M),50-100M,50742400,1982.125,489166.5625,488933.0729166667
MAPPO strict 1+5 (stitched 100M),50-100M,50793600,1984.125,488839.09375,489439.6041666667
MAPPO strict 1+5 (stitched 100M),50-100M,50844800,1986.125,490313.15625,489961.5416666667
MAPPO strict 1+5 (stitched 100M),50-100M,50896000,1988.125,490732.375,490673.3854166667
MAPPO strict 1+5 (stitched 100M),50-100M,50947200,1990.125,490974.625,490943.7083333333
MAPPO strict 1+5 (stitched 100M),50-100M,50998400,1992.125,491124.125,491520.3541666667
MAPPO strict 1+5 (stitched 100M),50-100M,51049600,1994.125,492462.3125,492304.3541666667
MAPPO strict 1+5 (stitched 100M),50-100M,51100800,1996.125,493326.625,492748.5104166667
