series,local_learning_episode,raw_value,three_point_smoothed_value
DC-PPO continuation (local x),1045.0,474424.875,474972.1041666667
DC-PPO continuation (local x),1047.0,475352.625,474322.0416666667
DC-PPO continuation (local x),1049.0,473188.625,474176.9479166667
DC-PPO continuation (local x),1051.0,473989.59375,472925.2395833333
DC-PPO continuation (local x),1053.0,471597.5,473569.40625
DC-PPO continuation (local x),1055.0,475121.125,473638.0833333333
DC-PPO continuation (local x),1057.0,474195.625,474099.0416666667
DC-PPO continuation (local x),1059.0,472980.375,473539.3854166667
DC-PPO continuation (local x),1061.0,473442.15625,472804.09375
DC-PPO continuation (local x),1063.0,471989.75,472613.8125
DC-PPO continuation (local x),1065.0,472409.53125,473041.9583333333
DC-PPO continuation (local x),1067.0,474726.59375,474038.09375
DC-PPO continuation (local x),1069.0,474978.15625,474292.09375
DC-PPO continuation (local x),1071.0,473171.53125,473722.6041666667
DC-PPO continuation (local x),1073.0,473018.125,473159.5104166667
DC-PPO continuation (local x),1075.0,473288.875,473777.8333333333
DC-PPO continuation (local x),1077.0,475026.5,473816.6458333333
DC-PPO continuation (local x),1079.0,473134.5625,473733.1770833333
DC-PPO continuation (local x),1081.0,473038.46875,473146.4166666667
DC-PPO continuation (local x),1083.0,473266.21875,472856.5416666667
DC-PPO continuation (local x),1085.0,472264.9375,472810.0729166667
DC-PPO continuation (local x),1087.0,472899.0625,472372.28125
DC-PPO continuation (local x),1089.0,471952.84375,471933.3958333333
DC-PPO continuation (local x),1091.0,470948.28125,470768.0625
DC-PPO continuation (local x),1093.0,469403.0625,469996.4270833333
DC-PPO continuation (local x),1095.0,469637.9375,469352.75
DC-PPO continuation (local x),1097.0,469017.25,469108.28125
DC-PPO continuation (local x),1099.0,468669.65625,468710.0416666667
DC-PPO continuation (local x),1101.0,468443.21875,468792.03125
DC-PPO continuation (local x),1103.0,469263.21875,469260.28125
DC-PPO continuation (local x),1105.0,470074.40625,469732.0104166667
DC-PPO continuation (local x),1107.0,469858.40625,469276.6666666667
DC-PPO continuation (local x),1109.0,467897.1875,469408.6875
DC-PPO continuation (local x),1111.0,470470.46875,469602.9166666667
DC-PPO continuation (local x),1113.0,470441.09375,470525.15625
DC-PPO continuation (local x),1115.0,470663.90625,471298.8020833333
DC-PPO continuation (local x),1117.0,472791.40625,471515.0520833333
DC-PPO continuation (local x),1119.0,471089.84375,471783.03125
DC-PPO continuation (local x),1121.0,471467.84375,471012.5625
DC-PPO continuation (local x),1123.0,470480.0,471261.8229166667
DC-PPO continuation (local x),1125.0,471837.625,470757.625
DC-PPO continuation (local x),1127.0,469955.25,470208.9270833333
DC-PPO continuation (local x),1129.0,468833.90625,469736.0416666667
DC-PPO continuation (local x),1131.0,470418.96875,470029.5208333333
DC-PPO continuation (local x),1133.0,470835.6875,470029.5520833333
DC-PPO continuation (local x),1135.0,468834.0,469715.1041666667
DC-PPO continuation (local x),1137.0,469475.625,469122.6875
DC-PPO continuation (local x),1139.0,469058.4375,468558.125
DC-PPO continuation (local x),1141.0,467140.3125,467910.5625
DC-PPO continuation (local x),1143.0,467532.9375,468157.1875
DC-PPO continuation (local x),1145.0,469798.3125,468333.2916666667
DC-PPO continuation (local x),1147.0,467668.625,469217.7083333333
DC-PPO continuation (local x),1149.0,470186.1875,469322.8645833333
DC-PPO continuation (local x),1151.0,470113.78125,470812.6041666667
DC-PPO continuation (local x),1153.0,472137.84375,471263.8958333333
DC-PPO continuation (local x),1155.0,471540.0625,471832.8854166667
DC-PPO continuation (local x),1157.0,471820.75,471250.3229166667
DC-PPO continuation (local x),1159.0,470390.15625,471890.0729166667
DC-PPO continuation (local x),1161.0,473459.3125,472592.0625
DC-PPO continuation (local x),1163.0,473926.71875,473538.65625
DC-PPO continuation (local x),1165.0,473229.9375,473917.5833333333
DC-PPO continuation (local x),1167.0,474596.09375,473998.8645833333
DC-PPO continuation (local x),1169.0,474170.5625,474773.7708333333
DC-PPO continuation (local x),1171.0,475554.65625,474621.875
DC-PPO continuation (local x),1173.0,474140.40625,473914.5625
DC-PPO continuation (local x),1175.0,472048.625,473366.6458333333
DC-PPO continuation (local x),1177.0,473910.90625,474307.3333333333
DC-PPO continuation (local x),1179.0,476962.46875,476028.9895833333
DC-PPO continuation (local x),1181.0,477213.59375,477151.40625
DC-PPO continuation (local x),1183.0,477278.15625,476703.5833333333
DC-PPO continuation (local x),1185.0,475619.0,476492.3125
DC-PPO continuation (local x),1187.0,476579.78125,476190.3854166667
DC-PPO continuation (local x),1189.0,476372.375,476961.4166666667
DC-PPO continuation (local x),1191.0,477932.09375,477625.5208333333
DC-PPO continuation (local x),1193.0,478572.09375,479286.59375
DC-PPO continuation (local x),1195.0,481355.59375,479874.2708333333
DC-PPO continuation (local x),1197.0,479695.125,480616.6354166667
DC-PPO continuation (local x),1199.0,480799.1875,480624.0208333333
DC-PPO continuation (local x),1201.0,481377.75,481208.6875
DC-PPO continuation (local x),1203.0,481449.125,481044.75
DC-PPO continuation (local x),1205.0,480307.375,480391.9479166667
DC-PPO continuation (local x),1207.0,479419.34375,479766.3958333333
DC-PPO continuation (local x),1209.0,479572.46875,480449.3020833333
DC-PPO continuation (local x),1211.0,482356.09375,480945.0625
DC-PPO continuation (local x),1213.0,480906.625,481718.375
DC-PPO continuation (local x),1215.0,481892.40625,481784.3125
DC-PPO continuation (local x),1217.0,482553.90625,481485.8333333333
DC-PPO continuation (local x),1219.0,480011.1875,481072.9479166667
DC-PPO continuation (local x),1221.0,480653.75,479886.0625
DC-PPO continuation (local x),1223.0,478993.25,479499.75
DC-PPO continuation (local x),1225.0,478852.25,478972.8125
DC-PPO continuation (local x),1227.0,479072.9375,479104.7395833333
DC-PPO continuation (local x),1229.0,479389.03125,479190.21875
DC-PPO continuation (local x),1231.0,479108.6875,479897.3020833333
DC-PPO continuation (local x),1233.0,481194.1875,480127.8541666667
DC-PPO continuation (local x),1235.0,480080.6875,481038.0520833333
DC-PPO continuation (local x),1237.0,481839.28125,481291.2395833333
DC-PPO continuation (local x),1239.0,481953.75,482657.0
DC-PPO continuation (local x),1241.0,484177.96875,483662.5208333333
DC-PPO continuation (local x),1243.0,484855.84375,484301.15625
DC-PPO continuation (local x),1245.0,483869.65625,484826.7083333333
DC-PPO continuation (local x),1247.0,485754.625,484795.4375
DC-PPO continuation (local x),1249.0,484762.03125,484708.28125
DC-PPO continuation (local x),1251.0,483608.1875,483183.78125
DC-PPO continuation (local x),1253.0,481181.125,481943.5625
DC-PPO continuation (local x),1255.0,481041.375,480758.4270833333
DC-PPO continuation (local x),1257.0,480052.78125,480186.6979166667
DC-PPO continuation (local x),1259.0,479465.9375,479471.1666666667
DC-PPO continuation (local x),1261.0,478894.78125,479601.3958333333
DC-PPO continuation (local x),1263.0,480443.46875,479638.1770833333
DC-PPO continuation (local x),1265.0,479576.28125,479926.34375
DC-PPO continuation (local x),1267.0,479759.28125,479529.3020833333
DC-PPO continuation (local x),1269.0,479252.34375,479261.15625
DC-PPO continuation (local x),1271.0,478771.84375,479412.6354166667
DC-PPO continuation (local x),1273.0,480213.71875,478955.4479166667
DC-PPO continuation (local x),1275.0,477880.78125,479385.3229166667
DC-PPO continuation (local x),1277.0,480061.46875,479319.25
DC-PPO continuation (local x),1279.0,480015.5,479636.0833333333
DC-PPO continuation (local x),1281.0,478831.28125,479959.6770833333
DC-PPO continuation (local x),1283.0,481032.25,479214.7395833333
DC-PPO continuation (local x),1285.0,477780.6875,479342.6041666667
DC-PPO continuation (local x),1287.0,479214.875,478376.8125
DC-PPO continuation (local x),1289.0,478134.875,478520.5208333333
DC-PPO continuation (local x),1291.0,478211.8125,477935.15625
DC-PPO continuation (local x),1293.0,477458.78125,477455.1145833333
DC-PPO continuation (local x),1295.0,476694.75,477346.2916666667
DC-PPO continuation (local x),1297.0,477885.34375,477650.375
DC-PPO continuation (local x),1299.0,478371.03125,478281.21875
DC-PPO continuation (local x),1301.0,478587.28125,479008.6770833333
DC-PPO continuation (local x),1303.0,480067.71875,479070.65625
DC-PPO continuation (local x),1305.0,478556.96875,479181.1458333333
DC-PPO continuation (local x),1307.0,478918.75,478633.5625
DC-PPO continuation (local x),1309.0,478424.96875,478864.1666666667
DC-PPO continuation (local x),1311.0,479248.78125,479238.875
DC-PPO continuation (local x),1313.0,480042.875,479565.125
DC-PPO continuation (local x),1315.0,479403.71875,479913.0416666667
DC-PPO continuation (local x),1317.0,480292.53125,480246.4791666667
DC-PPO continuation (local x),1319.0,481043.1875,480539.28125
DC-PPO continuation (local x),1321.0,480282.125,480701.03125
DC-PPO continuation (local x),1323.0,480777.78125,480574.5416666667
DC-PPO continuation (local x),1325.0,480663.71875,481651.4270833333
DC-PPO continuation (local x),1327.0,483512.78125,482391.03125
DC-PPO continuation (local x),1329.0,482996.59375,483142.6979166667
DC-PPO continuation (local x),1331.0,482918.71875,481988.9791666667
DC-PPO continuation (local x),1333.0,480051.625,481247.1354166667
DC-PPO continuation (local x),1335.0,480771.0625,479782.6979166667
DC-PPO continuation (local x),1337.0,478525.40625,480654.7291666667
DC-PPO continuation (local x),1339.0,482667.71875,480672.4895833333
DC-PPO continuation (local x),1341.0,480824.34375,481438.5104166667
DC-PPO continuation (local x),1343.0,480823.46875,479886.0208333333
DC-PPO continuation (local x),1345.0,478010.25,479119.40625
DC-PPO continuation (local x),1347.0,478524.5,477649.8125
DC-PPO continuation (local x),1349.0,476414.6875,477262.4479166667
DC-PPO continuation (local x),1351.0,476848.15625,476581.8854166667
DC-PPO continuation (local x),1353.0,476482.8125,477081.53125
DC-PPO continuation (local x),1355.0,477913.625,478091.2604166667
DC-PPO continuation (local x),1357.0,479877.34375,478538.3541666667
DC-PPO continuation (local x),1359.0,477824.09375,479003.9479166667
DC-PPO continuation (local x),1361.0,479310.40625,478265.6458333333
DC-PPO continuation (local x),1363.0,477662.4375,478501.03125
DC-PPO continuation (local x),1365.0,478530.25,477200.0416666667
DC-PPO continuation (local x),1367.0,475407.4375,476797.71875
DC-PPO continuation (local x),1369.0,476455.46875,476269.2604166667
DC-PPO continuation (local x),1371.0,476944.875,476448.84375
DC-PPO continuation (local x),1373.0,475946.1875,475605.3125
DC-PPO continuation (local x),1375.0,473924.875,474900.6041666667
DC-PPO continuation (local x),1377.0,474830.75,473962.8229166667
DC-PPO continuation (local x),1379.0,473132.84375,473730.1666666667
DC-PPO continuation (local x),1381.0,473226.90625,472982.3125
DC-PPO continuation (local x),1383.0,472587.1875,472957.90625
DC-PPO continuation (local x),1385.0,473059.625,472279.8958333333
DC-PPO continuation (local x),1387.0,471192.875,471779.5208333333
DC-PPO continuation (local x),1389.0,471086.0625,469916.6770833333
DC-PPO continuation (local x),1391.0,467471.09375,469587.1770833333
DC-PPO continuation (local x),1393.0,470204.375,469389.0208333333
DC-PPO continuation (local x),1395.0,470491.59375,470156.59375
DC-PPO continuation (local x),1397.0,469773.8125,470556.6875
DC-PPO continuation (local x),1399.0,471404.65625,471025.78125
DC-PPO continuation (local x),1401.0,471898.875,471076.1666666667
DC-PPO continuation (local x),1403.0,469924.96875,470656.03125
DC-PPO continuation (local x),1405.0,470144.25,471181.0416666667
DC-PPO continuation (local x),1407.0,473473.90625,471888.28125
DC-PPO continuation (local x),1409.0,472046.6875,473056.34375
DC-PPO continuation (local x),1411.0,473648.4375,474127.5416666667
DC-PPO continuation (local x),1413.0,476687.5,476104.7291666667
DC-PPO continuation (local x),1415.0,477978.25,478671.3125
DC-PPO continuation (local x),1417.0,481348.1875,479300.71875
DC-PPO continuation (local x),1419.0,478575.71875,480672.875
DC-PPO continuation (local x),1421.0,482094.71875,480672.8958333333
DC-PPO continuation (local x),1423.0,481348.25,482128.0208333333
DC-PPO continuation (local x),1425.0,482941.09375,482143.5104166667
DC-PPO continuation (local x),1427.0,482141.1875,482397.03125
DC-PPO continuation (local x),1429.0,482108.8125,482353.5104166667
DC-PPO continuation (local x),1431.0,482810.53125,481964.9375
DC-PPO continuation (local x),1433.0,480975.46875,482965.75
DC-PPO continuation (local x),1435.0,485111.25,483091.5
DC-PPO continuation (local x),1437.0,483187.78125,482904.6875
DC-PPO continuation (local x),1439.0,480415.03125,481518.7916666667
DC-PPO continuation (local x),1441.0,480953.5625,481574.5729166667
DC-PPO continuation (local x),1443.0,483355.125,482344.09375
DC-PPO continuation (local x),1445.0,482723.59375,482811.8854166667
DC-PPO continuation (local x),1447.0,482356.9375,483001.7395833333
DC-PPO continuation (local x),1449.0,483924.6875,482608.8541666667
DC-PPO continuation (local x),1451.0,481544.9375,482473.6041666667
DC-PPO continuation (local x),1453.0,481951.1875,482040.1875
DC-PPO continuation (local x),1455.0,482624.4375,481933.0625
DC-PPO continuation (local x),1457.0,481223.5625,481921.9270833333
DC-PPO continuation (local x),1459.0,481917.78125,482171.3958333333
DC-PPO continuation (local x),1461.0,483372.84375,482655.1354166667
DC-PPO continuation (local x),1463.0,482674.78125,483595.78125
DC-PPO continuation (local x),1465.0,484739.71875,484061.8645833333
DC-PPO continuation (local x),1467.0,484771.09375,485293.9479166667
DC-PPO continuation (local x),1469.0,486371.03125,486581.3645833333
DC-PPO continuation (local x),1471.0,488601.96875,487499.5625
DC-PPO continuation (local x),1473.0,487525.6875,487421.0416666667
DC-PPO continuation (local x),1475.0,486135.46875,487290.09375
DC-PPO continuation (local x),1477.0,488209.125,487895.125
DC-PPO continuation (local x),1479.0,489340.78125,488791.96875
DC-PPO continuation (local x),1481.0,488826.0,488972.2291666667
DC-PPO continuation (local x),1483.0,488749.90625,488455.15625
DC-PPO continuation (local x),1485.0,487789.5625,487997.8020833333
DC-PPO continuation (local x),1487.0,487453.9375,487807.46875
DC-PPO continuation (local x),1489.0,488178.90625,488259.2395833333
DC-PPO continuation (local x),1491.0,489144.875,489032.0
DC-PPO continuation (local x),1493.0,489772.21875,489558.3125
DC-PPO continuation (local x),1495.0,489757.84375,489748.28125
DC-PPO continuation (local x),1497.0,489714.78125,489403.28125
DC-PPO continuation (local x),1499.0,488737.21875,489012.2395833333
DC-PPO continuation (local x),1501.0,488584.71875,488409.4583333333
DC-PPO continuation (local x),1503.0,487906.4375,488147.4791666667
DC-PPO continuation (local x),1505.0,487951.28125,488292.4895833333
DC-PPO continuation (local x),1507.0,489019.75,488487.0
DC-PPO continuation (local x),1509.0,488489.96875,489221.1145833333
DC-PPO continuation (local x),1511.0,490153.625,490178.0
DC-PPO continuation (local x),1513.0,491890.40625,490949.0625
DC-PPO continuation (local x),1515.0,490803.15625,491055.2291666667
DC-PPO continuation (local x),1517.0,490472.125,491861.8854166667
DC-PPO continuation (local x),1519.0,494310.375,493221.0
DC-PPO continuation (local x),1521.0,494880.5,494034.6041666667
DC-PPO continuation (local x),1523.0,492912.9375,493079.6979166667
DC-PPO continuation (local x),1525.0,491445.65625,491765.3645833333
DC-PPO continuation (local x),1527.0,490937.5,490349.8020833333
DC-PPO continuation (local x),1529.0,488666.25,489260.28125
DC-PPO continuation (local x),1531.0,488177.09375,488814.2291666667
DC-PPO continuation (local x),1533.0,489599.34375,488872.3229166667
DC-PPO continuation (local x),1535.0,488840.53125,488262.2604166667
DC-PPO continuation (local x),1537.0,486346.90625,487694.9791666667
DC-PPO continuation (local x),1539.0,487897.5,486367.9479166667
DC-PPO continuation (local x),1541.0,484859.4375,486699.3645833333
DC-PPO continuation (local x),1543.0,487341.15625,486479.3333333333
DC-PPO continuation (local x),1545.0,487237.40625,486867.2916666667
DC-PPO continuation (local x),1547.0,486023.3125,486422.0208333333
DC-PPO continuation (local x),1549.0,486005.34375,485751.4583333333
DC-PPO continuation (local x),1551.0,485225.71875,485028.6354166667
DC-PPO continuation (local x),1553.0,483854.84375,484345.40625
DC-PPO continuation (local x),1555.0,483955.65625,483329.3333333333
DC-PPO continuation (local x),1557.0,482177.5,483456.09375
DC-PPO continuation (local x),1559.0,484235.125,483168.7604166667
DC-PPO continuation (local x),1561.0,483093.65625,483737.28125
DC-PPO continuation (local x),1563.0,483883.0625,483033.0
DC-PPO continuation (local x),1565.0,482122.28125,481711.2708333333
DC-PPO continuation (local x),1567.0,479128.46875,480512.90625
DC-PPO continuation (local x),1569.0,480287.96875,478874.65625
DC-PPO continuation (local x),1571.0,477207.53125,478481.0104166667
DC-PPO continuation (local x),1573.0,477947.53125,477222.8125
DC-PPO continuation (local x),1575.0,476513.375,477551.3125
DC-PPO continuation (local x),1577.0,478193.03125,476848.0
DC-PPO continuation (local x),1579.0,475837.59375,476874.8125
DC-PPO continuation (local x),1581.0,476593.8125,477402.7604166667
DC-PPO continuation (local x),1583.0,479776.875,478160.1145833333
DC-PPO continuation (local x),1585.0,478109.65625,479016.96875
DC-PPO continuation (local x),1587.0,479164.375,479281.8333333333
DC-PPO continuation (local x),1589.0,480571.46875,479572.90625
DC-PPO continuation (local x),1591.0,478982.875,480159.1041666667
DC-PPO continuation (local x),1593.0,480922.96875,479872.0416666667
DC-PPO continuation (local x),1595.0,479710.28125,480817.59375
DC-PPO continuation (local x),1597.0,481819.53125,480811.4166666667
DC-PPO continuation (local x),1599.0,480904.4375,480874.3958333333
DC-PPO continuation (local x),1601.0,479899.21875,480041.34375
DC-PPO continuation (local x),1603.0,479320.375,480503.3020833333
DC-PPO continuation (local x),1605.0,482290.3125,480752.7916666667
DC-PPO continuation (local x),1607.0,480647.6875,481303.2395833333
DC-PPO continuation (local x),1609.0,480971.71875,480890.9166666667
DC-PPO continuation (local x),1611.0,481053.34375,481028.59375
DC-PPO continuation (local x),1613.0,481060.71875,481183.3333333333
DC-PPO continuation (local x),1615.0,481435.9375,481121.5729166667
DC-PPO continuation (local x),1617.0,480868.0625,480371.1875
DC-PPO continuation (local x),1619.0,478809.5625,479559.0
DC-PPO continuation (local x),1621.0,478999.375,479106.8958333333
DC-PPO continuation (local x),1623.0,479511.75,479763.4375
DC-PPO continuation (local x),1625.0,480779.1875,480109.7708333333
DC-PPO continuation (local x),1627.0,480038.375,480184.7916666667
DC-PPO continuation (local x),1629.0,479736.8125,479554.25
DC-PPO continuation (local x),1631.0,478887.5625,480033.5520833333
DC-PPO continuation (local x),1633.0,481476.28125,481280.28125
DC-PPO continuation (local x),1635.0,483477.0,482856.7708333333
DC-PPO continuation (local x),1637.0,483617.03125,483126.46875
DC-PPO continuation (local x),1639.0,482285.375,483279.03125
DC-PPO continuation (local x),1641.0,483934.6875,483003.5
DC-PPO continuation (local x),1643.0,482790.4375,483078.65625
DC-PPO continuation (local x),1645.0,482510.84375,482981.3020833333
DC-PPO continuation (local x),1647.0,483642.625,483111.7916666667
DC-PPO continuation (local x),1649.0,483181.90625,483661.7708333333
DC-PPO continuation (local x),1651.0,484160.78125,483223.6145833333
DC-PPO continuation (local x),1653.0,482328.15625,482498.0729166667
DC-PPO continuation (local x),1655.0,481005.28125,482636.4375
DC-PPO continuation (local x),1657.0,484575.875,483072.1458333333
DC-PPO continuation (local x),1659.0,483635.28125,484357.5
DC-PPO continuation (local x),1661.0,484861.34375,484928.7083333333
DC-PPO continuation (local x),1663.0,486289.5,485656.9270833333
DC-PPO continuation (local x),1665.0,485819.9375,485636.7395833333
DC-PPO continuation (local x),1667.0,484800.78125,484899.1041666667
DC-PPO continuation (local x),1669.0,484076.59375,484043.8333333333
DC-PPO continuation (local x),1671.0,483254.125,483393.8854166667
DC-PPO continuation (local x),1673.0,482850.9375,483589.96875
DC-PPO continuation (local x),1675.0,484664.84375,483756.5416666667
DC-PPO continuation (local x),1677.0,483753.84375,483645.6145833333
DC-PPO continuation (local x),1679.0,482518.15625,482865.8020833333
DC-PPO continuation (local x),1681.0,482325.40625,483544.1770833333
DC-PPO continuation (local x),1683.0,485788.96875,484990.3333333333
DC-PPO continuation (local x),1685.0,486856.625,486631.3333333333
DC-PPO continuation (local x),1687.0,487248.40625,487871.09375
DC-PPO continuation (local x),1689.0,489508.25,488122.6354166667
DC-PPO continuation (local x),1691.0,487611.25,488231.0520833333
DC-PPO continuation (local x),1693.0,487573.65625,487679.5416666667
DC-PPO continuation (local x),1695.0,487853.71875,487986.46875
DC-PPO continuation (local x),1697.0,488532.03125,488378.0104166667
DC-PPO continuation (local x),1699.0,488748.28125,489237.34375
DC-PPO continuation (local x),1701.0,490431.71875,489197.7291666667
DC-PPO continuation (local x),1703.0,488413.1875,488754.34375
DC-PPO continuation (local x),1705.0,487418.125,487362.9375
DC-PPO continuation (local x),1707.0,486257.5,486887.9895833333
DC-PPO continuation (local x),1709.0,486988.34375,486384.28125
DC-PPO continuation (local x),1711.0,485907.0,486418.3958333333
DC-PPO continuation (local x),1713.0,486359.84375,486447.96875
DC-PPO continuation (local x),1715.0,487077.0625,486914.9895833333
DC-PPO continuation (local x),1717.0,487308.0625,486776.8645833333
DC-PPO continuation (local x),1719.0,485945.46875,486764.7083333333
DC-PPO continuation (local x),1721.0,487040.59375,487022.0
DC-PPO continuation (local x),1723.0,488079.9375,487157.40625
DC-PPO continuation (local x),1725.0,486351.6875,487516.9583333333
DC-PPO continuation (local x),1727.0,488119.25,488368.5625
DC-PPO continuation (local x),1729.0,490634.75,489365.3229166667
DC-PPO continuation (local x),1731.0,489341.96875,489227.5
DC-PPO continuation (local x),1733.0,487705.78125,488092.1875
DC-PPO continuation (local x),1735.0,487228.8125,487565.8125
DC-PPO continuation (local x),1737.0,487762.84375,487779.3541666667
DC-PPO continuation (local x),1739.0,488346.40625,487837.0833333333
DC-PPO continuation (local x),1741.0,487402.0,488447.8541666667
DC-PPO continuation (local x),1743.0,489595.15625,488433.3541666667
DC-PPO continuation (local x),1745.0,488302.90625,488232.7604166667
DC-PPO continuation (local x),1747.0,486800.21875,488299.5416666667
DC-PPO continuation (local x),1749.0,489795.5,488233.6145833333
DC-PPO continuation (local x),1751.0,488105.125,489595.4791666667
DC-PPO continuation (local x),1753.0,490885.8125,490353.3333333333
DC-PPO continuation (local x),1755.0,492069.0625,491273.2708333333
DC-PPO continuation (local x),1757.0,490864.9375,491820.1458333333
DC-PPO continuation (local x),1759.0,492526.4375,492129.5833333333
DC-PPO continuation (local x),1761.0,492997.375,493491.34375
DC-PPO continuation (local x),1763.0,494950.21875,494074.46875
DC-PPO continuation (local x),1765.0,494275.8125,494970.2291666667
DC-PPO continuation (local x),1767.0,495684.65625,494403.7291666667
DC-PPO continuation (local x),1769.0,493250.71875,494360.34375
DC-PPO continuation (local x),1771.0,494145.65625,493683.2291666667
DC-PPO continuation (local x),1773.0,493653.3125,492835.90625
DC-PPO continuation (local x),1775.0,490708.75,492236.1875
DC-PPO continuation (local x),1777.0,492346.5,491668.09375
DC-PPO continuation (local x),1779.0,491949.03125,492147.765625
