series,environment_steps,learning_episode,raw_value,three_point_smoothed_value
Q2,28288000,1105.0,504338.125,504576.4791666667
Q2,28339200,1107.0,503052.03125,500310.7395833333
Q2,28390400,1109.0,493542.0625,497583.0520833333
Q2,28441600,1111.0,496155.0625,493333.4375
Q2,28492800,1113.0,490303.1875,492912.625
Q2,28544000,1115.0,492279.625,492872.6145833333
Q2,28595200,1117.0,496035.03125,496950.0520833333
Q2,28646400,1119.0,502535.5,497889.25
Q2,28697600,1121.0,495097.21875,498780.28125
Q2,28748800,1123.0,498708.125,496094.0625
Q2,28800000,1125.0,494476.84375,497437.7083333333
Q2,28851200,1127.0,499128.15625,497057.5208333333
Q2,28902400,1129.0,497567.5625,501297.09375
Q2,28953600,1131.0,507195.5625,501493.8229166667
Q2,29004800,1133.0,499718.34375,503352.4895833333
Q2,29056000,1135.0,503143.5625,500125.5729166667
Q2,29107200,1137.0,497514.8125,497670.3125
Q2,29158400,1139.0,492352.5625,493419.8854166667
Q2,29209600,1141.0,490392.28125,497298.9375
Q2,29260800,1143.0,509151.96875,503142.9375
Q2,29312000,1145.0,509884.5625,507165.3229166667
Q2,29363200,1147.0,502459.4375,507241.34375
Q2,29414400,1149.0,509380.03125,503042.5104166667
Q2,29465600,1151.0,497288.0625,504886.03125
Q2,29516800,1153.0,507990.0,503412.2395833333
Q2,29568000,1155.0,504958.65625,506424.3125
Q2,29619200,1157.0,506324.28125,504887.96875
Q2,29670400,1159.0,503380.96875,504212.4166666667
Q2,29721600,1161.0,502932.0,500862.8229166667
Q2,29772800,1163.0,496275.5,501640.8645833333
Q2,29824000,1165.0,505715.09375,501849.6145833333
Q2,29875200,1167.0,503558.25,506186.40625
Q2,29926400,1169.0,509285.875,507306.90625
Q2,29977600,1171.0,509076.59375,507213.90625
Q2,30028800,1173.0,503279.25,505761.3645833333
Q2,30080000,1175.0,504928.25,506173.5104166667
Q2,30131200,1177.0,510313.03125,508660.7291666667
Q2,30182400,1179.0,510740.90625,510980.4479166667
Q2,30233600,1181.0,511887.40625,510782.15625
Q2,30284800,1183.0,509718.15625,508228.5520833333
Q2,30336000,1185.0,503080.09375,508542.3645833333
Q2,30387200,1187.0,512828.84375,508608.8958333333
Q2,30438400,1189.0,509917.75,513695.59375
Q2,30489600,1191.0,518340.1875,512713.5520833333
Q2,30540800,1193.0,509882.71875,515086.7916666667
Q2,30592000,1195.0,517037.46875,511705.8645833333
Q2,30643200,1197.0,508197.40625,515174.4895833333
Q2,30694400,1199.0,520288.59375,513994.0729166667
Q2,30745600,1201.0,513496.21875,512846.9166666667
Q2,30796800,1203.0,504755.9375,511056.3333333333
Q2,30848000,1205.0,514916.84375,512465.0208333333
Q2,30899200,1207.0,517722.28125,516951.7083333333
Q2,30950400,1209.0,518216.0,516902.8229166667
Q2,31001600,1211.0,514770.1875,517099.4583333333
Q2,31052800,1213.0,518312.1875,516004.125
Q2,31104000,1215.0,514930.0,516708.4270833333
Q2,31155200,1217.0,516883.09375,515563.2916666667
Q2,31206400,1219.0,514876.78125,515863.3645833333
Q2,31257600,1221.0,515830.21875,514667.0729166667
Q2,31308800,1223.0,513294.21875,511896.0625
Q2,31360000,1225.0,506563.75,508500.6354166667
Q2,31411200,1227.0,505643.9375,510074.8229166667
Q2,31462400,1229.0,518016.78125,510817.46875
Q2,31513600,1231.0,508791.6875,513784.84375
Q2,31564800,1233.0,514546.0625,513124.5833333333
Q2,31616000,1235.0,516036.0,516945.375
Q2,31667200,1237.0,520254.0625,518788.5625
Q2,31718400,1239.0,520075.625,517511.9895833333
Q2,31769600,1241.0,512206.28125,516144.1979166667
Q2,31820800,1243.0,516150.6875,516363.5833333333
Q2,31872000,1245.0,520733.78125,516035.25
Q2,31923200,1247.0,511221.28125,516135.5416666667
Q2,31974400,1249.0,516451.5625,515088.9166666667
Q2,32025600,1251.0,517593.90625,514953.0520833333
Q2,32076800,1253.0,510813.6875,513755.7708333333
Q2,32128000,1255.0,512859.71875,515122.5104166667
Q2,32179200,1257.0,521694.125,515678.1041666667
Q2,32230400,1259.0,512480.46875,517462.9375
Q2,32281600,1261.0,518214.21875,515092.5
Q2,32332800,1263.0,514582.8125,513643.1979166667
Q2,32384000,1265.0,508132.5625,510461.71875
Q2,32435200,1267.0,508669.78125,511147.6666666667
Q2,32486400,1269.0,516640.65625,512262.71875
Q2,32537600,1271.0,511477.71875,511212.15625
Q2,32588800,1273.0,505518.09375,510501.46875
Q2,32640000,1275.0,514508.59375,512100.1979166667
Q2,32691200,1277.0,516273.90625,513674.3333333333
Q2,32742400,1279.0,510240.5,512277.3333333333
Q2,32793600,1281.0,510317.59375,513028.4270833333
Q2,32844800,1283.0,518527.1875,515188.4375
Q2,32896000,1285.0,516720.53125,520857.1770833333
Q2,32947200,1287.0,527323.8125,521811.6041666667
Q2,32998400,1289.0,521390.46875,520704.9270833333
Q2,33049600,1291.0,513400.5,516587.40625
Q2,33100800,1293.0,514971.25,513352.5833333333
Q2,33152000,1295.0,511686.0,513081.5520833333
Q2,33203200,1297.0,512587.40625,513581.4895833333
Q2,33254400,1299.0,516471.0625,512859.375
Q2,33305600,1301.0,509519.65625,515636.5729166667
Q2,33356800,1303.0,520919.0,515553.78125
Q2,33408000,1305.0,516222.6875,514876.90625
Q2,33459200,1307.0,507489.03125,513376.9270833333
Q2,33510400,1309.0,516419.0625,513918.6354166667
Q2,33561600,1311.0,517847.8125,517904.7604166667
Q2,33612800,1313.0,519447.40625,519472.3958333333
Q2,33664000,1315.0,521121.96875,522680.7083333333
Q2,33715200,1317.0,527472.75,523412.0729166667
Q2,33766400,1319.0,521641.5,524398.6041666666
Q2,33817600,1321.0,524081.5625,520254.46875
Q2,33868800,1323.0,515040.34375,516391.3541666667
Q2,33920000,1325.0,510052.15625,514679.5416666667
Q2,33971200,1327.0,518946.125,515848.0104166667
Q2,34022400,1329.0,518545.75,521196.0625
Q2,34073600,1331.0,526096.3125,520677.3854166667
Q2,34124800,1333.0,517390.09375,519892.28125
Q2,34176000,1335.0,516190.4375,520393.5520833333
Q2,34227200,1337.0,527600.125,521649.0104166667
Q2,34278400,1339.0,521156.46875,526138.2395833334
Q2,34329600,1341.0,529658.125,526325.9270833334
Q2,34380800,1343.0,528163.1875,525922.2604166666
Q2,34432000,1345.0,519945.46875,525824.09375
Q2,34483200,1347.0,529363.625,525214.03125
Q2,34534400,1349.0,526333.0,526596.4375
Q2,34585600,1351.0,524092.6875,524784.8854166666
Q2,34636800,1353.0,523928.96875,525347.3645833334
Q2,34688000,1355.0,528020.4375,525068.625
Q2,34739200,1357.0,523256.46875,524431.0104166666
Q2,34790400,1359.0,522016.125,522880.375
Q2,34841600,1361.0,523368.53125,523616.46875
Q2,34892800,1363.0,525464.75,522398.1875
Q2,34944000,1365.0,518361.28125,522261.5208333333
Q2,34995200,1367.0,522958.53125,521912.2083333333
Q2,35046400,1369.0,524416.8125,523865.4895833333
Q2,35097600,1371.0,524221.125,524512.7916666666
Q2,35148800,1373.0,524900.4375,521513.71875
Q2,35200000,1375.0,515419.59375,520404.9479166667
Q2,35251200,1377.0,520894.8125,520086.3020833333
Q2,35302400,1379.0,523944.5,519492.0520833333
Q2,35353600,1381.0,513636.84375,522466.28125
Q2,35404800,1383.0,529817.5,521991.875
Q2,35456000,1385.0,522521.28125,525913.2395833334
Q2,35507200,1387.0,525400.9375,523951.9583333333
Q2,35558400,1389.0,523933.65625,522240.7395833333
Q2,35609600,1391.0,517387.625,520575.78125
Q2,35660800,1393.0,520406.0625,518647.15625
Q2,35712000,1395.0,518147.78125,520155.7291666667
Q2,35763200,1397.0,521913.34375,520063.2708333333
Q2,35814400,1399.0,520128.6875,518500.8020833333
Q2,35865600,1401.0,513460.375,518493.7708333333
Q2,35916800,1403.0,521892.25,513744.7708333333
Q2,35968000,1405.0,505881.6875,514702.53125
Q2,36019200,1407.0,516333.65625,510898.4791666667
Q2,36070400,1409.0,510480.09375,518777.8541666667
Q2,36121600,1411.0,529519.8125,522600.28125
Q2,36172800,1413.0,527800.9375,525537.7395833334
Q2,36224000,1415.0,519292.46875,526552.4270833334
Q2,36275200,1417.0,532563.875,526134.9895833334
Q2,36326400,1419.0,526548.625,530421.8125
Q2,36377600,1421.0,532152.9375,529588.5625
Q2,36428800,1423.0,530064.125,532422.3333333334
Q2,36480000,1425.0,535049.9375,529637.1458333334
Q2,36531200,1427.0,523797.375,528944.6875
Q2,36582400,1429.0,527986.75,527297.875
Q2,36633600,1431.0,530109.5,525757.9270833334
Q2,36684800,1433.0,519177.53125,523226.7395833333
Q2,36736000,1435.0,520393.1875,522036.3020833333
Q2,36787200,1437.0,526538.1875,524000.5
Q2,36838400,1439.0,525070.125,525298.25
Q2,36889600,1441.0,524286.4375,522650.5208333333
Q2,36940800,1443.0,518595.0,523283.0208333333
Q2,36992000,1445.0,526967.625,522972.7604166667
Q2,37043200,1447.0,523355.65625,526056.28125
Q2,37094400,1449.0,527845.5625,525999.2395833334
Q2,37145600,1451.0,526796.5,527847.3541666666
Q2,37196800,1453.0,528900.0,525494.3229166666
Q2,37248000,1455.0,520786.46875,524112.8333333333
Q2,37299200,1457.0,522652.03125,521642.90625
Q2,37350400,1459.0,521490.21875,525378.875
Q2,37401600,1461.0,531994.375,526065.0729166666
Q2,37452800,1463.0,524710.625,529192.1666666666
Q2,37504000,1465.0,530871.5,527305.4375
Q2,37555200,1467.0,526334.1875,526350.5729166666
Q2,37606400,1469.0,521846.03125,527191.5729166666
Q2,37657600,1471.0,533394.5,527826.03125
Q2,37708800,1473.0,528237.5625,530093.125
Q2,37760000,1475.0,528647.3125,527719.9375
Q2,37811200,1477.0,526274.9375,527451.3541666666
Q2,37862400,1479.0,527431.8125,528366.5625
Q2,37913600,1481.0,531392.9375,528880.3333333334
Q2,37964800,1483.0,527816.25,527719.65625
Q2,38016000,1485.0,523949.78125,527282.4895833334
Q2,38067200,1487.0,530081.4375,525865.8020833334
Q2,38118400,1489.0,523566.1875,529481.8333333334
Q2,38169600,1491.0,534797.875,529566.1041666666
Q2,38220800,1493.0,530334.25,531581.0
Q2,38272000,1495.0,529610.875,529417.75
Q2,38323200,1497.0,528308.125,530046.0
Q2,38374400,1499.0,532219.0,531109.6875
Q2,38425600,1501.0,532801.9375,533582.3541666666
Q2,38476800,1503.0,535726.125,532193.0
Q2,38528000,1505.0,528050.9375,534317.3125
Q2,38579200,1507.0,539174.875,530819.0416666666
Q2,38630400,1509.0,525231.3125,535518.0833333334
Q2,38681600,1511.0,542148.0625,535847.9375
Q2,38732800,1513.0,540164.4375,539100.3541666666
Q2,38784000,1515.0,534988.5625,537386.2083333334
Q2,38835200,1517.0,537005.625,534398.0625
Q2,38886400,1519.0,531200.0,536183.8125
Q2,38937600,1521.0,540345.8125,534239.4791666666
Q2,38988800,1523.0,531172.625,533142.5833333334
Q2,39040000,1525.0,527909.3125,531598.3541666666
Q2,39091200,1527.0,535713.125,530208.6666666666
Q2,39142400,1529.0,527003.5625,533313.0
Q2,39193600,1531.0,537222.3125,534053.6875
Q2,39244800,1533.0,537935.1875,533137.5520833334
Q2,39296000,1535.0,524255.15625,532108.4895833334
Q2,39347200,1537.0,534135.125,531028.6354166666
Q2,39398400,1539.0,534695.625,533639.0625
Q2,39449600,1541.0,532086.4375,534627.5625
Q2,39500800,1543.0,537100.625,534276.4791666666
Q2,39552000,1545.0,533642.375,535182.5625
Q2,39603200,1547.0,534804.6875,534212.6041666666
Q2,39654400,1549.0,534190.75,533420.0416666666
Q2,39705600,1551.0,531264.6875,534086.3125
Q2,39756800,1553.0,536803.5,535449.6666666666
Q2,39808000,1555.0,538280.8125,538323.0
Q2,39859200,1557.0,539884.6875,536151.8125
Q2,39910400,1559.0,530289.9375,533948.7708333334
Q2,39961600,1561.0,531671.6875,529341.8541666666
Q2,40012800,1563.0,526063.9375,530081.7708333334
Q2,40064000,1565.0,532509.6875,530393.7708333334
Q2,40115200,1567.0,532607.6875,532339.0416666666
Q2,40166400,1569.0,531899.75,531049.0416666666
Q2,40217600,1571.0,528639.6875,532318.2916666666
Q2,40268800,1573.0,536415.4375,531185.6666666666
Q2,40320000,1575.0,528501.875,532853.8958333334
Q2,40371200,1577.0,533644.375,530185.3958333334
Q2,40422400,1579.0,528409.9375,529189.1875
Q2,40473600,1581.0,525513.25,527772.1041666666
Q2,40524800,1583.0,529393.125,528034.5416666666
Q2,40576000,1585.0,529197.25,531054.3333333334
Q2,40627200,1587.0,534572.625,531777.9583333334
Q2,40678400,1589.0,531564.0,534577.5833333334
Q2,40729600,1591.0,537596.125,535405.4791666666
Q2,40780800,1593.0,537056.3125,534945.5625
Q2,40832000,1595.0,530184.25,534949.375
Q2,40883200,1597.0,537607.5625,530626.4583333334
Q2,40934400,1599.0,524087.5625,534551.7708333334
Q2,40985600,1601.0,541960.1875,534294.4166666666
Q2,41036800,1603.0,536835.5,539024.1458333334
Q2,41088000,1605.0,538276.75,537413.1041666666
Q2,41139200,1607.0,537127.0625,535932.8958333334
Q2,41190400,1609.0,532394.875,532865.7916666666
Q2,41241600,1611.0,529075.4375,534097.1041666666
Q2,41292800,1613.0,540821.0,532648.8541666666
Q2,41344000,1615.0,528050.125,534774.0625
Q2,41395200,1617.0,535451.0625,531724.1458333334
Q2,41446400,1619.0,531671.25,535135.2708333334
Q2,41497600,1621.0,538283.5,536292.8125
Q2,41548800,1623.0,538923.6875,537049.875
Q2,41600000,1625.0,533942.4375,535566.4583333334
Q2,41651200,1627.0,533833.25,534958.3541666666
Q2,41702400,1629.0,537099.375,537441.2083333334
Q2,41753600,1631.0,541391.0,538470.0625
Q2,41804800,1633.0,536919.8125,539335.9375
Q2,41856000,1635.0,539697.0,537421.4791666666
Q2,41907200,1637.0,535647.625,536796.8541666666
Q2,41958400,1639.0,535045.9375,534076.8125
Q2,42009600,1641.0,531536.875,533310.0208333334
Q2,42060800,1643.0,533347.25,534990.375
Q2,42112000,1645.0,540087.0,537456.0
Q2,42163200,1647.0,538933.75,536867.8958333334
Q2,42214400,1649.0,531582.9375,535583.5416666666
Q2,42265600,1651.0,536233.9375,535104.7916666666
Q2,42316800,1653.0,537497.5,534918.4583333334
Q2,42368000,1655.0,531023.9375,534634.9583333334
Q2,42419200,1657.0,535383.4375,532816.6458333334
Q2,42470400,1659.0,532042.5625,536204.5
Q2,42521600,1661.0,541187.5,537042.1458333334
Q2,42572800,1663.0,537896.375,539682.7916666666
Q2,42624000,1665.0,539964.5,539352.9166666666
Q2,42675200,1667.0,540197.875,541748.9375
Q2,42726400,1669.0,545084.4375,539971.7916666666
Q2,42777600,1671.0,534633.0625,538283.9583333334
Q2,42828800,1673.0,535134.375,536621.0416666666
Q2,42880000,1675.0,540095.6875,537278.7291666666
Q2,42931200,1677.0,536606.125,539292.7916666666
Q2,42982400,1679.0,541176.5625,536616.8125
Q2,43033600,1681.0,532067.75,536551.0416666666
Q2,43084800,1683.0,536408.8125,537072.3333333334
Q2,43136000,1685.0,542740.4375,540631.5416666666
Q2,43187200,1687.0,542745.375,543246.3541666666
Q2,43238400,1689.0,544253.25,542334.5833333334
Q2,43289600,1691.0,540005.125,543529.8333333334
Q2,43340800,1693.0,546331.125,543647.4375
Q2,43392000,1695.0,544606.0625,547139.9791666666
Q2,43443200,1697.0,550482.75,544408.4583333334
Q2,43494400,1699.0,538136.5625,542273.1666666666
Q2,43545600,1701.0,538200.1875,541028.4791666666
Q2,43596800,1703.0,546748.6875,543506.6458333334
Q2,43648000,1705.0,545571.0625,544436.2083333334
Q2,43699200,1707.0,540988.875,544812.5208333334
Q2,43750400,1709.0,547877.625,543925.1041666666
Q2,43801600,1711.0,542908.8125,545295.9791666666
Q2,43852800,1713.0,545101.5,544253.1041666666
Q2,43904000,1715.0,544749.0,545024.0833333334
Q2,43955200,1717.0,545221.75,545764.6458333334
Q2,44006400,1719.0,547323.1875,546724.6041666666
Q2,44057600,1721.0,547628.875,547705.9583333334
Q2,44108800,1723.0,548165.8125,547529.2291666666
Q2,44160000,1725.0,546793.0,547019.8541666666
Q2,44211200,1727.0,546100.75,546669.25
Q2,44262400,1729.0,547114.0,546753.9791666666
Q2,44313600,1731.0,547047.1875,543958.0208333334
Q2,44364800,1733.0,537712.875,542656.5
Q2,44416000,1735.0,543209.4375,540679.7916666666
Q2,44467200,1737.0,541117.0625,543399.3541666666
Q2,44518400,1739.0,545871.5625,543144.7916666666
Q2,44569600,1741.0,542445.75,544796.0625
Q2,44620800,1743.0,546070.875,543723.5208333334
Q2,44672000,1745.0,542653.9375,543420.1458333334
Q2,44723200,1747.0,541535.625,541377.7291666666
Q2,44774400,1749.0,539943.625,541433.0
Q2,44825600,1751.0,542819.75,541338.3541666666
Q2,44876800,1753.0,541251.6875,541567.1875
Q2,44928000,1755.0,540630.125,540263.2916666666
Q2,44979200,1757.0,538908.0625,541069.875
Q2,45030400,1759.0,543671.4375,541327.4166666666
Q2,45081600,1761.0,541402.75,542735.9375
Q2,45132800,1763.0,543133.625,542187.9375
Q2,45184000,1765.0,542027.4375,542189.5208333334
Q2,45235200,1767.0,541407.5,542644.5833333334
Q2,45286400,1769.0,544498.8125,544298.7916666666
Q2,45337600,1771.0,546990.0625,544862.125
Q2,45388800,1773.0,543097.5,544843.9166666666
Q2,45440000,1775.0,544444.1875,544414.3541666666
Q2,45491200,1777.0,545701.375,544286.9791666666
Q2,45542400,1779.0,542715.375,542997.6041666666
Q2,45593600,1781.0,540576.0625,543209.6458333334
Q2,45644800,1783.0,546337.5,544630.1666666666
Q2,45696000,1785.0,546976.9375,547969.4375
Q2,45747200,1787.0,550593.875,548102.9166666666
Q2,45798400,1789.0,546737.9375,547396.0833333334
Q2,45849600,1791.0,544856.4375,546650.5416666666
Q2,45900800,1793.0,548357.25,545813.2708333334
Q2,45952000,1795.0,544226.125,546394.375
Q2,46003200,1797.0,546599.75,545646.9375
Q2,46054400,1799.0,546114.9375,544153.7291666666
Q2,46105600,1801.0,539746.5,543481.2916666666
Q2,46156800,1803.0,544582.4375,543305.1666666666
Q2,46208000,1805.0,545586.5625,545878.1666666666
Q2,46259200,1807.0,547465.5,544281.125
Q2,46310400,1809.0,539791.3125,543140.2083333334
Q2,46361600,1811.0,542163.8125,544090.6875
Q2,46412800,1813.0,550316.9375,546179.5833333334
Q2,46464000,1815.0,546058.0,547950.875
Q2,46515200,1817.0,547477.6875,547390.4791666666
Q2,46566400,1819.0,548635.75,547097.1875
Q2,46617600,1821.0,545178.125,544706.3125
Q2,46668800,1823.0,540305.0625,543050.2708333334
Q2,46720000,1825.0,543667.625,543178.3333333334
Q2,46771200,1827.0,545562.3125,545512.125
Q2,46822400,1829.0,547306.4375,547590.0625
Q2,46873600,1831.0,549901.4375,547989.5416666666
Q2,46924800,1833.0,546760.75,549026.875
Q2,46976000,1835.0,550418.4375,548770.4791666666
Q2,47027200,1837.0,549132.25,549656.2708333334
Q2,47078400,1839.0,549418.125,549221.1666666666
Q2,47129600,1841.0,549113.125,549578.4583333334
Q2,47180800,1843.0,550204.125,549540.625
Q2,47232000,1845.0,549304.625,550474.0
Q2,47283200,1847.0,551913.25,551113.1458333334
Q2,47334400,1849.0,552121.5625,552547.8958333334
Q2,47385600,1851.0,553608.875,553540.1666666666
Q2,47436800,1853.0,554890.0625,553903.1666666666
Q2,47488000,1855.0,553210.5625,555045.6458333334
Q2,47539200,1857.0,557036.3125,555991.1875
Q2,47590400,1859.0,557726.6875,556536.2083333334
Q2,47641600,1861.0,554845.625,556050.9583333334
Q2,47692800,1863.0,555580.5625,554990.6875
Q2,47744000,1865.0,554545.875,555328.7708333334
Q2,47795200,1867.0,555859.875,555100.2291666666
Q2,47846400,1869.0,554894.9375,555572.6041666666
Q2,47897600,1871.0,555963.0,555331.8333333334
Q2,47948800,1873.0,555137.5625,556043.125
Q2,48000000,1875.0,557028.8125,556465.4583333334
Q2,48051200,1877.0,557230.0,557888.1666666666
Q2,48102400,1879.0,559405.6875,558659.7291666666
Q2,48153600,1881.0,559343.5,559333.375
Q2,48204800,1883.0,559250.9375,559593.1041666666
Q2,48256000,1885.0,560184.875,559587.5208333334
Q2,48307200,1887.0,559326.75,559661.6875
Q2,48358400,1889.0,559473.4375,558284.9375
Q2,48409600,1891.0,556054.625,556814.3333333334
Q2,48460800,1893.0,554914.9375,556023.5208333334
Q2,48512000,1895.0,557101.0,556141.3333333334
Q2,48563200,1897.0,556408.0625,555718.0833333334
Q2,48614400,1899.0,553645.1875,554658.4375
Q2,48665600,1901.0,553922.0625,553775.7708333334
Q2,48716800,1903.0,553760.0625,554471.0833333334
Q2,48768000,1905.0,555731.125,554600.8125
Q2,48819200,1907.0,554311.25,553927.2291666666
Q2,48870400,1909.0,551739.3125,552793.5208333334
Q2,48921600,1911.0,552330.0,552020.0
Q2,48972800,1913.0,551990.6875,552136.2083333334
Q2,49024000,1915.0,552087.9375,552507.5
Q2,49075200,1917.0,553443.875,552520.8125
Q2,49126400,1919.0,552030.625,552066.3958333334
Q2,49177600,1921.0,550724.6875,551253.0
Q2,49228800,1923.0,551003.6875,551094.8333333334
Q2,49280000,1925.0,551556.125,550767.2083333334
Q2,49331200,1927.0,549741.8125,550810.8125
Q2,49382400,1929.0,551134.5,550154.8333333334
Q2,49433600,1931.0,549588.1875,550205.2083333334
Q2,49484800,1933.0,549892.9375,550029.5
Q2,49536000,1935.0,550607.375,549928.1666666666
Q2,49587200,1937.0,549284.1875,550103.2291666666
Q2,49638400,1939.0,550418.125,549279.3541666666
Q2,49689600,1941.0,548135.75,548830.6666666666
Q2,49740800,1943.0,547938.125,548294.625
Q2,49792000,1945.0,548810.0,547963.8541666666
Q2,49843200,1947.0,547143.4375,547962.3333333334
Q2,49894400,1949.0,547933.5625,548121.25
Q2,49945600,1951.0,549286.75,549232.9583333334
Q2,49996800,1953.0,550478.5625,549373.3958333334
Q2,50048000,1955.0,548354.875,549246.8541666666
Q2,50099200,1957.0,548907.125,548402.3958333334
Q2,50150400,1959.0,547945.1875,548167.0625
Q2,50201600,1961.0,547648.875,547682.0833333334
Q2,50252800,1963.0,547452.1875,546999.6875
Q2,50304000,1965.0,545898.0,546721.375
Q2,50355200,1967.0,546813.9375,546218.1666666666
Q2,50406400,1969.0,545942.5625,546373.375
Q2,50457600,1971.0,546363.625,546072.125
Q2,50508800,1973.0,545910.1875,546497.8958333334
Q2,50560000,1975.0,547219.875,546520.5625
Q2,50611200,1977.0,546431.625,546202.375
Q2,50662400,1979.0,544955.625,545155.3541666666
Q2,50713600,1981.0,544078.8125,544663.125
Q2,50764800,1983.0,544954.9375,543841.4583333334
Q2,50816000,1985.0,542490.625,543156.5416666666
Q2,50867200,1987.0,542024.0625,542229.1666666666
Q2,50918400,1989.0,542172.8125,541661.0625
Q2,50969600,1991.0,540786.3125,541717.5416666666
Q2,51020800,1993.0,542193.5,541299.0833333334
Q2,51072000,1995.0,540917.4375,542454.2708333334
Q2,51123200,1997.0,544251.875,542865.6458333334
Q2,51174400,1999.0,543427.625,543895.9166666666
Q2,51225600,2001.0,544008.25,544079.0
Q2,51276800,2003.0,544801.125,543532.1875
Q2,51328000,2005.0,541787.1875,543103.8333333334
Q2,51379200,2007.0,542723.1875,542234.6666666666
Q2,51430400,2009.0,542193.625,541727.4583333334
Q2,51481600,2011.0,540265.5625,541554.6666666666
Q2,51532800,2013.0,542204.8125,541681.8333333334
Q2,51584000,2015.0,542575.125,542146.0
Q2,51635200,2017.0,541658.0625,541944.0
Q2,51686400,2019.0,541598.8125,542112.7083333334
Q2,51737600,2021.0,543081.25,542984.2708333334
Q2,51788800,2023.0,544272.75,543475.1041666666
Q2,51840000,2025.0,543071.3125,543556.8958333334
Q2,51891200,2027.0,543326.625,543138.2708333334
Q2,51942400,2029.0,543016.875,543207.5
Q2,51993600,2031.0,543279.0,543112.9791666666
Q2,52044800,2033.0,543043.0625,542974.8541666666
Q2,52096000,2035.0,542602.5,542472.7708333334
Q2,52147200,2037.0,541772.75,541957.6666666666
Q2,52198400,2039.0,541497.75,541587.5
Q2,52249600,2041.0,541492.0,542196.4375
Q2,52300800,2043.0,543599.5625,542736.5625
Q2,52352000,2045.0,543118.125,543668.6041666666
Q2,52403200,2047.0,544288.125,544235.5208333334
Q2,52454400,2049.0,545300.3125,545109.6875
Q2,52505600,2051.0,545740.625,545789.7291666666
Q2,52556800,2053.0,546328.25,546120.4791666666
Q2,52608000,2055.0,546292.5625,545884.875
Q2,52659200,2057.0,545033.8125,545590.1666666666
Q2,52710400,2059.0,545444.125,545335.7291666666
Q2,52761600,2061.0,545529.25,545896.6875
Q2,52812800,2063.0,546716.6875,546414.2291666666
Q2,52864000,2065.0,546996.75,547137.25
Q2,52915200,2067.0,547698.3125,547571.1875
Q2,52966400,2069.0,548018.5,548649.9791666666
Q2,53017600,2071.0,550233.125,549357.4375
Q2,53068800,2073.0,549820.6875,549591.7916666666
Q2,53120000,2075.0,548721.5625,550072.3541666666
Q2,53171200,2077.0,551674.8125,550631.4583333334
Q2,53222400,2079.0,551498.0,550791.3333333334
Q2,53273600,2081.0,549201.1875,549706.7708333334
Q2,53324800,2083.0,548421.125,548931.7083333334
Q2,53376000,2085.0,549172.8125,548502.5625
Q2,53427200,2087.0,547913.75,548553.7708333334
Q2,53478400,2089.0,548574.75,548090.3958333334
Q2,53529600,2091.0,547782.6875,547829.6041666666
Q2,53580800,2093.0,547131.375,547405.6041666666
Q2,53632000,2095.0,547302.75,546954.1458333334
Q2,53683200,2097.0,546428.3125,546202.5
Q2,53734400,2099.0,544876.4375,544598.5208333334
Q2,53785600,2101.0,542490.8125,543779.5208333334
Q2,53836800,2103.0,543971.3125,543391.6458333334
Q2,53888000,2105.0,543712.8125,544387.375
Q2,53939200,2107.0,545478.0,544077.8125
Q2,53990400,2109.0,543042.625,543647.9166666666
Q2,54041600,2111.0,542423.125,543771.375
Q2,54092800,2113.0,545848.375,544830.2916666666
Q2,54144000,2115.0,546219.375,546258.6458333334
Q2,54195200,2117.0,546708.1875,546362.875
Q2,54246400,2119.0,546161.0625,546491.1458333334
Q2,54297600,2121.0,546604.1875,547103.5833333334
Q2,54348800,2123.0,548545.5,547419.1041666666
Q2,54400000,2125.0,547107.625,547569.2083333334
Q2,54451200,2127.0,547054.5,547369.2291666666
Q2,54502400,2129.0,547945.5625,547708.7708333334
Q2,54553600,2131.0,548126.25,548532.2291666666
Q2,54604800,2133.0,549524.875,549158.7083333334
Q2,54656000,2135.0,549825.0,549399.25
Q2,54707200,2137.0,548847.875,549035.1666666666
Q2,54758400,2139.0,548432.625,548786.3958333334
Q2,54809600,2141.0,549078.6875,548417.9166666666
Q2,54860800,2143.0,547742.4375,547982.5416666666
Q2,54912000,2145.0,547126.5,547695.5833333334
Q2,54963200,2147.0,548217.8125,548006.6875
Q2,55014400,2149.0,548675.75,549003.7291666666
Q2,55065600,2151.0,550117.625,548903.9583333334
Q2,55116800,2153.0,547918.5,548333.8541666666
Q2,55168000,2155.0,546965.4375,547367.8541666666
Q2,55219200,2157.0,547219.625,546529.1666666666
Q2,55270400,2159.0,545402.4375,545968.4583333334
Q2,55321600,2161.0,545283.3125,545478.5833333334
Q2,55372800,2163.0,545750.0,545864.4375
Q2,55424000,2165.0,546560.0,546487.3958333334
Q2,55475200,2167.0,547152.1875,547113.7083333334
Q2,55526400,2169.0,547628.9375,547169.2916666666
Q2,55577600,2171.0,546726.75,547027.1666666666
Q2,55628800,2173.0,546725.8125,546803.4166666666
Q2,55680000,2175.0,546957.6875,546648.2916666666
Q2,55731200,2177.0,546261.375,546848.1875
Q2,55782400,2179.0,547325.5,546870.875
Q2,55833600,2181.0,547025.75,547880.8958333334
Q2,55884800,2183.0,549291.4375,548528.3958333334
Q2,55936000,2185.0,549268.0,550142.5208333334
