series,source_kind,learning_episode,mean,std
"MAPPO (fixed 60, 3 seeds)",historical,2887.0,537657.546875,15238.773413944555
"MAPPO (fixed 60, 3 seeds)",historical,2889.0,538547.6202256945,15852.640628535259
"MAPPO (fixed 60, 3 seeds)",historical,2891.0,539531.036892361,16001.870937549931
"MAPPO (fixed 60, 3 seeds)",historical,2893.0,540154.5946180556,15665.512098873665
"MAPPO (fixed 60, 3 seeds)",historical,2895.0,539524.9769965279,14624.969097769468
"MAPPO (fixed 60, 3 seeds)",historical,2897.0,538785.1228298611,14430.923501144587
"MAPPO (fixed 60, 3 seeds)",historical,2899.0,538975.9244791666,14226.401698603073
"MAPPO (fixed 60, 3 seeds)",historical,2901.0,539767.4075520834,13998.278330134744
"MAPPO (fixed 60, 3 seeds)",historical,2903.0,539637.2621527776,14757.915955399827
"MAPPO (fixed 60, 3 seeds)",historical,2905.0,539672.5655381944,16618.531984758807
"MAPPO (fixed 60, 3 seeds)",historical,2907.0,539262.9609375,17541.870073381295
"MAPPO (fixed 60, 3 seeds)",historical,2909.0,539604.6011284722,17394.807538434256
"MAPPO (fixed 60, 3 seeds)",historical,2911.0,540361.6697048611,16032.617989782646
"MAPPO (fixed 60, 3 seeds)",historical,2913.0,540396.9748263889,15098.572396153635
"MAPPO (fixed 60, 3 seeds)",historical,2915.0,539864.5746527778,14049.165781754253
"MAPPO (fixed 60, 3 seeds)",historical,2917.0,538244.4574652779,14293.143256688514
"MAPPO (fixed 60, 3 seeds)",historical,2919.0,538688.2725694445,14957.851274113646
"MAPPO (fixed 60, 3 seeds)",historical,2921.0,538957.4817708334,15879.226306202421
"MAPPO (fixed 60, 3 seeds)",historical,2923.0,540524.3576388889,15471.239182887843
"MAPPO (fixed 60, 3 seeds)",historical,2925.0,541169.8125,15379.396946352017
"MAPPO (fixed 60, 3 seeds)",historical,2927.0,541037.4296875,13953.102404696006
"MAPPO (fixed 60, 3 seeds)",historical,2929.0,540689.9331597221,13181.402736638838
"MAPPO (fixed 60, 3 seeds)",historical,2931.0,539682.8515625,12566.721095494118
"MAPPO (fixed 60, 3 seeds)",historical,2933.0,539866.90625,12756.731798280049
"MAPPO (fixed 60, 3 seeds)",historical,2935.0,540177.9861111111,14259.278489076385
"MAPPO (fixed 60, 3 seeds)",historical,2937.0,539303.1362847221,15919.449771208812
"MAPPO (fixed 60, 3 seeds)",historical,2939.0,539852.2986111111,16821.198628788487
"MAPPO (fixed 60, 3 seeds)",historical,2941.0,539392.4001736111,15413.40127919001
"MAPPO (fixed 60, 3 seeds)",historical,2943.0,541616.5598958334,14632.61821620379
"MAPPO (fixed 60, 3 seeds)",historical,2945.0,541200.8871527779,14326.931469108506
"MAPPO (fixed 60, 3 seeds)",historical,2947.0,540995.662326389,15314.914255372189
"MAPPO (fixed 60, 3 seeds)",historical,2949.0,540960.0868055555,14193.646273804554
"MAPPO (fixed 60, 3 seeds)",historical,2951.0,540635.6189236111,13769.78026424433
"MAPPO (fixed 60, 3 seeds)",historical,2953.0,540454.3741319445,13029.232587333212
"MAPPO (fixed 60, 3 seeds)",historical,2955.0,540496.046875,12771.085149330209
"MAPPO (fixed 60, 3 seeds)",historical,2957.0,541540.4756944445,12833.435729375053
"MAPPO (fixed 60, 3 seeds)",historical,2959.0,542390.5034722221,12435.986345026311
"MAPPO (fixed 60, 3 seeds)",historical,2961.0,541194.2621527779,12840.688325391324
"MAPPO (fixed 60, 3 seeds)",historical,2963.0,540115.4175347224,12449.595255473652
"MAPPO (fixed 60, 3 seeds)",historical,2965.0,541253.9809027779,11521.424442709182
"MAPPO (fixed 60, 3 seeds)",historical,2967.0,541930.5729166666,11652.810255339933
"MAPPO (fixed 60, 3 seeds)",historical,2969.0,542640.0633680555,11186.584775805453
"MAPPO (fixed 60, 3 seeds)",historical,2971.0,541901.4696180555,11833.101603736453
"MAPPO (fixed 60, 3 seeds)",historical,2973.0,542113.2473958334,11280.423277983047
"MAPPO (fixed 60, 3 seeds)",historical,2975.0,541217.1501736111,11559.98859895538
"MAPPO (fixed 60, 3 seeds)",historical,2977.0,540821.7317708334,12242.047943536756
"MAPPO (fixed 60, 3 seeds)",historical,2979.0,541663.9713541666,11039.360108532039
"MAPPO (fixed 60, 3 seeds)",historical,2981.0,542299.6362847222,10549.260672498987
"MAPPO (fixed 60, 3 seeds)",historical,2983.0,542127.8480902779,8989.327411206268
"MAPPO (fixed 60, 3 seeds)",historical,2985.0,540879.2178819445,9384.620538885623
"MAPPO (fixed 60, 3 seeds)",historical,2987.0,540771.9913194444,9776.387698357006
"MAPPO (fixed 60, 3 seeds)",historical,2989.0,539934.4513888889,10772.480200811322
"MAPPO (fixed 60, 3 seeds)",historical,2991.0,540034.5598958334,10948.55437689122
"MAPPO (fixed 60, 3 seeds)",historical,2993.0,539057.6901041666,10678.372727233549
"MAPPO (fixed 60, 3 seeds)",historical,2995.0,539589.1319444445,10496.364690908962
"MAPPO (fixed 60, 3 seeds)",historical,2997.0,537717.6875,10728.008077773056
"MAPPO (fixed 60, 3 seeds)",historical,2999.0,538662.7300347221,9378.032005565923
"MAPPO (fixed 60, 3 seeds)",historical,3001.0,539631.6310763889,8863.817414995565
"MAPPO (fixed 60, 3 seeds)",historical,3003.0,540722.2578125,9416.166941753836
"MAPPO (fixed 60, 3 seeds)",historical,3005.0,539499.0138888889,9928.319562191067
"MAPPO (fixed 60, 3 seeds)",historical,3007.0,538677.8732638889,9211.766945621015
"MAPPO (fixed 60, 3 seeds)",historical,3009.0,538733.5850694445,8896.004973677058
"MAPPO (fixed 60, 3 seeds)",historical,3011.0,539303.2421875,9545.889215165902
"MAPPO (fixed 60, 3 seeds)",historical,3013.0,538462.0720486111,11826.948715467028
"MAPPO (fixed 60, 3 seeds)",historical,3015.0,538705.6319444444,11998.652978013584
"MAPPO (fixed 60, 3 seeds)",historical,3017.0,539175.9340277779,12190.50000977498
"MAPPO (fixed 60, 3 seeds)",historical,3019.0,539862.3142361111,10998.136728034651
"MAPPO (fixed 60, 3 seeds)",historical,3021.0,540457.2821180555,10769.921776397332
"MAPPO (fixed 60, 3 seeds)",historical,3023.0,540445.209201389,10713.412105046864
"MAPPO (fixed 60, 3 seeds)",historical,3025.0,541773.4739583334,11923.410873969651
"MAPPO (fixed 60, 3 seeds)",historical,3027.0,542220.6423611111,13674.496515745328
"MAPPO (fixed 60, 3 seeds)",historical,3029.0,541632.3914930555,13884.13952981177
"MAPPO (fixed 60, 3 seeds)",historical,3031.0,540242.068576389,14756.615789242655
"MAPPO (fixed 60, 3 seeds)",historical,3033.0,540268.0390625,15370.416578373179
"MAPPO (fixed 60, 3 seeds)",historical,3035.0,542055.9279513889,16787.426068807574
"MAPPO (fixed 60, 3 seeds)",historical,3037.0,541729.9774305555,15970.62757751813
"MAPPO (fixed 60, 3 seeds)",historical,3039.0,541515.6414930556,15882.734774421406
"MAPPO (fixed 60, 3 seeds)",historical,3041.0,540397.6137152779,15798.468120178386
"MAPPO (fixed 60, 3 seeds)",historical,3043.0,540422.6388888889,17703.940942222664
"MAPPO (fixed 60, 3 seeds)",historical,3045.0,540894.9626736111,19311.11090947006
"MAPPO (fixed 60, 3 seeds)",historical,3047.0,541186.9696180555,20742.43011672398
"MAPPO (fixed 60, 3 seeds)",historical,3049.0,542045.2473958334,18763.620921263497
"MAPPO (fixed 60, 3 seeds)",historical,3051.0,540804.0737847221,17034.664604073318
"MAPPO (fixed 60, 3 seeds)",historical,3053.0,541300.59375,16431.704789232735
"MAPPO (fixed 60, 3 seeds)",historical,3055.0,541164.6223958334,18973.872458815695
"MAPPO (fixed 60, 3 seeds)",historical,3057.0,541297.5199652779,19441.71540037376
"MAPPO (fixed 60, 3 seeds)",historical,3059.0,540890.892361111,18881.806024152593
"MAPPO (fixed 60, 3 seeds)",historical,3061.0,540320.140625,17987.895089763806
"MAPPO (fixed 60, 3 seeds)",historical,3063.0,539969.6909722221,18222.30469794802
"MAPPO (fixed 60, 3 seeds)",historical,3065.0,539046.4809027778,19341.66775924933
"MAPPO (fixed 60, 3 seeds)",historical,3067.0,539377.1475694444,18688.37673146932
"MAPPO (fixed 60, 3 seeds)",historical,3069.0,539721.3125,17657.579747199223
"MAPPO (fixed 60, 3 seeds)",historical,3071.0,540424.1388888889,16220.955809552468
"MAPPO (fixed 60, 3 seeds)",historical,3073.0,540007.7960069444,16230.111997372316
"MAPPO (fixed 60, 3 seeds)",historical,3075.0,539823.6527777779,16341.12839191722
"MAPPO (fixed 60, 3 seeds)",historical,3077.0,539226.953125,15546.762002152693
"MAPPO (fixed 60, 3 seeds)",historical,3079.0,539873.3567708334,15444.18257203312
"MAPPO (fixed 60, 3 seeds)",historical,3081.0,539725.1276041666,15922.108623759219
"MAPPO (fixed 60, 3 seeds)",historical,3083.0,540230.6684027776,15597.600216329934
"MAPPO (fixed 60, 3 seeds)",historical,3085.0,537756.9253472221,15186.477222591608
"MAPPO (fixed 60, 3 seeds)",historical,3087.0,537875.0772569444,15127.107900124609
"MAPPO (fixed 60, 3 seeds)",historical,3089.0,537530.8767361111,16006.75660476588
"MAPPO (fixed 60, 3 seeds)",historical,3091.0,539884.0581597222,16020.2837796994
"MAPPO (fixed 60, 3 seeds)",historical,3093.0,540651.5381944445,16037.661615316481
"MAPPO (fixed 60, 3 seeds)",historical,3095.0,540963.623263889,15174.174516933268
"MAPPO (fixed 60, 3 seeds)",historical,3097.0,540399.1180555556,15411.071547994854
"MAPPO (fixed 60, 3 seeds)",historical,3099.0,539572.9210069445,14126.223896083286
"MAPPO (fixed 60, 3 seeds)",historical,3101.0,539019.4500868055,15213.718126814769
"MAPPO (fixed 60, 3 seeds)",historical,3103.0,538789.9761284721,13658.671956661197
"MAPPO (fixed 60, 3 seeds)",historical,3105.0,538990.5247395834,12332.54340273719
"MAPPO (fixed 60, 3 seeds)",historical,3107.0,539606.1137152779,11644.163291380404
"MAPPO (fixed 60, 3 seeds)",historical,3109.0,539646.9409722224,13193.513426469983
"MAPPO (fixed 60, 3 seeds)",historical,3111.0,540346.1184895834,15247.136708460643
"MAPPO (fixed 60, 3 seeds)",historical,3113.0,539081.2061631945,14700.552600548486
"MAPPO (fixed 60, 3 seeds)",historical,3115.0,539852.4175347221,15376.793002695775
"MAPPO (fixed 60, 3 seeds)",historical,3117.0,539987.3055555555,15518.836623208344
"MAPPO (fixed 60, 3 seeds)",historical,3119.0,542134.9348958334,14289.595472491726
"MAPPO (fixed 60, 3 seeds)",historical,3121.0,542331.8207465279,12835.380301438508
"MAPPO (fixed 60, 3 seeds)",historical,3123.0,542393.6896701389,12710.238654342047
"MAPPO (fixed 60, 3 seeds)",historical,3125.0,541742.7165798611,13893.08334957792
"MAPPO (fixed 60, 3 seeds)",historical,3127.0,541490.48828125,13355.758431599395
"MAPPO (fixed 60, 3 seeds)",historical,3129.0,540567.3919270834,13404.023889732427
"MAPPO (fixed 60, 3 seeds)",historical,3131.0,539937.8133680556,12755.844071891548
"MAPPO (fixed 60, 3 seeds)",historical,3133.0,540013.2013888889,11414.697596419357
"MAPPO (fixed 60, 3 seeds)",historical,3135.0,540136.2990451389,9429.4708487715
"MAPPO (fixed 60, 3 seeds)",historical,3137.0,539268.6501736111,9085.221288225783
"MAPPO (fixed 60, 3 seeds)",historical,3139.0,538431.9305555555,10083.675384134342
"MAPPO (fixed 60, 3 seeds)",historical,3141.0,537674.9822048611,10221.136142235653
"MAPPO (fixed 60, 3 seeds)",historical,3143.0,538165.5568576389,9762.534534039609
"MAPPO (fixed 60, 3 seeds)",historical,3145.0,538058.2005208334,9281.378310802738
"MAPPO (fixed 60, 3 seeds)",historical,3147.0,537837.3268229166,8719.615758054551
"MAPPO (fixed 60, 3 seeds)",historical,3149.0,537221.4713541666,8664.323457309936
"MAPPO (fixed 60, 3 seeds)",historical,3151.0,537375.8311631945,8081.117719695588
"MAPPO (fixed 60, 3 seeds)",historical,3153.0,538419.9765625,7284.999725163863
"MAPPO (fixed 60, 3 seeds)",historical,3155.0,538897.7057291666,6407.613742233604
"MAPPO (fixed 60, 3 seeds)",historical,3157.0,538282.7730034721,6690.444757564055
"MAPPO (fixed 60, 3 seeds)",historical,3159.0,537764.2013888889,7278.154593303368
"MAPPO (fixed 60, 3 seeds)",historical,3161.0,537843.2634548611,6866.277643274225
"MAPPO (fixed 60, 3 seeds)",historical,3163.0,538680.7248263889,6342.847870594341
"MAPPO (fixed 60, 3 seeds)",historical,3165.0,539437.6215277779,5829.564342693716
"MAPPO (fixed 60, 3 seeds)",historical,3167.0,539820.9678819445,6748.099615009468
"MAPPO (fixed 60, 3 seeds)",historical,3169.0,538825.37109375,8683.17363539232
"MAPPO (fixed 60, 3 seeds)",historical,3171.0,538686.4878472221,9352.54542115099
"MAPPO (fixed 60, 3 seeds)",historical,3173.0,538192.2782118055,10999.770321465621
"MAPPO (fixed 60, 3 seeds)",historical,3175.0,538960.1323784721,10723.112888593314
"MAPPO (fixed 60, 3 seeds)",historical,3177.0,537848.3072916666,11679.908321398774
"MAPPO (fixed 60, 3 seeds)",historical,3179.0,538068.90234375,11694.886324888901
"MAPPO (fixed 60, 3 seeds)",historical,3181.0,537389.6527777779,12316.616350580072
"MAPPO (fixed 60, 3 seeds)",historical,3183.0,537218.4071180556,12339.553696043697
"MAPPO (fixed 60, 3 seeds)",historical,3185.0,536746.0347222221,12728.303858960982
"MAPPO (fixed 60, 3 seeds)",historical,3187.0,537012.7782118055,12415.805959715515
"MAPPO (fixed 60, 3 seeds)",historical,3189.0,537972.0299479166,11507.933076276266
"MAPPO (fixed 60, 3 seeds)",historical,3191.0,538679.8771701389,9786.612747717385
"MAPPO (fixed 60, 3 seeds)",historical,3193.0,538793.1909722222,8971.442187616567
"MAPPO (fixed 60, 3 seeds)",historical,3195.0,538483.2335069444,8548.397088095177
"MAPPO (fixed 60, 3 seeds)",historical,3197.0,538208.7239583334,8888.109270103632
"MAPPO (fixed 60, 3 seeds)",historical,3199.0,538925.2109375,8836.893769377632
"MAPPO (fixed 60, 3 seeds)",historical,3201.0,539578.2647569444,8855.276795332007
"MAPPO (fixed 60, 3 seeds)",historical,3203.0,539622.3328993055,8262.764615657108
"MAPPO (fixed 60, 3 seeds)",historical,3205.0,538071.0160590276,8609.975421736966
"MAPPO (fixed 60, 3 seeds)",historical,3207.0,538033.4088541666,8811.018849461088
"MAPPO (fixed 60, 3 seeds)",historical,3209.0,538214.9105902779,8567.021880008693
"MAPPO (fixed 60, 3 seeds)",historical,3211.0,539296.412326389,8331.327504251758
"MAPPO (fixed 60, 3 seeds)",historical,3213.0,539234.9075520834,8551.867721278903
"MAPPO (fixed 60, 3 seeds)",historical,3215.0,539862.9270833334,10095.243624178673
"MAPPO (fixed 60, 3 seeds)",historical,3217.0,541381.2725694445,10098.079864920252
"MAPPO (fixed 60, 3 seeds)",historical,3219.0,541409.9943576389,9433.100117201619
"MAPPO (fixed 60, 3 seeds)",historical,3221.0,541808.1323784721,7587.892918990806
"MAPPO (fixed 60, 3 seeds)",historical,3223.0,542273.8177083334,8032.457796770217
"MAPPO (fixed 60, 3 seeds)",historical,3225.0,542554.282986111,9207.79641161553
"MAPPO (fixed 60, 3 seeds)",historical,3227.0,542129.0473090279,10823.25598978094
"MAPPO (fixed 60, 3 seeds)",historical,3229.0,541167.5625,12290.671723171967
"MAPPO (fixed 60, 3 seeds)",historical,3231.0,541045.5690104166,12399.87107758324
"MAPPO (fixed 60, 3 seeds)",historical,3233.0,541642.3268229166,12282.764171113806
"MAPPO (fixed 60, 3 seeds)",historical,3235.0,541451.4435763889,10884.020149558071
"MAPPO (fixed 60, 3 seeds)",historical,3237.0,541298.1987847221,11117.305559026043
"MAPPO (fixed 60, 3 seeds)",historical,3239.0,540706.1046006944,11474.566824257416
"MAPPO (fixed 60, 3 seeds)",historical,3241.0,540856.185763889,11796.379708185954
"MAPPO (fixed 60, 3 seeds)",historical,3243.0,542613.3428819445,11666.265678166066
"MAPPO (fixed 60, 3 seeds)",historical,3245.0,543719.5052083334,12046.375945542703
"MAPPO (fixed 60, 3 seeds)",historical,3247.0,544936.5763888889,11585.111757400993
"MAPPO (fixed 60, 3 seeds)",historical,3249.0,544494.3680555556,11306.660866396878
"MAPPO (fixed 60, 3 seeds)",historical,3251.0,544888.142361111,10818.68128388224
"MAPPO (fixed 60, 3 seeds)",historical,3253.0,544640.8029513889,11712.16466528759
"MAPPO (fixed 60, 3 seeds)",historical,3255.0,544280.5625,11380.395362879792
"MAPPO (fixed 60, 3 seeds)",historical,3257.0,545429.0868055555,11170.536512722678
"MAPPO (fixed 60, 3 seeds)",historical,3259.0,546152.4609375,9697.558558858105
"MAPPO (fixed 60, 3 seeds)",historical,3261.0,546231.4600694444,9313.709506572784
"MAPPO (fixed 60, 3 seeds)",historical,3263.0,544127.6206597224,7949.186025870597
"MAPPO (fixed 60, 3 seeds)",historical,3265.0,542991.5598958334,7580.609639288174
"MAPPO (fixed 60, 3 seeds)",historical,3267.0,544620.8532986111,8218.433854617046
"MAPPO (fixed 60, 3 seeds)",historical,3269.0,545286.5,8188.3433644080105
"MAPPO (fixed 60, 3 seeds)",historical,3271.0,546348.390625,9192.631072156213
"MAPPO (fixed 60, 3 seeds)",historical,3273.0,545785.78125,9752.239330348377
"MAPPO (fixed 60, 3 seeds)",historical,3275.0,546791.1675347221,10046.943113037578
"MAPPO (fixed 60, 3 seeds)",historical,3277.0,547679.9392361111,10053.196422957675
"MAPPO (fixed 60, 3 seeds)",historical,3279.0,547188.2647569445,10617.279020280737
"MAPPO (fixed 60, 3 seeds)",historical,3281.0,547212.8784722221,11776.236181188597
"MAPPO (fixed 60, 3 seeds)",historical,3283.0,546981.9592013889,12665.532611518674
"MAPPO (fixed 60, 3 seeds)",historical,3285.0,546381.4331597222,12196.238160182013
"MAPPO (fixed 60, 3 seeds)",historical,3287.0,545827.9270833334,11846.09120940097
"MAPPO (fixed 60, 3 seeds)",historical,3289.0,544297.7161458334,11536.092062083437
"MAPPO (fixed 60, 3 seeds)",historical,3291.0,544698.2317708334,12398.218454883796
"MAPPO (fixed 60, 3 seeds)",historical,3293.0,544688.7335069444,13822.489174571912
"MAPPO (fixed 60, 3 seeds)",historical,3295.0,545534.3480902779,14730.29362348298
"MAPPO (fixed 60, 3 seeds)",historical,3297.0,546555.2309027779,15993.038957164135
"MAPPO (fixed 60, 3 seeds)",historical,3299.0,547255.6440972221,14539.083746433496
"MAPPO (fixed 60, 3 seeds)",historical,3301.0,546923.4461805556,14337.516899138662
"MAPPO (fixed 60, 3 seeds)",historical,3303.0,546638.4817708334,12901.0945757773
"MAPPO (fixed 60, 3 seeds)",historical,3305.0,545462.9322916666,14087.243418915887
"MAPPO (fixed 60, 3 seeds)",historical,3307.0,545702.9652777776,14844.827176853103
"MAPPO (fixed 60, 3 seeds)",historical,3309.0,544598.3615451389,15071.424284840139
"MAPPO (fixed 60, 3 seeds)",historical,3311.0,544844.81640625,14364.022263762352
"MAPPO (fixed 60, 3 seeds)",historical,3313.0,544047.8719618055,13092.839918164053
"MAPPO (fixed 60, 3 seeds)",historical,3315.0,544511.3098958334,13390.834811151546
"MAPPO (fixed 60, 3 seeds)",historical,3317.0,544235.2994791666,12761.750953015993
"MAPPO (fixed 60, 3 seeds)",historical,3319.0,544006.8506944445,12579.716775731005
"MAPPO (fixed 60, 3 seeds)",historical,3321.0,544834.7647569444,11642.142181195717
"MAPPO (fixed 60, 3 seeds)",historical,3323.0,544685.1657986111,11623.51142286696
"MAPPO (fixed 60, 3 seeds)",historical,3325.0,545880.9201388889,11882.05331129104
"MAPPO (fixed 60, 3 seeds)",historical,3327.0,546631.0494791666,12903.361163072641
"MAPPO (fixed 60, 3 seeds)",historical,3329.0,547234.3802083334,13623.252024582502
"MAPPO (fixed 60, 3 seeds)",historical,3331.0,546601.4835069444,13369.147157453053
"MAPPO (fixed 60, 3 seeds)",historical,3333.0,545742.4696180555,11723.06870530941
"MAPPO (fixed 60, 3 seeds)",historical,3335.0,547361.7439236111,9941.540323385187
"MAPPO (fixed 60, 3 seeds)",historical,3337.0,548431.0685763889,9444.588478986532
"MAPPO (fixed 60, 3 seeds)",historical,3339.0,548914.9322916666,9922.946026286234
"MAPPO (fixed 60, 3 seeds)",historical,3341.0,548015.4539930555,10114.744748851563
"MAPPO (fixed 60, 3 seeds)",historical,3343.0,547958.3125,9526.130048261151
"MAPPO (fixed 60, 3 seeds)",historical,3345.0,547287.0277777779,7542.552814344881
"MAPPO (fixed 60, 3 seeds)",historical,3347.0,546212.15625,6923.947401027552
"MAPPO (fixed 60, 3 seeds)",historical,3349.0,544256.8146701389,6374.979960978003
"MAPPO (fixed 60, 3 seeds)",historical,3351.0,543549.2868923611,6615.799463856158
"MAPPO (fixed 60, 3 seeds)",historical,3353.0,543023.7087673611,6681.7899779359395
"MAPPO (fixed 60, 3 seeds)",historical,3355.0,544697.2725694445,7901.8904035643955
"MAPPO (fixed 60, 3 seeds)",historical,3357.0,545008.9131944445,8227.182406525004
"MAPPO (fixed 60, 3 seeds)",historical,3359.0,546966.1979166666,8932.862936139421
"MAPPO (fixed 60, 3 seeds)",historical,3361.0,545623.9809027779,8794.655368593445
"MAPPO (fixed 60, 3 seeds)",historical,3363.0,545481.6918402779,8958.194161449319
"MAPPO (fixed 60, 3 seeds)",historical,3365.0,543360.9401041666,7913.178984662308
"MAPPO (fixed 60, 3 seeds)",historical,3367.0,543772.935763889,6155.703888077661
"MAPPO (fixed 60, 3 seeds)",historical,3369.0,543808.3246527779,4810.034251640448
"MAPPO (fixed 60, 3 seeds)",historical,3371.0,543755.8480902779,3962.3062254599545
"MAPPO (fixed 60, 3 seeds)",historical,3373.0,544081.365451389,4570.970717741594
"MAPPO (fixed 60, 3 seeds)",historical,3375.0,543340.1631944445,4906.040700318598
"MAPPO (fixed 60, 3 seeds)",historical,3377.0,543625.1354166666,5544.7879092344
"MAPPO (fixed 60, 3 seeds)",historical,3379.0,542683.2838541666,5138.367093680429
"MAPPO (fixed 60, 3 seeds)",historical,3381.0,543625.8125,5698.286139960488
"MAPPO (fixed 60, 3 seeds)",historical,3383.0,543170.890625,4886.7511238717925
"MAPPO (fixed 60, 3 seeds)",historical,3385.0,544591.0590277779,4487.747331334633
"MAPPO (fixed 60, 3 seeds)",historical,3387.0,544417.6736111111,2872.7630226233596
"MAPPO (fixed 60, 3 seeds)",historical,3389.0,545916.0885416666,2667.8479822449767
"MAPPO (fixed 60, 3 seeds)",historical,3391.0,546006.2065972221,2289.607726292517
"MAPPO (fixed 60, 3 seeds)",historical,3393.0,546329.9123263889,2364.658731012633
"MAPPO (fixed 60, 3 seeds)",historical,3395.0,546978.9114583334,3828.9961881875174
"MAPPO (fixed 60, 3 seeds)",historical,3397.0,547058.6059027776,3951.25869473746
"MAPPO (fixed 60, 3 seeds)",historical,3399.0,548803.4956597221,5189.802265243705
"MAPPO (fixed 60, 3 seeds)",historical,3401.0,547965.8819444445,4753.931856711284
"MAPPO (fixed 60, 3 seeds)",historical,3403.0,548177.5251736111,4076.300809977412
"MAPPO (fixed 60, 3 seeds)",historical,3405.0,547563.3133680556,2436.222634001794
"MAPPO (fixed 60, 3 seeds)",historical,3407.0,548617.171875,2939.7371303421837
"MAPPO (fixed 60, 3 seeds)",historical,3409.0,549419.5034722222,4015.7199834601174
"MAPPO (fixed 60, 3 seeds)",historical,3411.0,549540.3880208334,3612.6301699073447
"MAPPO (fixed 60, 3 seeds)",historical,3413.0,550558.0494791666,3437.1552979219423
"MAPPO (fixed 60, 3 seeds)",historical,3415.0,549527.1536458334,2720.9358352883664
"MAPPO (fixed 60, 3 seeds)",historical,3417.0,549871.1423611111,2679.786159445872
"MAPPO (fixed 60, 3 seeds)",historical,3419.0,548440.1197916666,2127.282699309132
"MAPPO (fixed 60, 3 seeds)",historical,3421.0,548523.7291666666,2056.2725661016902
"MAPPO (fixed 60, 3 seeds)",historical,3423.0,547377.0442708334,3403.1771762280755
"MAPPO (fixed 60, 3 seeds)",historical,3425.0,546787.9201388889,3914.8409868386007
"MAPPO (fixed 60, 3 seeds)",historical,3427.0,546460.8524305555,3145.4444885666967
"MAPPO (fixed 60, 3 seeds)",historical,3429.0,547345.0295138889,2528.2128069821038
"MAPPO (fixed 60, 3 seeds)",historical,3431.0,549164.8116319445,1721.0360502630838
"MAPPO (fixed 60, 3 seeds)",historical,3433.0,551171.5043402778,2171.0897382659778
"MAPPO (fixed 60, 3 seeds)",historical,3435.0,550518.1354166666,3103.6987616022784
"MAPPO (fixed 60, 3 seeds)",historical,3437.0,550545.6506076389,4267.237584248535
"MAPPO (fixed 60, 3 seeds)",historical,3439.0,549544.2469618055,5665.143004195039
"MAPPO (fixed 60, 3 seeds)",historical,3441.0,550651.4236111111,5192.44282024568
"MAPPO (fixed 60, 3 seeds)",historical,3443.0,550439.4622395834,3796.2926593085763
"MAPPO (fixed 60, 3 seeds)",historical,3445.0,550774.33984375,4074.2471627001696
"MAPPO (fixed 60, 3 seeds)",historical,3447.0,550670.6041666666,4545.444571770624
"MAPPO (fixed 60, 3 seeds)",historical,3449.0,550776.9943576389,5602.810694595052
"MAPPO (fixed 60, 3 seeds)",historical,3451.0,550474.1401909724,4873.028394732522
"MAPPO (fixed 60, 3 seeds)",historical,3453.0,550790.0047743055,4793.530551853041
"MAPPO (fixed 60, 3 seeds)",historical,3455.0,551614.7105034721,4436.6027903631675
"MAPPO (fixed 60, 3 seeds)",historical,3457.0,551896.6397569445,5056.5781702401655
"MAPPO (fixed 60, 3 seeds)",historical,3459.0,552669.953125,5774.086677497992
"MAPPO (fixed 60, 3 seeds)",historical,3461.0,551918.8715277779,6466.98138851876
"MAPPO (fixed 60, 3 seeds)",historical,3463.0,552800.02734375,7117.019520518607
"MAPPO (fixed 60, 3 seeds)",historical,3465.0,552791.4696180555,7044.646752138792
"MAPPO (fixed 60, 3 seeds)",historical,3467.0,552733.4131944445,6583.4624173702105
"MAPPO (fixed 60, 3 seeds)",historical,3469.0,551993.4991319444,6515.582781505369
"MAPPO (fixed 60, 3 seeds)",historical,3471.0,551455.7269965276,6208.273130995915
"MAPPO (fixed 60, 3 seeds)",historical,3473.0,550911.8315972221,6195.438277197363
"MAPPO (fixed 60, 3 seeds)",historical,3475.0,551206.2721354166,5565.855312931686
"MAPPO (fixed 60, 3 seeds)",historical,3477.0,551325.0169270834,5603.934224706353
"MAPPO (fixed 60, 3 seeds)",historical,3479.0,552497.49609375,4998.979050143841
"MAPPO (fixed 60, 3 seeds)",historical,3481.0,552837.8394097221,4872.982270759671
"MAPPO (fixed 60, 3 seeds)",historical,3483.0,552498.5542534724,4094.24344024774
"MAPPO (fixed 60, 3 seeds)",historical,3485.0,553479.9796006945,3568.8994507513835
"MAPPO (fixed 60, 3 seeds)",historical,3487.0,553083.2217881944,2374.1249927217386
"MAPPO (fixed 60, 3 seeds)",historical,3489.0,553684.8016493056,2409.966508500975
"MAPPO (fixed 60, 3 seeds)",historical,3491.0,552062.3454861111,2877.12705512115
"MAPPO (fixed 60, 3 seeds)",historical,3493.0,552868.3689236111,3653.552387051235
"MAPPO (fixed 60, 3 seeds)",historical,3495.0,552461.8732638889,4315.872346891344
"MAPPO (fixed 60, 3 seeds)",historical,3497.0,552715.63671875,4605.019031145143
"MAPPO (fixed 60, 3 seeds)",historical,3499.0,552187.1360677084,5126.27118621899
"DC-PPO (fixed 60, 3 seeds)",historical,1.0,120064.92651367188,214.24900871844673
"DC-PPO (fixed 60, 3 seeds)",historical,3.0,127695.87613932292,337.02585616820693
"DC-PPO (fixed 60, 3 seeds)",historical,5.0,142771.29503038197,1353.8762435458243
"DC-PPO (fixed 60, 3 seeds)",historical,7.0,159519.34526909725,1107.017285075105
