series,source_kind,learning_episode,mean,std
"DC-PPO (fixed 60, 3 seeds)",historical,1909.0,514336.86284722225,11239.238900059863
"DC-PPO (fixed 60, 3 seeds)",historical,1911.0,514499.8671875,10901.534573257133
"DC-PPO (fixed 60, 3 seeds)",historical,1913.0,514548.13715277775,10084.665211081046
"DC-PPO (fixed 60, 3 seeds)",historical,1915.0,515450.31597222225,11315.243037101001
"DC-PPO (fixed 60, 3 seeds)",historical,1917.0,514695.3307291667,12197.29668530764
"DC-PPO (fixed 60, 3 seeds)",historical,1919.0,514376.6701388888,13156.018809279345
"DC-PPO (fixed 60, 3 seeds)",historical,1921.0,513837.9765625,12916.478982411305
"DC-PPO (fixed 60, 3 seeds)",historical,1923.0,513505.50347222225,12609.04138338808
"DC-PPO (fixed 60, 3 seeds)",historical,1925.0,512712.7074652778,12076.114848950212
"DC-PPO (fixed 60, 3 seeds)",historical,1927.0,511890.73090277775,11740.8130773733
"DC-PPO (fixed 60, 3 seeds)",historical,1929.0,511268.94965277775,11387.53682601156
"DC-PPO (fixed 60, 3 seeds)",historical,1931.0,511480.2161458333,11958.1363116802
"DC-PPO (fixed 60, 3 seeds)",historical,1933.0,511349.1458333333,12916.278456282536
"DC-PPO (fixed 60, 3 seeds)",historical,1935.0,512171.97309027775,12351.75338707022
"DC-PPO (fixed 60, 3 seeds)",historical,1937.0,512504.27777777775,12100.67964253508
"DC-PPO (fixed 60, 3 seeds)",historical,1939.0,512946.93142361107,11353.759899296067
"DC-PPO (fixed 60, 3 seeds)",historical,1941.0,512991.73350694444,12677.583332995646
"DC-PPO (fixed 60, 3 seeds)",historical,1943.0,513085.640625,13037.413449908092
"DC-PPO (fixed 60, 3 seeds)",historical,1945.0,513565.15625,12483.948418986165
"DC-PPO (fixed 60, 3 seeds)",historical,1947.0,513469.9652777778,10883.11263509593
"DC-PPO (fixed 60, 3 seeds)",historical,1949.0,514511.2612847222,10607.841547494905
"DC-PPO (fixed 60, 3 seeds)",historical,1951.0,515129.48090277775,11495.573930795194
"DC-PPO (fixed 60, 3 seeds)",historical,1953.0,516052.73263888893,11420.920320806214
"DC-PPO (fixed 60, 3 seeds)",historical,1955.0,515334.4140625,11032.59624931413
"DC-PPO (fixed 60, 3 seeds)",historical,1957.0,515647.8541666667,10937.64077868311
"DC-PPO (fixed 60, 3 seeds)",historical,1959.0,514317.9348958333,11030.112174432628
"DC-PPO (fixed 60, 3 seeds)",historical,1961.0,515641.72309027775,11310.379847855536
"DC-PPO (fixed 60, 3 seeds)",historical,1963.0,515468.1111111112,11651.145071477076
"DC-PPO (fixed 60, 3 seeds)",historical,1965.0,517212.9088541667,12455.65603834803
"DC-PPO (fixed 60, 3 seeds)",historical,1967.0,516840.3854166667,13162.56797203597
"DC-PPO (fixed 60, 3 seeds)",historical,1969.0,516933.3029513888,14184.37143366694
"DC-PPO (fixed 60, 3 seeds)",historical,1971.0,517476.2604166667,14242.019877274846
"DC-PPO (fixed 60, 3 seeds)",historical,1973.0,516166.2378472222,13302.119136845977
"DC-PPO (fixed 60, 3 seeds)",historical,1975.0,516478.14409722225,12987.210073096181
"DC-PPO (fixed 60, 3 seeds)",historical,1977.0,515020.40798611107,12874.645173373536
"DC-PPO (fixed 60, 3 seeds)",historical,1979.0,515772.7552083333,13213.327447338213
"DC-PPO (fixed 60, 3 seeds)",historical,1981.0,515678.78211805556,13043.403638921514
"DC-PPO (fixed 60, 3 seeds)",historical,1983.0,516361.28298611107,12926.348247840593
"DC-PPO (fixed 60, 3 seeds)",historical,1985.0,516632.4661458333,12319.05098683944
"DC-PPO (fixed 60, 3 seeds)",historical,1987.0,515638.86024305556,11665.298231418941
"DC-PPO (fixed 60, 3 seeds)",historical,1989.0,515718.0711805555,11589.861882531075
"DC-PPO (fixed 60, 3 seeds)",historical,1991.0,516460.37413194444,11637.730987062003
"DC-PPO (fixed 60, 3 seeds)",historical,1993.0,516450.6189236112,11888.889659121873
"DC-PPO (fixed 60, 3 seeds)",historical,1995.0,516537.4991319445,12161.05646776521
"DC-PPO (fixed 60, 3 seeds)",historical,1997.0,515893.38194444444,11790.818122362443
"DC-PPO (fixed 60, 3 seeds)",historical,1999.0,517293.0442708333,10938.92359018011
"DC-PPO (fixed 60, 3 seeds)",historical,2001.0,516962.21006944444,10072.295947963767
"DC-PPO (fixed 60, 3 seeds)",historical,2003.0,517257.13715277775,10963.600633776483
"DC-PPO (fixed 60, 3 seeds)",historical,2005.0,515920.76996527775,10873.177856686185
"DC-PPO (fixed 60, 3 seeds)",historical,2007.0,515581.7604166667,12102.021527233852
"DC-PPO (fixed 60, 3 seeds)",historical,2009.0,514788.546875,11446.932421128058
"DC-PPO (fixed 60, 3 seeds)",historical,2011.0,513614.07204861107,12066.335991299295
"DC-PPO (fixed 60, 3 seeds)",historical,2013.0,513111.4071180555,10718.391595252098
"DC-PPO (fixed 60, 3 seeds)",historical,2015.0,512028.3298611112,10695.138670901244
"DC-PPO (fixed 60, 3 seeds)",historical,2017.0,513659.4114583333,11381.7103663737
"DC-PPO (fixed 60, 3 seeds)",historical,2019.0,513920.06423611107,11224.891028958365
"DC-PPO (fixed 60, 3 seeds)",historical,2021.0,514801.41493055556,11863.423052972577
"DC-PPO (fixed 60, 3 seeds)",historical,2023.0,515009.6814236112,11105.183188238063
"DC-PPO (fixed 60, 3 seeds)",historical,2025.0,515424.6189236112,11497.054305681831
"DC-PPO (fixed 60, 3 seeds)",historical,2027.0,515693.4895833333,10493.051025142699
"DC-PPO (fixed 60, 3 seeds)",historical,2029.0,515707.0086805555,10301.307436266346
"DC-PPO (fixed 60, 3 seeds)",historical,2031.0,515491.49652777775,9395.220393970834
"DC-PPO (fixed 60, 3 seeds)",historical,2033.0,515917.4435763888,9611.994336366583
"DC-PPO (fixed 60, 3 seeds)",historical,2035.0,515874.92881944444,10030.864615647419
"DC-PPO (fixed 60, 3 seeds)",historical,2037.0,515431.7005208333,10623.301042162342
"DC-PPO (fixed 60, 3 seeds)",historical,2039.0,515251.68402777775,10522.091209456536
"DC-PPO (fixed 60, 3 seeds)",historical,2041.0,515945.09027777775,9968.974571709241
"DC-PPO (fixed 60, 3 seeds)",historical,2043.0,517435.63628472225,9418.668571092854
"DC-PPO (fixed 60, 3 seeds)",historical,2045.0,518030.25868055556,9054.214514023475
"DC-PPO (fixed 60, 3 seeds)",historical,2047.0,518489.6901041667,10128.142587700257
"DC-PPO (fixed 60, 3 seeds)",historical,2049.0,518445.1979166667,9869.658749848013
"DC-PPO (fixed 60, 3 seeds)",historical,2051.0,517763.3072916667,9373.508136696435
"DC-PPO (fixed 60, 3 seeds)",historical,2053.0,518306.0442708333,7677.924263129152
"DC-PPO (fixed 60, 3 seeds)",historical,2055.0,518308.87847222225,7400.325045297139
"DC-PPO (fixed 60, 3 seeds)",historical,2057.0,520118.00694444444,8846.820925680495
"DC-PPO (fixed 60, 3 seeds)",historical,2059.0,519544.51909722225,9635.004518204434
"DC-PPO (fixed 60, 3 seeds)",historical,2061.0,519765.33767361107,9601.40252588601
"DC-PPO (fixed 60, 3 seeds)",historical,2063.0,519854.9661458333,9949.546316411428
"DC-PPO (fixed 60, 3 seeds)",historical,2065.0,519521.5651041667,10065.469815817445
"DC-PPO (fixed 60, 3 seeds)",historical,2067.0,519905.0954861112,11807.299184584488
"DC-PPO (fixed 60, 3 seeds)",historical,2069.0,519408.30034722225,10947.052918345298
"DC-PPO (fixed 60, 3 seeds)",historical,2071.0,519316.4618055555,11418.89373432493
"DC-PPO (fixed 60, 3 seeds)",historical,2073.0,520101.515625,11159.845110043761
"DC-PPO (fixed 60, 3 seeds)",historical,2075.0,520327.96180555556,10962.239112577752
"DC-PPO (fixed 60, 3 seeds)",historical,2077.0,520822.9947916667,10807.786580787768
"DC-PPO (fixed 60, 3 seeds)",historical,2079.0,520196.8072916667,11072.367947112707
"DC-PPO (fixed 60, 3 seeds)",historical,2081.0,519186.78732638893,10803.466566269086
"DC-PPO (fixed 60, 3 seeds)",historical,2083.0,518518.7265625,11398.323098620462
"DC-PPO (fixed 60, 3 seeds)",historical,2085.0,517155.0772569445,10809.604854556688
"DC-PPO (fixed 60, 3 seeds)",historical,2087.0,516707.9696180555,10690.417066800104
"DC-PPO (fixed 60, 3 seeds)",historical,2089.0,516944.9609375,8661.401945736012
"DC-PPO (fixed 60, 3 seeds)",historical,2091.0,517316.8246527778,9347.744580367644
"DC-PPO (fixed 60, 3 seeds)",historical,2093.0,518327.60590277775,9868.335490357651
"DC-PPO (fixed 60, 3 seeds)",historical,2095.0,518767.5182291667,10587.978229786126
"DC-PPO (fixed 60, 3 seeds)",historical,2097.0,519311.7803819445,9973.991678397084
"DC-PPO (fixed 60, 3 seeds)",historical,2099.0,518476.53732638893,9005.891405008108
"DC-PPO (fixed 60, 3 seeds)",historical,2101.0,517520.9505208333,9495.44411190164
"DC-PPO (fixed 60, 3 seeds)",historical,2103.0,517841.1605902778,8157.028590659115
"DC-PPO (fixed 60, 3 seeds)",historical,2105.0,517132.7795138888,8620.350750840715
"DC-PPO (fixed 60, 3 seeds)",historical,2107.0,517963.4826388888,7449.910667748961
"DC-PPO (fixed 60, 3 seeds)",historical,2109.0,517207.3394097222,7540.449818576972
"DC-PPO (fixed 60, 3 seeds)",historical,2111.0,518971.9105902778,7807.537033363958
"DC-PPO (fixed 60, 3 seeds)",historical,2113.0,517993.79861111107,7653.483484337942
"DC-PPO (fixed 60, 3 seeds)",historical,2115.0,518130.25868055556,9138.085464347982
"DC-PPO (fixed 60, 3 seeds)",historical,2117.0,518201.75,10224.991807947237
"DC-PPO (fixed 60, 3 seeds)",historical,2119.0,519826.24913194444,10912.23512798861
"DC-PPO (fixed 60, 3 seeds)",historical,2121.0,520114.46006944444,9951.772623934858
"DC-PPO (fixed 60, 3 seeds)",historical,2123.0,520322.3559027778,9622.54233854001
"DC-PPO (fixed 60, 3 seeds)",historical,2125.0,520545.4965277778,10166.535776315352
"DC-PPO (fixed 60, 3 seeds)",historical,2127.0,521223.6310763888,10646.596146890319
"DC-PPO (fixed 60, 3 seeds)",historical,2129.0,521158.4366319445,9573.453229347459
"DC-PPO (fixed 60, 3 seeds)",historical,2131.0,519729.6666666667,9655.034195783812
"DC-PPO (fixed 60, 3 seeds)",historical,2133.0,520352.03298611107,8532.16779835069
"DC-PPO (fixed 60, 3 seeds)",historical,2135.0,520545.6467013888,7537.837564623566
"DC-PPO (fixed 60, 3 seeds)",historical,2137.0,521637.2395833333,7120.2414013236175
"DC-PPO (fixed 60, 3 seeds)",historical,2139.0,520400.1657986112,7833.423900568407
"DC-PPO (fixed 60, 3 seeds)",historical,2141.0,520100.2569444445,9689.677765670081
"DC-PPO (fixed 60, 3 seeds)",historical,2143.0,519946.3654513888,9194.404406169704
"DC-PPO (fixed 60, 3 seeds)",historical,2145.0,520374.2508680555,10378.501230346725
"DC-PPO (fixed 60, 3 seeds)",historical,2147.0,519878.5564236112,10783.805928831945
"DC-PPO (fixed 60, 3 seeds)",historical,2149.0,519509.3619791667,10969.265677401949
"DC-PPO (fixed 60, 3 seeds)",historical,2151.0,519424.4852430555,10460.60554833443
"DC-PPO (fixed 60, 3 seeds)",historical,2153.0,520515.01909722225,10584.790576116477
"DC-PPO (fixed 60, 3 seeds)",historical,2155.0,520404.8541666667,10845.995267552371
"DC-PPO (fixed 60, 3 seeds)",historical,2157.0,519763.3072916667,10760.199180027188
"DC-PPO (fixed 60, 3 seeds)",historical,2159.0,520246.5642361112,9770.71531854348
"DC-PPO (fixed 60, 3 seeds)",historical,2161.0,521291.30121527775,9437.777464040902
"DC-PPO (fixed 60, 3 seeds)",historical,2163.0,522828.3107638888,9397.41048891083
"DC-PPO (fixed 60, 3 seeds)",historical,2165.0,522144.1354166667,8908.826639025994
"DC-PPO (fixed 60, 3 seeds)",historical,2167.0,520952.18836805556,9458.635898555542
"DC-PPO (fixed 60, 3 seeds)",historical,2169.0,520546.6206597222,8726.47593978503
"DC-PPO (fixed 60, 3 seeds)",historical,2171.0,520577.0373263888,9737.511557792883
"DC-PPO (fixed 60, 3 seeds)",historical,2173.0,521727.55121527775,10058.656971558186
"DC-PPO (fixed 60, 3 seeds)",historical,2175.0,523119.5824652778,11109.885640224906
"DC-PPO (fixed 60, 3 seeds)",historical,2177.0,524228.6848958333,10605.716984341865
"DC-PPO (fixed 60, 3 seeds)",historical,2179.0,525604.7491319445,10975.225731703042
"DC-PPO (fixed 60, 3 seeds)",historical,2181.0,524302.9418402779,10225.198466642387
"DC-PPO (fixed 60, 3 seeds)",historical,2183.0,524131.1710069445,11230.711366389874
"DC-PPO (fixed 60, 3 seeds)",historical,2185.0,523665.0017361112,10354.59711691911
"DC-PPO (fixed 60, 3 seeds)",historical,2187.0,523534.5668402778,10032.323090881406
"DC-PPO (fixed 60, 3 seeds)",historical,2189.0,522527.1857638888,8624.943711215466
"DC-PPO (fixed 60, 3 seeds)",historical,2191.0,522480.4201388888,7871.932262879394
"DC-PPO (fixed 60, 3 seeds)",historical,2193.0,523077.7065972222,8379.488593489254
"DC-PPO (fixed 60, 3 seeds)",historical,2195.0,523613.5295138888,9030.814597423774
"DC-PPO (fixed 60, 3 seeds)",historical,2197.0,523822.1631944445,9758.914148129847
"DC-PPO (fixed 60, 3 seeds)",historical,2199.0,524414.3967013889,9430.825729474924
"DC-PPO (fixed 60, 3 seeds)",historical,2201.0,523991.6657986112,8928.423688212073
"DC-PPO (fixed 60, 3 seeds)",historical,2203.0,522338.4644097222,8416.648487464801
"DC-PPO (fixed 60, 3 seeds)",historical,2205.0,521380.6649305555,8975.640248395517
"DC-PPO (fixed 60, 3 seeds)",historical,2207.0,521933.2786458333,9593.465399016126
"DC-PPO (fixed 60, 3 seeds)",historical,2209.0,522777.2682291667,9905.613986978527
"DC-PPO (fixed 60, 3 seeds)",historical,2211.0,521201.0043402778,9394.613177363108
"DC-PPO (fixed 60, 3 seeds)",historical,2213.0,519811.8506944445,8541.194767704412
"DC-PPO (fixed 60, 3 seeds)",historical,2215.0,518968.9097222222,7794.934407427589
"DC-PPO (fixed 60, 3 seeds)",historical,2217.0,518780.63975694444,7097.835437886165
"DC-PPO (fixed 60, 3 seeds)",historical,2219.0,517758.92100694444,7712.676168807912
"DC-PPO (fixed 60, 3 seeds)",historical,2221.0,516968.3697916667,7733.414755815132
"DC-PPO (fixed 60, 3 seeds)",historical,2223.0,517983.23871527775,8298.846636523564
"DC-PPO (fixed 60, 3 seeds)",historical,2225.0,519127.9513888888,9325.441308896754
"DC-PPO (fixed 60, 3 seeds)",historical,2227.0,520023.8602430555,10274.721560681262
"DC-PPO (fixed 60, 3 seeds)",historical,2229.0,520510.1875,10564.340262140378
"DC-PPO (fixed 60, 3 seeds)",historical,2231.0,520155.3828125,9514.260204446771
"DC-PPO (fixed 60, 3 seeds)",historical,2233.0,519393.59809027775,9507.552881505082
"DC-PPO (fixed 60, 3 seeds)",historical,2235.0,518154.59722222225,10689.169612658652
"DC-PPO (fixed 60, 3 seeds)",historical,2237.0,518258.32204861107,10676.830002894116
"DC-PPO (fixed 60, 3 seeds)",historical,2239.0,518627.8394097222,10401.765998796489
"DC-PPO (fixed 60, 3 seeds)",historical,2241.0,519125.28298611107,9341.654420754925
"DC-PPO (fixed 60, 3 seeds)",historical,2243.0,518839.0651041667,9983.259066704413
"DC-PPO (fixed 60, 3 seeds)",historical,2245.0,518006.6163194445,11531.105828230842
"DC-PPO (fixed 60, 3 seeds)",historical,2247.0,517530.9835069445,12689.70413380011
"DC-PPO (fixed 60, 3 seeds)",historical,2249.0,517772.6293402778,13366.1555408486
"DC-PPO (fixed 60, 3 seeds)",historical,2251.0,518484.04600694444,12431.9581625195
"DC-PPO (fixed 60, 3 seeds)",historical,2253.0,518886.4392361112,12827.595693462072
"DC-PPO (fixed 60, 3 seeds)",historical,2255.0,518612.7473958333,13438.140419358528
"DC-PPO (fixed 60, 3 seeds)",historical,2257.0,518854.9305555555,14636.214652224307
"DC-PPO (fixed 60, 3 seeds)",historical,2259.0,519460.1032986112,14743.049703411036
"DC-PPO (fixed 60, 3 seeds)",historical,2261.0,519757.31423611107,13559.323489080409
"DC-PPO (fixed 60, 3 seeds)",historical,2263.0,520051.859375,11884.1234055045
"DC-PPO (fixed 60, 3 seeds)",historical,2265.0,520680.3020833333,10432.096457092224
"DC-PPO (fixed 60, 3 seeds)",historical,2267.0,521371.76128472225,10383.808466129101
"DC-PPO (fixed 60, 3 seeds)",historical,2269.0,521237.9487847222,10597.125229971763
"DC-PPO (fixed 60, 3 seeds)",historical,2271.0,520251.5954861112,11216.598708208878
"DC-PPO (fixed 60, 3 seeds)",historical,2273.0,520097.40017361107,11900.754481292357
"DC-PPO (fixed 60, 3 seeds)",historical,2275.0,521434.765625,12104.174152928792
"DC-PPO (fixed 60, 3 seeds)",historical,2277.0,521890.66059027775,12288.945721380083
"DC-PPO (fixed 60, 3 seeds)",historical,2279.0,521450.8697916667,12834.444704190455
"DC-PPO (fixed 60, 3 seeds)",historical,2281.0,519151.7074652778,13319.386352557838
"DC-PPO (fixed 60, 3 seeds)",historical,2283.0,519218.5625,12441.339861639512
"DC-PPO (fixed 60, 3 seeds)",historical,2285.0,518213.49826388893,9956.05124864589
"DC-PPO (fixed 60, 3 seeds)",historical,2287.0,518246.28559027775,8041.323203807528
"DC-PPO (fixed 60, 3 seeds)",historical,2289.0,518649.10329861107,7309.6303268707725
"DC-PPO (fixed 60, 3 seeds)",historical,2291.0,520158.1076388888,7814.311201395582
"DC-PPO (fixed 60, 3 seeds)",historical,2293.0,520899.24913194444,9021.489816619136
"DC-PPO (fixed 60, 3 seeds)",historical,2295.0,520171.2213541667,9779.534879139996
"DC-PPO (fixed 60, 3 seeds)",historical,2297.0,520171.9852430555,9557.174348010567
"DC-PPO (fixed 60, 3 seeds)",historical,2299.0,520104.76388888893,8808.355991261973
"DC-PPO (fixed 60, 3 seeds)",historical,2301.0,520629.9236111112,9233.572495986544
"DC-PPO (fixed 60, 3 seeds)",historical,2303.0,521509.1901041667,9452.72216613919
"DC-PPO (fixed 60, 3 seeds)",historical,2305.0,522636.7994791667,9764.540252161267
"DC-PPO (fixed 60, 3 seeds)",historical,2307.0,522774.8029513888,8996.231664860012
"DC-PPO (fixed 60, 3 seeds)",historical,2309.0,522531.54079861107,8748.88000283941
"DC-PPO (fixed 60, 3 seeds)",historical,2311.0,522386.62326388893,8583.747610207403
"DC-PPO (fixed 60, 3 seeds)",historical,2313.0,522846.9765625,7875.928695904407
"DC-PPO (fixed 60, 3 seeds)",historical,2315.0,523763.99305555556,8198.12904498254
"DC-PPO (fixed 60, 3 seeds)",historical,2317.0,523582.0503472222,8015.63858116503
"DC-PPO (fixed 60, 3 seeds)",historical,2319.0,523152.0503472222,9552.10061570845
"DC-PPO (fixed 60, 3 seeds)",historical,2321.0,522003.7248263888,9748.867281839848
"DC-PPO (fixed 60, 3 seeds)",historical,2323.0,522641.8888888888,10160.488360914698
"DC-PPO (fixed 60, 3 seeds)",historical,2325.0,521694.0225694445,10298.695241995765
"DC-PPO (fixed 60, 3 seeds)",historical,2327.0,522319.4895833333,10275.006723581992
"DC-PPO (fixed 60, 3 seeds)",historical,2329.0,522321.0798611112,10048.72219962177
"DC-PPO (fixed 60, 3 seeds)",historical,2331.0,522922.1675347222,8989.11720206628
"DC-PPO (fixed 60, 3 seeds)",historical,2333.0,522853.4791666667,10094.555613108343
"DC-PPO (fixed 60, 3 seeds)",historical,2335.0,522611.0225694445,11015.71750830735
"DC-PPO (fixed 60, 3 seeds)",historical,2337.0,521870.7647569445,12428.5294851634
"DC-PPO (fixed 60, 3 seeds)",historical,2339.0,520901.9791666667,12093.781192698576
"DC-PPO (fixed 60, 3 seeds)",historical,2341.0,518782.4140625,10721.985958058205
"DC-PPO (fixed 60, 3 seeds)",historical,2343.0,518143.9765625,9987.536586663264
"DC-PPO (fixed 60, 3 seeds)",historical,2345.0,517784.92361111107,9018.497983989728
"DC-PPO (fixed 60, 3 seeds)",historical,2347.0,518543.0590277778,9129.210028381527
"DC-PPO (fixed 60, 3 seeds)",historical,2349.0,519374.6605902778,9325.258637769652
"DC-PPO (fixed 60, 3 seeds)",historical,2351.0,520585.8871527778,8983.950223481515
"DC-PPO (fixed 60, 3 seeds)",historical,2353.0,521699.15277777775,9793.329437718208
"DC-PPO (fixed 60, 3 seeds)",historical,2355.0,522518.5078125,10231.606366280583
"DC-PPO (fixed 60, 3 seeds)",historical,2357.0,522144.8133680555,11052.740566253615
"DC-PPO (fixed 60, 3 seeds)",historical,2359.0,522188.4895833333,10907.621104382913
"DC-PPO (fixed 60, 3 seeds)",historical,2361.0,522176.6571180555,11341.112036665967
"DC-PPO (fixed 60, 3 seeds)",historical,2363.0,521868.9418402778,11801.046526041355
"DC-PPO (fixed 60, 3 seeds)",historical,2365.0,522390.92621527775,11682.247942009304
"DC-PPO (fixed 60, 3 seeds)",historical,2367.0,522560.5616319445,12292.788784383978
"DC-PPO (fixed 60, 3 seeds)",historical,2369.0,523398.9904513888,12087.019224472857
"DC-PPO (fixed 60, 3 seeds)",historical,2371.0,523007.7178819445,12586.561669945211
"DC-PPO (fixed 60, 3 seeds)",historical,2373.0,522811.1657986112,12095.338192802434
"DC-PPO (fixed 60, 3 seeds)",historical,2375.0,522531.97309027775,13662.293768327712
"DC-PPO (fixed 60, 3 seeds)",historical,2377.0,521855.2916666667,14334.015746744848
"DC-PPO (fixed 60, 3 seeds)",historical,2379.0,522292.8255208333,15661.703207060436
"DC-PPO (fixed 60, 3 seeds)",historical,2381.0,522525.23090277775,15538.36310820949
"DC-PPO (fixed 60, 3 seeds)",historical,2383.0,523490.1171875,15472.577521669647
"DC-PPO (fixed 60, 3 seeds)",historical,2385.0,523577.6267361112,14509.797986499794
"DC-PPO (fixed 60, 3 seeds)",historical,2387.0,523961.3420138888,13940.866815236403
"DC-PPO (fixed 60, 3 seeds)",historical,2389.0,523796.4505208333,15031.940684506373
"DC-PPO (fixed 60, 3 seeds)",historical,2391.0,523298.7118055555,15256.253391542567
"DC-PPO (fixed 60, 3 seeds)",historical,2393.0,523952.0208333333,15853.438124400334
"DC-PPO (fixed 60, 3 seeds)",historical,2395.0,524117.4791666667,15269.763225795481
"DC-PPO (fixed 60, 3 seeds)",historical,2397.0,525863.4088541666,15039.577310665663
"DC-PPO (fixed 60, 3 seeds)",historical,2399.0,524950.1458333334,15014.027353229265
"DC-PPO (fixed 60, 3 seeds)",historical,2401.0,525478.2960069445,15103.98296818389
"DC-PPO (fixed 60, 3 seeds)",historical,2403.0,524734.7595486111,15887.055003184216
"DC-PPO (fixed 60, 3 seeds)",historical,2405.0,524325.0946180555,17139.161383776816
"DC-PPO (fixed 60, 3 seeds)",historical,2407.0,523753.13628472225,17047.769888106584
"DC-PPO (fixed 60, 3 seeds)",historical,2409.0,522772.02951388893,16845.642383114377
"DC-PPO (fixed 60, 3 seeds)",historical,2411.0,522444.65625,16168.204453919145
"DC-PPO (fixed 60, 3 seeds)",historical,2413.0,521402.515625,16430.376451082655
"DC-PPO (fixed 60, 3 seeds)",historical,2415.0,521306.4314236112,17252.848716671586
"DC-PPO (fixed 60, 3 seeds)",historical,2417.0,521790.97829861107,18436.945282989625
"DC-PPO (fixed 60, 3 seeds)",historical,2419.0,521779.6380208333,19074.368548631704
"DC-PPO (fixed 60, 3 seeds)",historical,2421.0,522567.7421875,18288.013529041185
"DC-PPO (fixed 60, 3 seeds)",historical,2423.0,522311.5763888888,16333.765877694948
"DC-PPO (fixed 60, 3 seeds)",historical,2425.0,523229.7907986112,15700.663066781945
"DC-PPO (fixed 60, 3 seeds)",historical,2427.0,522434.1215277778,16371.507067079549
"DC-PPO (fixed 60, 3 seeds)",historical,2429.0,522336.0095486112,16485.73953635393
"DC-PPO (fixed 60, 3 seeds)",historical,2431.0,521601.5,15710.722817231366
"DC-PPO (fixed 60, 3 seeds)",historical,2433.0,522136.9010416667,15752.2469287465
"DC-PPO (fixed 60, 3 seeds)",historical,2435.0,521555.39149305556,16633.021261087913
"DC-PPO (fixed 60, 3 seeds)",historical,2437.0,522332.203125,17626.29000803413
"DC-PPO (fixed 60, 3 seeds)",historical,2439.0,522224.2421875,17136.55638226157
"DC-PPO (fixed 60, 3 seeds)",historical,2441.0,523657.4548611112,16662.125606013713
"DC-PPO (fixed 60, 3 seeds)",historical,2443.0,524021.4765625,16898.49505996209
"DC-PPO (fixed 60, 3 seeds)",historical,2445.0,524780.7352430556,16724.093653250067
"DC-PPO (fixed 60, 3 seeds)",historical,2447.0,525252.6770833334,15612.84317527334
"DC-PPO (fixed 60, 3 seeds)",historical,2449.0,525895.6605902779,14242.001175466512
"DC-PPO (fixed 60, 3 seeds)",historical,2451.0,525832.7916666666,13638.04264176969
"DC-PPO (fixed 60, 3 seeds)",historical,2453.0,524810.1935763889,14696.34661320033
"DC-PPO (fixed 60, 3 seeds)",historical,2455.0,524309.6840277778,14540.001408922351
"DC-PPO (fixed 60, 3 seeds)",historical,2457.0,524658.8576388889,14415.761139216916
"DC-PPO (fixed 60, 3 seeds)",historical,2459.0,527051.2751736111,14302.022755309752
"DC-PPO (fixed 60, 3 seeds)",historical,2461.0,527060.3619791666,13722.893114497765
"DC-PPO (fixed 60, 3 seeds)",historical,2463.0,526534.4123263889,13870.011129272847
"DC-PPO (fixed 60, 3 seeds)",historical,2465.0,525207.9539930555,13533.489731026886
"DC-PPO (fixed 60, 3 seeds)",historical,2467.0,525768.0625,14560.582627482525
"DC-PPO (fixed 60, 3 seeds)",historical,2469.0,526617.0616319445,14617.613542222309
"DC-PPO (fixed 60, 3 seeds)",historical,2471.0,527155.5017361111,14289.527869302297
"DC-PPO (fixed 60, 3 seeds)",historical,2473.0,527390.7482638889,13326.400506287702
"DC-PPO (fixed 60, 3 seeds)",historical,2475.0,527046.0911458334,13280.03632367591
"DC-PPO (fixed 60, 3 seeds)",historical,2477.0,525571.7994791666,12732.012623566976
"DC-PPO (fixed 60, 3 seeds)",historical,2479.0,525271.3394097221,12048.608585070619
"DC-PPO (fixed 60, 3 seeds)",historical,2481.0,525238.9079861111,12186.210955547976
"DC-PPO (fixed 60, 3 seeds)",historical,2483.0,526454.6875,13024.96126412763
"DC-PPO (fixed 60, 3 seeds)",historical,2485.0,525896.5,15117.326201266404
"DC-PPO (fixed 60, 3 seeds)",historical,2487.0,525866.3133680555,14358.791627291384
"DC-PPO (fixed 60, 3 seeds)",historical,2489.0,524428.3489583334,13664.178517144059
"DC-PPO (fixed 60, 3 seeds)",historical,2491.0,524128.3723958333,13569.097962417258
"DC-PPO (fixed 60, 3 seeds)",historical,2493.0,522747.60763888893,14930.70503806
"DC-PPO (fixed 60, 3 seeds)",historical,2495.0,522999.9088541667,15655.141505255546
"DC-PPO (fixed 60, 3 seeds)",historical,2497.0,522213.4635416667,15403.307435942586
"DC-PPO (fixed 60, 3 seeds)",historical,2499.0,522542.29079861107,15082.84634263052
"DC-PPO (fixed 60, 3 seeds)",historical,2501.0,520979.078125,15986.826159737328
"DC-PPO (fixed 60, 3 seeds)",historical,2503.0,522223.31076388893,15621.1738680898
"DC-PPO (fixed 60, 3 seeds)",historical,2505.0,521979.5104166667,15142.844618463238
"DC-PPO (fixed 60, 3 seeds)",historical,2507.0,522989.3055555555,13250.818591474203
"DC-PPO (fixed 60, 3 seeds)",historical,2509.0,522734.1814236112,12304.849310588994
"DC-PPO (fixed 60, 3 seeds)",historical,2511.0,524500.5763888889,12417.006576523054
"DC-PPO (fixed 60, 3 seeds)",historical,2513.0,526612.1085069445,11715.617984465916
"DC-PPO (fixed 60, 3 seeds)",historical,2515.0,527691.7673611111,12097.409777980649
"DC-PPO (fixed 60, 3 seeds)",historical,2517.0,528030.6449652778,11304.233838606191
