series,environment_steps,environment_steps_million,raw_value,three_point_smoothed_value
MAPPO strict 1+5,96924800,96.9248,482634.84375,482396.125
MAPPO strict 1+5,96976000,96.976,481852.25,482154.4166666667
MAPPO strict 1+5,97027200,97.0272,481976.15625,482213.0208333333
MAPPO strict 1+5,97078400,97.0784,482810.65625,482314.5
MAPPO strict 1+5,97129600,97.1296,482156.6875,482941.0104166667
MAPPO strict 1+5,97180800,97.1808,483855.6875,482993.5729166667
MAPPO strict 1+5,97232000,97.232,482968.34375,483333.2291666667
MAPPO strict 1+5,97283200,97.2832,483175.65625,482703.0104166667
MAPPO strict 1+5,97334400,97.3344,481965.03125,482159.6979166667
MAPPO strict 1+5,97385600,97.3856,481338.40625,481631.25
MAPPO strict 1+5,97436800,97.4368,481590.3125,481497.25
MAPPO strict 1+5,97488000,97.488,481563.03125,481618.3854166667
MAPPO strict 1+5,97539200,97.5392,481701.8125,481814.03125
MAPPO strict 1+5,97590400,97.5904,482177.25,481855.1354166667
MAPPO strict 1+5,97641600,97.6416,481686.34375,481665.7916666667
MAPPO strict 1+5,97692800,97.6928,481133.78125,481573.2916666667
MAPPO strict 1+5,97744000,97.744,481899.75,481503.9895833333
MAPPO strict 1+5,97795200,97.7952,481478.4375,481813.15625
MAPPO strict 1+5,97846400,97.8464,482061.28125,481881.8125
MAPPO strict 1+5,97897600,97.8976,482105.71875,481744.75
MAPPO strict 1+5,97948800,97.9488,481067.25,481716.4270833333
MAPPO strict 1+5,98000000,98.0,481976.3125,481818.2083333333
MAPPO strict 1+5,98051200,98.0512,482411.0625,482033.0625
MAPPO strict 1+5,98102400,98.1024,481711.8125,482863.0520833333
MAPPO strict 1+5,98153600,98.1536,484466.28125,483626.59375
MAPPO strict 1+5,98204800,98.2048,484701.6875,484743.75
MAPPO strict 1+5,98256000,98.256,485063.28125,484948.5520833333
MAPPO strict 1+5,98307200,98.3072,485080.6875,484186.0208333333
MAPPO strict 1+5,98358400,98.3584,482414.09375,483616.1666666667
MAPPO strict 1+5,98409600,98.4096,483353.71875,483004.59375
MAPPO strict 1+5,98460800,98.4608,483245.96875,482718.0208333333
MAPPO strict 1+5,98512000,98.512,481554.375,482101.2604166667
MAPPO strict 1+5,98563200,98.5632,481503.4375,481516.6770833333
MAPPO strict 1+5,98614400,98.6144,481492.21875,481869.8854166667
MAPPO strict 1+5,98665600,98.6656,482614.0,482172.7604166667
MAPPO strict 1+5,98716800,98.7168,482412.0625,482322.1354166667
MAPPO strict 1+5,98768000,98.768,481940.34375,482474.7604166667
MAPPO strict 1+5,98819200,98.8192,483071.875,482234.0833333333
MAPPO strict 1+5,98870400,98.8704,481690.03125,482043.6875
MAPPO strict 1+5,98921600,98.9216,481369.15625,481466.2708333333
MAPPO strict 1+5,98972800,98.9728,481339.625,481569.8229166667
MAPPO strict 1+5,99024000,99.024,482000.6875,482560.3125
MAPPO strict 1+5,99075200,99.0752,484340.625,483248.0625
MAPPO strict 1+5,99126400,99.1264,483402.875,483887.9166666667
MAPPO strict 1+5,99177600,99.1776,483920.25,483607.9270833333
MAPPO strict 1+5,99228800,99.2288,483500.65625,483480.65625
MAPPO strict 1+5,99280000,99.28,483021.0625,483768.21875
MAPPO strict 1+5,99331200,99.3312,484782.9375,483032.7291666667
MAPPO strict 1+5,99382400,99.3824,481294.1875,482738.0416666667
MAPPO strict 1+5,99433600,99.4336,482137.0,482480.9583333333
MAPPO strict 1+5,99484800,99.4848,484011.6875,483375.5
MAPPO strict 1+5,99536000,99.536,483977.8125,483943.9375
MAPPO strict 1+5,99587200,99.5872,483842.3125,484372.53125
MAPPO strict 1+5,99638400,99.6384,485297.46875,485343.8854166667
MAPPO strict 1+5,99689600,99.6896,486891.875,486228.0208333333
MAPPO strict 1+5,99740800,99.7408,486494.71875,486965.25
MAPPO strict 1+5,99792000,99.792,487509.15625,486940.4895833333
MAPPO strict 1+5,99843200,99.8432,486817.59375,487268.5729166667
MAPPO strict 1+5,99894400,99.8944,487478.96875,487912.0416666667
MAPPO strict 1+5,99945600,99.9456,489439.5625,488781.8125
MAPPO strict 1+5,99996800,99.9968,489426.90625,489433.234375
DC-PPO strict 1+5,25600,0.0256,90780.0546875,92503.83203125
DC-PPO strict 1+5,76800,0.0768,94227.609375,92850.34114583333
DC-PPO strict 1+5,128000,0.128,93543.359375,95235.14583333333
DC-PPO strict 1+5,179200,0.1792,97934.46875,99860.80989583333
DC-PPO strict 1+5,230400,0.2304,108104.6015625,107659.640625
DC-PPO strict 1+5,281600,0.2816,116939.8515625,117232.9765625
DC-PPO strict 1+5,332800,0.3328,126654.4765625,125407.57291666667
DC-PPO strict 1+5,384000,0.384,132628.390625,134968.87239583334
DC-PPO strict 1+5,435200,0.4352,145623.75,143287.98958333334
DC-PPO strict 1+5,486400,0.4864,151611.828125,153097.73958333334
DC-PPO strict 1+5,537600,0.5376,162057.640625,159115.08333333334
DC-PPO strict 1+5,588800,0.5888,163675.78125,166034.38541666666
DC-PPO strict 1+5,640000,0.64,172369.734375,171370.63541666666
DC-PPO strict 1+5,691200,0.6912,178066.390625,177236.13020833334
DC-PPO strict 1+5,742400,0.7424,181272.265625,181685.22916666666
DC-PPO strict 1+5,793600,0.7936,185717.03125,183557.65625
DC-PPO strict 1+5,844800,0.8448,183683.671875,186003.77083333334
DC-PPO strict 1+5,896000,0.896,188610.609375,187014.76041666666
DC-PPO strict 1+5,947200,0.9472,188750.0,189956.02604166666
DC-PPO strict 1+5,998400,0.9984,192507.46875,193399.96354166666
DC-PPO strict 1+5,1049600,1.0496,198942.421875,197492.703125
DC-PPO strict 1+5,1100800,1.1008,201028.21875,201700.40625
DC-PPO strict 1+5,1152000,1.152,205130.578125,204887.46875
DC-PPO strict 1+5,1203200,1.2032,208503.609375,208146.140625
DC-PPO strict 1+5,1254400,1.2544,210804.234375,210798.515625
DC-PPO strict 1+5,1305600,1.3056,213087.703125,216947.10416666666
DC-PPO strict 1+5,1356800,1.3568,226949.375,220355.984375
DC-PPO strict 1+5,1408000,1.408,221030.875,224893.83333333334
DC-PPO strict 1+5,1459200,1.4592,226701.25,225050.49479166666
DC-PPO strict 1+5,1510400,1.5104,227419.359375,225292.88020833334
DC-PPO strict 1+5,1561600,1.5616,221758.03125,225231.171875
DC-PPO strict 1+5,1612800,1.6128,226516.125,227085.09895833334
DC-PPO strict 1+5,1664000,1.664,232981.140625,230749.46875
DC-PPO strict 1+5,1715200,1.7152,232751.140625,233538.46875
DC-PPO strict 1+5,1766400,1.7664,234883.125,236140.05208333334
DC-PPO strict 1+5,1817600,1.8176,240785.890625,238670.52083333334
DC-PPO strict 1+5,1868800,1.8688,240342.546875,241023.24479166666
DC-PPO strict 1+5,1920000,1.92,241941.296875,240234.03125
DC-PPO strict 1+5,1971200,1.9712,238418.25,240477.24479166666
DC-PPO strict 1+5,2022400,2.0224,241072.1875,241943.328125
DC-PPO strict 1+5,2073600,2.0736,246339.546875,246769.14583333334
DC-PPO strict 1+5,2124800,2.1248,252895.703125,252435.61458333334
DC-PPO strict 1+5,2176000,2.176,258071.59375,256787.125
DC-PPO strict 1+5,2227200,2.2272,259394.078125,257881.39583333334
DC-PPO strict 1+5,2278400,2.2784,256178.515625,258770.73958333334
DC-PPO strict 1+5,2329600,2.3296,260739.625,259167.34895833334
DC-PPO strict 1+5,2380800,2.3808,260583.90625,261222.26041666666
DC-PPO strict 1+5,2432000,2.432,262343.25,260906.75
DC-PPO strict 1+5,2483200,2.4832,259793.09375,261900.90625
DC-PPO strict 1+5,2534400,2.5344,263566.375,261784.34895833334
DC-PPO strict 1+5,2585600,2.5856,261993.578125,262253.9114583333
DC-PPO strict 1+5,2636800,2.6368,261201.78125,262285.3385416667
DC-PPO strict 1+5,2688000,2.688,263660.65625,262342.3020833333
DC-PPO strict 1+5,2739200,2.7392,262164.46875,263937.03125
DC-PPO strict 1+5,2790400,2.7904,265985.96875,266151.9583333333
DC-PPO strict 1+5,2841600,2.8416,270305.4375,270628.3854166667
DC-PPO strict 1+5,2892800,2.8928,275593.75,272576.3125
DC-PPO strict 1+5,2944000,2.944,271829.75,272861.6145833333
DC-PPO strict 1+5,2995200,2.9952,271161.34375,272771.1979166667
DC-PPO strict 1+5,3046400,3.0464,275322.5,275930.6458333333
DC-PPO strict 1+5,3097600,3.0976,281308.09375,278883.5520833333
DC-PPO strict 1+5,3148800,3.1488,280020.0625,282238.65625
DC-PPO strict 1+5,3200000,3.2,285387.8125,279464.9791666667
DC-PPO strict 1+5,3251200,3.2512,272987.0625,280032.2916666667
DC-PPO strict 1+5,3302400,3.3024,281722.0,278638.53125
DC-PPO strict 1+5,3353600,3.3536,281206.53125,279886.96875
DC-PPO strict 1+5,3404800,3.4048,276732.375,278564.625
DC-PPO strict 1+5,3456000,3.456,277754.96875,278967.2916666667
DC-PPO strict 1+5,3507200,3.5072,282414.53125,281237.9895833333
DC-PPO strict 1+5,3558400,3.5584,283544.46875,282712.8541666667
DC-PPO strict 1+5,3609600,3.6096,282179.5625,286154.8645833333
DC-PPO strict 1+5,3660800,3.6608,292740.5625,289152.1354166667
DC-PPO strict 1+5,3712000,3.712,292536.28125,293618.8541666667
DC-PPO strict 1+5,3763200,3.7632,295579.71875,292480.34375
DC-PPO strict 1+5,3814400,3.8144,289325.03125,290678.59375
DC-PPO strict 1+5,3865600,3.8656,287131.03125,288292.6354166667
DC-PPO strict 1+5,3916800,3.9168,288421.84375,288024.78125
DC-PPO strict 1+5,3968000,3.968,288521.46875,288264.15625
DC-PPO strict 1+5,4019200,4.0192,287849.15625,291171.8854166667
DC-PPO strict 1+5,4070400,4.0704,297145.03125,294322.84375
DC-PPO strict 1+5,4121600,4.1216,297974.34375,297738.7604166667
DC-PPO strict 1+5,4172800,4.1728,298096.90625,296500.2604166667
DC-PPO strict 1+5,4224000,4.224,293429.53125,294226.9166666667
DC-PPO strict 1+5,4275200,4.2752,291154.3125,293624.1979166667
DC-PPO strict 1+5,4326400,4.3264,296288.75,294746.375
DC-PPO strict 1+5,4377600,4.3776,296796.0625,296218.53125
DC-PPO strict 1+5,4428800,4.4288,295570.78125,297172.0625
DC-PPO strict 1+5,4480000,4.48,299149.34375,297590.0833333333
DC-PPO strict 1+5,4531200,4.5312,298050.125,299267.1770833333
DC-PPO strict 1+5,4582400,4.5824,300602.0625,300991.7916666667
DC-PPO strict 1+5,4633600,4.6336,304323.1875,301190.9895833333
DC-PPO strict 1+5,4684800,4.6848,298647.71875,301243.1145833333
DC-PPO strict 1+5,4736000,4.736,300758.4375,299840.0520833333
DC-PPO strict 1+5,4787200,4.7872,300114.0,301913.2291666667
DC-PPO strict 1+5,4838400,4.8384,304867.25,303127.5
DC-PPO strict 1+5,4889600,4.8896,304401.25,302281.65625
DC-PPO strict 1+5,4940800,4.9408,297576.46875,301386.2916666667
DC-PPO strict 1+5,4992000,4.992,302181.15625,301204.2604166667
DC-PPO strict 1+5,5043200,5.0432,303855.15625,304612.8645833333
DC-PPO strict 1+5,5094400,5.0944,307802.28125,308089.34375
DC-PPO strict 1+5,5145600,5.1456,312610.59375,310335.2708333333
DC-PPO strict 1+5,5196800,5.1968,310592.9375,312653.3333333333
DC-PPO strict 1+5,5248000,5.248,314756.46875,314159.9895833333
DC-PPO strict 1+5,5299200,5.2992,317130.5625,314391.59375
DC-PPO strict 1+5,5350400,5.3504,311287.75,311793.9166666667
DC-PPO strict 1+5,5401600,5.4016,306963.4375,310001.28125
DC-PPO strict 1+5,5452800,5.4528,311752.65625,310494.8333333333
DC-PPO strict 1+5,5504000,5.504,312768.40625,310931.4270833333
DC-PPO strict 1+5,5555200,5.5552,308273.21875,310774.8229166667
DC-PPO strict 1+5,5606400,5.6064,311282.84375,310427.3020833333
DC-PPO strict 1+5,5657600,5.6576,311725.84375,310971.625
DC-PPO strict 1+5,5708800,5.7088,309906.1875,309781.15625
DC-PPO strict 1+5,5760000,5.76,307711.4375,308923.1666666667
DC-PPO strict 1+5,5811200,5.8112,309151.875,308672.4583333333
DC-PPO strict 1+5,5862400,5.8624,309154.0625,311818.03125
DC-PPO strict 1+5,5913600,5.9136,317148.15625,315702.9583333333
DC-PPO strict 1+5,5964800,5.9648,320806.65625,318215.5208333333
DC-PPO strict 1+5,6016000,6.016,316691.75,319519.21875
DC-PPO strict 1+5,6067200,6.0672,321059.25,317262.09375
DC-PPO strict 1+5,6118400,6.1184,314035.28125,317339.65625
DC-PPO strict 1+5,6169600,6.1696,316924.4375,316909.8854166667
DC-PPO strict 1+5,6220800,6.2208,319769.9375,318670.1770833333
DC-PPO strict 1+5,6272000,6.272,319316.15625,318822.5208333333
DC-PPO strict 1+5,6323200,6.3232,317381.46875,319454.53125
DC-PPO strict 1+5,6374400,6.3744,321665.96875,322623.9479166667
DC-PPO strict 1+5,6425600,6.4256,328824.40625,325879.5
DC-PPO strict 1+5,6476800,6.4768,327148.125,327435.6875
DC-PPO strict 1+5,6528000,6.528,326334.53125,327634.9270833333
DC-PPO strict 1+5,6579200,6.5792,329422.125,329023.40625
DC-PPO strict 1+5,6630400,6.6304,331313.5625,328766.25
DC-PPO strict 1+5,6681600,6.6816,325563.0625,328558.09375
DC-PPO strict 1+5,6732800,6.7328,328797.65625,327910.8854166667
DC-PPO strict 1+5,6784000,6.784,329371.9375,329071.4791666667
DC-PPO strict 1+5,6835200,6.8352,329044.84375,328808.75
DC-PPO strict 1+5,6886400,6.8864,328009.46875,328114.28125
DC-PPO strict 1+5,6937600,6.9376,327288.53125,328212.8958333333
DC-PPO strict 1+5,6988800,6.9888,329340.6875,328149.9791666667
DC-PPO strict 1+5,7040000,7.04,327820.71875,328868.1770833333
DC-PPO strict 1+5,7091200,7.0912,329443.125,327503.9375
DC-PPO strict 1+5,7142400,7.1424,325247.96875,326637.6041666667
DC-PPO strict 1+5,7193600,7.1936,325221.71875,324250.7708333333
DC-PPO strict 1+5,7244800,7.2448,322282.625,325335.5833333333
DC-PPO strict 1+5,7296000,7.296,328502.40625,325925.1458333333
DC-PPO strict 1+5,7347200,7.3472,326990.40625,328761.0520833333
DC-PPO strict 1+5,7398400,7.3984,330790.34375,330615.2708333333
DC-PPO strict 1+5,7449600,7.4496,334065.0625,331972.6979166667
DC-PPO strict 1+5,7500800,7.5008,331062.6875,332895.34375
DC-PPO strict 1+5,7552000,7.552,333558.28125,334999.1979166667
DC-PPO strict 1+5,7603200,7.6032,340376.625,338225.90625
DC-PPO strict 1+5,7654400,7.6544,340742.8125,340536.9583333333
DC-PPO strict 1+5,7705600,7.7056,340491.4375,338112.3645833333
DC-PPO strict 1+5,7756800,7.7568,333102.84375,338832.34375
DC-PPO strict 1+5,7808000,7.808,342902.75,339375.3020833333
DC-PPO strict 1+5,7859200,7.8592,342120.3125,341383.5520833333
DC-PPO strict 1+5,7910400,7.9104,339127.59375,340577.6354166667
DC-PPO strict 1+5,7961600,7.9616,340485.0,339740.96875
DC-PPO strict 1+5,8012800,8.0128,339610.3125,338595.8854166667
DC-PPO strict 1+5,8064000,8.064,335692.34375,337946.7083333333
DC-PPO strict 1+5,8115200,8.1152,338537.46875,338407.0729166667
DC-PPO strict 1+5,8166400,8.1664,340991.40625,339435.8958333333
DC-PPO strict 1+5,8217600,8.2176,338778.8125,338942.5625
DC-PPO strict 1+5,8268800,8.2688,337057.46875,337722.6145833333
DC-PPO strict 1+5,8320000,8.32,337331.5625,337689.4166666667
DC-PPO strict 1+5,8371200,8.3712,338679.21875,342053.8541666667
DC-PPO strict 1+5,8422400,8.4224,350150.78125,340962.0729166667
DC-PPO strict 1+5,8473600,8.4736,334056.21875,341730.9166666667
DC-PPO strict 1+5,8524800,8.5248,340985.75,339862.7291666667
DC-PPO strict 1+5,8576000,8.576,344546.21875,342827.1145833333
DC-PPO strict 1+5,8627200,8.6272,342949.375,344868.5104166667
DC-PPO strict 1+5,8678400,8.6784,347109.9375,344902.84375
DC-PPO strict 1+5,8729600,8.7296,344649.21875,347588.1875
DC-PPO strict 1+5,8780800,8.7808,351005.40625,347448.34375
DC-PPO strict 1+5,8832000,8.832,346690.40625,348487.9895833333
DC-PPO strict 1+5,8883200,8.8832,347768.15625,347688.4895833333
DC-PPO strict 1+5,8934400,8.9344,348606.90625,350993.3333333333
DC-PPO strict 1+5,8985600,8.9856,356604.9375,352885.1354166667
DC-PPO strict 1+5,9036800,9.0368,353443.5625,353054.4791666667
DC-PPO strict 1+5,9088000,9.088,349114.9375,352393.5520833333
DC-PPO strict 1+5,9139200,9.1392,354622.15625,350944.7708333333
DC-PPO strict 1+5,9190400,9.1904,349097.21875,353015.5520833333
DC-PPO strict 1+5,9241600,9.2416,355327.28125,354331.90625
DC-PPO strict 1+5,9292800,9.2928,358571.21875,356952.625
DC-PPO strict 1+5,9344000,9.344,356959.375,357090.7291666667
DC-PPO strict 1+5,9395200,9.3952,355741.59375,356839.9583333333
DC-PPO strict 1+5,9446400,9.4464,357818.90625,359763.3020833333
DC-PPO strict 1+5,9497600,9.4976,365729.40625,359643.8958333333
DC-PPO strict 1+5,9548800,9.5488,355383.375,358259.5625
DC-PPO strict 1+5,9600000,9.6,353665.90625,354538.0833333333
DC-PPO strict 1+5,9651200,9.6512,354564.96875,355576.2395833333
DC-PPO strict 1+5,9702400,9.7024,358497.84375,357472.1354166667
DC-PPO strict 1+5,9753600,9.7536,359353.59375,358063.15625
DC-PPO strict 1+5,9804800,9.8048,356338.03125,357938.6875
DC-PPO strict 1+5,9856000,9.856,358124.4375,356607.3958333333
DC-PPO strict 1+5,9907200,9.9072,355359.71875,357882.03125
DC-PPO strict 1+5,9958400,9.9584,360161.9375,355633.3020833333
DC-PPO strict 1+5,10009600,10.0096,351378.25,354017.5833333333
DC-PPO strict 1+5,10060800,10.0608,350512.5625,352180.0
DC-PPO strict 1+5,10112000,10.112,354649.1875,354920.7395833333
DC-PPO strict 1+5,10163200,10.1632,359600.46875,356448.8125
DC-PPO strict 1+5,10214400,10.2144,355096.78125,357941.9479166667
DC-PPO strict 1+5,10265600,10.2656,359128.59375,358012.1458333333
DC-PPO strict 1+5,10316800,10.3168,359811.0625,359717.8854166667
DC-PPO strict 1+5,10368000,10.368,360214.0,358199.1458333333
DC-PPO strict 1+5,10419200,10.4192,354572.375,356434.71875
DC-PPO strict 1+5,10470400,10.4704,354517.78125,353905.7395833333
DC-PPO strict 1+5,10521600,10.5216,352627.0625,352877.2083333333
DC-PPO strict 1+5,10572800,10.5728,351486.78125,354308.0208333333
DC-PPO strict 1+5,10624000,10.624,358810.21875,356952.6354166667
DC-PPO strict 1+5,10675200,10.6752,360560.90625,358413.5416666667
DC-PPO strict 1+5,10726400,10.7264,355869.5,357882.6354166667
DC-PPO strict 1+5,10777600,10.7776,357217.5,356243.8125
DC-PPO strict 1+5,10828800,10.8288,355644.4375,354697.4791666667
DC-PPO strict 1+5,10880000,10.88,351230.5,355420.28125
DC-PPO strict 1+5,10931200,10.9312,359385.90625,354710.8125
DC-PPO strict 1+5,10982400,10.9824,353516.03125,357382.1979166667
DC-PPO strict 1+5,11033600,11.0336,359244.65625,357389.2708333333
DC-PPO strict 1+5,11084800,11.0848,359407.125,361698.4166666667
DC-PPO strict 1+5,11136000,11.136,366443.46875,363197.9270833333
DC-PPO strict 1+5,11187200,11.1872,363743.1875,365212.6354166667
DC-PPO strict 1+5,11238400,11.2384,365451.25,364565.1770833333
DC-PPO strict 1+5,11289600,11.2896,364501.09375,364734.8645833333
DC-PPO strict 1+5,11340800,11.3408,364252.25,366007.9166666667
DC-PPO strict 1+5,11392000,11.392,369270.40625,368685.4583333333
DC-PPO strict 1+5,11443200,11.4432,372533.71875,370689.6875
DC-PPO strict 1+5,11494400,11.4944,370264.9375,370790.2395833333
DC-PPO strict 1+5,11545600,11.5456,369572.0625,369120.0208333333
DC-PPO strict 1+5,11596800,11.5968,367523.0625,368289.8125
DC-PPO strict 1+5,11648000,11.648,367774.3125,369020.21875
DC-PPO strict 1+5,11699200,11.6992,371763.28125,369745.59375
DC-PPO strict 1+5,11750400,11.7504,369699.1875,367313.53125
DC-PPO strict 1+5,11801600,11.8016,360478.125,365700.6458333333
DC-PPO strict 1+5,11852800,11.8528,366924.625,364062.65625
DC-PPO strict 1+5,11904000,11.904,364785.21875,365559.1979166667
DC-PPO strict 1+5,11955200,11.9552,364967.75,365014.3854166667
DC-PPO strict 1+5,12006400,12.0064,365290.1875,365749.8333333333
DC-PPO strict 1+5,12057600,12.0576,366991.5625,367659.8333333333
DC-PPO strict 1+5,12108800,12.1088,370697.75,370822.5729166667
DC-PPO strict 1+5,12160000,12.16,374778.40625,372906.0833333333
DC-PPO strict 1+5,12211200,12.2112,373242.09375,372350.7604166667
DC-PPO strict 1+5,12262400,12.2624,369031.78125,371630.8333333333
DC-PPO strict 1+5,12313600,12.3136,372618.625,369648.9479166667
DC-PPO strict 1+5,12364800,12.3648,367296.4375,368832.4895833333
DC-PPO strict 1+5,12416000,12.416,366582.40625,367078.9791666667
DC-PPO strict 1+5,12467200,12.4672,367358.09375,367930.2083333333
DC-PPO strict 1+5,12518400,12.5184,369850.125,367670.8958333333
DC-PPO strict 1+5,12569600,12.5696,365804.46875,367696.5104166667
DC-PPO strict 1+5,12620800,12.6208,367434.9375,369053.3645833333
DC-PPO strict 1+5,12672000,12.672,373920.6875,371293.375
DC-PPO strict 1+5,12723200,12.7232,372524.5,372579.2291666667
DC-PPO strict 1+5,12774400,12.7744,371292.5,371140.5104166667
DC-PPO strict 1+5,12825600,12.8256,369604.53125,370161.9895833333
DC-PPO strict 1+5,12876800,12.8768,369588.9375,370289.90625
DC-PPO strict 1+5,12928000,12.928,371676.25,370147.4791666667
DC-PPO strict 1+5,12979200,12.9792,369177.25,371026.15625
DC-PPO strict 1+5,13030400,13.0304,372224.96875,372138.0104166667
DC-PPO strict 1+5,13081600,13.0816,375011.8125,372993.8020833333
DC-PPO strict 1+5,13132800,13.1328,371744.625,374262.1354166667
DC-PPO strict 1+5,13184000,13.184,376029.96875,373340.8333333333
DC-PPO strict 1+5,13235200,13.2352,372247.90625,373523.78125
DC-PPO strict 1+5,13286400,13.2864,372293.46875,371187.59375
DC-PPO strict 1+5,13337600,13.3376,369021.40625,371904.6458333333
DC-PPO strict 1+5,13388800,13.3888,374399.0625,372233.4270833333
DC-PPO strict 1+5,13440000,13.44,373279.8125,373437.15625
DC-PPO strict 1+5,13491200,13.4912,372632.59375,375039.1041666667
DC-PPO strict 1+5,13542400,13.5424,379204.90625,375888.1770833333
DC-PPO strict 1+5,13593600,13.5936,375827.03125,376168.3958333333
DC-PPO strict 1+5,13644800,13.6448,373473.25,374982.7395833333
DC-PPO strict 1+5,13696000,13.696,375647.9375,375401.8541666667
DC-PPO strict 1+5,13747200,13.7472,377084.375,377645.3020833333
DC-PPO strict 1+5,13798400,13.7984,380203.59375,380069.59375
DC-PPO strict 1+5,13849600,13.8496,382920.8125,382078.3333333333
DC-PPO strict 1+5,13900800,13.9008,383110.59375,382947.0
DC-PPO strict 1+5,13952000,13.952,382809.59375,381192.7291666667
DC-PPO strict 1+5,14003200,14.0032,377658.0,379780.8020833333
DC-PPO strict 1+5,14054400,14.0544,378874.8125,377887.5208333333
DC-PPO strict 1+5,14105600,14.1056,377129.75,377678.2708333333
DC-PPO strict 1+5,14156800,14.1568,377030.25,376196.2291666667
DC-PPO strict 1+5,14208000,14.208,374428.6875,376249.25
DC-PPO strict 1+5,14259200,14.2592,377288.8125,378202.65625
DC-PPO strict 1+5,14310400,14.3104,382890.46875,380517.7291666667
DC-PPO strict 1+5,14361600,14.3616,381373.90625,382060.46875
DC-PPO strict 1+5,14412800,14.4128,381917.03125,381709.9895833333
DC-PPO strict 1+5,14464000,14.464,381839.03125,381930.09375
DC-PPO strict 1+5,14515200,14.5152,382034.21875,380807.4166666667
DC-PPO strict 1+5,14566400,14.5664,378549.0,381646.3333333333
DC-PPO strict 1+5,14617600,14.6176,384355.78125,381790.0416666667
DC-PPO strict 1+5,14668800,14.6688,382465.34375,381947.28125
DC-PPO strict 1+5,14720000,14.72,379020.71875,379825.7395833333
DC-PPO strict 1+5,14771200,14.7712,377991.15625,378971.03125
DC-PPO strict 1+5,14822400,14.8224,379901.21875,378752.3645833333
DC-PPO strict 1+5,14873600,14.8736,378364.71875,377223.3645833333
DC-PPO strict 1+5,14924800,14.9248,373404.15625,376907.3125
DC-PPO strict 1+5,14976000,14.976,378953.0625,376855.5
DC-PPO strict 1+5,15027200,15.0272,378209.28125,378596.7395833333
DC-PPO strict 1+5,15078400,15.0784,378627.875,378538.8020833333
DC-PPO strict 1+5,15129600,15.1296,378779.25,379030.625
DC-PPO strict 1+5,15180800,15.1808,379684.75,381414.3229166667
DC-PPO strict 1+5,15232000,15.232,385778.96875,382621.84375
DC-PPO strict 1+5,15283200,15.2832,382401.8125,384121.7604166667
DC-PPO strict 1+5,15334400,15.3344,384184.5,382475.7083333333
DC-PPO strict 1+5,15385600,15.3856,380840.8125,382009.5520833333
DC-PPO strict 1+5,15436800,15.4368,381003.34375,381660.4479166667
DC-PPO strict 1+5,15488000,15.488,383137.1875,382057.09375
DC-PPO strict 1+5,15539200,15.5392,382030.75,379716.8125
DC-PPO strict 1+5,15590400,15.5904,373982.5,377430.3333333333
DC-PPO strict 1+5,15641600,15.6416,376277.75,375849.4895833333
DC-PPO strict 1+5,15692800,15.6928,377288.21875,376998.9583333333
DC-PPO strict 1+5,15744000,15.744,377430.90625,377136.1145833333
DC-PPO strict 1+5,15795200,15.7952,376689.21875,377075.46875
DC-PPO strict 1+5,15846400,15.8464,377106.28125,377740.1145833333
DC-PPO strict 1+5,15897600,15.8976,379424.84375,379246.1770833333
DC-PPO strict 1+5,15948800,15.9488,381207.40625,379344.6666666667
DC-PPO strict 1+5,16000000,16.0,377401.75,380255.4270833333
DC-PPO strict 1+5,16051200,16.0512,382157.125,380053.6666666667
DC-PPO strict 1+5,16102400,16.1024,380602.125,381063.1145833333
DC-PPO strict 1+5,16153600,16.1536,380430.09375,379464.09375
DC-PPO strict 1+5,16204800,16.2048,377360.0625,380509.7708333333
DC-PPO strict 1+5,16256000,16.256,383739.15625,383776.28125
DC-PPO strict 1+5,16307200,16.3072,390229.625,386686.2604166667
DC-PPO strict 1+5,16358400,16.3584,386090.0,387137.8645833333
DC-PPO strict 1+5,16409600,16.4096,385093.96875,385176.5625
DC-PPO strict 1+5,16460800,16.4608,384345.71875,387074.40625
DC-PPO strict 1+5,16512000,16.512,391783.53125,386738.1458333333
DC-PPO strict 1+5,16563200,16.5632,384085.1875,385784.9166666667
DC-PPO strict 1+5,16614400,16.6144,381486.03125,383176.25
DC-PPO strict 1+5,16665600,16.6656,383957.53125,380910.3125
DC-PPO strict 1+5,16716800,16.7168,377287.375,381830.1875
DC-PPO strict 1+5,16768000,16.768,384245.65625,382026.4270833333
DC-PPO strict 1+5,16819200,16.8192,384546.25,387445.03125
DC-PPO strict 1+5,16870400,16.8704,393543.1875,390125.0104166667
DC-PPO strict 1+5,16921600,16.9216,392285.59375,391826.8541666667
DC-PPO strict 1+5,16972800,16.9728,389651.78125,390501.75
DC-PPO strict 1+5,17024000,17.024,389567.875,389583.0729166667
DC-PPO strict 1+5,17075200,17.0752,389529.5625,390737.15625
DC-PPO strict 1+5,17126400,17.1264,393114.03125,390895.8854166667
DC-PPO strict 1+5,17177600,17.1776,390044.0625,391528.6458333333
DC-PPO strict 1+5,17228800,17.2288,391427.84375,392289.3333333333
DC-PPO strict 1+5,17280000,17.28,395396.09375,393456.8854166667
DC-PPO strict 1+5,17331200,17.3312,393546.71875,394217.3645833333
DC-PPO strict 1+5,17382400,17.3824,393709.28125,394899.2708333333
DC-PPO strict 1+5,17433600,17.4336,397441.8125,394053.78125
DC-PPO strict 1+5,17484800,17.4848,391010.25,392384.53125
