series,environment_steps,environment_steps_million,raw_value,three_point_smoothed_value
Q0 polar + curriculum (live),69555200,69.5552,497585.875,497420.1458333333
Q0 polar + curriculum (live),69606400,69.6064,498831.25,497873.28125
Q0 polar + curriculum (live),69657600,69.6576,497202.71875,495237.125
Q0 polar + curriculum (live),69708800,69.7088,489677.40625,490727.1145833333
Q0 polar + curriculum (live),69760000,69.76,485301.21875,488948.5208333333
Q0 polar + curriculum (live),69811200,69.8112,491866.9375,488537.9166666667
Q0 polar + curriculum (live),69862400,69.8624,488445.59375,488569.6458333333
Q0 polar + curriculum (live),69913600,69.9136,485396.40625,487073.2291666667
Q0 polar + curriculum (live),69964800,69.9648,487377.6875,485703.21875
Q0 polar + curriculum (live),70016000,70.016,484335.5625,485200.3958333333
Q0 polar + curriculum (live),70067200,70.0672,483887.9375,485841.8333333333
Q0 polar + curriculum (live),70118400,70.1184,489302.0,487696.0729166667
Q0 polar + curriculum (live),70169600,70.1696,489898.28125,492318.78125
Q0 polar + curriculum (live),70220800,70.2208,497756.0625,496515.125
Q0 polar + curriculum (live),70272000,70.272,501891.03125,499941.1666666667
Q0 polar + curriculum (live),70323200,70.3232,500176.40625,498590.21875
Q0 polar + curriculum (live),70374400,70.3744,493703.21875,498054.7708333333
Q0 polar + curriculum (live),70425600,70.4256,500284.6875,497678.2604166667
Q0 polar + curriculum (live),70476800,70.4768,499046.875,500020.3958333333
Q0 polar + curriculum (live),70528000,70.528,500729.625,500095.3333333333
Q0 polar + curriculum (live),70579200,70.5792,500509.5,499180.8229166667
Q0 polar + curriculum (live),70630400,70.6304,496303.34375,496824.28125
Q0 polar + curriculum (live),70681600,70.6816,493660.0,494143.3541666667
Q0 polar + curriculum (live),70732800,70.7328,492466.71875,493105.78125
Q0 polar + curriculum (live),70784000,70.784,493190.625,494396.78125
Q0 polar + curriculum (live),70835200,70.8352,497533.0,493799.3541666667
Q0 polar + curriculum (live),70886400,70.8864,490674.4375,493765.4791666667
Q0 polar + curriculum (live),70937600,70.9376,493089.0,492513.71875
Q0 polar + curriculum (live),70988800,70.9888,493777.71875,493597.90625
Q0 polar + curriculum (live),71040000,71.04,493927.0,492979.125
Q0 polar + curriculum (live),71091200,71.0912,491232.65625,493876.6979166667
Q0 polar + curriculum (live),71142400,71.1424,496470.4375,495374.28125
Q0 polar + curriculum (live),71193600,71.1936,498419.75,497575.3333333333
Q0 polar + curriculum (live),71244800,71.2448,497835.8125,497412.21875
Q0 polar + curriculum (live),71296000,71.296,495981.09375,495008.53125
Q0 polar + curriculum (live),71347200,71.3472,491208.6875,491184.1666666667
Q0 polar + curriculum (live),71398400,71.3984,486362.71875,488440.8125
Q0 polar + curriculum (live),71449600,71.4496,487751.03125,486744.71875
Q0 polar + curriculum (live),71500800,71.5008,486120.40625,487064.5104166667
Q0 polar + curriculum (live),71552000,71.552,487322.09375,487701.0625
Q0 polar + curriculum (live),71603200,71.6032,489660.6875,489017.3958333333
Q0 polar + curriculum (live),71654400,71.6544,490069.40625,491808.7083333333
Q0 polar + curriculum (live),71705600,71.7056,495696.03125,492604.3854166667
Q0 polar + curriculum (live),71756800,71.7568,492047.71875,493121.875
Q0 polar + curriculum (live),71808000,71.808,491621.875,491401.8333333333
Q0 polar + curriculum (live),71859200,71.8592,490535.90625,490588.3854166667
Q0 polar + curriculum (live),71910400,71.9104,489607.375,488679.0729166667
Q0 polar + curriculum (live),71961600,71.9616,485893.9375,488281.6354166667
Q0 polar + curriculum (live),72012800,72.0128,489343.59375,488498.5833333333
Q0 polar + curriculum (live),72064000,72.064,490258.21875,487593.8020833333
Q0 polar + curriculum (live),72115200,72.1152,483179.59375,486488.4895833333
Q0 polar + curriculum (live),72166400,72.1664,486027.65625,483883.0104166667
Q0 polar + curriculum (live),72217600,72.2176,482441.78125,483918.6041666667
Q0 polar + curriculum (live),72268800,72.2688,483286.375,483902.4375
Q0 polar + curriculum (live),72320000,72.32,485979.15625,486044.4166666667
Q0 polar + curriculum (live),72371200,72.3712,488867.71875,486624.3854166667
Q0 polar + curriculum (live),72422400,72.4224,485026.28125,485828.9895833333
Q0 polar + curriculum (live),72473600,72.4736,483592.96875,484209.25
Q0 polar + curriculum (live),72524800,72.5248,484008.5,484334.4166666667
Q0 polar + curriculum (live),72576000,72.576,485401.78125,484107.28125
Q0 polar + curriculum (live),72627200,72.6272,482911.5625,484657.40625
Q0 polar + curriculum (live),72678400,72.6784,485658.875,484442.5
Q0 polar + curriculum (live),72729600,72.7296,484757.0625,485418.6979166667
Q0 polar + curriculum (live),72780800,72.7808,485840.15625,485523.4270833333
Q0 polar + curriculum (live),72832000,72.832,485973.0625,487053.75
Q0 polar + curriculum (live),72883200,72.8832,489348.03125,486604.3541666667
Q0 polar + curriculum (live),72934400,72.9344,484491.96875,486791.46875
Q0 polar + curriculum (live),72985600,72.9856,486534.40625,485412.125
Q0 polar + curriculum (live),73036800,73.0368,485210.0,487593.7395833333
Q0 polar + curriculum (live),73088000,73.088,491036.8125,488955.03125
Q0 polar + curriculum (live),73139200,73.1392,490618.28125,490571.3645833333
Q0 polar + curriculum (live),73190400,73.1904,490059.0,488859.5208333333
Q0 polar + curriculum (live),73241600,73.2416,485901.28125,486783.0104166667
Q0 polar + curriculum (live),73292800,73.2928,484388.75,483849.0833333333
Q0 polar + curriculum (live),73344000,73.344,481257.21875,482107.8541666667
Q0 polar + curriculum (live),73395200,73.3952,480677.59375,480484.1145833333
Q0 polar + curriculum (live),73446400,73.4464,479517.53125,480776.09375
Q0 polar + curriculum (live),73497600,73.4976,482133.15625,479338.0208333333
Q0 polar + curriculum (live),73548800,73.5488,476363.375,479326.375
Q0 polar + curriculum (live),73600000,73.6,479482.59375,478091.0104166667
Q0 polar + curriculum (live),73651200,73.6512,478427.0625,480506.2708333333
Q0 polar + curriculum (live),73702400,73.7024,483609.15625,481498.59375
Q0 polar + curriculum (live),73753600,73.7536,482459.5625,483245.9791666667
Q0 polar + curriculum (live),73804800,73.8048,483669.21875,483953.1354166667
Q0 polar + curriculum (live),73856000,73.856,485730.625,484723.4583333333
Q0 polar + curriculum (live),73907200,73.9072,484770.53125,485155.65625
Q0 polar + curriculum (live),73958400,73.9584,484965.8125,485021.0
Q0 polar + curriculum (live),74009600,74.0096,485326.65625,483277.4479166667
Q0 polar + curriculum (live),74060800,74.0608,479539.875,481280.5
Q0 polar + curriculum (live),74112000,74.112,478974.96875,479267.7916666667
Q0 polar + curriculum (live),74163200,74.1632,479288.53125,479260.3125
Q0 polar + curriculum (live),74214400,74.2144,479517.4375,479674.2708333333
Q0 polar + curriculum (live),74265600,74.2656,480216.84375,480487.8958333333
Q0 polar + curriculum (live),74316800,74.3168,481729.40625,482122.2395833333
Q0 polar + curriculum (live),74368000,74.368,484420.46875,482687.5104166667
Q0 polar + curriculum (live),74419200,74.4192,481912.65625,481432.7083333333
Q0 polar + curriculum (live),74470400,74.4704,477965.0,480472.4479166667
Q0 polar + curriculum (live),74521600,74.5216,481539.6875,479615.0416666667
Q0 polar + curriculum (live),74572800,74.5728,479340.4375,479729.7708333333
Q0 polar + curriculum (live),74624000,74.624,478309.1875,480061.0833333333
Q0 polar + curriculum (live),74675200,74.6752,482533.625,480846.8645833333
Q0 polar + curriculum (live),74726400,74.7264,481697.78125,482183.25
Q0 polar + curriculum (live),74777600,74.7776,482318.34375,481487.03125
Q0 polar + curriculum (live),74828800,74.8288,480444.96875,481452.6770833333
Q0 polar + curriculum (live),74880000,74.88,481594.71875,481891.8229166667
Q0 polar + curriculum (live),74931200,74.9312,483635.78125,482557.5520833333
Q0 polar + curriculum (live),74982400,74.9824,482442.15625,482242.7916666667
Q0 polar + curriculum (live),75033600,75.0336,480650.4375,480964.53125
Q0 polar + curriculum (live),75084800,75.0848,479801.0,480490.84375
Q0 polar + curriculum (live),75136000,75.136,481021.09375,479997.03125
Q0 polar + curriculum (live),75187200,75.1872,479169.0,481334.25
Q0 polar + curriculum (live),75238400,75.2384,483812.65625,482230.65625
Q0 polar + curriculum (live),75289600,75.2896,483710.3125,483033.4479166667
Q0 polar + curriculum (live),75340800,75.3408,481577.375,482445.0416666667
Q0 polar + curriculum (live),75392000,75.392,482047.4375,482107.1354166667
Q0 polar + curriculum (live),75443200,75.4432,482696.59375,482245.4479166667
Q0 polar + curriculum (live),75494400,75.4944,481992.3125,482577.875
Q0 polar + curriculum (live),75545600,75.5456,483044.71875,482447.6770833333
Q0 polar + curriculum (live),75596800,75.5968,482306.0,482699.09375
Q0 polar + curriculum (live),75648000,75.648,482746.5625,483510.3125
Q0 polar + curriculum (live),75699200,75.6992,485478.375,483622.2708333333
Q0 polar + curriculum (live),75750400,75.7504,482641.875,483846.625
Q0 polar + curriculum (live),75801600,75.8016,483419.625,483169.25
Q0 polar + curriculum (live),75852800,75.8528,483446.25,484038.6979166667
Q0 polar + curriculum (live),75904000,75.904,485250.21875,485968.1666666667
Q0 polar + curriculum (live),75955200,75.9552,489208.03125,487487.9895833333
Q0 polar + curriculum (live),76006400,76.0064,488005.71875,488260.8125
Q0 polar + curriculum (live),76057600,76.0576,487568.6875,488497.1666666667
Q0 polar + curriculum (live),76108800,76.1088,489917.09375,489446.6145833333
Q0 polar + curriculum (live),76160000,76.16,490854.0625,490030.2916666667
Q0 polar + curriculum (live),76211200,76.2112,489319.71875,490164.59375
Q0 polar + curriculum (live),76262400,76.2624,490320.0,490604.8229166667
Q0 polar + curriculum (live),76313600,76.3136,492174.75,492794.1666666667
Q0 polar + curriculum (live),76364800,76.3648,495887.75,495728.0104166667
Q0 polar + curriculum (live),76416000,76.416,499121.53125,496899.9791666667
Q0 polar + curriculum (live),76467200,76.4672,495690.65625,498537.5729166667
Q0 polar + curriculum (live),76518400,76.5184,500800.53125,497386.4166666667
Q0 polar + curriculum (live),76569600,76.5696,495668.0625,498234.296875
Q2 Cartesian-spatial + curriculum (live),25600,0.0256,135869.0,144056.9140625
Q2 Cartesian-spatial + curriculum (live),76800,0.0768,152244.828125,154301.63541666666
Q2 Cartesian-spatial + curriculum (live),128000,0.128,174791.078125,171454.53125
Q2 Cartesian-spatial + curriculum (live),179200,0.1792,187327.6875,189133.24479166666
Q2 Cartesian-spatial + curriculum (live),230400,0.2304,205280.96875,201710.40625
Q2 Cartesian-spatial + curriculum (live),281600,0.2816,212522.5625,211514.671875
Q2 Cartesian-spatial + curriculum (live),332800,0.3328,216740.484375,216247.96875
Q2 Cartesian-spatial + curriculum (live),384000,0.384,219480.859375,220190.96875
Q2 Cartesian-spatial + curriculum (live),435200,0.4352,224351.5625,224843.38020833334
Q2 Cartesian-spatial + curriculum (live),486400,0.4864,230697.71875,230672.125
Q2 Cartesian-spatial + curriculum (live),537600,0.5376,236967.09375,234791.61458333334
Q2 Cartesian-spatial + curriculum (live),588800,0.5888,236710.03125,238034.41666666666
Q2 Cartesian-spatial + curriculum (live),640000,0.64,240426.125,240572.640625
Q2 Cartesian-spatial + curriculum (live),691200,0.6912,244581.765625,242320.890625
Q2 Cartesian-spatial + curriculum (live),742400,0.7424,241954.78125,246044.15625
Q2 Cartesian-spatial + curriculum (live),793600,0.7936,251595.921875,247944.16666666666
Q2 Cartesian-spatial + curriculum (live),844800,0.8448,250281.796875,252539.59895833334
Q2 Cartesian-spatial + curriculum (live),896000,0.896,255741.078125,254830.73958333334
Q2 Cartesian-spatial + curriculum (live),947200,0.9472,258469.34375,258907.27604166666
Q2 Cartesian-spatial + curriculum (live),998400,0.9984,262511.40625,263430.5520833333
Q2 Cartesian-spatial + curriculum (live),1049600,1.0496,269310.90625,267986.59375
Q2 Cartesian-spatial + curriculum (live),1100800,1.1008,272137.46875,273650.9479166667
Q2 Cartesian-spatial + curriculum (live),1152000,1.152,279504.46875,277069.84375
Q2 Cartesian-spatial + curriculum (live),1203200,1.2032,279567.59375,281229.5104166667
Q2 Cartesian-spatial + curriculum (live),1254400,1.2544,284616.46875,284664.5625
Q2 Cartesian-spatial + curriculum (live),1305600,1.3056,289809.625,289717.1979166667
Q2 Cartesian-spatial + curriculum (live),1356800,1.3568,294725.5,295132.7291666667
Q2 Cartesian-spatial + curriculum (live),1408000,1.408,300863.0625,299136.5729166667
Q2 Cartesian-spatial + curriculum (live),1459200,1.4592,301821.15625,303153.5520833333
Q2 Cartesian-spatial + curriculum (live),1510400,1.5104,306776.4375,305710.0
Q2 Cartesian-spatial + curriculum (live),1561600,1.5616,308532.40625,309648.875
Q2 Cartesian-spatial + curriculum (live),1612800,1.6128,313637.78125,313800.2916666667
Q2 Cartesian-spatial + curriculum (live),1664000,1.664,319230.6875,317840.4583333333
Q2 Cartesian-spatial + curriculum (live),1715200,1.7152,320652.90625,320738.3333333333
Q2 Cartesian-spatial + curriculum (live),1766400,1.7664,322331.40625,323745.375
Q2 Cartesian-spatial + curriculum (live),1817600,1.8176,328251.8125,327405.65625
Q2 Cartesian-spatial + curriculum (live),1868800,1.8688,331633.75,331354.3229166667
Q2 Cartesian-spatial + curriculum (live),1920000,1.92,334177.40625,334233.6354166667
Q2 Cartesian-spatial + curriculum (live),1971200,1.9712,336889.75,337633.6979166667
Q2 Cartesian-spatial + curriculum (live),2022400,2.0224,341833.9375,341287.5208333333
Q2 Cartesian-spatial + curriculum (live),2073600,2.0736,345138.875,345306.5208333333
Q2 Cartesian-spatial + curriculum (live),2124800,2.1248,348946.75,348732.1979166667
Q2 Cartesian-spatial + curriculum (live),2176000,2.176,352110.96875,351543.65625
Q2 Cartesian-spatial + curriculum (live),2227200,2.2272,353573.25,353009.4270833333
Q2 Cartesian-spatial + curriculum (live),2278400,2.2784,353344.0625,354287.90625
Q2 Cartesian-spatial + curriculum (live),2329600,2.3296,355946.40625,357905.4791666667
Q2 Cartesian-spatial + curriculum (live),2380800,2.3808,364425.96875,361586.28125
Q2 Cartesian-spatial + curriculum (live),2432000,2.432,364386.46875,365667.1354166667
Q2 Cartesian-spatial + curriculum (live),2483200,2.4832,368188.96875,367950.9791666667
Q2 Cartesian-spatial + curriculum (live),2534400,2.5344,371277.5,370680.5416666667
Q2 Cartesian-spatial + curriculum (live),2585600,2.5856,372575.15625,372155.4895833333
Q2 Cartesian-spatial + curriculum (live),2636800,2.6368,372613.8125,373139.2395833333
Q2 Cartesian-spatial + curriculum (live),2688000,2.688,374228.75,373562.46875
Q2 Cartesian-spatial + curriculum (live),2739200,2.7392,373844.84375,374597.59375
Q2 Cartesian-spatial + curriculum (live),2790400,2.7904,375719.1875,375058.6666666667
Q2 Cartesian-spatial + curriculum (live),2841600,2.8416,375611.96875,375226.8541666667
Q2 Cartesian-spatial + curriculum (live),2892800,2.8928,374349.40625,378796.7708333333
Q2 Cartesian-spatial + curriculum (live),2944000,2.944,386428.9375,381876.0520833333
Q2 Cartesian-spatial + curriculum (live),2995200,2.9952,384849.8125,385632.6979166667
Q2 Cartesian-spatial + curriculum (live),3046400,3.0464,385619.34375,387612.6041666667
Q2 Cartesian-spatial + curriculum (live),3097600,3.0976,392368.65625,390432.1354166667
Q2 Cartesian-spatial + curriculum (live),3148800,3.1488,393308.40625,394130.9375
Q2 Cartesian-spatial + curriculum (live),3200000,3.2,396715.75,396462.3125
Q2 Cartesian-spatial + curriculum (live),3251200,3.2512,399362.78125,400498.2604166667
Q2 Cartesian-spatial + curriculum (live),3302400,3.3024,405416.25,402895.65625
Q2 Cartesian-spatial + curriculum (live),3353600,3.3536,403907.9375,404720.5208333333
Q2 Cartesian-spatial + curriculum (live),3404800,3.4048,404837.375,404344.3020833333
Q2 Cartesian-spatial + curriculum (live),3456000,3.456,404287.59375,405133.71875
Q2 Cartesian-spatial + curriculum (live),3507200,3.5072,406276.1875,407145.34375
Q2 Cartesian-spatial + curriculum (live),3558400,3.5584,410872.25,409005.7291666667
Q2 Cartesian-spatial + curriculum (live),3609600,3.6096,409868.75,409956.1458333333
Q2 Cartesian-spatial + curriculum (live),3660800,3.6608,409127.4375,410381.78125
Q2 Cartesian-spatial + curriculum (live),3712000,3.712,412149.15625,411590.0208333333
Q2 Cartesian-spatial + curriculum (live),3763200,3.7632,413493.46875,413519.3333333333
Q2 Cartesian-spatial + curriculum (live),3814400,3.8144,414915.375,414360.5833333333
Q2 Cartesian-spatial + curriculum (live),3865600,3.8656,414672.90625,415158.75
Q2 Cartesian-spatial + curriculum (live),3916800,3.9168,415887.96875,416059.46875
Q2 Cartesian-spatial + curriculum (live),3968000,3.968,417617.53125,416701.0416666667
Q2 Cartesian-spatial + curriculum (live),4019200,4.0192,416597.625,417545.6041666667
Q2 Cartesian-spatial + curriculum (live),4070400,4.0704,418421.65625,418527.3645833333
Q2 Cartesian-spatial + curriculum (live),4121600,4.1216,420562.8125,420575.0
Q2 Cartesian-spatial + curriculum (live),4172800,4.1728,422740.53125,422958.8333333333
Q2 Cartesian-spatial + curriculum (live),4224000,4.224,425573.15625,424750.4895833333
Q2 Cartesian-spatial + curriculum (live),4275200,4.2752,425937.78125,424878.71875
Q2 Cartesian-spatial + curriculum (live),4326400,4.3264,423125.21875,424034.8958333333
Q2 Cartesian-spatial + curriculum (live),4377600,4.3776,423041.6875,423543.9166666667
Q2 Cartesian-spatial + curriculum (live),4428800,4.4288,424464.84375,423989.1979166667
Q2 Cartesian-spatial + curriculum (live),4480000,4.48,424461.0625,424812.8020833333
Q2 Cartesian-spatial + curriculum (live),4531200,4.5312,425512.5,425817.0208333333
Q2 Cartesian-spatial + curriculum (live),4582400,4.5824,427477.5,426711.5
Q2 Cartesian-spatial + curriculum (live),4633600,4.6336,427144.5,429612.9895833333
Q2 Cartesian-spatial + curriculum (live),4684800,4.6848,434216.96875,431122.3645833333
Q2 Cartesian-spatial + curriculum (live),4736000,4.736,432005.625,432617.2708333333
Q2 Cartesian-spatial + curriculum (live),4787200,4.7872,431629.21875,431798.4479166667
Q2 Cartesian-spatial + curriculum (live),4838400,4.8384,431760.5,430668.09375
Q2 Cartesian-spatial + curriculum (live),4889600,4.8896,428614.5625,431018.2708333333
Q2 Cartesian-spatial + curriculum (live),4940800,4.9408,432679.75,431478.4375
Q2 Cartesian-spatial + curriculum (live),4992000,4.992,433141.0,434151.2083333333
Q2 Cartesian-spatial + curriculum (live),5043200,5.0432,436632.875,434749.0104166667
Q2 Cartesian-spatial + curriculum (live),5094400,5.0944,434473.15625,435634.9791666667
Q2 Cartesian-spatial + curriculum (live),5145600,5.1456,435798.90625,435721.9895833333
Q2 Cartesian-spatial + curriculum (live),5196800,5.1968,436893.90625,436289.6770833333
Q2 Cartesian-spatial + curriculum (live),5248000,5.248,436176.21875,435842.5729166667
Q2 Cartesian-spatial + curriculum (live),5299200,5.2992,434457.59375,435235.2083333333
Q2 Cartesian-spatial + curriculum (live),5350400,5.3504,435071.8125,435183.0
Q2 Cartesian-spatial + curriculum (live),5401600,5.4016,436019.59375,436409.5416666667
Q2 Cartesian-spatial + curriculum (live),5452800,5.4528,438137.21875,437421.5729166667
Q2 Cartesian-spatial + curriculum (live),5504000,5.504,438107.90625,438680.9375
Q2 Cartesian-spatial + curriculum (live),5555200,5.5552,439797.6875,439422.34375
Q2 Cartesian-spatial + curriculum (live),5606400,5.6064,440361.4375,441938.1145833333
Q2 Cartesian-spatial + curriculum (live),5657600,5.6576,445655.21875,442514.8020833333
Q2 Cartesian-spatial + curriculum (live),5708800,5.7088,441527.75,444768.2708333333
Q2 Cartesian-spatial + curriculum (live),5760000,5.76,447121.84375,443938.1979166667
Q2 Cartesian-spatial + curriculum (live),5811200,5.8112,443165.0,443693.6145833333
Q2 Cartesian-spatial + curriculum (live),5862400,5.8624,440794.0,441540.9375
Q2 Cartesian-spatial + curriculum (live),5913600,5.9136,440663.8125,441354.0208333333
Q2 Cartesian-spatial + curriculum (live),5964800,5.9648,442604.25,441564.0416666667
Q2 Cartesian-spatial + curriculum (live),6016000,6.016,441424.0625,442459.6354166667
Q2 Cartesian-spatial + curriculum (live),6067200,6.0672,443350.59375,442033.46875
Q2 Cartesian-spatial + curriculum (live),6118400,6.1184,441325.75,443214.4583333333
Q2 Cartesian-spatial + curriculum (live),6169600,6.1696,444967.03125,444076.1979166667
Q2 Cartesian-spatial + curriculum (live),6220800,6.2208,445935.8125,445924.0833333333
Q2 Cartesian-spatial + curriculum (live),6272000,6.272,446869.40625,446976.9791666667
Q2 Cartesian-spatial + curriculum (live),6323200,6.3232,448125.71875,447973.9895833333
Q2 Cartesian-spatial + curriculum (live),6374400,6.3744,448926.84375,448787.9583333333
Q2 Cartesian-spatial + curriculum (live),6425600,6.4256,449311.3125,449653.9583333333
Q2 Cartesian-spatial + curriculum (live),6476800,6.4768,450723.71875,450721.4166666667
Q2 Cartesian-spatial + curriculum (live),6528000,6.528,452129.21875,450434.9895833333
Q2 Cartesian-spatial + curriculum (live),6579200,6.5792,448452.03125,449159.8541666667
Q2 Cartesian-spatial + curriculum (live),6630400,6.6304,446898.3125,448056.375
Q2 Cartesian-spatial + curriculum (live),6681600,6.6816,448818.78125,449340.5833333333
Q2 Cartesian-spatial + curriculum (live),6732800,6.7328,452304.65625,450925.34375
Q2 Cartesian-spatial + curriculum (live),6784000,6.784,451652.59375,452822.3541666667
Q2 Cartesian-spatial + curriculum (live),6835200,6.8352,454509.8125,450810.0104166667
Q2 Cartesian-spatial + curriculum (live),6886400,6.8864,446267.625,450566.6770833333
Q2 Cartesian-spatial + curriculum (live),6937600,6.9376,450922.59375,448725.78125
Q2 Cartesian-spatial + curriculum (live),6988800,6.9888,448987.125,450696.9166666667
Q2 Cartesian-spatial + curriculum (live),7040000,7.04,452181.03125,450408.875
Q2 Cartesian-spatial + curriculum (live),7091200,7.0912,450058.46875,451300.9583333333
Q2 Cartesian-spatial + curriculum (live),7142400,7.1424,451663.375,449696.0520833333
Q2 Cartesian-spatial + curriculum (live),7193600,7.1936,447366.3125,450137.2604166667
Q2 Cartesian-spatial + curriculum (live),7244800,7.2448,451382.09375,450351.3020833333
Q2 Cartesian-spatial + curriculum (live),7296000,7.296,452305.5,452160.9895833333
Q2 Cartesian-spatial + curriculum (live),7347200,7.3472,452795.375,451800.6041666667
Q2 Cartesian-spatial + curriculum (live),7398400,7.3984,450300.9375,453012.6354166667
Q2 Cartesian-spatial + curriculum (live),7449600,7.4496,455941.59375,453109.125
Q2 Cartesian-spatial + curriculum (live),7500800,7.5008,453084.84375,455849.4895833333
Q2 Cartesian-spatial + curriculum (live),7552000,7.552,458522.03125,455693.5833333333
Q2 Cartesian-spatial + curriculum (live),7603200,7.6032,455473.875,459808.2604166667
Q2 Cartesian-spatial + curriculum (live),7654400,7.6544,465428.875,461761.2708333333
Q2 Cartesian-spatial + curriculum (live),7705600,7.7056,464381.0625,462533.7291666667
Q2 Cartesian-spatial + curriculum (live),7756800,7.7568,457791.25,462062.6458333333
Q2 Cartesian-spatial + curriculum (live),7808000,7.808,464015.625,461697.6458333333
Q2 Cartesian-spatial + curriculum (live),7859200,7.8592,463286.0625,464295.0833333333
Q2 Cartesian-spatial + curriculum (live),7910400,7.9104,465583.5625,464678.4270833333
Q2 Cartesian-spatial + curriculum (live),7961600,7.9616,465165.65625,465573.1979166667
Q2 Cartesian-spatial + curriculum (live),8012800,8.0128,465970.375,462411.21875
Q2 Cartesian-spatial + curriculum (live),8064000,8.064,456097.625,460555.6770833333
Q2 Cartesian-spatial + curriculum (live),8115200,8.1152,459599.03125,459628.4583333333
Q2 Cartesian-spatial + curriculum (live),8166400,8.1664,463188.71875,464246.6979166667
Q2 Cartesian-spatial + curriculum (live),8217600,8.2176,469952.34375,467172.9270833333
Q2 Cartesian-spatial + curriculum (live),8268800,8.2688,468377.71875,468134.8958333333
Q2 Cartesian-spatial + curriculum (live),8320000,8.32,466074.625,465885.8958333333
Q2 Cartesian-spatial + curriculum (live),8371200,8.3712,463205.34375,465421.3333333333
Q2 Cartesian-spatial + curriculum (live),8422400,8.4224,466984.03125,464764.3333333333
Q2 Cartesian-spatial + curriculum (live),8473600,8.4736,464103.625,465584.6041666667
Q2 Cartesian-spatial + curriculum (live),8524800,8.5248,465666.15625,466019.4270833333
Q2 Cartesian-spatial + curriculum (live),8576000,8.576,468288.5,465885.3645833333
Q2 Cartesian-spatial + curriculum (live),8627200,8.6272,463701.4375,466667.0729166667
Q2 Cartesian-spatial + curriculum (live),8678400,8.6784,468011.28125,466078.1458333333
Q2 Cartesian-spatial + curriculum (live),8729600,8.7296,466521.71875,467113.1458333333
Q2 Cartesian-spatial + curriculum (live),8780800,8.7808,466806.4375,464959.0416666667
Q2 Cartesian-spatial + curriculum (live),8832000,8.832,461548.96875,463193.9479166667
Q2 Cartesian-spatial + curriculum (live),8883200,8.8832,461226.4375,462984.21875
Q2 Cartesian-spatial + curriculum (live),8934400,8.9344,466177.25,464725.9895833333
Q2 Cartesian-spatial + curriculum (live),8985600,8.9856,466774.28125,464654.7395833333
Q2 Cartesian-spatial + curriculum (live),9036800,9.0368,461012.6875,462343.25
Q2 Cartesian-spatial + curriculum (live),9088000,9.088,459242.78125,459941.7083333333
Q2 Cartesian-spatial + curriculum (live),9139200,9.1392,459569.65625,461997.3541666667
Q2 Cartesian-spatial + curriculum (live),9190400,9.1904,467179.625,464152.96875
Q2 Cartesian-spatial + curriculum (live),9241600,9.2416,465709.625,465264.4270833333
Q2 Cartesian-spatial + curriculum (live),9292800,9.2928,462904.03125,464035.6979166667
Q2 Cartesian-spatial + curriculum (live),9344000,9.344,463493.4375,463577.9270833333
Q2 Cartesian-spatial + curriculum (live),9395200,9.3952,464336.3125,464674.71875
Q2 Cartesian-spatial + curriculum (live),9446400,9.4464,466194.40625,465060.5520833333
Q2 Cartesian-spatial + curriculum (live),9497600,9.4976,464650.9375,463899.1770833333
Q2 Cartesian-spatial + curriculum (live),9548800,9.5488,460852.1875,465097.4270833333
Q2 Cartesian-spatial + curriculum (live),9600000,9.6,469789.15625,466841.375
Q2 Cartesian-spatial + curriculum (live),9651200,9.6512,469882.78125,468374.9791666667
Q2 Cartesian-spatial + curriculum (live),9702400,9.7024,465453.0,465905.375
Q2 Cartesian-spatial + curriculum (live),9753600,9.7536,462380.34375,463956.8020833333
Q2 Cartesian-spatial + curriculum (live),9804800,9.8048,464037.0625,463581.4375
Q2 Cartesian-spatial + curriculum (live),9856000,9.856,464326.90625,464732.25
Q2 Cartesian-spatial + curriculum (live),9907200,9.9072,465832.78125,467966.1354166667
Q2 Cartesian-spatial + curriculum (live),9958400,9.9584,473738.71875,469869.28125
Q2 Cartesian-spatial + curriculum (live),10009600,10.0096,470036.34375,471913.3645833333
Q2 Cartesian-spatial + curriculum (live),10060800,10.0608,471965.03125,473754.8541666667
Q2 Cartesian-spatial + curriculum (live),10112000,10.112,479263.1875,473131.2916666667
Q2 Cartesian-spatial + curriculum (live),10163200,10.1632,468165.65625,474397.2708333333
Q2 Cartesian-spatial + curriculum (live),10214400,10.2144,475762.96875,472152.7604166667
Q2 Cartesian-spatial + curriculum (live),10265600,10.2656,472529.65625,473805.8541666667
Q2 Cartesian-spatial + curriculum (live),10316800,10.3168,473124.9375,472953.625
Q2 Cartesian-spatial + curriculum (live),10368000,10.368,473206.28125,474427.5104166667
Q2 Cartesian-spatial + curriculum (live),10419200,10.4192,476951.3125,475834.9479166667
Q2 Cartesian-spatial + curriculum (live),10470400,10.4704,477347.25,476346.7916666667
Q2 Cartesian-spatial + curriculum (live),10521600,10.5216,474741.8125,473744.8020833333
Q2 Cartesian-spatial + curriculum (live),10572800,10.5728,469145.34375,472465.2916666667
Q2 Cartesian-spatial + curriculum (live),10624000,10.624,473508.71875,471982.9166666667
Q2 Cartesian-spatial + curriculum (live),10675200,10.6752,473294.6875,475653.5416666667
Q2 Cartesian-spatial + curriculum (live),10726400,10.7264,480157.21875,476704.9375
